"Rank","Name","Team","Cl","Pos","G","2B"
"","Scott Kingery","Arizona","So.","INF","26","8"
"","Doug Kraeger","Richmond","So.","INF","21","8"
"","Max Kuhn","Kentucky","Jr.","INF","24","8"
"","Cole Lankford","Texas A&M","Jr.","C","24","8"
"","Tyler Leffler","Bradley","So.","INF","19","8"
"","Stuart Levy","Arkansas St.","Jr.","C","21","8"
"","Ryan Lindemuth","William & Mary","---","2B","22","8"
"","Aaron Machbitz","South Dakota St.","Sr.","INF","22","8"
"","Ty McFarland","James Madison","Sr.","INF","22","8"
"","Ryan McNally","Fordham","So.","OF","19","8"
"","Alex Miklos","Kent St.","Jr.","OF","20","8"
"","Matt Nadolski","Campbell","Sr.","OF","25","8"
"","Alex Owens","Longwood","Sr.","1B","25","8"
"","Tyler Petersen","North Dakota","Sr.","C","15","8"
"","Scott Price","Tennessee","Sr.","1B","23","8"
"","Heath Quinn","Samford","Fr.","OF","23","8"
"","Al Robbins","South Dakota St.","Jr.","INF","22","8"
"","Bennie Robinson","Florida A&M","Sr.","INF","21","8"
"","Gary Russo","Miami (OH)","So.","OF","18","8"
"","John Sansone","Florida St.","So.","INF","23","8"
"","Blake Schmit","Maryland","Sr.","SS","22","8"
"","Chase Shelton","Charleston So.","Jr.","1B","25","8"
"","Ben Slaton","Old Dominion","Sr.","OF","24","8"
"","Ridge Smith","Austin Peay","Fr.","C","22","8"
"","Logan Taylor","Texas A&M","So.","INF","20","8"
"","Charles Tillery","Jackson St.","Sr.","OF","23","8"
"","Mike Vigliarolo","Saint Louis","Jr.","INF","22","8"
"","Anthony Villa","St. Mary's (CA)","So.","INF","23","8"
"","Donnie Walton","Oklahoma St.","So.","INF","24","8"
"","John Welborn","UTSA","Sr.","OF","23","8"
"","Brock Whitney","BYU","Sr.","1B","25","8"
"","Soloman Williams","Bakersfield","Jr.","INF","22","8"
"","Zarley Zalewski","Kent St.","So.","INF","20","8"
"147","Caleb Adams","La.-Lafayette","Jr.","OF","23","7"
"","Taylor Alspaugh","Oklahoma","Jr.","OF","24","7"
"","Brian Anderson","Arkansas","Jr.","INF","21","7"
"","Caden Bailey","Georgia St.","Jr.","INF","22","7"
"","Stephen Bartlett","Jacksonville St.","Sr.","C","11","7"
"","Jay Baum","Clemson","Jr.","INF","23","7"
"","Dylan Becker","Missouri St.","Jr.","INF","21","7"
"","Max Beermann","Villanova","So.","1B","21","7"
"","Bill Bereszniewicz","Binghamton","Sr.","OF","18","7"
"","Ryan Boldt","Nebraska","Fr.","OF","21","7"
"","Zack Bowers","Georgia","So.","C","23","7"
"","Juan Bueno","Grambling","Sr.","INF","22","7"
"","Scotty Burcham","Sacramento St.","Jr.","INF","23","7"
"","Carter Burgess","Sam Houston St.","Jr.","P","24","7"
"","Dalton Busby","Ga. Southern","Jr.","INF","24","7"
"","Dale Carey","Miami (FL)","Sr.","OF","24","7"
"","Kyle Cedotal","Southeastern La.","So.","OF","23","7"
"","Alex Close","Liberty","Jr.","C","24","7"
"","Adam Collins","Central Mich.","Fr.","INF","22","7"
"","Matt Conway","Wake Forest","Sr.","INF","24","7"
"","Ryan Cook","Richmond","Jr.","P","20","7"
"","Jose Cruz","Jackson St.","Sr.","C","24","7"
"","Paul DeJong","Illinois St.","So.","INF","20","7"
"","Collin Ferguson","St. Mary's (CA)","Jr.","P","23","7"
"","Brad Fieger","Miami (FL)","Sr.","1B","23","7"
"","Joel Fisher","Michigan St.","Sr.","C","19","7"
"","Joe Ford","Wright St.","Sr.","INF","22","7"
"","Matt Fultz","Missouri St.","So.","C","20","7"
"","Aramis Garcia","FIU","Jr.","C","24","7"
"","Vincent Gugliettei","Quinnipiac","Jr.","INF","18","7"
"","Sean Guite","UNC Greensboro","Sr.","INF","23","7"
"","Garrett Hampson","Long Beach St.","Fr.","INF","22","7"
"","Ian Happ","Cincinnati","So.","INF","22","7"
"","Greg Harisis","Santa Clara","Sr.","INF","20","7"
"","Scott Heath","Maine","Jr.","P","21","7"
"","AJ Hernandez","UNLV","Jr.","INF","13","7"
"","P.J. Higgins","Old Dominion","So.","INF","24","7"
"","Chris Hoo","Cal Poly","Sr.","C","23","7"
"","Hunter Hope","Tulane","Fr.","INF","23","7"
"","Matthew Howard","Troy","Sr.","P","23","7"
"","Alex Howe","Tex.-Pan American","Sr.","OF","26","7"
"","Jarrett Jarvis","BYU","Jr.","C","19","7"
"","Dustin Jones","Arkansas St.","Sr.","INF","23","7"
"","Grant Kay","Louisville","Jr.","INF","23","7"
"","Jeff Keller","Dartmouth","Sr.","OF","12","7"
"","Tyler Krieger","Clemson","So.","INF","23","7"
"","Troy Kuhn","Ohio St.","So.","INF","22","7"
"","Tyler Langley","Central Ark.","So.","OF","22","7"
"","Tyler Lawrence","Murray St.","Fr.","C","21","7"
"","Louie Lechich","San Diego","Sr.","P","23","7"
"","Josh Leemhuis","George Mason","Sr.","OF","21","7"
"","Cody Leichman","Central Mich.","Jr.","1B","22","7"
"","Pete Leonello","LIU Brooklyn","Sr.","OF","18","7"
"","Matt Lopez","San Jose St.","Sr.","INF","25","7"
"","Travis Maezes","Michigan","So.","INF","23","7"
"","Emmanuel Marrero","Alabama St.","Jr.","INF","29","7"
"","Mitchell Matulia","UTSA","---","C","19","7"
"","Jordan McDonald","UNC Greensboro","Jr.","INF","21","7"
"","Brad McKewon","Creighton","Sr.","OF","18","7"
"","Daniel Miles","Tennessee Tech","Sr.","3B","24","7"
"","Thomas Miller","Middle Tenn.","Fr.","C","18","7"
"","DJ Miller","Delaware St.","Sr.","INF","17","7"
"","Brian Mundell","Cal Poly","So.","C","23","7"
"","Taylor Munden","West Virginia","Jr.","OF","19","7"
"","Max Murphy","Bradley","Jr.","OF","19","7"
"","Jake Noll","FGCU","Fr.","INF","24","7"
"","Ashton Perritt","Liberty","Jr.","P","25","7"
"","Josh Powers","Stetson","Jr.","P","23","7"
"","Chase Raffield","Georgia St.","Sr.","OF","24","7"
"","Mike Rampone","NJIT","Jr.","INF","13","7"
"","John Clay Reeves","Rice","Jr.","C","24","7"
"","Greg Rodgers","Niagara","So.","INF","22","7"
"","Jake Romano","Miami (OH)","So.","OF","20","7"
"","Yale Rosen","Washington St.","Jr.","OF","20","7"
"","Blaise Salter","Michigan St.","Jr.","C","20","7"
"","Daniel Salters","Dallas Baptist","So.","C","23","7"
"","Christian Santisteban","Manhattan","So.","INF","18","7"
"","Zach Schira","Dayton","Jr.","OF","20","7"
"","Jeff Sealy","Prairie View","Sr.","OF","17","7"
"","Jordan Serena","Columbia","Jr.","OF","16","7"
"","Jeremy Shay","Bowling Green","Sr.","C","21","7"
"","Bryan Soloman","Eastern Ky.","Sr.","INF","23","7"
"","Dykota Spiess","Western Caro.","Sr.","INF","21","7"
"","Jack St. Clair","Holy Cross","Jr.","OF","19","7"
"","Michael Suchy","FGCU","Jr.","OF","24","7"
"","Robby Sunderman","Dayton","Sr.","INF","21","7"
"","Kane Sweeney","Morehead St.","Jr.","INF","23","7"
"","Kevin Swick","Southern California","Sr.","C","22","7"
"","Mark Tatera","Minnesota","Jr.","INF","20","7"
"","Demetre Taylor","Eastern Ill.","Jr.","OF","21","7"
"","Matt Tenaglia","James Madison","Sr.","1B","21","7"
"","Micheal Thomas","Kentucky","Sr.","C","22","7"
"","Mitchell Tolman","Oregon","So.","INF","22","7"
"","John Michael Twichell","Texas-Arlington","Sr.","INF","24","7"
"","Andrew Utterback","Alabama A&M","Jr.","OF","25","7"
"","Mike Warren","UTSA","Sr.","1B","24","7"
"","Kyri Washington","Longwood","So.","OF","25","7"
"","Jake Welch","Southern Ill.","Sr.","INF","22","7"
"","Devin Wenzel","Cincinnati","So.","INF","18","7"
"","Kurt Wertz","Towson","Sr.","OF","20","7"
"","Boomer White","TCU","So.","C","23","7"
"","G.K. Young","Coastal Caro.","Fr.","INF","22","7"
"","Tim Zier","San Diego St.","Sr.","INF","23","7"
"250","Joe Abeln","Lehigh","Sr.","OF","17","6"
"","Greg Allen","San Diego St.","Jr.","OF","23","6"
"","Will Amador","Butler","Jr.","C","20","6"
"","Robert Amaro","Temple","Sr.","1B","17","6"
"","Richard Amion","Alabama St.","Jr.","OF","29","6"
"","Austin Anderson","Ole Miss","Sr.","INF","25","6"
"","Ben Arkin","Davidson","Jr.","INF","18","6"
"","Patrick Armstrong","UNLV","Sr.","INF","22","6"
"","Derek Atkinson","San Francisco","Jr.","OF","21","6"
"","Nick Backlund","Mercer","Sr.","1B","25","6"
"","Jesse Baker","UTSA","So.","INF","24","6"
"","Anthony Bayus","Murray St.","Jr.","INF","21","6"
"","Tyler Bocock","Stetson","Jr.","INF","24","6"
"","Tyler Boss","Oral Roberts","Sr.","OF","20","6"
"","Ryan Bottger","Texas-Arlington","Jr.","INF","20","6"
"","Auston Bousfield","Ole Miss","Jr.","OF","25","6"
"","Tyler Boyd","Seton Hall","Jr.","INF","18","6"
"","Alex Bregman","LSU","So.","INF","25","6"
"","Craig Brinkerhoff","Utah Valley","So.","OF","21","6"
"","John Brodner","Wright St.","So.","INF","22","6"
"","Connor Brown","James Madison","Sr.","INF","17","6"
"","Hunter Bryant","UNC Asheville","Jr.","INF","22","6"
"","Niko Buentello","Oklahoma","Fr.","INF","24","6"
"","James Bunn","VCU","So.","OF","17","6"
"","Matt Burgess","Arkansas St.","So.","INF","22","6"
"","Earl Burl","Alcorn","Jr.","P","23","6"
"","Alex Call","Ball St.","Fr.","OF","20","6"
"","Ryan Casillas","Southern Ill.","Sr.","INF","22","6"
"","Dan Cellucci","Bryant","So.","INF","17","6"
"","Matt Chapman","Cal St. Fullerton","Jr.","INF","21","6"
"","Tommy Cheek","Loyola Marymount","Sr.","INF","24","6"
"","Brandon Cipolla","Holy Cross","Sr.","OF","19","6"
"","Aaron Cohn","Duke","Jr.","INF","23","6"
"","Scott Coleman","Gardner-Webb","Sr.","3B","24","6"
"","Michael Conforto","Oregon St.","Jr.","OF","24","6"
"","Vince Corbi","UMBC","Jr.","INF","15","6"
"","Bo Cornish","Portland","Sr.","C","19","6"
"","Robert Cossey","Prairie View","Sr.","OF","18","6"
"","Joey Cujas","VCU","Sr.","INF","23","6"
"","Austin Darby","Nebraska","Jr.","OF","21","6"
"","Jake Deason","UT Martin","So.","INF","21","6"
"","Dalton DiNatale","Arizona St.","So.","INF","21","6"
"","Dylan Dillard","Jacksonville","So.","OF","21","6"
"","Dillon Dobson","Appalachian St.","So.","INF","22","6"
"","Brian Doran","Maine","Jr.","OF","24","6"
"","Patrick Drake","Missouri St.","Sr.","OF","10","6"
"","Waldyvan Estrada","Alabama St.","Jr.","OF","28","6"
"","Reagan Fowler","Creighton","So.","INF","18","6"
"","Sam Foy","Davidson","So.","INF","20","6"
"","Andrew Garner","Tulane","Sr.","OF","21","6"
"","Kristian Gayday","IPFW","Sr.","INF","20","6"
"","Skyler Geissinger","SIU Edwardsville","So.","INF","21","6"
"","Joe Giacchino","Delaware","Jr.","OF","22","6"
"","Tyler Girouard","La.-Lafayette","Jr.","3B","16","6"
"","Chris Godinez","Bradley","So.","INF","17","6"
"","Brandon Gold","Georgia Tech","Fr.","3B","18","6"
"","Casey Golden","UNC Wilmington","Fr.","OF","20","6"
"","Brandon Gomez","FIU","Fr.","OF","21","6"
"","Richard Gonzalez","Alabama St.","Jr.","C","24","6"
"","Charley Gould","William & Mary","So.","C","16","6"
"","Drew Griffin","Memphis","Sr.","P","20","6"
"","Greg Guers","Penn St.","So.","OF","22","6"
"","Alex Harris","Dayton","Jr.","OF","19","6"
"","Seth Harrison","La.-Lafayette","Sr.","OF","24","6"
"","Brendon Hayden","Virginia Tech","Jr.","INF","22","6"
"","Brad Haynal","San Diego St.","Jr.","C","20","6"
"","Alexander Hernandez","Miami (FL)","Sr.","INF","24","6"
"","Dalton Herrington","La.-Monroe","Sr.","OF","25","6"
"","Michael Hill","Long Beach St.","Sr.","INF","22","6"
"","Zach Houchins","East Carolina","Sr.","3B","24","6"
"","Danny Hoy","Princeton","So.","INF","16","6"
"","Conner Hudnall","Purdue","Sr.","OF","19","6"
"","Kyle Hunt","Nevada","Jr.","INF","23","6"
"","Jacob Hunter","Yale","Sr.","INF","15","6"
"","Ryan Hutson","Florida A&M","Jr.","INF","21","6"
"","Bobby Ison","Charleston So.","Jr.","OF","25","6"
"","Kenny Jackson","Hofstra","Sr.","OF","15","6"
"","Hayden Jones","South Ala.","So.","INF","21","6"
"","Bobby Juan","Minnesota","Sr.","OF","20","6"
"","Ryan Karl","Cornell","Jr.","OF","14","6"
"","Conor Keniry","Wake Forest","Sr.","INF","25","6"
"","Ryan Kent","Morehead St.","Fr.","OF","21","6"
"","David Kerian","Illinois","Jr.","INF","19","6"
"","Stephen Kerr","Fla. Atlantic","Fr.","INF","24","6"
"","Sean Keselica","Virginia Tech","Jr.","P","22","6"
"","Kavin Keyes","Oregon St.","Sr.","INF","24","6"
"","Kristoffer Koerper","New Mexico St.","Sr.","INF","23","6"
"","Ryan Krill","Michigan St.","Jr.","1B","19","6"
"","Tyler Kuresa","UC Santa Barbara","Jr.","INF","20","6"
"","Alexander Lee","Radford","Sr.","INF","20","6"
"","Zack Lee","N.C. Central","Sr.","INF","23","6"
"","Andy Lennington","Southeast Mo. St.","Jr.","SS","23","6"
"","Tim Lynch","Southern Miss.","So.","INF","24","6"
"","Chayse Marion","McNeese St.","Sr.","INF","22","6"
"","Zach Markel","Norfolk St.","Sr.","1B","21","6"
"","Richie Martin","Florida","So.","INF","24","6"
"","Braxton Martinez","Saint Louis","So.","INF","20","6"
"","Chase Matheson","Chicago St.","Jr.","INF","19","6"
"","Patrick Mazeika","Stetson","So.","1B","24","6"
"","Matt McCallister","UNLV","Sr.","INF","23","6"
"","Matt McGowan","Murray St.","Jr.","INF","20","6"
"","Sean McHugh","Purdue","Sr.","C","19","6"
"","Robert McIntosh","UNC Asheville","Sr.","INF","22","6"
"","Austin Miller","Loyola Marymount","Fr.","OF","24","6"
"","Lee Miller","Davidson","So.","P","19","6"
"","Michael Mioduszewski","Eastern Mich.","Fr.","C","13","6"
"","Aaron Mizell","Ga. Southern","Jr.","OF","23","6"
"","Tommy Monnot","Kent St.","Jr.","C","18","6"
"","Jeremy Montalbano","Texas","So.","C","22","6"
"","Dylan Moore","UCF","Jr.","INF","25","6"
"","Eddie Mora-Loera","Jacksonville St.","Sr.","INF","18","6"
"","Alberto Morales","Tex.-Pan American","Sr.","INF","26","6"
"","Charlie Morgan","Wake Forest","Sr.","C","24","6"
"","Brandon Murray","Col. of Charleston","Sr.","OF","23","6"
"","A.J. Murray","Georgia Tech","Jr.","1B","22","6"
"","Wood Myers","North Carolina","Fr.","INF","23","6"
"","Robby Nesovic","UC Santa Barbara","So.","P","20","6"
"","Daniel Nevares","Binghamton","Sr.","INF","17","6"
"","John Nogowski","Florida St.","Jr.","1B","23","6"
"","Kevin Nutter","William & Mary","Sr.","OF","21","6"
"","Evan Ocello","Holy Cross","Jr.","OF","19","6"
"","Brian Olson","Seattle","Jr.","C","18","6"
"","Connor Owings","Coastal Caro.","So.","INF","23","6"
"","Jacob Page","Army","So.","OF","20","6"
"","Connor Panas","Canisius","Jr.","INF","18","6"
"","Jared Patterson","Chicago St.","Jr.","OF","19","6"
"","Andy Peterson","Oregon St.","Sr.","INF","24","6"
"","Jimmy Pickens","Michigan St.","Jr.","OF","20","6"
"","Garrett Pitts","Troy","Sr.","INF","24","6"
"","Luke Plucheck","Sam Houston St.","Sr.","OF","24","6"
"","Andrew Pope","Davidson","So.","INF","19","6"
"","Chad Prain","Georgia St.","Sr.","INF","24","6"
"","Dexter Price","Alabama St.","Sr.","INF","29","6"
"","Michael Pritchard","Nebraska","Sr.","OF","21","6"
"","Keelin Rasch","La.-Monroe","Jr.","INF","25","6"
"","Steven Reveles","Nebraska","Jr.","INF","15","6"
"","Jamie Ritchie","Belmont","Jr.","C","23","6"
"","Cesar Rivera","Alabama St.","Jr.","OF","27","6"
"","Alex Robles","Austin Peay","Fr.","INF","22","6"
"","Tyler Rocklein","Fla. Atlantic","Sr.","OF","24","6"
"","Jake Rowland","Tennessee Tech","So.","OF","24","6"
"","Jake Salpietro","Fairfield","So.","3B","15","6"
"","Becker Sankey","Liberty","Jr.","C","18","6"
"","Tyson Simpson Jr.","N.C. Central","Sr.","INF","23","6"
"","Austin Sistrunk","Lipscomb","So.","INF","21","6"
"","Tony Skjefte","Minnesota","Jr.","INF","16","6"
"","Zach Slesk","Utah Valley","Jr.","SS","21","6"
"","T. Smith","Jackson St.","---","1B","23","6"
"","Chris Smith","Wagner","Sr.","OF","17","6"
"","Arrington Smith","Mississippi Val.","Fr.","C","20","6"
"","Justin Stawychny","La.-Monroe","Jr.","OF","25","6"
"","Ty Stetson","Murray St.","Sr.","OF","21","6"
"","Christin Stewart","Tennessee","So.","OF","23","6"
"","Brock Stewart","Illinois St.","Jr.","INF","20","6"
"","Cole Sturgeon","Louisville","Sr.","OF","23","6"
"","Michael Suiter","Kansas","Jr.","OF","24","6"
"","Jeremy Taylor","East Tenn. St.","So.","OF","21","6"
"","Bryce Taylor","Jackson St.","Sr.","OF","25","6"
"","Taylor Tempel","Fresno St.","Jr.","OF","19","6"
"","Nick Thompson","William & Mary","Jr.","INF","22","6"
"","Damek Tomscha","Auburn","Sr.","INF","24","6"
"","Nick Torres","Cal Poly","Jr.","OF","23","6"
"","Sam Travis","Indiana","Jr.","INF","21","6"
"","Phllip Treadway","UNC Asheville","Sr.","INF","22","6"
"","Tucker Tubbs","Memphis","Jr.","INF","23","6"
"","Xavier Turner","Vanderbilt","So.","INF","24","6"
"","Zack Turner","San Francisco","Sr.","1B","21","6"
"","Bret Underwood","Northwestern St.","Jr.","OF","21","6"
"","Branden Vaughn","Northern Colo.","Jr.","INF","23","6"
"","Kevin Viers","Fresno St.","So.","INF","24","6"
"","Stephen Wallace","Winthrop","So.","INF","19","6"
"","Bo Way","Kennesaw St.","Sr.","OF","26","6"
"","Bobby Webb","LIU Brooklyn","Jr.","INF","18","6"
"","Ryan Welling","La Salle","Jr.","C","21","6"
"","Mike Wesolowski","Dallas Baptist","Sr.","INF","23","6"
"","Devin White","William & Mary","Jr.","C","9","6"
"","Mike Wieland","Ark.-Pine Bluff","Sr.","C","21","6"
"","Scott Wilcox","Western Ky.","Sr.","INF","24","6"
"","Tommy Williams","UCF","Jr.","INF","25","6"
"","Carter Williamson","N.C. Central","Sr.","C","23","6"
"","Rhett Wiseman","Vanderbilt","So.","OF","21","6"
"","Kyle Wood","Purdue","So.","OF","19","6"
"","Ryan Xepoleas","George Washington","Jr.","OF","20","6"
"","Seby Zavala","San Diego St.","Jr.","OF","23","6"
"","Cody Zimmerman","Indiana St.","Sr.","INF","19","6"
"","Tyler Zupcic","Appalachian St.","Sr.","OF","17","6"
