year	division_id	ranking_id	conference_key	conference_id	team_id	team_name
2017	1	18367	AAC	823	140	Cincinnati
2017	1	18367	AAC	823	196	East Carolina
2017	1	18367	AAC	823	288	Houston
2017	1	18367	AAC	823	404	Memphis
2017	1	18367	AAC	823	651	South Fla.
2017	1	18367	AAC	823	718	Tulane
2017	1	18367	AAC	823	128	UCF
2017	1	18367	AAC	823	164	UConn
2017	1	18367	ASUN	920	28755	FGCU
2017	1	18367	ASUN	920	316	Jacksonville
2017	1	18367	ASUN	920	1157	Kennesaw St.
2017	1	18367	ASUN	920	28600	Lipscomb
2017	1	18367	ASUN	920	471	NJIT
2017	1	18367	ASUN	920	2711	North Florida
2017	1	18367	ASUN	920	678	Stetson
2017	1	18367	ASUN	920	10411	USC Upstate
2017	1	18367	America East	845	14	Albany (NY)
2017	1	18367	America East	845	62	Binghamton
2017	1	18367	America East	845	272	Hartford
2017	1	18367	America East	845	380	Maine
2017	1	18367	America East	845	683	Stony Brook
2017	1	18367	America East	845	391	UMBC
2017	1	18367	America East	845	368	UMass Lowell
2017	1	18367	Atlantic 10	820	173	Davidson
2017	1	18367	Atlantic 10	820	175	Dayton
2017	1	18367	Atlantic 10	820	236	Fordham
2017	1	18367	Atlantic 10	820	248	George Mason
2017	1	18367	Atlantic 10	820	249	George Washington
2017	1	18367	Atlantic 10	820	340	La Salle
2017	1	18367	Atlantic 10	820	400	Massachusetts
2017	1	18367	Atlantic 10	820	572	Rhode Island
2017	1	18367	Atlantic 10	820	575	Richmond
2017	1	18367	Atlantic 10	820	606	Saint Joseph's
2017	1	18367	Atlantic 10	820	609	Saint Louis
2017	1	18367	Atlantic 10	820	596	St. Bonaventure
2017	1	18367	Atlantic 10	820	740	VCU
2017	1	18367	Atlantic Coast	821	67	Boston College
2017	1	18367	Atlantic Coast	821	147	Clemson
2017	1	18367	Atlantic Coast	821	193	Duke
2017	1	18367	Atlantic Coast	821	234	Florida St.
2017	1	18367	Atlantic Coast	821	255	Georgia Tech
2017	1	18367	Atlantic Coast	821	367	Louisville
2017	1	18367	Atlantic Coast	821	415	Miami (FL)
2017	1	18367	Atlantic Coast	821	457	North Carolina
2017	1	18367	Atlantic Coast	821	490	North Carolina St.
2017	1	18367	Atlantic Coast	821	513	Notre Dame
2017	1	18367	Atlantic Coast	821	545	Pittsburgh
2017	1	18367	Atlantic Coast	821	746	Virginia
2017	1	18367	Atlantic Coast	821	742	Virginia Tech
2017	1	18367	Atlantic Coast	821	749	Wake Forest
2017	1	18367	Big 12	25354	51	Baylor
2017	1	18367	Big 12	25354	328	Kansas
2017	1	18367	Big 12	25354	327	Kansas St.
2017	1	18367	Big 12	25354	522	Oklahoma
2017	1	18367	Big 12	25354	521	Oklahoma St.
2017	1	18367	Big 12	25354	698	TCU
2017	1	18367	Big 12	25354	703	Texas
2017	1	18367	Big 12	25354	700	Texas Tech
2017	1	18367	Big 12	25354	768	West Virginia
2017	1	18367	Big East	30184	87	Butler
2017	1	18367	Big East	30184	169	Creighton
2017	1	18367	Big East	30184	251	Georgetown
2017	1	18367	Big East	30184	635	Seton Hall
2017	1	18367	Big East	30184	603	St. John's (NY)
2017	1	18367	Big East	30184	739	Villanova
2017	1	18367	Big East	30184	812	Xavier
2017	1	18367	Big South	826	115	Campbell
2017	1	18367	Big South	826	48	Charleston So.
2017	1	18367	Big South	826	1092	Gardner-Webb
2017	1	18367	Big South	826	19651	High Point
2017	1	18367	Big South	826	355	Liberty
2017	1	18367	Big South	826	363	Longwood
2017	1	18367	Big South	826	1320	Presbyterian
2017	1	18367	Big South	826	563	Radford
2017	1	18367	Big South	826	456	UNC Asheville
2017	1	18367	Big South	826	792	Winthrop
2017	1	18367	Big Ten	827	301	Illinois
2017	1	18367	Big Ten	827	306	Indiana
2017	1	18367	Big Ten	827	312	Iowa
2017	1	18367	Big Ten	827	392	Maryland
2017	1	18367	Big Ten	827	418	Michigan
2017	1	18367	Big Ten	827	416	Michigan St.
2017	1	18367	Big Ten	827	428	Minnesota
2017	1	18367	Big Ten	827	463	Nebraska
2017	1	18367	Big Ten	827	509	Northwestern
2017	1	18367	Big Ten	827	518	Ohio St.
2017	1	18367	Big Ten	827	539	Penn St.
2017	1	18367	Big Ten	827	559	Purdue
2017	1	18367	Big Ten	827	587	Rutgers
2017	1	18367	Big West	904	101	CSUN
2017	1	18367	Big West	904	90	Cal Poly
2017	1	18367	Big West	904	97	Cal St. Fullerton
2017	1	18367	Big West	904	277	Hawaii
2017	1	18367	Big West	904	99	Long Beach St.
2017	1	18367	Big West	904	108	UC Davis
2017	1	18367	Big West	904	109	UC Irvine
2017	1	18367	Big West	904	111	UC Riverside
2017	1	18367	Big West	904	104	UC Santa Barbara
2017	1	18367	Colonial	837	1014	Col. of Charleston
2017	1	18367	Colonial	837	180	Delaware
2017	1	18367	Colonial	837	1068	Elon
2017	1	18367	Colonial	837	283	Hofstra
2017	1	18367	Colonial	837	317	James Madison
2017	1	18367	Colonial	837	500	Northeastern
2017	1	18367	Colonial	837	711	Towson
2017	1	18367	Colonial	837	460	UNCW
2017	1	18367	Colonial	837	786	William & Mary
2017	1	18367	Conference USA	24312	458	Charlotte
2017	1	18367	Conference USA	24312	231	FIU
