"Rank","Name","Team","Cl","Pos","G","SH"
"","Adam Engel","Louisville","Fr.","OF","35","5"
"","Myron Enos","Saint Peter's","Fr.","SS","31","5"
"","J.J. Ethel","Louisville","Sr.","C","38","5"
"","Ricky Ferri","Coppin St.","Fr.","OF","35","5"
"","Ben Flanary","Temple","Sr.","1B","39","5"
"","Jake Foley","Fla. Gulf Coast","Fr.","OF","43","5"
"","Curtis Ford","Mississippi Val.","Sr.","2B","39","5"
"","Pat Fortunato","Rhode Island","So.","INF","39","5"
"","James Foster","Wofford","Jr.","OF","44","5"
"","Samuel Franklin","Harvard","Sr.","OF","37","5"
"","Seth Freeman","Davidson","Jr.","C","40","5"
"","Cole Frenzel","Arizona","So.","INF","43","5"
"","Elliot Frey","Murray St.","Sr.","OF","40","5"
"","Zac Fujimoto","Loyola Marymount","So.","INF","37","5"
"","Aritz Garcia","San Francisco","Jr.","SS","30","5"
"","Colin Gay","Maine","Fr.","OF","33","5"
"","Jeff Gelalich","UCLA","So.","OF","36","5"
"","Jacob German","UAB","So.","C","28","5"
"","Alex Gnezda","Cleveland St.","So.","C","32","5"
"","Anthony Gomez","Vanderbilt","So.","INF","43","5"
"","Reginald Grant","Florida A&M","So.","INF","45","5"
"","Quay Grant","New Mexico","Jr.","3B","40","5"
"","Tyler Grogg","Toledo","So.","OF","26","5"
"","Trevor Hairgrove","UC Riverside","Sr.","INF","37","5"
"","Steven Halcomb","Gonzaga","So.","INF","39","5"
"","Derek Hamblen","Belmont","Sr.","OF","45","5"
"","Cass Hargis","Southeastern La.","Sr.","OF","46","5"
"","Ethan Harris","Central Ark.","So.","OF","41","5"
"","Austin Haws","Utah Valley","So.","INF","28","5"
"","John Hein","UNC Greensboro","Jr.","INF","29","5"
"","Riley Henricks","Portland","Sr.","INF","37","5"
"","Kevin Herlihy","Savannah St.","So.","P","46","5"
"","Craig Hertler","San Jose St.","Sr.","INF","43","5"
"","Justin Hess","VMI","Sr.","OF","44","5"
"","Jerry Hildredth","Mississippi Val.","Sr.","3B","46","5"
"","Nick Hinojos","Northwestern St.","Fr.","-","45","5"
"","Jacob House","Texas A&M","Jr.","INF","44","5"
"","Joe Hudson","Notre Dame","So.","C","38","5"
"","Danny Hultzen","Virginia","Jr.","P","32","5"
"","Tommy Jablonski","Oakland","Sr.","INF","29","5"
"","Kenny Jackson","Texas A&M","Sr.","INF","44","5"
"","Austin Jarvis","Bradley","Fr.","C","29","5"
"","Zach Johnson","Michigan","Fr.","C","22","5"
"","Kyle Johnson","Washington St.","Jr.","OF","21","5"
"","Nick Johnson","Southern Ill.","So.","OF","41","5"
"","Anthony Kaskadden","Western Ill.","Sr.","INF","31","5"
"","Scott Kelleher","Lafayette","So.","INF","38","5"
"","Shane Kennedy","North Florida","Fr.","INF","31","5"
"","Jeff Kinley","Michigan St.","Fr.","OF","30","5"
"","Ryan Kinsella","Elon","Fr.","C","42","5"
"","Kale Kiser","Nebraska","Jr.","OF","41","5"
"","Kyle Klein","Eastern Mich.","Jr.","INF","31","5"
"","Joe Kohan","Nevada","Jr.","C","39","5"
"","Chris Kontos","Northwestern","Jr.","INF","37","5"
"","Cory Krupp","Northern Ill.","Sr.","OF","26","5"
"","Kevin Kuntz","Kansas","So.","INF","19","5"
"","William Ladd","Citadel","Sr.","OF","43","5"
"","Andy Leonard","Ill.-Chicago","Sr.","INF","39","5"
"","Jake Luce","Elon","Jr.","OF","42","5"
"","Casey Lytle","Kansas","Sr.","OF","44","5"
"","Zach Maggio","Arkansas St.","So.","INF","39","5"
"","Jason Mahood","San Francisco","So.","INF","43","5"
"","Alex Maldonado","Holy Cross","So.","INF","48","5"
"","Jack Marder","Oregon","So.","INF","41","5"
"","Cole Martin","Michigan","Fr.","C","29","5"
"","Robby Massar","Richmond","Jr.","OF","33","5"
"","Jacob May","Coastal Caro.","Fr.","OF","30","5"
"","Jack Mayfield","Oklahoma","So.","INF","28","5"
"","Parker Mayo","Air Force","Sr.","1B","43","5"
"","Casey McCollum","UALR","Sr.","3B","42","5"
"","Jamodrick McGruder","Texas Tech","So.","INF","46","5"
"","Jarrod McKinney","Arkansas","Jr.","OF","36","5"
"","Steve McNamara","NYIT","Jr.","INF","27","5"
"","Cole McWhorter","Utah Valley","So.","INF","25","5"
"","Alex Mejia","Arizona","So.","INF","43","5"
"","Nathan Melendres","Miami (FL)","Jr.","OF","39","5"
"","Alex Mendez","South Fla.","Jr.","OF","29","5"
"","Zac Mitchell","Belmont","Jr.","INF","45","5"
"","Ollie Mittag","George Washington","Jr.","INF","39","5"
"","Matt Molbury","LIU Brooklyn","Fr.","C","34","5"
"","Steven Moon","UC Santa Barbara","So.","INF","33","5"
"","Ryan Moore","Kansas St.","So.","OF","32","5"
"","Brett Morgan","UC Davis","Sr.","OF","36","5"
"","Jacob Morley","VMI","Jr.","OF","41","5"
"","Aaron Munoz","Northwestern St.","Sr.","C","35","5"
"","John Murphy","Sacred Heart","So.","INF","40","5"
"","Michael Mutcheson","Creighton","Sr.","INF","36","5"
"","Wes Neece","Southern Ill.","So.","INF","40","5"
"","Daniel Nevares","Binghamton","Fr.","INF","33","5"
"","Dane Nielsen","BYU","Sr.","OF","39","5"
"","Mathew Nowacki","Savannah St.","Sr.","INF","44","5"
"","Kevin Nutter","William & Mary","So.","INF","26","5"
"","Chad Oberacker","Tennessee Tech","Sr.","P","41","5"
"","Chase Okey","UT Martin","Jr.","C","41","5"
"","Will Owens","Furman","Jr.","2B","45","5"
"","Jesse Payne","Texas-Arlington","Sr.","INF","34","5"
"","Chris Pearson","Evansville","So.","C","26","5"
"","Drew Pettit","Canisius","Jr.","INF","42","5"
"","Jimmie Pharr","TCU","Sr.","C","29","5"
"","Erik Pollag","Fairleigh Dickinson","Sr.","-","39","5"
"","Landon Prentiss","VCU","Fr.","INF","25","5"
"","Zach Price","Army","Jr.","INF","43","5"
"","Nick Priessman","Eastern Ill.","So.","OF","27","5"
"","Walt Quattlebaum","Charleston So.","Jr.","INF","41","5"
"","Pete Rajkovich","Centenary (LA)","Fr.","INF","28","5"
"","Christian Ramirez","UC Irvine","Jr.","OF","33","5"
"","John Rasberry","Norfolk St.","Sr.","OF","37","5"
"","Casey Rasmus","Liberty","Jr.","C","33","5"
"","Cody Regis","UCLA","So.","INF","37","5"
"","Matt Reida","Kentucky","Fr.","INF","36","5"
"","Tyler Relf","Utah","So.","OF","29","5"
"","Raph Rhymes","LSU","So.","INF","45","5"
"","J.T. Riddle","Kentucky","Fr.","INF","40","5"
"","Brance Rivera","TCU","Jr.","OF","44","5"
"","Frankie Rivera","Texas Southern","Jr.","OF","38","5"
"","Ralph Rizzo","Albany (NY)","Sr.","INF","34","5"
"","Jimmy Roesinger","Dayton","Sr.","INF","40","5"
"","Geoff Rowan","Northwestern","Jr.","C","34","5"
"","Tucker Rubino","Eastern Mich.","Jr.","INF","42","5"
"","Kyle Ruchim","Northwestern","Fr.","INF","39","5"
"","Tim Rupp","Southeast Mo. St.","Sr.","C","40","5"
"","Pablo Salinas","Lamar","Sr.","INF","44","5"
"","Anthony Sambula","Cleveland St.","Sr.","P","40","5"
"","Vai Schierholtz","Air Force","Sr.","OF","35","5"
"","Aaron Schultz","TCU","Jr.","OF","41","5"
"","Robb Scott","Bucknell","So.","INF","43","5"
"","Michael Seaborn","Virginia Tech","Sr.","INF","46","5"
"","Cameron Seitzer","Oklahoma","Jr.","INF","44","5"
"","Zach Shank","Marist","So.","SS","40","5"
"","Braden Shipley","Nevada","Fr.","P","35","5"
"","Tyler Sibley","Texas St.","Jr.","INF","41","5"
"","Josh Simms","Pacific","Jr.","OF","37","5"
"","Grant Simotes","Western Mich.","Sr.","INF","39","5"
"","Creede Simpson","Auburn","Jr.","OF","43","5"
"","Cam Squires","Yale","So.","OF","33","5"
"","Jace Statum","Texas A&M","Fr.","OF","33","5"
"","Tyler Steen","North Dakota St.","Jr.","C","30","5"
"","Kyle Stiner","New Mexico","Jr.","2B","44","5"
"","Matt Streng","Ohio St.","Sr.","INF","37","5"
"","Darnell Sweeney","UCF","So.","INF","44","5"
"","Alex Swenson","Jacksonville","Sr.","C","37","5"
"","Zach Tessier","High Point","So.","C","31","5"
"","Spencer Theisen","Stetson","Jr.","OF","44","5"
"","Tyler Thompson","Florida","Jr.","OF","25","5"
"","Jose Torralba","Canisius","Fr.","INF","38","5"
"","Brookes Townsend","George Washington","Fr.","INF","22","5"
"","Anthony Trajano","Cal St. Fullerton","Jr.","INF","39","5"
"","James Tullidge","Alabama","Jr.","P","33","5"
"","Clint Vest","Texas St.","Sr.","INF","17","5"
"","Nick Vickerson","Mississippi St.","Sr.","INF","39","5"
"","Derek Vigoa","Penn","Jr.","INF","40","5"
"","Zachary Voight","New Mexico St.","Jr.","3B","44","5"
"","Jonathan Walsh","Texas","So.","OF","36","5"
"","Kamm Washington","Florida","So.","OF","32","5"
"","Sean Washington","A&M-Corpus Christi","Fr.","OF","36","5"
"","J.T. Watkins","Army","Jr.","C","43","5"
"","Will Watson","Northwestern St.","So.","1B","45","5"
"","Joe Weik","TCU","Sr.","INF","40","5"
"","Jeff Welsh","Albany (NY)","So.","INF","28","5"
"","Conor Welton","Georgia","Fr.","OF","37","5"
"","Trent Whitehead","East Carolina","Sr.","OF","44","5"
"","Chris Whittemore","Sacred Heart","Sr.","INF","31","5"
"","Pat Wiese","Le Moyne","Fr.","OF","31","5"
"","Brandon Williams","Prairie View","Sr.","INF","37","5"
"","Brett Williams","North Carolina St.","Jr.","OF","45","5"
"","Padraic Williams","Youngstown St.","So.","INF","32","5"
"","Sean Williams","UC Santa Barbara","Sr.","INF","38","5"
"","Jacob Wilson","Memphis","Jr.","INF","44","5"
"","Rich Witten","Coastal Caro.","Jr.","1B","44","5"
"","Ben Woodchick","New Mexico","Jr.","INF","39","5"
"","Scott Woodward","Coastal Caro.","Sr.","OF","42","5"
"","Steven Zavala","Rutgers","Jr.","-","34","5"
"","Jordan Zech","Villanova","Jr.","OF","39","5"
"","Chett Zeise","Iowa","Jr.","3B","37","5"
"","Chad Zurcher","Memphis","Jr.","INF","42","5"
