team_name	team_id	year	player_name	player_id	class_year	season_year	position	games	ab	runs	hits	avg	doubles	triples	hr	total_bases	slg	rbi	sb	sba	bb	so	hbp	sac_hits	sac_flies	appearances	games_started	complete_games	wins	losses	saves	shutouts	ip	hits	runs	earned_runs	bb	so	era
Abilene Christian	2	2007	Hale, Chris	786358	Fr.	2006-07	Pitcher	2	0	1	0		0	0	0	0		0	0	0	0	0	0	0		1	0	0	0	0	0	0	1.0	1	0	0	1	0	0.00
Abilene Christian	2	2007	Kennedy, Brian	684573	Sr.	2006-07	Pitcher	15	0	0	0		0	0	0	0		0	0	0	0	0	0	0		15	14	3	10	2	0	1	84.2	81	47	41	29	50	4.36
Abilene Christian	2	2007	Korbal, Kyle	786359	Fr.	2006-07	Catcher	3	3	1	1	0.333	0	0	0	1	0.333	0	0	0	0	1	1	0															0.00
Abilene Christian	2	2007	Maj, Jameson	786360	Jr.	2006-07	Pitcher	39	0	0	0		0	0	0	0		0	0	0	0	0	0	0		39	0	0	5	3	20	0	54.0	32	6	6	4	72	1.00
Abilene Christian	2	2007	Maynard, Ben	484790	Sr.	2006-07	Pitcher	3	0	0	0		0	0	0	0		0	0	0	0	0	0	0		3	3	1	2	0	0	1	16.0	14	4	4	3	5	2.25
Abilene Christian	2	2007	McGuire, Matt	684575	Sr.	2006-07	Designated Hitter	43	116	29	41	0.353	7	1	5	65	0.560	41	2	2	7	12	8	2															0.00
Abilene Christian	2	2007	Miller, Stephen	999825	Sr.	2006-07	Pitcher	19	0	0	0		0	0	0	0		0	0	0	0	0	0	0		19	4	0	3	1	0	0	34.1	41	30	16	13	27	4.20
Abilene Christian	2	2007	Nourie, Sean	684577	Sr.	2006-07	Third Base	16	34	10	13	0.382	2	0	1	18	0.529	6	1	1	1	5	10	0															0.00
Abilene Christian	2	2007	O'Neill, Corey	786361	Jr.	2006-07	Outfield	7	8	2	2	0.250	1	0	0	3	0.375	2	0	0	2	0	0	0															0.00
Abilene Christian	2	2007	Pacheco, J.J.	786362	Jr.	2006-07	Second Base	32	107	32	36	0.336	9	2	0	49	0.458	17	13	16	10	14	5	3															0.00
Abilene Christian	2	2007	Quidley, Ryan	684579	So.	2006-07	Pitcher	7	0	0	0		0	0	0	0		0	0	0	0	0	0	0		7	0	0	0	0	0	0	6.0	16	14	9	4	4	13.50
Abilene Christian	2	2007	Schmitt, Jordan	684580	So.	2006-07	Catcher	58	205	53	74	0.361	18	3	9	125	0.610	52	9	11	28	42	1	3															0.00
Abilene Christian	2	2007	Smith, Allen	786363	Jr.	2006-07	First Base	54	158	40	50	0.316	10	2	2	70	0.443	31	1	1	23	18	8	3															0.00
Abilene Christian	2	2007	Sowards, Alec	484796	Sr.	2006-07	Third Base	59	206	41	66	0.320	12	2	7	103	0.500	51	5	6	21	27	8	7															0.00
Abilene Christian	2	2007	Spotanski, Matt	786364	Jr.	2006-07	Outfield	60	225	61	88	0.391	9	9	0	115	0.511	44	21	23	22	22	3	7															0.00
Abilene Christian	2	2007	Sullivan, Matt	684581	So.	2006-07	Pitcher	23	0	0	0		0	0	0	0		0	0	0	0	0	0	0		23	1	0	2	1	0	0	44.0	56	34	22	12	25	4.50
Abilene Christian	2	2007	Uechi, William	786365	Fr.	2006-07	Second Base	60	211	52	78	0.370	10	2	0	92	0.436	37	10	16	13	18	10	9															0.00
Abilene Christian	2	2007	Watten, Trey	684582	So.	2006-07	Shortstop	59	185	45	65	0.351	17	2	2	92	0.497	36	5	5	14	16	6	2		12	12	0	10	0	0	0	69.0	51	25	23	29	75	3.00
Abilene Christian	2	2007	Williams, Danny	684583	Sr.	2006-07	Outfield	31	69	16	22	0.319	5	0	0	27	0.391	18	2	3	7	9	5	4															0.00
Abilene Christian	2	2007	Wiman, Chris	684584	Jr.	2006-07	Pitcher	21	0	0	0		0	0	0	0		0	0	0	1	0	0	0		20	14	0	9	3	0	0	90.0	77	43	39	37	80	3.90
Adelphi	3	2007	Bartlett, Mike	785318	Fr.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		11	4	0	1	2	0	0	22.1	38	30	25	14	15	10.09
Adelphi	3	2007	Boelsen, Ryan	785331	Jr.	2006-07	Catcher	50	191	43	75	0.393	13	0	8	112	0.586	49	3	4	10	19	2	0															0.00
Adelphi	3	2007	Bonomo, Anthony	665773	So.	2006-07	Infield	10	13	0	0		0	0	0	0		0	0	0	0	4	0	0															0.00
Adelphi	3	2007	Calca, Robert	458939	Sr.	2006-07	Outfield	48	164	32	51	0.311	10	3	1	70	0.427	28	17	21	24	40	2	3															0.00
Adelphi	3	2007	Chilelli, John	785319	Fr.	2006-07	Outfield	17	38	8	10	0.263	0	0	1	13	0.342	2	1	2	2	8	0	0															0.00
Adelphi	3	2007	Colonna, Mike	665774	So.	2006-07	Infield	46	165	36	55	0.333	7	2	2	72	0.436	31	7	9	18	19	1	4															0.00
Adelphi	3	2007	Conklin, James	458940	Sr.	2006-07	Catcher	11	19	0	4	0.211	1	0	0	5	0.263	5	0	0	1	8	0	0															0.00
Adelphi	3	2007	Connors, Mike	568912	Jr.	2006-07	Catcher	32	78	16	18	0.231	7	0	2	31	0.397	15	0	0	5	9	7	1															0.00
Adelphi	3	2007	DeGennaro, Rob	785320	Jr.	2006-07	Infield	44	179	34	55	0.307	8	4	2	77	0.430	40	4	5	6	26	3	3															0.00
Adelphi	3	2007	Degennero,	793350	Fr.	2006-07																																	
Adelphi	3	2007	Intelasano, Jason	785321	Fr.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		17	2	0	2	1	0	0	26.2	24	15	12	19	34	4.04
Adelphi	3	2007	Kenney, Matthew	785322	Fr.	2006-07	Infield	5	5	1	1	0.200	0	0	0	1	0.200	0	0	0	0	1	0	0															0.00
Adelphi	3	2007	Lanigan, Bobby	665776	So.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		12	12	3	7	2	0	2	82.1	78	43	29	37	94	3.17
Adelphi	3	2007	Lewandowski, Chris	665800	Sr.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		9	1	0	1	2	0	0	14.1	16	11	9	3	7	5.66
Adelphi	3	2007	Maranino, Joe	568915	Jr.	2006-07	Third Base	26	60	10	12	0.200	2	0	1	17	0.283	6	2	2	9	14	5	1															0.00
Adelphi	3	2007	McLasky, Mike	785323	Jr.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		19	9	1	5	3	3	0	63.0	74	47	33	17	58	4.71
Adelphi	3	2007	Melillo, Bill	665777	So.	2006-07	First Base	46	168	40	61	0.363	8	1	10	101	0.601	46	5	7	22	34	2	0															0.00
Adelphi	3	2007	Mongiello, Mike	785324	Jr.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		14	0	0	0	1	0	0	18.0	23	16	12	15	12	6.00
Adelphi	3	2007	Myers, Michael	458944	Sr.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		12	12	8	10	0	0	1	77.2	70	32	25	38	74	2.90
Adelphi	3	2007	Neubauer, Billy	665778	So.	2006-07	Outfield	22	39	7	9	0.231	1	0	2	16	0.410	5	0	1	1	9	1	2															0.00
Adelphi	3	2007	O'Neill, Pat	458945	Sr.	2006-07	Catcher																																
Adelphi	3	2007	Paccione, Robert	665779	So.	2006-07	Outfield	44	176	50	66	0.375	14	3	1	89	0.506	26	9	14	13	15	6	0															0.00
Adelphi	3	2007	Rohrs, Teddy	785325	Fr.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		14	0	0	1	1	0	0	8.2	16	14	11	6	12	11.38
Adelphi	3	2007	Salemi, Dave	665780	So.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		14	0	0	0	1	0	0	16.2	28	34	23	13	13	12.40
Adelphi	3	2007	Scudero, Mike	785326	Fr.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		14	12	0	4	3	0	0	72.1	80	48	42	29	63	5.23
Adelphi	3	2007	Staib, Frank	785327	Fr.	2006-07	Catcher	10	5	2	1	0.200	0	0	0	1	0.200	0	0	0	1	2	0	0															0.00
Adelphi	3	2007	Statler, George	665781	So.	2006-07	Infield																																
Adelphi	3	2007	Testani, Mike	785328	Jr.	2006-07	Outfield	51	192	50	78	0.406	18	1	7	119	0.620	55	11	17	12	18	14	0															0.00
Adelphi	3	2007	Tobia, Mike	665802	So.	2006-07	Pitcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		6	0	0	1	1	0	0	4.0	6	11	7	8	4	15.75
Adelphi	3	2007	Tropiano, Ralph	568920	Sr.	2006-07	Shortstop	46	146	36	43	0.295	9	2	7	77	0.527	42	4	5	27	29	2	0															0.00
Adelphi	3	2007	Valeriano, Frank	665803	Jr.	2006-07	Catcher	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0		11	0	0	1	0	0	0	13.1	22	19	18	10	10	12.18
Adelphi	3	2007	Viscuso, Chris	785329	Jr.	2006-07	Pitcher	21	48	11	12	0.250	4	0	1	19	0.396	9	0	1	2	13	0	0		4	0	0	0	0	0	0	3.1	6	5	4	1	3	10.91
Adelphi	3	2007	Weidlein, Chris	785330	Fr.	2006-07	Pitcher	30	99	22	27	0.273	7	0	2	40	0.404	16	3	5	17	30	1	0		12	0	0	2	0	3	0	10.2	12	3	0	4	10	0.00
Adrian	4	2007	Baas, Chad	678681	Jr.	2006-07	Catcher	15	23	2	3	0.130	0	0	1	6	0.261	2	0	0	2	7	1	0															0.00
Adrian	4	2007	Ballard, Mike	678690	Sr.	2006-07	Catcher	9	14	0	6	0.429	2	0	0	8	0.571	4	0	0	0	2	0	0															0.00
Adrian	4	2007	Boggess, Andrew	776142	Fr.	2006-07	Infield																																
Adrian	4	2007	Calkins, Eric	492027	Sr.	2006-07	Pitcher	11	0	0	0		0	0	0	0		0	0	0	0	0	0	0		11	2	0	0	0	0	0	23.2	26	19	17	11	5	6.46
Adrian	4	2007	Carr, Anthony	678682	So.	2006-07	Outfield	37	110	29	35	0.318	5	3	0	46	0.418	16	16	22	8	15	8	11															0.00
Adrian	4	2007	Cowart, Alex	776133	Fr.	2006-07	Infield	33	80	29	30	0.375	9	5	0	49	0.613	16	7	7	10	8	5	2															0.00
Adrian	4	2007	Desmet, Dennis	776146	Fr.	2006-07	Infield	1	0	0	0		0	0	0	0		0	0	0	0	0	0	0		1	0	0	0	0	0	0	1.0	3	3	3	1	0	27.00
Adrian	4	2007	Duffey, Dustin	688858	So.	2006-07	Catcher	13	13	4	1	0.077	1	0	0	2	0.154	0	1	1	2	2	0	0															0.00
Adrian	4	2007	Fetzer, Andrew	776148	Fr.	2006-07	Pitcher																																
Adrian	4	2007	Gribble, Dan	776147	Fr.	2006-07	Pitcher																																
Adrian	4	2007	Grubey, Mike	776154	So.	2006-07	Infield	2	3	1	0		0	0	0	0		0	0	0	1	1	0	1															0.00
Adrian	4	2007	Hackett, Mike	492023	Sr.	2006-07	Infield	25	58	6	16	0.276	5	0	2	27	0.466	10	1	3	8	13	2	1															0.00
Adrian	4	2007	Hakola, Aaron	776136	Fr.	2006-07	Infield	13	19	5	4	0.211	0	0	0	4	0.211	1	1	1	1	5	2	1															0.00
Adrian	4	2007	Lancaster, Josh	776138	Fr.	2006-07	Pitcher	10	0	0	0		0	0	0	0		0	0	0	0	0	0	0		10	2	0	2	2	1	0	16.0	18	16	11	5	11	6.19
Adrian	4	2007	Levick, Brad	678684	Fr.	2006-07		2	2	1	1	0.500	0	0	0	1	0.500	0	0	0	0	0	0	0															0.00
Adrian	4	2007	Mattews, Mackenzie	776137	So.	2006-07	Infield	12	19	6	7	0.368	1	0	0	8	0.421	4	0	0	0	3	0	0															0.00
Adrian	4	2007	McCall, Brent	576042	Sr.	2006-07	Infield	12	16	0	4	0.250	0	0	0	4	0.250	4	0	0	3	3	1	0															0.00
Adrian	4	2007	McFarland, Derek	776149	So.	2006-07	Catcher																																
Adrian	4	2007	Meyer, Chad	776141	Fr.	2006-07	Infield	2	1	0	0		0	0	0	0		0	0	0	0	1	1	0															0.00
Adrian	4	2007	Meyers, Todd	678678	So.	2006-07	Infield	40	119	30	38	0.319	6	0	0	44	0.370	37	11	13	11	12	12	11															0.00
Adrian	4	2007	Misiak, Matt	776144	Fr.	2006-07	Pitcher																																
Adrian	4	2007	Miskokoman, Brett	776155	Jr.	2006-07	Infield	22	49	2	15	0.306	0	0	0	15	0.306	2	0	0	3	11	0	0															0.00
Adrian	4	2007	Muehlfeld, Taylor	576032	Jr.	2006-07	Catcher	10	0	0	0		0	0	0	0		0	0	0	0	0	0	0		10	1	0	3	1	1	0	24.1	27	10	8	7	14	2.96
Adrian	4	2007	Parent, Tim	776143	Fr.	2006-07	Pitcher																																
Adrian	4	2007	Powell, Kris	678680	So.	2006-07	Catcher	15	5	3	1	0.200	0	0	0	1	0.200	0	1	2	1	2	0	0															0.00
Adrian	4	2007	Rairigh, Mark	492026	Sr.	2006-07	Catcher	3	0	0	0		0	0	0	0		0	0	0	0	0	0	0		3	1	0	0	0	0	0	4.0	3	1	1	0	4	2.25
Adrian	4	2007	Rhody, Justin	776134	Fr.	2006-07	Infield	2	2	0	0		0	0	0	0		0	0	0	0	2	0	0															0.00
Adrian	4	2007	Rickstad, Bobby	576033	Jr.	2006-07	Infield	40	133	18	42	0.316	8	1	2	58	0.436	29	6	8	15	8	1	1		12	10	5	9	2	1	0	63.0	77	39	33	20	48	4.71
Adrian	4	2007	Rochowiak, Steven	776140	Fr.	2006-07	Catcher																																
Adrian	4	2007	Roeder, Mark	678685	Jr.	2006-07	Outfield	26	49	8	16	0.327	2	1	0	20	0.408	7	5	6	2	6	1	1															0.00
Adrian	4	2007	Sarkissian, Nick	678686	So.	2006-07	Infield	35	95	16	26	0.274	4	0	0	30	0.316	10	4	5	3	18	2	1		9	6	2	2	4	0	0	37.1	41	28	20	18	16	4.83
Adrian	4	2007	Spilak, Shawn	776150	So.	2006-07	Pitcher	9	0	0	0		0	0	0	0		0	0	0	0	0	0	0		8	0	0	0	1	0	0	8.0	13	4	4	9	9	4.50
Adrian	4	2007	Stone, Adam	678689	So.	2006-07	Pitcher	9	0	0	0		0	0	0	0		0	0	0	0	0	0	0		8	5	0	2	2	0	0	18.1	18	23	16	14	19	7.87
Adrian	4	2007	Sulek, Ryan	492021	Sr.	2006-07	Infield	40	134	43	42	0.313	6	0	0	48	0.358	8	17	19	19	7	13	5															0.00
Adrian	4	2007	Todd, Andrew	788884	Fr.	2006-07		6	7	1	2	0.286	0	0	0	2	0.286	0	0	0	0	3	0	0															0.00
Adrian	4	2007	Vanderheyden, Steve	776135	Fr.	2006-07	Infield	37	103	14	29	0.282	5	1	0	36	0.350	17	2	2	14	9	0	2															0.00
Adrian	4	2007	Walters, Paul	576040	Sr.	2006-07	Pitcher	12	0	0	0		0	0	0	0		0	0	0	0	0	0	0		12	10	1	3	2	0	0	42.2	43	33	28	31	21	5.90
Adrian	4	2007	Webster, Alex	678693	So.	2006-07	Pitcher	9	0	0	0		0	0	0	0		0	0	0	0	0	0	0		9	3	3	3	1	1	0	38.2	36	12	11	2	14	2.56
Adrian	4	2007	Winchell, Brock	776145	Fr.	2006-07	Infield	7	0	1	0		0	0	0	0		0	0	1	0	0	0	0															0.00
Adrian	4	2007	Woods, Adrian	776139	Fr.	2006-07	Pitcher	5	0	0	0		0	0	0	0		0	0	0	0	0	0	0		5	0	0	0	0	0	0	5.0	10	10	5	4	4	9.00
Adrian	4	2007	Younce, Alexander	576035	Jr.	2006-07	Catcher	34	100	12	26	0.260	3	0	1	32	0.320	16	4	5	7	7	2	1															0.00
Adrian	4	2007	Zatkin, Eric	776153	So.	2006-07	Pitcher	9	0	0	0		0	0	0	0		0	0	0	0	0	0	0		9	0	0	0	1	0	0	10.0	20	15	10	4	7	9.00
Adrian	4	2007	Zokoe, Jaymz	776152	So.	2006-07	Outfield	7	16	0	4	0.250	1	0	0	5	0.313	2	0	0	1	5	0	0															0.00
Air Force	721	2007	Adams, Billy	489729	Sr.	2006-07	Infield																																
Air Force	721	2007	Alexander, Matt	791189	Fr.	2006-07		51	185	19	50	0.270	13	2	3	76	0.411	37	5	7	10	33	0	1															0.00
Air Force	721	2007	Allen, Casey	686474	So.	2006-07		14	0	0	0		0	0	0	0		0	0	0	0	0	0	0		14	7	0	0	3	0	0	40.2	73	47	44	17	17	9.73
Air Force	721	2007	Ausbun, Ben	791190	Fr.	2006-07		43	134	14	32	0.239	9	0	0	41	0.306	14	1	3	11	26	4	0															0.00
Air Force	721	2007	Batey, Nick	791191	Fr.	2006-07		1	0	0	0		0	0	0	0		0	0	0	0	0	0	0		1	0	0	0	0	0	0	1.2	3	2	2	2	1	10.59
Air Force	721	2007	Bintz,	793756	Fr.	2006-07		1	1	0	0		0	0	0	0		0	0	0	0	1	0	0															0.00
Air Force	721	2007	Bolt, Karl	489733	Sr.	2006-07	Infield	52	192	34	68	0.354	16	3	8	114	0.594	47	9	16	21	28	12	0															0.00
Air Force	721	2007	Bowen, Tom	791192	Fr.	2006-07		7	0	0	0		0	0	0	0		0	0	0	0	0	0	0		7	0	0	0	0	0	0	3.0	3	3	2	6	2	6.00
Air Force	721	2007	Brown, Mitch	489727	Sr.	2006-07		22	0	0	0		0	0	0	0		0	0	0	0	0	0	0		22	10	0	2	10	0	0	76.2	104	71	50	30	49	5.87
Air Force	721	2007	Carpenter, Bob	686475	So.	2006-07	Catcher																																
Air Force	721	2007	Daly, Jake	686468	So.	2006-07																																	
Air Force	721	2007	Derbigny, Chay	686471	Jr.	2006-07	Outfield	47	166	32	50	0.301	4	3	3	69	0.416	13	16	23	20	39	6	2															0.00
Air Force	721	2007	Falgout, Jon	791193	Fr.	2006-07		3	4	0	1	0.250	1	0	0	2	0.500	1	0	0	1	1	0	0															0.00
Air Force	721	2007	Ferreria, Austin	586985	Jr.	2006-07	Infield																																
Air Force	721	2007	Gentry, Addison	791194	Fr.	2006-07		48	130	14	32	0.246	11	0	1	46	0.354	19	3	4	17	33	4	0															0.00
Air Force	721	2007	Ghigna, Matt	586987	Jr.	2006-07	Outfield																																
Air Force	721	2007	Griffin,	689471	So.	2006-07																																	
Air Force	721	2007	Griggs, Jason	686469	So.	2006-07	Infield	46	124	16	31	0.250	5	0	0	36	0.290	10	10	12	16	23	5	3															0.00
Air Force	721	2007	Hall, Shea	791195	Fr.	2006-07		35	81	11	23	0.284	3	0	0	26	0.321	7	9	13	6	26	0	4															0.00
Air Force	721	2007	Kelter,	687241	So.	2006-07		27	49	9	13	0.265	2	0	0	15	0.306	4	1	1	10	10	2	2															0.00
Air Force	721	2007	Lee, Tony	686467	Jr.	2006-07	Outfield																																
Air Force	721	2007	Madison, Brad	686470	So.	2006-07	Outfield																																
Air Force	721	2007	Mcbride, Tyler	791196	Fr.	2006-07		34	73	11	18	0.247	7	0	0	25	0.342	10	4	6	4	24	1	2															0.00
Air Force	721	2007	Meents, Josh	586989	Jr.	2006-07	Designated Hitter	44	116	10	23	0.198	3	1	2	34	0.293	9	0	0	5	33	2	2		1	0	0	0	0	0	0	1.2	5	5	4	2	1	21.18
Air Force	721	2007	Miller, David	791197	Fr.	2006-07		22	4	0	1	0.250	0	0	0	1	0.250	0	0	0	0	1	0	0		19	1	0	1	2	1	0	22.0	35	31	25	14	15	10.23
Air Force	721	2007	Naugle, Shawn	686476	So.	2006-07																																	
Air Force	721	2007	Perez, Juan	686473	So.	2006-07		9	0	0	0		0	0	0	0		0	0	0	0	0	0	0		9	1	0	0	1	0	0	19.2	40	31	28	6	12	12.79
Air Force	721	2007	Peterson, Joe	791198	Fr.	2006-07		16	0	0	0		0	0	0	0		0	0	0	0	0	0	0		16	0	0	0	1	0	0	21.2	37	28	25	10	14	10.37
