"Rank","Name","Team","Cl","Pos","G","3B"
"","Tyler Bourdo","S.C. Aiken","Jr.","INF","45","3"
"","Ryan Brnovich","Saint Leo","So.","INF","45","3"
"","Jarius Brown","Stillman","Fr.","OF","41","3"
"","Dion Bryant","Stillman","Jr.","OF","41","3"
"","Joe Candela","Dowling","So.","INF","38","3"
"","Michael Cantwell","St. Andrews","Sr.","OF","43","3"
"","Jordan Chiero","Tiffin","Jr.","INF","43","3"
"","K.C. Clabough","Florida Tech","Jr.","INF","47","3"
"","Zach Cohen","Angelo St.","Jr.","INF","47","3"
"","Caleb Cole","Drury","Fr.","INF","45","3"
"","Chris Collazo","Tex. A&M Int'l","Sr.","OF","47","3"
"","Jess Cooper","West Tex. A&M","Jr.","INF","46","3"
"","Corey Cowan","Newman","Jr.","INF","47","3"
"","J Cox","Virginia St.","Fr.","-","46","3"
"","Michael Cross","Northern St.","Sr.","OF","31","3"
"","Kaleb Cunningham","Indianapolis","Sr.","INF","43","3"
"","Josh Dawson","Cameron","Jr.","INF","44","3"
"","Ralph Dieguez","Post","Sr.","INF","38","3"
"","Eric Dorton","West Tex. A&M","Fr.","OF","48","3"
"","Mike Dowd","Franklin Pierce","Jr.","C","43","3"
"","Stuart Drew","West Ga.","Jr.","2B","48","3"
"","Nelson Espinal","Southwestern Okla.","Sr.","2B","39","3"
"","Gus Fernandez","Florida Tech","Sr.","INF","39","3"
"","Mike Foley","Assumption","Sr.","C","42","3"
"","Jake Frazier","Coker","Jr.","OF","43","3"
"","Sam Friend","Dixie St.","So.","P","40","3"
"","Shawn Frigon","Assumption","Sr.","SS","42","3"
"","Greg Fujii","Cal St. Monterey Bay","Sr.","INF","44","3"
"","Tyler Gans","Rockhurst","Fr.","OF","31","3"
"","Adrian Garcia","Mary","Sr.","2B","36","3"
"","Mike Gianzero","Mercy","Jr.","OF","26","3"
"","Justin Gibson","East Central","Jr.","INF","42","3"
"","Ethan Gold","East Central","Fr.","OF","36","3"
"","Eric Grabe","Tampa","Jr.","2B","45","3"
"","Jon Gray","Pfeiffer","Fr.","INF","49","3"
"","Cody Grice","Grand Valley St.","Jr.","OF","42","3"
"","Dillon Hazlett","Emporia St.","Sr.","INF","45","3"
"","Hugo Hernandez","Tex. Permian Basin","Jr.","INF","43","3"
"","Brandon Hoefler","Fort Hays St.","Jr.","OF","44","3"
"","Josh Hohn","Catawba","Sr.","C","51","3"
"","Joseph Horsely","Lincoln Memorial","Jr.","INF","51","3"
"","Joe Huber","St. Joseph's (IN)","Sr.","INF","44","3"
"","Joey Ianiero","Bloomsburg","Sr.","INF","40","3"
"","Rashad Ingram","St. Augustine's","Sr.","INF","54","3"
"","Derek Ingui","Franklin Pierce","Sr.","DH","43","3"
"","Alex Jahn","Post","Sr.","OF","37","3"
"","Andrew Jones","Tampa","Jr.","OF","45","3"
"","James Katsiroubas","Mass.-Lowell","Jr.","3B","40","3"
"","Trent Kinnear","Harding","Sr.","OF","40","3"
"","Zach Krueger","Metro St.","Sr.","OF","39","3"
"","Jp LaMunyon","North Ala.","Jr.","3B","43","3"
"","Chase Larsson","Cameron","Jr.","OF","44","3"
"","Shane Latshaw","Mercyhurst","Jr.","OF","43","3"
"","Colt Loehrs","Arkansas Tech","Sr.","OF","45","3"
"","Vincent Malzahn","St. Thomas Aquinas","Sr.","1B","43","3"
"","Keoni Manago","Hawaii Hilo","Sr.","OF","39","3"
"","Matt McAllester","Ashland","Sr.","2B","45","3"
"","null Mcdaniel-33","Benedict","Fr.","-","17","3"
"","Reagan Moczygemba","St. Mary's (TX)","Sr.","INF","50","3"
"","Mitchell Monas","Slippery Rock","Sr.","OF","31","3"
"","Gene Stewart Moody","Tuskegee","Fr.","P","33","3"
"","Nick Natale","Palm Beach Atl.","Jr.","OF","36","3"
"","Billy Ninemire","Harding","So.","INF","46","3"
"","Travis Parsons","Wayne St. (NE)","Jr.","OF","29","3"
"","Daniel Patching","Eastern N.M.","Jr.","OF","39","3"
"","Evan Patterson","Carson-Newman","Sr.","OF","48","3"
"","Bullock Percy","Lincoln (PA)","Sr.","3B","16","3"
"","Andy Petz","Washburn","Sr.","C","41","3"
"","Kevin Pillar","Cal St. Dom. Hills","Sr.","OF","45","3"
"","Shawn Pleffner","Tampa","Jr.","OF","41","3"
"","Ryan Porter","Rockhurst","Jr.","1B","43","3"
"","Greg Pron","West Fla.","Sr.","OF","48","3"
"","Tim Rainey","Tarleton St.","Sr.","OF","46","3"
"","Jason Reitenbach","Findlay","Sr.","INF","43","3"
"","Jake Rierson","Limestone","Jr.","P","52","3"
"","Noah Ringenberger","Northeastern St.","So.","OF","34","3"
"","John Roberts","Armstrong","Jr.","C","46","3"
"","Cale Rogers","Wingate","Sr.","OF","54","3"
"","Jonathan Romano","Anderson (SC)","Jr.","OF","42","3"
"","Alec Rosales","Northwest Mo. St.","Jr.","OF","45","3"
"","Blaine Rosenberg","Montevallo","Jr.","C","44","3"
"","Reid Rothenbuhler","Findlay","Fr.","INF","42","3"
"","Tyler Ruch","Central Mo.","Sr.","INF","46","3"
"","Kevin Rufus","Newberry","Jr.","C","48","3"
"","Erick Sanderson","Anderson (SC)","So.","P","49","3"
"","Erik Scott","N.M. Highlands","Jr.","OF","36","3"
"","Thomas Shull","Cal St. Stanislaus","Sr.","INF","39","3"
"","Mike Snyder","Fla. Southern","Jr.","INF","41","3"
"","Nick Sydnor","Concord","Fr.","OF","44","3"
"","Brandon Tangney","Rockhurst","So.","OF","42","3"
"","Marcus Terry","Northeastern St.","Jr.","OF","31","3"
"","Michael Thames","Paine","So.","OF","39","3"
"","Alec Tice","Saint Michael's","Fr.","-","28","3"
"","Michael Tomko","Gannon","So.","OF","37","3"
"","John Tosches","Regis (CO)","Fr.","1B","25","3"
"","Omar Velazquez","Adelphi","Sr.","OF","42","3"
"","Ryan Venderlic","Wheeling Jesuit","Sr.","OF","33","3"
"","Mark Waldron","Neb. Omaha","Jr.","OF","30","3"
"","Kyle Webb","Concord","Sr.","INF","42","3"
"","Drew Westover","Pitt.-Johnstown","Jr.","OF","40","3"
"","Michael Whiten","Virginia St.","Jr.","INF","42","3"
"","Garrett Yatch","Grand Valley St.","Fr.","INF","38","3"
"","Blake Youngblood","Assumption","Sr.","OF","42","3"
"","Anthony Zarrella","Adelphi","So.","INF","37","3"
"","Troy Zawadzki","Carson-Newman","Jr.","SS","48","3"
"","Kyle Zimmerman","Ouachita Baptist","Sr.","INF","47","3"
"","Robbie Zinsmeister","Indiana (PA)","So.","SS","46","3"
"","John Zule","Incarnate Word","So.","INF","37","3"
"227","Matt Accardi","Slippery Rock","Jr.","C","23","2"
"","Braulio Acosta","Wayne St. (NE)","Jr.","SS","34","2"
"","Troy Ajer","Hawaii Pacific","Jr.","OF","43","2"
"","Ben Albano","Lewis","Fr.","OF","16","2"
"","Steven Alexander","LeMoyne-Owen","Fr.","-","26","2"
"","Tate Allison","Angelo St.","Jr.","OF","47","2"
"","Rey Alvarez","Tex. A&M Int'l","Sr.","OF","47","2"
"","Blake Amaral","Hawaii Pacific","Jr.","INF","34","2"
"","Matt Ammons","Coker","Sr.","2B","43","2"
"","Mike Anderson","Wis.-Parkside","Jr.","OF","36","2"
"","Steve Anderson","Grand Valley St.","Jr.","OF","40","2"
"","Kameron Armacost","Brevard","Jr.","OF","38","2"
"","Carlos Asuaje","Nova Southeastern","Fr.","INF","45","2"
"","Cody Baker","Lincoln Memorial","So.","OF","51","2"
"","Colin Barnathan","Dowling","Sr.","INF","31","2"
"","Weston Baros","St. Mary's (TX)","Sr.","2B","47","2"
"","Kyle Baskett","Saint Martin's","Sr.","OF","42","2"
"","Aaron Bauman","UC San Diego","Sr.","DH","45","2"
"","Colton Beatty","Cal St. Stanislaus","So.","2B","37","2"
"","Kenny Bechaud","Mo.-St. Louis","Sr.","1B","38","2"
"","Joey Benke","St. Cloud St.","Jr.","INF","36","2"
"","Aaron Bingham","Urbana","Fr.","OF","36","2"
"","Mike Bisenius","Wayne St. (NE)","Jr.","OF","36","2"
"","Duncan Blades","Abilene Christian","Jr.","INF","34","2"
"","Todd Blair","Post","So.","INF","26","2"
"","Justin Blinn","Southern Ind.","Sr.","OF","45","2"
"","Kevin Blue","Central Okla.","Jr.","INF","43","2"
"","Rolando Bonner","Tusculum","Sr.","OF","43","2"
"","Matt Botting","Wilmington (DE)","Sr.","OF","21","2"
"","Adam Boucher","Southern Ark.","Sr.","2B","41","2"
"","Quinn Boyer","Dixie St.","So.","INF","30","2"
"","Jeremy Boyte","Montevallo","Jr.","INF","19","2"
"","Kellen Bozeman","Delta St.","Sr.","DH","46","2"
"","Luis Bracero","Tex. A&M Int'l","Sr.","INF","40","2"
"","Steven Brault","Regis (CO)","Fr.","P","43","2"
"","Taylor Brecht","Upper Iowa","Jr.","INF","27","2"
"","Brad Bridgeman","UNC Pembroke","Jr.","OF","48","2"
"","Randolph Brown","Claflin","Fr.","-","31","2"
"","Robert Brown","Clark Atlanta","Jr.","OF","28","2"
"","Tucker Brown","Central Okla.","Jr.","INF","43","2"
"","Jeffrey Brown","Paine","So.","OF","36","2"
"","Brennan Brown","Metro St.","Sr.","OF","32","2"
"","Angelo Bruno","Stonehill","Sr.","1B","43","2"
"","null Bryant-28","Benedict","Fr.","-","24","2"
"","Trey Buck","Southern Ark.","Jr.","SS","45","2"
"","Michael Bueker","Mars Hill","Jr.","INF","48","2"
"","William Buford","Tuskegee","So.","P","33","2"
"","Brett Bullard","Claflin","So.","INF","29","2"
"","Adam Burcham","Lincoln (MO)","Sr.","OF","33","2"
"","Dallas Burke","Mo. Southern St.","Jr.","C","41","2"
"","Connor Burnham","Mass.-Lowell","Sr.","OF","38","2"
"","Eric Burt","Saginaw Valley","So.","OF","34","2"
"","Khatim Butler","Elizabeth City St.","Sr.","P","40","2"
"","Erik Cabrera","Dowling","Sr.","INF","26","2"
"","Antonio Callaway","Mount Olive","Jr.","OF","43","2"
"","Andrew Camardella","Dominican (NY)","So.","INF","38","2"
"","Garrett Campfield","West Tex. A&M","Sr.","C","45","2"
"","Joel Cardinal","Valdosta St.","Sr.","INF","44","2"
"","Zack Carlson","Emporia St.","So.","INF","31","2"
"","Derek Carr","Slippery Rock","Jr.","OF","40","2"
"","Benny Carter","Paine","Jr.","1B","37","2"
"","Stephen Castiglione","Southwestern Okla.","Jr.","OF","21","2"
"","Ty Chancelor","Ala.-Huntsville","Jr.","OF","43","2"
"","Patrick Chandler","Rockhurst","So.","OF","37","2"
"","Ethan Chapman","Cal St. San B'dino","So.","OF","42","2"
"","Jorge Chavarria","Palm Beach Atl.","Fr.","SS","47","2"
"","Kevin Chenicek","C.W. Post","So.","P","38","2"
"","Ryan Chesler","Millersville","So.","C","42","2"
"","Tyler Choate","Southern Ind.","Sr.","P","45","2"
"","David Christy","Limestone","Sr.","2B","52","2"
"","Andrew Ciennik","Wayne St. (MI)","Jr.","2B","41","2"
"","Brandon Clark","Incarnate Word","Fr.","OF","29","2"
"","Brad Clement","Northern Ky.","So.","INF","43","2"
"","Stephen Clout","New Haven","So.","OF","36","2"
"","Cody Coffman","Tusculum","Jr.","1B","47","2"
"","Dyson Coker","Coker","Jr.","C","41","2"
"","Duncan Collins","Ouachita Baptist","So.","INF","45","2"
"","Alexi Colon","Tusculum","Jr.","OF","50","2"
"","Jeffrey Conley","Alderson-Broaddus","Fr.","P","35","2"
"","Evan Connell","Northwest Mo. St.","So.","OF","37","2"
"","Matthew Corbitt","Upper Iowa","Fr.","OF","41","2"
"","Brendan Costantino","Seton Hill","Fr.","INF","31","2"
"","Andy Cotton","Emporia St.","Sr.","INF","45","2"
"","Justin Croft","West Ga.","Fr.","-","43","2"
"","Pat Curtin","Tiffin","Jr.","C","39","2"
"","A.J. Czap","Shippensburg","Sr.","OF","48","2"
"","Mark Darlington","West Va. Wesleyan","Sr.","OF","36","2"
"","Cody Davis","Tampa","Jr.","OF","16","2"
"","Brandon Day","Cal St. San B'dino","Jr.","C","40","2"
"","Jesse Daywalt","Chestnut Hill","Jr.","2B","35","2"
"","Mike De La Rosa","Incarnate Word","So.","INF","42","2"
"","Grant DeBruin","Ala.-Huntsville","Jr.","INF","45","2"
"","Daniel DeCoste","St. Anselm","Jr.","3B","43","2"
"","Shawn Delmontagne","Anderson (SC)","Fr.","INF","28","2"
"","Brent Denny","Angelo St.","So.","INF","41","2"
"","Anthony DiFrancesco","Philadelphia U.","Sr.","3B","36","2"
"","Dusty Dineen","Quincy","Jr.","INF","21","2"
"","Patrick Dockendorf","Minn. St. Mankato","Jr.","INF","40","2"
"","Stephen Dodd","Caldwell","Fr.","OF","24","2"
"","Cory Dorman","Lock Haven","Jr.","OF","39","2"
"","Lou Downey","Gannon","Fr.","INF","30","2"
"","Michael Dugan","Kutztown","Sr.","INF","39","2"
"","Chris Dula","Catawba","Fr.","3B","53","2"
"","Chas Duncan","Kentucky St.","Jr.","OF","15","2"
"","Tyler Dunn","Christian Bros.","So.","INF","21","2"
"","Nikko Echevarria","Nova Southeastern","Sr.","INF","33","2"
"","Damon Elder","Tampa","Jr.","OF","45","2"
"","Breylon Emory","Claflin","So.","P","23","2"
"","Tyler Erickson","Minn. Duluth","Sr.","SS","32","2"
"","Jordan Erisman","North Ga.","Jr.","INF","49","2"
"","Blaine Evans","Saint Martin's","Sr.","OF","39","2"
"","Jackson Evans","Cal St. Chico","Sr.","2B","41","2"
"","Kalab Evans","Grand Canyon","Jr.","C","45","2"
"","Ryan Faison","Mount Olive","Sr.","INF","46","2"
"","Mike Farrell","Felician","So.","3B","38","2"
"","Tyler Fayden","Southwest Minn. St.","Sr.","OF","30","2"
"","Steven Fernandez","Lynn","Fr.","INF","18","2"
"","Hector Flores","Incarnate Word","Jr.","INF","41","2"
"","Ryan Flowers","Incarnate Word","Jr.","OF","35","2"
"","Matt Foltz","St. Joseph's (IN)","Sr.","INF","41","2"
"","David Frazier","North Greenville","Jr.","INF","44","2"
"","Alan Fredriksson","North Ga.","Sr.","INF","40","2"
"","Zach Gawrych","Tampa","Fr.","OF","32","2"
"","Ryan Geffert","Southern Conn. St.","Jr.","1B","37","2"
"","Adam Gemuenden","Winona St.","Jr.","1B","37","2"
"","Thomas George","Cal St. Monterey Bay","So.","OF","35","2"
"","David Gibbons","Barton","Fr.","OF","39","2"
"","Mauricio Gomez","Bemidji St.","Jr.","INF","18","2"
"","Ryan Goodman","Cal Poly Pomona","Fr.","INF","45","2"
"","Daren Grace","Neb.-Kearney","Sr.","OF","33","2"
"","Mike Grassano","Mercy","Sr.","INF","18","2"
"","Braxton Graven","Bellarmine","Sr.","OF","44","2"
"","Cameron Graves","Valdosta St.","Jr.","OF","44","2"
"","Josh Grenier","Saint Martin's","So.","DH","47","2"
"","Ben Griggs","Southern Ind.","Sr.","INF","33","2"
"","Scott Hackett","Stonehill","Sr.","3B","43","2"
"","George Hajjar","Felician","Jr.","OF","44","2"
"","Josh Haley","UNC Pembroke","Jr.","OF","48","2"
"","Casey Hall","Stillman","Jr.","INF","40","2"
"","Troy Handza","California (PA)","Jr.","OF","44","2"
"","Casey Hanrahan","Augusta St.","Sr.","C","47","2"
"","Lans Hardin","Christian Bros.","Jr.","OF","41","2"
"","Chris Hardy","Bentley","Sr.","OF","37","2"
"","Roger Harrison","Elizabeth City St.","So.","OF","7","2"
"","Tyler Hastings","West Fla.","Sr.","C","34","2"
"","Ryan Hathaway","Charleston (WV)","Jr.","OF","42","2"
"","Robert Hawkins","West Virginia St.","Sr.","INF","31","2"
"","Wayne Hawkins","Ark.-Monticello","Jr.","OF","28","2"
"","Jack Heary","New Haven","So.","OF","36","2"
"","Jeff Heisey","Millersville","So.","3B","43","2"
"","Dan Hennigan","Franklin Pierce","Jr.","2B","43","2"
"","Matt Henriksen","Tusculum","So.","INF","48","2"
"","Rick Hepworth","East Central","Jr.","INF","39","2"
"","Nate Hewes","Augustana (SD)","So.","INF","43","2"
"","Josh Hinkle","Florida Tech","Jr.","OF","42","2"
"","Alex Howard","St. Augustine's","Jr.","INF","46","2"
"","Zach Howard","Limestone","Jr.","3B","52","2"
"","Vince Hungerford","Cal St. Stanislaus","Sr.","3B","30","2"
"","Greg Jackson","Northeastern St.","So.","OF","32","2"
"","Matt Jacobs","Mass.-Lowell","Jr.","OF","39","2"
"","Nick Jelacie","Bemidji St.","Sr.","OF","40","2"
"","Tommie Johnson","East Central","Sr.","OF","31","2"
"","Patrick Johnson","Southern Ark.","Sr.","OF","43","2"
"","Kyle Jones","Sonoma St.","Sr.","OF","44","2"
"","Ryan Kaczmarkski","Southern Ind.","Jr.","INF","37","2"
"","Logan Kalis","Bemidji St.","So.","P","29","2"
"","Tyler Kamtz","Grand Canyon","Fr.","OF","20","2"
"","Billy Karalis","Stonehill","Fr.","C","19","2"
"","Garret Keenan","Saint Rose","Sr.","OF","41","2"
"","Jake Kenney","Urbana","So.","OF","25","2"
"","Jonathan Keppler","Mercyhurst","Sr.","INF","44","2"
"","Cam Kneeland","Mass.-Lowell","Jr.","INF","38","2"
"","R.J. Knese","Drury","Sr.","C","45","2"
"","Mike Knipe","Chestnut Hill","Sr.","1B","35","2"
"","Chris Knott","East Stroudsburg","Fr.","OF","38","2"
"","Wes Koenig","St. Edward's","So.","1B","24","2"
"","Jake Kretzer","Northwest Mo. St.","So.","OF","45","2"
"","Shane Kroker","Cal St. Chico","Jr.","INF","38","2"
"","Rob LaFrance","Southwestern Okla.","Jr.","OF","37","2"
"","Robert LaRusso","Molloy","Sr.","1B","45","2"
"","Dan Lagasse","St. Anselm","Fr.","INF","38","2"
"","Taye Larry","West Fla.","Jr.","OF","47","2"
"","Alex Latchum","Chestnut Hill","Jr.","2B","35","2"
"","Dustin Lawley","West Fla.","Sr.","OF","48","2"
"","Teddy Leverett","S.C. Aiken","Jr.","OF","46","2"
"","Wayne Lewis","St. Augustine's","Jr.","OF","54","2"
"","Carlos Leyva","Cal St. Dom. Hills","Sr.","2B","43","2"
"","Taylor Lyons","Cameron","Jr.","OF","29","2"
"","John Magee","Winona St.","Sr.","OF","37","2"
"","Justin Manci","Cal St. Chico","Jr.","INF","33","2"
"","Nick Markis","Arkansas Tech","Sr.","3B","43","2"
"","Jimmy Martinez","Colo. Christian","So.","OF","38","2"
"","Brett Mazmanian","Ouachita Baptist","Jr.","C","42","2"
"","Ryan McChesney","Florida Tech","Jr.","C","47","2"
"","Sean McClelland","American Int'l","Sr.","SS","29","2"
"","Paul McCoy","St. Edward's","Sr.","OF","42","2"
"","William McCray","Tuskegee","Fr.","3B","32","2"
"","Connor McCrite","Neb. Omaha","So.","OF","27","2"
"","Julius McDougal","Claflin","Jr.","INF","34","2"
"","Rich McHugh","Stonehill","Jr.","C","39","2"
"","Ian McKay","Cal St. Chico","Jr.","OF","31","2"
"","Casey McKay","C.W. Post","So.","INF","40","2"
"","Kyle McNiff","American Int'l","Sr.","OF","36","2"
"","Rafael Medina","Bloomfield","Jr.","1B","38","2"
"","Luis Meija","Palm Beach Atl.","Jr.","3B","50","2"
"","Luis Mila","Ky. Wesleyan","Jr.","1B","24","2"
"","Justin Miller","Southeastern Okla.","Sr.","OF","45","2"
"","Clayton Miller","Armstrong","Fr.","C","43","2"
"","Will Miller","West Tex. A&M","Sr.","OF","47","2"
"","Ryan Moore","Chowan","Fr.","P","50","2"
"","Keegan Morrow","Central Okla.","Jr.","OF","44","2"
"","Nigel Morton","Southwest Baptist","Sr.","INF","43","2"
"","Christopher Moye","Benedict","Jr.","C","22","2"
"","Lee Murray","Mount Olive","Jr.","OF","15","2"
"","Devon Myers","Truman","Jr.","C","44","2"
"","Brett Neill","Drury","So.","INF","44","2"
"","Tony Nelson","Dixie St.","Sr.","INF","44","2"
"","Chris Newcomb","Saint Leo","Fr.","OF","45","2"
"","Kyle O'Boyle","Saginaw Valley","So.","OF","39","2"
"","Mark O'Flynn","Merrimack","So.","P","36","2"
"","Connor Obrochta","Tampa","Fr.","OF","35","2"
"","Aaron Ordy","California (PA)","Sr.","INF","44","2"
"","John Oropeza","Central Mo.","Jr.","INF","5","2"
"","Marc Overstreet","Valdosta St.","Jr.","INF","24","2"
"","Brett Overton","Chowan","So.","INF","49","2"
"","Caleb Palensky","Neb. Omaha","Fr.","INF","41","2"
"","Joe Park","Cal St. L.A.","Jr.","OF","45","2"
"","Curtis Parker","Augusta St.","So.","INF","34","2"
"","Logan Parker","Northwest Nazarene","So.","OF","44","2"
"","Luis Penate","Nova Southeastern","Sr.","INF","45","2"
"","Damien Penilton","LeMoyne-Owen","Jr.","OF","4","2"
"","David Perlleshi","Concordia (NY)","Jr.","INF","31","2"
