team_name|team_id|year|player_name|player_id|class_year|season_year|position|games|ab|runs|hits|avg|doubles|triples|hr|total_bases|slg|rbi|sb|sba|bb|so|hbp|sac_hits|sac_flies|appearances|games_started|complete_games|wins|losses|saves|shutouts|ip|hits|runs|earned_runs|bb|so|era
Abilene Christian|2|2002|Ballard, Justin|166881|Fr.|2001-02|Second Base||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Barker, Ryan|166869|Fr.|2001-02|Shortstop||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Bently, Wes|166893|Jr.|2001-02|First Base||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Bimson, Beau|166871|Jr.|2001-02|Second Base||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Bluffington, Scott|166884|Jr.|2001-02|||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Brockman, Don|166890|So.|2001-02|Outfield||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Brockman, Ben|166891|Fr.|2001-02|||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Brooks, Shawn|166894|Sr.|2001-02|||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Bryan, Creighton|166883|Jr.|2001-02|Outfield||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Cartagena, Juan|166888|Jr.|2001-02|Outfield||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Chesser, Clay|166886|Jr.|2001-02|Outfield||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Churchill, Chris|166875|Jr.|2001-02|Catcher||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Escalante, Marcelino|166874|Jr.|2001-02|Outfield||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Harwell, Roy|166878|Sr.|2001-02|||||||||||||||||||||||||||||||||
Abilene Christian|2|2002|Hughes, Blake|166873|Sr.|2001-02|Catcher||||||||||||||||||||||||||||||||
