year,team_id,team_name,wins,losses,ties,total_games
2015,145,Clark (MA),0,0,36,36
2015,26172,A&M-Corpus Chris,5,0,51,56
2015,689,Tampa,9,1,39,49
2015,419,Middle Tenn.,2,1,51,54
2015,144,Clark Atlanta,0,4,29,33
2015,420,Middlebury,0,0,34,34
2015,2,Abilene Christian,0,3,53,56
2015,30123,Academy of Art,1,5,39,45
2015,929,Adams St.,3,5,45,53
2015,276,Haverford,0,0,42,42
2015,557,Puget Sound,1,2,35,38
2015,277,Hawaii,3,5,45,53
2015,1395,Tarleton St.,6,4,37,47
2015,30029,Purchase,0,0,36,36
2015,2697,Hawaii Hilo,2,3,42,47
2015,146,Clarkson,0,0,39,39
2015,559,Purdue,1,3,52,56
2015,2696,Hawaii Pacific,3,2,42,47
2015,3,Adelphi,0,0,49,49
2015,4,Adrian,0,0,40,40
2015,712,TCNJ,0,0,41,41
2015,147,Clemson,3,2,52,57
2015,278,Heidelberg,0,0,43,43
2015,698,TCU,5,0,50,55
2015,721,Air Force,0,5,50,55
2015,422,Miles,3,8,30,41
2015,5,Akron,3,2,50,55
2015,423,Millersville,4,2,45,51
2015,10,Ala.-Huntsville,6,1,40,47
2015,8,Alabama,3,1,52,56
2015,722,Coast Guard,0,0,36,36
2015,6,Alabama A&M,1,3,52,56
2015,1123,Henderson St.,6,1,39,46
2015,149,Coastal Caro.,4,2,49,55
2015,694,Tennessee,2,2,48,52
2015,7,Alabama St.,3,3,44,50
2015,1124,Hendrix,3,1,33,37
2015,19651,High Point,1,4,49,54
2015,8398,Hilbert,0,0,38,38
2015,560,Queens (NY),0,0,48,48
2015,424,Millikin,0,0,40,40
2015,280,Hillsdale,0,0,49,49
2015,561,Quincy,0,0,52,52
2015,281,Hiram,0,0,37,37
2015,562,Quinnipiac,0,0,54,54
2015,150,Coe,0,0,40,40
2015,563,Radford,2,3,52,57
2015,1023,Coker,3,6,40,49
2015,692,Tennessee Tech,3,2,50,55
2015,564,Ramapo,0,0,44,44
2015,1014,Col. of Charleston,2,2,52,56
2015,30090,Tex. A&M Int'l,5,6,38,49
2015,426,Millsaps,2,0,37,39
2015,283,Hofstra,2,5,46,53
2015,797,Milwaukee,3,1,52,56
2015,427,Minn. Duluth,0,0,50,50
2015,383,Minn. St. Mankato,0,0,48,48
2015,565,Randolph-Macon,5,0,28,33
2015,567,Redlands,6,2,32,40
2015,568,Regis (CO),4,1,45,50
2015,285,Holy Cross,0,3,49,52
2015,14,Albany (NY),1,1,52,54
2015,151,Colby,0,0,33,33
2015,13,Albany St. (GA),1,7,33,41
2015,27854,Minn.-Crookston,0,2,49,51
2015,152,Colby-Sawyer,0,0,38,38
2015,2798,Albertus Magnus,0,0,35,35
2015,1226,Minn.-Morris,0,0,40,40
2015,15,Albion,0,0,40,40
2015,428,Minnesota,0,6,46,52
2015,570,Rensselaer,0,2,34,36
2015,16,Albright,0,0,39,39
2015,30125,Minot St.,0,0,48,48
2015,572,Rhode Island,0,3,48,51
2015,17,Alcorn,1,4,47,52
2015,571,Rhode Island Col.,0,0,42,42
2015,934,Alderson Broaddus,0,0,53,53
2015,573,Rhodes,5,2,32,39
2015,11403,Colo. Christian,1,3,46,50
2015,574,Rice,4,3,47,54
2015,30175,Holy Names,8,4,38,50
2015,696,Tex. A&M-Kingsville,6,3,42,51
2015,681,Stockton,0,0,34,34
2015,16142,Misericordia,0,0,40,40
2015,8404,Hood,0,0,43,43
2015,575,Richmond,0,2,53,55
2015,286,Hope,0,0,43,43
2015,30088,Tex. Permian Basin,8,4,34,46
2015,30160,Houghton,0,0,39,39
2015,30170,Alfred St.,0,0,28,28
2015,288,Houston,5,0,51,56
2015,536,Tex.-Pan American,2,2,50,54
2015,19,Allegheny,0,0,38,38
2015,287,Houston Baptist,5,2,46,53
2015,703,Texas,6,2,45,53
2015,576,Rider,0,0,56,56
2015,697,Texas A&M,4,0,52,56
2015,429,Mississippi Col.,7,4,40,51
2015,11416,Colorado Mesa,8,2,40,50
2015,430,Mississippi St.,4,0,51,55
2015,155,Colorado Mines,5,1,40,46
2015,432,Mississippi Val.,1,2,43,46
2015,434,Missouri,6,1,49,56
2015,577,Ripon,0,0,36,36
2015,435,Missouri S&T,1,2,48,51
2015,18422,Rivier,0,0,36,36
2015,669,Missouri St.,3,1,52,56
2015,578,Roanoke,1,2,34,37
2015,2741,Howard Payne,2,1,36,39
2015,1400,Texas Lutheran,6,2,32,40
2015,2720,Colorado St.-Pueblo,8,2,40,50
2015,699,Texas Southern,3,3,41,47
2015,158,Columbia,0,0,42,42
2015,670,Texas St.,1,4,51,56
2015,159,Columbus St.,8,4,36,48
2015,700,Texas Tech,4,1,50,55
2015,1028,Concord,0,0,50,50
2015,398,MIT,0,0,41,41
2015,21,Alma,0,0,40,40
2015,30042,Mitchell,0,0,32,32
2015,938,Alvernia,0,0,38,38
2015,1130,Huntingdon,4,2,34,40
2015,9012,Mo. Southern St.,2,0,46,48
2015,9013,Mo. Western St.,6,5,43,54
2015,581,Rochester (NY),0,0,43,43
2015,436,Mo.-St. Louis,0,0,48,48
2015,437,Molloy,0,1,49,50
2015,1133,Husson,0,0,40,40
2015,702,Texas-Arlington,3,4,50,57
2015,439,Monmouth,0,3,51,54
2015,438,Monmouth (IL),0,0,36,36
2015,205,Mont. St. Billings,1,7,42,50
2015,22,American Int'l,0,0,45,45
2015,24,Amherst,0,0,34,34
2015,23121,Texas-Dallas,2,7,34,43
2015,580,Rochester Inst.,0,0,40,40
2015,939,Anderson (IN),0,0,40,40
2015,582,Rockford,0,0,41,41
2015,13028,Anderson (SC),6,5,39,50
2015,1328,Rockhurst,0,0,52,52
2015,25,Angelo St.,7,1,41,49
2015,26,Anna Maria,0,0,38,38
2015,27,Appalachian St.,2,1,52,55
2015,583,Roger Williams,0,0,44,44
2015,442,Montclair St.,0,0,40,40
2015,30180,Rogers St.,7,3,39,49
2015,966,Arcadia,0,0,37,37
2015,1238,Montevallo,4,6,41,51
2015,162,Concordia (NY),0,0,44,44
2015,584,Rollins,5,7,38,50
2015,29,Arizona,6,1,48,55
2015,443,Moravian,0,0,37,37
2015,24400,Concordia (TX),4,3,33,40
2015,28,Arizona St.,3,2,50,55
2015,444,Morehead St.,3,1,53,57
2015,160,Concordia Chicago,0,0,38,38
2015,30105,Ark.-Fort Smith,6,0,44,50
2015,445,Morehouse,3,6,33,42
2015,1036,Concordia Wisconsin,0,0,41,41
2015,30028,Texas-Tyler,3,3,34,40
2015,300,Ill. Wesleyan,0,0,39,39
2015,8411,Ark.-Monticello,3,4,39,46
2015,161,Concordia-M'head,0,0,39,39
2015,302,Ill.-Chicago,2,1,48,51
2015,2678,Ark.-Pine Bluff,1,5,42,48
2015,9081,Concordia-St. Paul,0,0,48,48
2015,707,Thiel,0,0,40,40
2015,30050,Ill.-Springfield,0,0,50,50
2015,31,Arkansas,3,1,52,56
2015,585,Rose-Hulman,0,0,40,40
2015,30,Arkansas St.,3,2,51,56
2015,2758,Thomas (ME),0,0,37,37
2015,947,Arkansas Tech,4,7,38,49
2015,1402,Thomas More,0,0,40,40
2015,33,Armstrong,9,1,40,50
2015,1403,Tiffin,0,0,50,50
2015,725,Army,2,1,45,48
2015,709,Toledo,1,4,53,58
2015,301,Illinois,5,0,49,54
2015,259,Rowan,0,0,38,38
2015,297,Illinois Col.,0,0,38,38
2015,586,Rust,0,0,20,20
2015,299,Illinois St.,4,2,48,54
2015,587,Rutgers,0,4,48,52
2015,303,Immaculata,0,0,39,39
2015,588,Rutgers-Camden,0,0,39,39
2015,2743,Incarnate Word,3,2,51,56
2015,589,Rutgers-Newark,0,0,40,40
2015,306,Indiana,2,3,50,55
2015,11276,S.C. Aiken,8,5,37,50
2015,102,Sacramento St.,4,1,51,56
2015,711,Towson,0,3,52,55
2015,35,Ashland,0,0,50,50
2015,28749,Transylvania,0,0,40,40
2015,590,Sacred Heart,0,0,55,55
2015,36,Assumption,0,2,45,47
2015,30002,Trevecca Nazarene,1,5,44,50
2015,165,Coppin St.,0,0,49,49
2015,307,Indiana (PA),2,2,47,51
2015,167,Cornell,0,0,44,44
2015,166,Cornell College,0,0,38,38
2015,305,Indiana St.,2,1,54,57
2015,30111,Covenant,5,1,34,40
