year|team_id|team_name|wins|losses|ties|total_games
2000|545|Pittsburgh|31|24|0|55
2000|415|Miami (FL)|41|19|1|61
2000|414|Miami (OH)|40|23|0|63
2000|418|Michigan|20|32|1|53
2000|416|Michigan St.|20|36|0|56
2000|272|Hartford|13|34|0|47
2000|551|Portland|24|27|0|51
2000|419|Middle Tenn.|39|23|0|62
2000|275|Harvard|18|25|0|43
2000|698|TCU|22|34|0|56
2000|277|Hawaii|28|28|0|56
2000|690|Temple|24|28|3|55
2000|2697|Hawaii Hilo|17|34|0|51
2000|694|Tennessee|40|23|0|63
2000|553|Prairie View|8|42|0|50
2000|721|Air Force|23|34|0|57
2000|147|Clemson|51|18|0|69
2000|692|Tennessee Tech|27|29|0|56
2000|5|Akron|26|30|0|56
2000|148|Cleveland St.|23|33|0|56
2000|149|Coastal Caro.|34|24|0|58
2000|8|Alabama|41|24|0|65
2000|554|Princeton|24|20|0|44
2000|6|Alabama A&M|16|24|0|40
2000|7|Alabama St.|19|18|0|37
2000|19651|High Point|22|36|1|59
2000|14|Albany (NY)|19|24|1|44
2000|536|Tex.-Pan American|31|19|1|51
2000|703|Texas|46|21|0|67
2000|697|Texas A&M|23|35|0|58
2000|559|Purdue|35|23|0|58
2000|1014|Col. of Charleston|28|28|1|57
2000|699|Texas Southern|21|33|0|54
2000|670|Texas St.|34|29|0|63
2000|700|Texas Tech|36|26|0|62
2000|797|Milwaukee|30|24|0|54
2000|283|Hofstra|15|30|1|46
2000|702|Texas-Arlington|24|30|0|54
2000|285|Holy Cross|13|27|1|41
2000|562|Quinnipiac|16|21|0|37
2000|563|Radford|28|24|0|52
2000|17|Alcorn|18|11|0|29
2000|288|Houston|48|18|0|66
2000|428|Minnesota|38|24|0|62
2000|433|Ole Miss|30|25|0|55
2000|290|Howard|14|40|0|54
2000|158|Columbia|11|34|0|45
2000|709|Toledo|21|33|0|54
2000|430|Mississippi St.|41|20|0|61
2000|711|Towson|31|23|1|55
2000|432|Mississippi Val.|8|32|0|40
2000|434|Missouri|33|24|0|57
2000|669|Missouri St.|24|33|0|57
2000|572|Rhode Island|24|25|1|50
2000|574|Rice|43|23|0|66
2000|575|Richmond|25|29|0|54
2000|576|Rider|22|29|0|51
2000|716|Troy|22|34|0|56
2000|439|Monmouth|25|27|0|52
2000|718|Tulane|38|22|1|61
2000|164|UConn|32|17|0|49
2000|302|Ill.-Chicago|33|26|0|59
2000|27|Appalachian St.|17|38|1|56
2000|29|Arizona|26|30|0|56
2000|28|Arizona St.|44|15|0|59
2000|165|Coppin St.|4|31|0|35
2000|167|Cornell|15|24|0|39
2000|301|Illinois|41|23|0|64
2000|9|UAB|28|32|0|60
2000|2678|Ark.-Pine Bluff|22|36|0|58
2000|32|UALR|33|23|0|56
2000|31|Arkansas|24|30|0|54
2000|30|Arkansas St.|20|35|0|55
2000|169|Creighton|38|23|0|61
2000|299|Illinois St.|27|28|0|55
2000|725|Army|24|20|1|45
2000|444|Morehead St.|24|29|1|54
2000|306|Indiana|29|27|0|56
2000|305|Indiana St.|31|28|1|60
2000|37|Auburn|41|20|0|61
2000|310|Iona|31|13|0|44
2000|312|Iowa|19|35|0|54
2000|311|Iowa St.|19|37|0|56
2000|104|UC Santa Barbara|28|25|0|53
2000|172|Dartmouth|29|14|0|43
2000|173|Davidson|26|28|0|54
2000|2699|IUPUI|10|40|0|50
2000|314|Jackson St.|26|30|0|56
2000|316|Jacksonville|34|24|0|58
2000|315|Jacksonville St.|23|32|0|55
2000|317|James Madison|37|22|0|59
2000|587|Rutgers|40|18|0|58
2000|128|UCF|43|19|0|62
2000|110|UCLA|38|26|0|64
2000|391|UMBC|29|21|1|51
2000|456|UNC Asheville|26|32|0|58
2000|175|Dayton|23|32|0|55
2000|459|UNC Greensboro|34|24|0|58
2000|43|Austin Peay|32|27|0|59
2000|102|Sacramento St.|23|33|0|56
2000|590|Sacred Heart|12|38|0|50
2000|180|Delaware|37|20|0|57
2000|460|UNC Wilmington|36|23|0|59
2000|178|Delaware St.|25|15|0|40
2000|504|UNI|23|33|0|56
2000|47|Ball St.|34|23|0|57
2000|465|UNLV|24|33|0|57
2000|328|Kansas|25|30|0|55
2000|327|Kansas St.|19|32|0|51
2000|450|Mt. St. Mary's|17|34|0|51
2000|695|UT Martin|10|40|0|50
2000|732|Utah|26|30|0|56
2000|624|Sam Houston St.|25|29|0|54
2000|625|Samford|20|34|0|54
2000|627|San Diego|34|27|1|62
2000|626|San Diego St.|34|28|0|62
2000|454|Murray St.|20|31|0|51
2000|331|Kent St.|40|18|0|58
2000|184|Detroit|16|28|0|44
2000|334|Kentucky|38|20|1|59
2000|629|San Francisco|26|33|0|59
2000|630|San Jose St.|41|24|0|65
2000|631|Santa Clara|22|37|0|59
2000|488|N.C. A&T|15|34|0|49
2000|706|UTSA|17|37|0|54
2000|51|Baylor|45|17|0|62
2000|14927|Belmont|27|25|0|52
2000|726|Navy|24|20|1|45
2000|735|Valparaiso|14|42|1|57
2000|736|Vanderbilt|21|33|0|54
2000|740|VCU|39|22|0|61
2000|738|Vermont|28|22|0|50
2000|739|Villanova|24|26|0|50
2000|635|Seton Hall|40|18|0|58
2000|746|Virginia|26|31|1|58
2000|742|Virginia Tech|34|25|2|61
2000|463|Nebraska|51|17|0|68
2000|741|VMI|19|30|0|49
2000|466|Nevada|38|19|0|57
2000|191|Drexel|18|36|0|54
2000|748|Wagner|24|30|1|55
2000|749|Wake Forest|41|20|1|62
2000|193|Duke|17|41|0|58
2000|194|Duquesne|22|33|0|55
2000|340|La Salle|9|39|0|48
2000|196|East Carolina|46|18|0|64
2000|639|Siena|15|32|0|47
2000|756|Washington|26|30|0|56
2000|671|La.-Lafayette|49|20|0|69
2000|498|La.-Monroe|41|22|0|63
2000|342|Lafayette|12|27|0|39
2000|754|Washington St.|20|36|0|56
2000|473|New Mexico|35|21|0|56
2000|198|East Tenn. St.|21|31|0|52
2000|472|New Mexico St.|19|36|0|55
2000|474|New Orleans|38|25|0|63
