year	division_id	ranking_id	conference_key
2015	1	13003	Missouri Valley
2015	1	13003	Mountain West
2015	1	13003	Northeast
2015	1	13003	OVC
2015	1	13003	Pac-12
2015	1	13003	Patriot
2015	1	13003	Southeastern
2015	1	13003	Southern
2015	1	13003	Southland
2015	1	13003	Southwestern
2015	1	13003	Summit League
2015	1	13003	Sun Belt
2015	1	13003	West Coast
2015	1	13003	Western Athletic
2014	1	11887	AAC
2014	1	11887	ASUN
2014	1	11887	America East
2014	1	11887	Atlantic 10
2014	1	11887	Atlantic Coast
2014	1	11887	Big 12
2014	1	11887	Big East
2014	1	11887	Big South
2014	1	11887	Big Ten
2014	1	11887	Big West
2014	1	11887	Colonial
2014	1	11887	Conference USA
2014	1	11887	Horizon
2014	1	11887	Ivy League
2014	1	11887	Metro Atlantic
2014	1	11887	Mid-American
2014	1	11887	Mid-Eastern
2014	1	11887	Missouri Valley
2014	1	11887	Mountain West
2014	1	11887	Northeast
2014	1	11887	OVC
2014	1	11887	Pac-12
2014	1	11887	Patriot
2014	1	11887	Southeastern
2014	1	11887	Southern
2014	1	11887	Southland
2014	1	11887	Southwestern
2014	1	11887	Summit League
2014	1	11887	Sun Belt
2014	1	11887	West Coast
2014	1	11887	Western Athletic
2013	1	10288	AAC
2013	1	10288	ASUN
2013	1	10288	America East
2013	1	10288	Atlantic 10
2013	1	10288	Atlantic Coast
2013	1	10288	Big 12
2013	1	10288	Big South
2013	1	10288	Big Ten
2013	1	10288	Big West
2013	1	10288	Colonial
2013	1	10288	Conference USA
2013	1	10288	GWC
2013	1	10288	Horizon
2013	1	10288	Ivy League
2013	1	10288	Metro Atlantic
2013	1	10288	Mid-American
2013	1	10288	Mid-Eastern
2013	1	10288	Missouri Valley
2013	1	10288	Mountain West
2013	1	10288	Northeast
2013	1	10288	OVC
2013	1	10288	Pac-12
2013	1	10288	Patriot
2013	1	10288	Southeastern
2013	1	10288	Southern
2013	1	10288	Southland
2013	1	10288	Southwestern
2013	1	10288	Summit League
2013	1	10288	Sun Belt
2013	1	10288	West Coast
2013	1	10288	Western Athletic
2012	1	8855	AAC
2012	1	8855	ASUN
2012	1	8855	America East
2012	1	8855	Atlantic 10
2012	1	8855	Atlantic Coast
2012	1	8855	Big 12
2012	1	8855	Big South
2012	1	8855	Big Ten
2012	1	8855	Big West
2012	1	8855	Colonial
2012	1	8855	Conference USA
2012	1	8855	Great West
2012	1	8855	Horizon
2012	1	8855	Ivy League
2012	1	8855	Metro Atlantic
2012	1	8855	Mid-American
2012	1	8855	Mid-Eastern
2012	1	8855	Missouri Valley
2012	1	8855	Mountain West
2012	1	8855	Northeast
2012	1	8855	OVC
2012	1	8855	Pac-12
2012	1	8855	Patriot
2012	1	8855	Southeastern
2012	1	8855	Southern
2012	1	8855	Southland
2012	1	8855	Southwestern
2012	1	8855	Summit League
2012	1	8855	Sun Belt
2012	1	8855	West Coast
2012	1	8855	Western Athletic
2011	1	7987	AAC
2011	1	7987	ASUN
2011	1	7987	America East
2011	1	7987	Atlantic 10
2011	1	7987	Atlantic Coast
2011	1	7987	Big 12
2011	1	7987	Big South
2011	1	7987	Big Ten
2011	1	7987	Big West
2011	1	7987	Colonial
2011	1	7987	Conference USA
2011	1	7987	Great West
2011	1	7987	Horizon
2011	1	7987	Ivy League
2011	1	7987	Metro Atlantic
2011	1	7987	Mid-American
2011	1	7987	Mid-Eastern
2011	1	7987	Missouri Valley
2011	1	7987	Mountain West
2011	1	7987	Northeast
2011	1	7987	OVC
2011	1	7987	Pac-12
2011	1	7987	Patriot
2011	1	7987	Southeastern
2011	1	7987	Southern
2011	1	7987	Southland
2011	1	7987	Southwestern
2011	1	7987	Summit League
2011	1	7987	Sun Belt
2011	1	7987	West Coast
2011	1	7987	Western Athletic
2010	1	7545	AAC
2010	1	7545	ASUN
2010	1	7545	America East
2010	1	7545	Atlantic 10
2010	1	7545	Atlantic Coast
2010	1	7545	Big 12
2010	1	7545	Big South
2010	1	7545	Big Ten
2010	1	7545	Big West
2010	1	7545	Colonial
2010	1	7545	Conference USA
2010	1	7545	Great West
2010	1	7545	Horizon
2010	1	7545	Ivy League
2010	1	7545	Metro Atlantic
2010	1	7545	Mid-American
2010	1	7545	Mid-Eastern
2010	1	7545	Missouri Valley
2010	1	7545	Mountain West
2010	1	7545	Northeast
2010	1	7545	OVC
2010	1	7545	Pac-12
2010	1	7545	Patriot
2010	1	7545	Southeastern
2010	1	7545	Southern
2010	1	7545	Southland
2010	1	7545	Southwestern
2010	1	7545	Summit League
2010	1	7545	Sun Belt
2010	1	7545	West Coast
2010	1	7545	Western Athletic
2009	1	6485	AAC
2009	1	6485	ASUN
2009	1	6485	America East
2009	1	6485	Atlantic 10
2009	1	6485	Atlantic Coast
2009	1	6485	Big 12
2009	1	6485	Big South
2009	1	6485	Big Ten
2009	1	6485	Big West
2009	1	6485	Colonial
2009	1	6485	Conference USA
2009	1	6485	Horizon
2009	1	6485	Ivy League
2009	1	6485	Metro Atlantic
2009	1	6485	Mid-American
2009	1	6485	Mid-Eastern
2009	1	6485	Missouri Valley
2009	1	6485	Mountain West
2009	1	6485	Northeast
2009	1	6485	OVC
2009	1	6485	Pac-12
2009	1	6485	Patriot
2009	1	6485	Southeastern
2009	1	6485	Southern
2009	1	6485	Southland
2009	1	6485	Southwestern
2009	1	6485	Summit League
2009	1	6485	Sun Belt
2009	1	6485	West Coast
2009	1	6485	Western Athletic
2008	1	6279	AAC
2008	1	6279	ASUN
2008	1	6279	America East
2008	1	6279	Atlantic 10
2008	1	6279	Atlantic Coast
2008	1	6279	Big 12
2008	1	6279	Big South
2008	1	6279	Big Ten
2008	1	6279	Big West
2008	1	6279	Colonial
2008	1	6279	Conference USA
2008	1	6279	Horizon
2008	1	6279	Ivy League
2008	1	6279	Metro Atlantic
2008	1	6279	Mid-American
2008	1	6279	Mid-Eastern
2008	1	6279	Missouri Valley
2008	1	6279	Mountain West
2008	1	6279	Northeast
2008	1	6279	OVC
2008	1	6279	Pac-12
2008	1	6279	Patriot
2008	1	6279	Southeastern
2008	1	6279	Southern
2008	1	6279	Southland
2008	1	6279	Southwestern
2008	1	6279	Summit League
2008	1	6279	Sun Belt
2008	1	6279	West Coast
2008	1	6279	Western Athletic
2007	1	3703	AAC
2007	1	3703	ASUN
2007	1	3703	America East
2007	1	3703	Atlantic 10
2007	1	3703	Atlantic Coast
2007	1	3703	Big 12
2007	1	3703	Big South
2007	1	3703	Big Ten
2007	1	3703	Big West
2007	1	3703	Colonial
2007	1	3703	Conference USA
2007	1	3703	Horizon
2007	1	3703	Ivy League
2007	1	3703	Metro Atlantic
2007	1	3703	Mid-American
2007	1	3703	Mid-Eastern
2007	1	3703	Missouri Valley
2007	1	3703	Mountain West
2007	1	3703	Northeast
2007	1	3703	OVC
2007	1	3703	Pac-12
2007	1	3703	Patriot
2007	1	3703	Southeastern
2007	1	3703	Southern
2007	1	3703	Southland
2007	1	3703	Southwestern
2007	1	3703	Summit League
2007	1	3703	Sun Belt
2007	1	3703	West Coast
2007	1	3703	Western Athletic
2006	1	5063	AAC
2006	1	5063	ASUN
2006	1	5063	America East
2006	1	5063	Atlantic 10
2006	1	5063	Atlantic Coast
2006	1	5063	Big 12
2006	1	5063	Big South
2006	1	5063	Big Ten
2006	1	5063	Big West
2006	1	5063	Colonial
2006	1	5063	Conference USA
2006	1	5063	Horizon
2006	1	5063	Ivy League
2006	1	5063	Metro Atlantic
2006	1	5063	Mid-American
2006	1	5063	Mid-Eastern
2006	1	5063	Missouri Valley
2006	1	5063	Mountain West
2006	1	5063	Northeast
2006	1	5063	OVC
2006	1	5063	Pac-12
2006	1	5063	Patriot
2006	1	5063	Southeastern
2006	1	5063	Southern
2006	1	5063	Southland
2006	1	5063	Southwestern
2006	1	5063	Summit League
2006	1	5063	Sun Belt
2006	1	5063	West Coast
2006	1	5063	Western Athletic
2005	1	5083	AAC
2005	1	5083	ASUN
2005	1	5083	America East
2005	1	5083	Atlantic 10
2005	1	5083	Atlantic Coast
2005	1	5083	Big 12
2005	1	5083	Big South
2005	1	5083	Big Ten
2005	1	5083	Big West
2005	1	5083	Colonial
2005	1	5083	Conference USA
2005	1	5083	Horizon
2005	1	5083	Ivy League
2005	1	5083	Metro Atlantic
2005	1	5083	Mid-American
2005	1	5083	Mid-Eastern
2005	1	5083	Missouri Valley
2005	1	5083	Mountain West
2005	1	5083	Northeast
2005	1	5083	OVC
2005	1	5083	Pac-12
2005	1	5083	Patriot
2005	1	5083	Southeastern
2005	1	5083	Southern
2005	1	5083	Southland
2005	1	5083	Southwestern
2005	1	5083	Summit League
2005	1	5083	Sun Belt
2005	1	5083	West Coast
2005	1	5083	Western Athletic
2004	1	5125	AAC
2004	1	5125	ASUN
2004	1	5125	America East
2004	1	5125	Atlantic 10
2004	1	5125	Atlantic Coast
2004	1	5125	Big 12
2004	1	5125	Big South
2004	1	5125	Big Ten
2004	1	5125	Big West
2004	1	5125	Colonial
2004	1	5125	Conference USA
2004	1	5125	Horizon
2004	1	5125	Independent
2004	1	5125	Ivy League
2004	1	5125	Metro Atlantic
2004	1	5125	Mid-American
2004	1	5125	Mid-Eastern
2004	1	5125	Missouri Valley
2004	1	5125	Mountain West
2004	1	5125	Northeast
2004	1	5125	OVC
2004	1	5125	Pac-12
2004	1	5125	Patriot
2004	1	5125	Southeastern
2004	1	5125	Southern
2004	1	5125	Southland
2004	1	5125	Southwestern
2004	1	5125	Summit League
2004	1	5125	Sun Belt
2004	1	5125	West Coast
2004	1	5125	Western Athletic
2003	1	5153	AAC
2003	1	5153	ASUN
2003	1	5153	America East
2003	1	5153	Atlantic 10
2003	1	5153	Atlantic Coast
2003	1	5153	Big 12
2003	1	5153	Big South
2003	1	5153	Big Ten
2003	1	5153	Big West
2003	1	5153	Colonial
2003	1	5153	Conference USA
2003	1	5153	Horizon
2003	1	5153	Independent
2003	1	5153	Ivy League
2003	1	5153	Metro Atlantic
2003	1	5153	Mid-American
2003	1	5153	Mid-Eastern
2003	1	5153	Missouri Valley
2003	1	5153	Mountain West
2003	1	5153	Northeast
2003	1	5153	OVC
2003	1	5153	Pac-12
2003	1	5153	Patriot
2003	1	5153	Southeastern
2003	1	5153	Southern
2003	1	5153	Southland
2003	1	5153	Southwestern
2003	1	5153	Summit League
2003	1	5153	Sun Belt
2003	1	5153	West Coast
2003	1	5153	Western Athletic
2002	1	5164	AAC
2002	1	5164	ASUN
2002	1	5164	America East
2002	1	5164	Atlantic 10
2002	1	5164	Atlantic Coast
2002	1	5164	Big 12
2002	1	5164	Big South
2002	1	5164	Big Ten
2002	1	5164	Big West
2002	1	5164	Colonial
2002	1	5164	Conference USA
2002	1	5164	Horizon
2002	1	5164	Independent
2002	1	5164	Ivy League
2002	1	5164	Metro Atlantic
2002	1	5164	Mid-American
2002	1	5164	Mid-Eastern
2002	1	5164	Missouri Valley
2002	1	5164	Mountain West
2002	1	5164	Northeast
2002	1	5164	OVC
2002	1	5164	Pac-12
2002	1	5164	Patriot
2002	1	5164	Southeastern
2002	1	5164	Southern
2002	1	5164	Southland
2002	1	5164	Southwestern
2002	1	5164	Summit League
2002	1	5164	Sun Belt
2002	1	5164	West Coast
2002	1	5164	Western Athletic
2017	2	18374	CACC
2017	2	18374	CCAA
2017	2	18374	CIAA
2017	2	18374	Conference Carolinas
2017	2	18374	ECC
2017	2	18374	G-MAC
2017	2	18374	GAC
2017	2	18374	GLIAC
2017	2	18374	GLVC
2017	2	18374	Great Northwest
2017	2	18374	Gulf South
2017	2	18374	Heartland
2017	2	18374	Independent
2017	2	18374	Lone Star
2017	2	18374	MEC
2017	2	18374	MIAA
2017	2	18374	Northeast-10
2017	2	18374	Northern Sun
2017	2	18374	PSAC
2017	2	18374	Pacific West
2017	2	18374	Peach Belt
2017	2	18374	RMAC
2017	2	18374	SIAC
2017	2	18374	South Atlantic
2017	2	18374	Sunshine State
2016	2	15463	CACC
2016	2	15463	CCAA
2016	2	15463	CIAA
2016	2	15463	Conference Carolinas
2016	2	15463	ECC
2016	2	15463	G-MAC
2016	2	15463	GAC
2016	2	15463	GLIAC
2016	2	15463	GLVC
2016	2	15463	Great Northwest
2016	2	15463	Gulf South
2016	2	15463	Heartland
2016	2	15463	Independent
2016	2	15463	Lone Star
2016	2	15463	MEC
2016	2	15463	MIAA
2016	2	15463	Northeast-10
2016	2	15463	Northern Sun
2016	2	15463	PSAC
2016	2	15463	Pacific West
2016	2	15463	Peach Belt
2016	2	15463	RMAC
2016	2	15463	SIAC
2016	2	15463	South Atlantic
2016	2	15463	Sunshine State
2015	2	12966	CACC
2015	2	12966	CCAA
2015	2	12966	CIAA
2015	2	12966	Conference Carolinas
2015	2	12966	ECC
2015	2	12966	G-MAC
2015	2	12966	GAC
2015	2	12966	GLIAC
2015	2	12966	GLVC
2015	2	12966	Great Northwest
2015	2	12966	Gulf South
2015	2	12966	Heartland
2015	2	12966	Independent
2015	2	12966	Lone Star
2015	2	12966	MEC
2015	2	12966	MIAA
2015	2	12966	Northeast-10
2015	2	12966	Northern Sun
2015	2	12966	PSAC
2015	2	12966	Pacific West
2015	2	12966	Peach Belt
2015	2	12966	RMAC
2015	2	12966	SIAC
2015	2	12966	South Atlantic
2015	2	12966	Sunshine State
2014	2	10860	CACC
2014	2	10860	CCAA
2014	2	10860	CIAA
2014	2	10860	Conference Carolinas
2014	2	10860	ECC
2014	2	10860	G-MAC
2014	2	10860	GAC
2014	2	10860	GLIAC
2014	2	10860	GLVC
2014	2	10860	Great Northwest
2014	2	10860	Gulf South
2014	2	10860	Heartland
2014	2	10860	Independent
2014	2	10860	Lone Star
2014	2	10860	MEC
2014	2	10860	MIAA
2014	2	10860	Northeast-10
2014	2	10860	Northern Sun
2014	2	10860	PSAC
2014	2	10860	Pacific West
2014	2	10860	Peach Belt
2014	2	10860	RMAC
2014	2	10860	SIAC
2014	2	10860	South Atlantic
2014	2	10860	Sunshine State
2013	2	9700	CACC
2013	2	9700	CCAA
2013	2	9700	CIAA
2013	2	9700	Conference Carolinas
2013	2	9700	ECC
2013	2	9700	GAC
2013	2	9700	GLIAC
2013	2	9700	GLVC
2013	2	9700	Great Northwest
2013	2	9700	Gulf South
2013	2	9700	Heartland
2013	2	9700	Independent
2013	2	9700	Lone Star
2013	2	9700	MIAA
2013	2	9700	Northeast-10
2013	2	9700	Northern Sun
2013	2	9700	PSAC
2013	2	9700	Pacific West
2013	2	9700	Peach Belt
2013	2	9700	RMAC
2013	2	9700	SIAC
2013	2	9700	South Atlantic
2013	2	9700	Sunshine State
2013	2	9700	WVIAC
2012	2	8833	CACC
2012	2	8833	CCAA
2012	2	8833	CIAA
2012	2	8833	Conference Carolinas
2012	2	8833	ECC
2012	2	8833	GAC
2012	2	8833	GLIAC
2012	2	8833	GLVC
2012	2	8833	Great Northwest
2012	2	8833	Gulf South
2012	2	8833	Heartland
2012	2	8833	Lone Star
2012	2	8833	MIAA
2012	2	8833	Northeast-10
2012	2	8833	Northern Sun
2012	2	8833	PSAC
2012	2	8833	Pacific West
2012	2	8833	Peach Belt
2012	2	8833	RMAC
2012	2	8833	SIAC
2012	2	8833	South Atlantic
2012	2	8833	Sunshine State
2012	2	8833	WVIAC
2011	2	7980	CACC
2011	2	7980	CCAA
2011	2	7980	CIAA
2011	2	7980	Conference Carolinas
2011	2	7980	ECC
2011	2	7980	GLIAC
2011	2	7980	GLVC
2011	2	7980	Great Northwest
2011	2	7980	Gulf South
2011	2	7980	Heartland
2011	2	7980	Lone Star
2011	2	7980	MIAA
2011	2	7980	Northeast-10
2011	2	7980	Northern Sun
2011	2	7980	PSAC
2011	2	7980	Pacific West
2011	2	7980	Peach Belt
2011	2	7980	RMAC
2011	2	7980	SIAC
2011	2	7980	South Atlantic
2011	2	7980	Sunshine State
2011	2	7980	WVIAC
2010	2	7128	CACC
2010	2	7128	CCAA
2010	2	7128	CIAA
2010	2	7128	Conference Carolinas
2010	2	7128	ECC
2010	2	7128	GLIAC
2010	2	7128	GLVC
2010	2	7128	Great Northwest
2010	2	7128	Gulf South
2010	2	7128	Heartland
2010	2	7128	Lone Star
2010	2	7128	MIAA
2010	2	7128	Northeast-10
2010	2	7128	Northern Sun
2010	2	7128	PSAC
2010	2	7128	Pacific West
2010	2	7128	Peach Belt
2010	2	7128	RMAC
2010	2	7128	SIAC
2010	2	7128	South Atlantic
2010	2	7128	Sunshine State
2010	2	7128	WVIAC
2009	2	6471	CACC
2009	2	6471	CCAA
2009	2	6471	CIAA
2009	2	6471	Conference Carolinas
2009	2	6471	ECC
2009	2	6471	GLIAC
2009	2	6471	GLVC
2009	2	6471	Great Northwest
2009	2	6471	Gulf South
2009	2	6471	Heartland
2009	2	6471	Lone Star
2009	2	6471	MIAA
2009	2	6471	Northeast-10
2009	2	6471	Northern Sun
2009	2	6471	PSAC
2009	2	6471	Pacific West
2009	2	6471	Peach Belt
2009	2	6471	RMAC
2009	2	6471	SIAC
2009	2	6471	South Atlantic
2009	2	6471	Sunshine State
2009	2	6471	WVIAC
2008	2	5740	CACC
2008	2	5740	CCAA
2008	2	5740	CIAA
2008	2	5740	Conference Carolinas
2008	2	5740	ECC
2008	2	5740	GLIAC
2008	2	5740	GLVC
2008	2	5740	Great Northwest
2008	2	5740	Gulf South
2008	2	5740	Heartland
2008	2	5740	Lone Star
2008	2	5740	MIAA
2008	2	5740	NCC
2008	2	5740	Northeast-10
2008	2	5740	Northern Sun
2008	2	5740	PSAC
2008	2	5740	Pacific West
2008	2	5740	Peach Belt
2008	2	5740	RMAC
2008	2	5740	SIAC
2008	2	5740	South Atlantic
2008	2	5740	Sunshine State
2008	2	5740	WVIAC
2007	2	3712	CACC
2007	2	3712	CCAA
2007	2	3712	CIAA
2007	2	3712	Conference Carolinas
2007	2	3712	ECC
2007	2	3712	GLIAC
2007	2	3712	GLVC
2007	2	3712	Great Northwest
2007	2	3712	Gulf South
2007	2	3712	Heartland
2007	2	3712	Lone Star
2007	2	3712	MIAA
2007	2	3712	NCC
2007	2	3712	Northeast-10
2007	2	3712	Northern Sun
2007	2	3712	PSAC
2007	2	3712	Peach Belt
2007	2	3712	RMAC
2007	2	3712	SIAC
2007	2	3712	South Atlantic
2007	2	3712	Sunshine State
2007	2	3712	WVIAC
2006	2	5072	CACC
2006	2	5072	CCAA
2006	2	5072	CIAA
2006	2	5072	Conference Carolinas
2006	2	5072	ECC
2006	2	5072	GLIAC
2006	2	5072	GLVC
2006	2	5072	Great Northwest
2006	2	5072	Gulf South
2006	2	5072	Heartland
2006	2	5072	Lone Star
2006	2	5072	MIAA
2006	2	5072	NCC
2006	2	5072	Northeast-10
2006	2	5072	Northern Sun
2006	2	5072	PSAC
2006	2	5072	Peach Belt
2006	2	5072	RMAC
2006	2	5072	SIAC
2006	2	5072	South Atlantic
2006	2	5072	Sunshine State
2006	2	5072	WVIAC
2005	2	5113	CACC
2005	2	5113	CCAA
2005	2	5113	CIAA
2005	2	5113	Conference Carolinas
2005	2	5113	ECC
2005	2	5113	GLIAC
2005	2	5113	GLVC
2005	2	5113	Great Northwest
2005	2	5113	Gulf South
2005	2	5113	Heartland
2005	2	5113	Lone Star
2005	2	5113	MIAA
2005	2	5113	NCC
2005	2	5113	Northeast-10
2005	2	5113	Northern Sun
2005	2	5113	PSAC
2005	2	5113	Peach Belt
2005	2	5113	RMAC
2005	2	5113	SIAC
2005	2	5113	South Atlantic
2005	2	5113	Sunshine State
2005	2	5113	WVIAC
2004	2	5133	CACC
2004	2	5133	CCAA
2004	2	5133	CIAA
2004	2	5133	Conference Carolinas
2004	2	5133	ECC
2004	2	5133	GLIAC
2004	2	5133	GLVC
2004	2	5133	Great Northwest
2004	2	5133	Gulf South
2004	2	5133	Heartland
2004	2	5133	Lone Star
2004	2	5133	MIAA
2004	2	5133	NCC
2004	2	5133	Northeast-10
2004	2	5133	Northern Sun
2004	2	5133	PSAC
2004	2	5133	Peach Belt
2004	2	5133	RMAC
2004	2	5133	South Atlantic
2004	2	5133	Sunshine State
2004	2	5133	WVIAC
2003	2	5172	CACC
2003	2	5172	CCAA
2003	2	5172	CIAA
2003	2	5172	Conference Carolinas
2003	2	5172	ECC
2003	2	5172	GLIAC
2003	2	5172	GLVC
2003	2	5172	Great Northwest
2003	2	5172	Gulf South
2003	2	5172	Heartland
2003	2	5172	Independent
2003	2	5172	Lone Star
2003	2	5172	MIAA
2003	2	5172	NCC
2003	2	5172	Northeast-10
2003	2	5172	Northern Sun
2003	2	5172	PSAC
2003	2	5172	Peach Belt
2003	2	5172	RMAC
2003	2	5172	SIAC
2003	2	5172	South Atlantic
2003	2	5172	Sunshine State
2003	2	5172	WVIAC
2002	2	5324	CACC
2002	2	5324	CCAA
2002	2	5324	CIAA
2002	2	5324	Conference Carolinas
2002	2	5324	ECC
2002	2	5324	GLIAC
2002	2	5324	GLVC
2002	2	5324	Great Northwest
2002	2	5324	Gulf South
2002	2	5324	Heartland
2002	2	5324	Independent
2002	2	5324	Lone Star
2002	2	5324	MIAA
2002	2	5324	NCC
2002	2	5324	Northeast-10
2002	2	5324	Northern Sun
2002	2	5324	PSAC
2002	2	5324	Peach Belt
2002	2	5324	RMAC
2002	2	5324	SIAC
2002	2	5324	South Atlantic
2002	2	5324	Sunshine State
2002	2	5324	WVIAC
2017	3	18375	Allegheny Mountain CC
2017	3	18375	American Southwest
2017	3	18375	CAC
2017	3	18375	CCC
2017	3	18375	CCIW
2017	3	18375	CSAC
2017	3	18375	CUNYAC
2017	3	18375	Centennial
2017	3	18375	DIII Independent
2017	3	18375	Empire 8
2017	3	18375	Great Northeast
2017	3	18375	HCAC
2017	3	18375	IIAC
2017	3	18375	Independent
2017	3	18375	Landmark
2017	3	18375	Liberty League
2017	3	18375	Little East
2017	3	18375	MAC Commonwealth
2017	3	18375	MAC Freedom
2017	3	18375	MASCAC
2017	3	18375	Michigan Intercol.
2017	3	18375	Midwest Conference
2017	3	18375	Minn. Intercol.
2017	3	18375	NEAC
2017	3	18375	NECC
2017	3	18375	NESCAC
2017	3	18375	NEWMAC
2017	3	18375	NJAC
2017	3	18375	North Atlantic
2017	3	18375	North Coast
2017	3	18375	Northern Athletics
2017	3	18375	Northwest
2017	3	18375	ODAC
2017	3	18375	Ohio AC
2017	3	18375	Presidents` AC
2017	3	18375	SAA
2017	3	18375	SCAC
2017	3	18375	SCIAC
2017	3	18375	SLIAC
2017	3	18375	SUNYAC
2017	3	18375	Skyline
2017	3	18375	UAA
2017	3	18375	UMAC
2017	3	18375	USA South
2017	3	18375	WIAC
2016	3	15471	Allegheny Mountain CC
2016	3	15471	American Southwest
2016	3	15471	CAC
2016	3	15471	CCC
2016	3	15471	CCIW
2016	3	15471	CSAC
2016	3	15471	CUNYAC
2016	3	15471	Centennial
2016	3	15471	DIII Independent
2016	3	15471	Empire 8
2016	3	15471	Great Northeast
2016	3	15471	HCAC
2016	3	15471	IIAC
2016	3	15471	Landmark
2016	3	15471	Liberty League
2016	3	15471	Little East
2016	3	15471	MAC Commonwealth
2016	3	15471	MAC Freedom
2016	3	15471	MASCAC
2016	3	15471	Michigan Intercol.
2016	3	15471	Midwest Conference
2016	3	15471	Minn. Intercol.
2016	3	15471	NEAC
2016	3	15471	NECC
2016	3	15471	NESCAC
2016	3	15471	NEWMAC
2016	3	15471	NJAC
2016	3	15471	North Atlantic
2016	3	15471	North Coast
2016	3	15471	Northern Athletics
2016	3	15471	Northwest
2016	3	15471	ODAC
2016	3	15471	Ohio AC
2016	3	15471	Presidents` AC
2016	3	15471	SAA
2016	3	15471	SCAC
2016	3	15471	SCIAC
2016	3	15471	SLIAC
2016	3	15471	SUNYAC
2016	3	15471	Skyline
2016	3	15471	UAA
2016	3	15471	UMAC
2016	3	15471	USA South
2016	3	15471	WIAC
2015	3	13747	Allegheny Mountain CC
2015	3	13747	American Southwest
2015	3	13747	CAC
2015	3	13747	CCC
2015	3	13747	CCIW
2015	3	13747	CSAC
2015	3	13747	CUNYAC
2015	3	13747	Centennial
2015	3	13747	Division III Independents
2015	3	13747	Empire 8
2015	3	13747	Great Northeast
2015	3	13747	Great South
2015	3	13747	HCAC
2015	3	13747	IIAC
2015	3	13747	Independent
2015	3	13747	Landmark
2015	3	13747	Liberty League
2015	3	13747	Little East
2015	3	13747	MAC Commonwealth
2015	3	13747	MAC Freedom
2015	3	13747	MASCAC
2015	3	13747	Michigan Intercol.
2015	3	13747	Midwest Conference
2015	3	13747	Minn. Intercol.
2015	3	13747	NEAC
2015	3	13747	NECC
2015	3	13747	NESCAC
2015	3	13747	NEWMAC
2015	3	13747	NJAC
2015	3	13747	North Coast
2015	3	13747	Northern Athletics
2015	3	13747	Northwest
2015	3	13747	ODAC
2015	3	13747	Ohio AC
2015	3	13747	Presidents` AC
2015	3	13747	SAA
2015	3	13747	SCAC
2015	3	13747	SCIAC
2015	3	13747	SLIAC
2015	3	13747	SUNYAC
2015	3	13747	Skyline
2015	3	13747	UAA
2015	3	13747	UMAC
2015	3	13747	USA South
2015	3	13747	WIAC
2014	3	11427	Allegheny Mountain CC
2014	3	11427	American Southwest
2014	3	11427	CAC
2014	3	11427	CCC
2014	3	11427	CCIW
2014	3	11427	CSAC
2014	3	11427	CUNYAC
2014	3	11427	Centennial
2014	3	11427	Division III Independents
2014	3	11427	Empire 8
2014	3	11427	Great Northeast
2014	3	11427	Great South
2014	3	11427	HCAC
2014	3	11427	IIAC
2014	3	11427	Landmark
2014	3	11427	Liberty League
2014	3	11427	Little East
2014	3	11427	MAC Commonwealth
