team_name	team_id	year	player_name	player_id	class_year	season_year	position	games	ab	runs	hits	avg	doubles	triples	hr	total_bases	slg	rbi	sb	sba	bb	so	hbp	sac_hits	sac_flies	appearances	games_started	complete_games	wins	losses	saves	shutouts	ip	hits	runs	earned_runs	bb	so	era
A&M-Corpus Christi	26172	2003	Aguilar, Humberto	300287	Sr.	2002-03	First Base	48	179	43	72	0.402	12	0	20	144	0.804	74	2		25	28				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Alvarado, Luis	300822	Jr.	2002-03		1	1	0	0		0	0	0	0		0	0		0	0				8	4	2	2	1	0	0	30.0	33	18	14	8	22	4.20
A&M-Corpus Christi	26172	2003	Arroyo, Danny	300828	Jr.	2002-03		0	0	0	0		0	0	0	0		0	0		0	0				6	5	1	2	4	0	0	23.0	37	33	20	9	16	7.83
A&M-Corpus Christi	26172	2003	Boerjan, Brian	300833	So.	2002-03																																	
A&M-Corpus Christi	26172	2003	Bonifus, Ryan	300836	Jr.	2002-03																																	
A&M-Corpus Christi	26172	2003	Bourque, Blair	300291	Sr.	2002-03	Catcher	49	156	32	39	0.250	6	1	9	74	0.474	34	3		30	45				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Bruner, Michael	300831	Sr.	2002-03	Outfield	50	152	31	45	0.296	5	2	1	57	0.375	21	4		26	19				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Cabasos, George	300293	Fr.	2002-03	Third Base	20	32	6	10	0.313	1	0	0	11	0.344	3	0		6	7				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Flewelling, Mitchell	300829	Jr.	2002-03																																	
A&M-Corpus Christi	26172	2003	Garanzuay, Hector	300289	Sr.	2002-03	Shortstop	50	190	60	72	0.379	14	3	4	104	0.547	39	2		26	11				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Garcia, Mike	300286	Jr.	2002-03		0	0	0	0		0	0	0	0		0	0		0	0				9	1	0	1	1	0	0	17.0	20	16	10	11	16	5.29
A&M-Corpus Christi	26172	2003	Garner, James	300292	Jr.	2002-03	Third Base	47	144	30	41	0.285	5	2	1	53	0.368	17	4		10	21				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Gomez, Robert	300285	Fr.	2002-03	Outfield	6	4	3	0		0	0	0	0		1	0		0	0				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Gonzales, Andres	300288	Jr.	2002-03	Catcher	24	30	7	7	0.233	2	0	1	12	0.400	6	0		7	11				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Hamon, Jimmy	300826	Sr.	2002-03		0	0	0	0		0	0	0	0		0	0		0	0				16	15	6	9	2	0	2	99.2	90	53	45	46	107	4.06
A&M-Corpus Christi	26172	2003	Huerta, Jorge	300825	Jr.	2002-03		0	0	0	0		0	0	0	0		0	0		0	0				15	4	2	5	2	3	0	46.0	52	33	25	24	36	4.89
A&M-Corpus Christi	26172	2003	Hulin, Josh	300830	Jr.	2002-03	Outfield	48	177	25	46	0.260	17	0	1	66	0.373	27	1		10	21				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Landin, Jaime	300294	So.	2002-03	Second Base	50	202	62	85	0.421	9	9	2	118	0.584	41	8		21	17				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Luna, Danny	300824	Sr.	2002-03		3	0	1	0		0	0	0	0		0	0		0	0				7	0	0	0	0	0	0	13.1	18	17	13	8	8	8.80
A&M-Corpus Christi	26172	2003	Martanovic, Eric	300832	Sr.	2002-03		1	0	0	0		0	0	0	0		0	0		0	0				14	7	2	4	1	1	0	57.1	64	44	27	18	43	4.24
A&M-Corpus Christi	26172	2003	Mora, Bobby	300827	Jr.	2002-03	Outfield	47	155	33	44	0.284	11	0	6	73	0.471	26	2		17	28				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
A&M-Corpus Christi	26172	2003	Nieto, Jose	300835	Sr.	2002-03		0	0	0	0		0	0	0	0		0	0		0	0				5	4	3	3	1	0		22.2	25	22	19	12	14	7.53
A&M-Corpus Christi	26172	2003	Roberson, Phillip	300290	Jr.	2002-03	Outfield	4	1	2	0		0	0	0	0		0	0		2	0				0	0	0	0	0	0	0	0.0	0	0	0	0	0	
