"Rank","Name","Team","Cl","Pos","App","IP","W","L","PCT"
"","Mark Lamm","Vanderbilt","Sr.","P","19","21.0","4","0","1.000"
"","Whit Mayberry","Virginia","So.","P","12","26.7","4","0","1.000"
"","Andy McDonnell","Monmouth","Sr.","INF","8","38.7","4","0","1.000"
"","Tommy Organ","North Florida","So.","P","11","28.3","4","0","1.000"
"","Anthony Pisani","Rhode Island","Jr.","P","12","39.3","4","0","1.000"
"","Robert Ramer","Purdue","So.","P","11","35.3","4","0","1.000"
"","Brian Sand","Cincinnati","Sr.","P","10","11.7","4","0","1.000"
"","Joe Scanio","Northwestern St.","Fr.","-","17","42.0","4","0","1.000"
"","Brad Schreiber","Purdue","So.","P","8","47.3","4","0","1.000"
"","Jordan Underwood","Southeast Mo. St.","Sr.","P","11","62.0","4","0","1.000"
"","Brock Wilson","Gardner-Webb","So.","P","16","38.7","4","0","1.000"
"","Matt Wotherspoon","Pittsburgh","Fr.","P","11","28.3","4","0","1.000"
"","Barrett Astin","Arkansas","Fr.","P","19","39.0","4","1","0.800"
"","John Austin","San Jose St.","Sr.","P","16","32.3","4","1","0.800"
"","Jordan Beistline","Jacksonville St.","Sr.","P","9","42.3","4","1","0.800"
"","Chase Bradford","UCF","Sr.","P","11","30.3","4","1","0.800"
"","Michael Burchett","Sam Houston St.","So.","P","21","34.3","4","1","0.800"
"","Mike Caldwell","High Point","Sr.","P","10","51.7","4","1","0.800"
"","Lindsey Caughel","Stetson","Jr.","P","7","38.0","4","1","0.800"
"","Andrew Chafin","Kent St.","Jr.","P","10","63.3","4","1","0.800"
"","Kyle Dees","South Ala.","Sr.","P","23","25.0","4","1","0.800"
"","Josh Dezse","Ohio St.","Fr.","DH","18","20.3","4","1","0.800"
"","Brian Edelen","Western Ky.","Sr.","P","16","56.3","4","1","0.800"
"","Clayton Gant","Memphis","So.","P","11","59.0","4","1","0.800"
"","Joshua Goossen-Brown","Cal St. Northridge","So.","P","14","41.3","4","1","0.800"
"","David Haselden","Clemson","Jr.","P","18","59.3","4","1","0.800"
"","John Hermanson","Sacred Heart","So.","P","10","32.0","4","1","0.800"
"","Chris Hoffman","Ill.-Chicago","Jr.","P","20","26.7","4","1","0.800"
"","Colby Holmes","South Carolina","So.","P","10","46.7","4","1","0.800"
"","C.K. Irby","Samford","Fr.","P","18","24.3","4","1","0.800"
"","Zach Isler","Cincinnati","So.","P","19","21.3","4","1","0.800"
"","Max Javate","UNLV","Sr.","P","14","36.7","4","1","0.800"
"","Matt Larkins","UC Riverside","Sr.","P","5","32.7","4","1","0.800"
"","Justin Lindsey","Kansas St.","Jr.","P","9","29.7","4","1","0.800"
"","Brendan Lobban","St. John's (NY)","Jr.","P","11","61.7","4","1","0.800"
"","Ryan Mace","Kent St.","Jr.","P","8","37.7","4","1","0.800"
"","Charlie McCready","Charleston So.","Jr.","P","22","43.7","4","1","0.800"
"","Jonathan Meyer","Clemson","So.","P","18","47.0","4","1","0.800"
"","Evan Mitchell","Mississippi St.","Fr.","P","10","28.3","4","1","0.800"
"","Tyler Moore","North Florida","Fr.","P","13","43.7","4","1","0.800"
"","Jimmy Moran","South Fla.","Sr.","P","15","16.7","4","1","0.800"
"","Matt Morgan","Purdue","Sr.","P","9","46.7","4","1","0.800"
"","Kyler Morgan","Longwood","So.","P","17","45.0","4","1","0.800"
"","Richie Ochoa","Washington St.","So.","P","15","29.3","4","1","0.800"
"","Robbie Powell","Stetson","Jr.","P","23","39.0","4","1","0.800"
"","Matt Purke","TCU","So.","P","8","40.7","4","1","0.800"
"","Matt Ring","Cincinnati","Fr.","P","15","25.3","4","1","0.800"
"","Dak Rissman","East Tenn. St.","Jr.","P","18","30.3","4","1","0.800"
"","Patrick Scoggin","Virginia Tech","So.","P","13","38.3","4","1","0.800"
"","Crosby Slaught","UC Irvine","Jr.","P","9","37.0","4","1","0.800"
"","Caleb Smith","Sam Houston St.","Fr.","P","14","49.7","4","1","0.800"
"","C.J. Sohl","Siena","Jr.","P","15","35.3","4","1","0.800"
"","John Stilson","Texas A&M","Jr.","P","12","79.0","4","1","0.800"
"","Mike Strong","Oklahoma St.","Sr.","P","11","52.7","4","1","0.800"
"","Cole Sulser","Dartmouth","Jr.","P","8","48.7","4","1","0.800"
"","John Taylor","South Carolina","Sr.","P","28","44.0","4","1","0.800"
"","Cole Vicars","Alcorn St.","Sr.","INF","9","46.3","4","1","0.800"
"","Zack Weiss","UCLA","Fr.","P","16","39.3","4","1","0.800"
"","Jason West","Stephen F. Austin","Jr.","P","16","29.0","4","1","0.800"
"","David Whitehead","Elon","Fr.","P","14","49.3","4","1","0.800"
"","Ryan Wilkinson","Toledo","Fr.","P","20","31.3","4","1","0.800"
"","Joe Yermal","Charlotte","Jr.","P","7","33.7","4","1","0.800"
"","Dixon Anderson","California","Jr.","P","10","54.7","4","2","0.667"
"","Corey Baker","Pittsburgh","Sr.","P","12","57.7","4","2","0.667"
"","David Benson","VCU","Sr.","P","11","58.3","4","2","0.667"
"","Luke Briley","La.-Monroe","Sr.","P","14","50.7","4","2","0.667"
"","Chase Brookshire","Belmont","So.","P","11","75.7","4","2","0.667"
"","Nick Capito","UC Santa Barbara","Sr.","P","19","45.0","4","2","0.667"
"","Alex Caravella","Pittsburgh","So.","P","19","44.0","4","2","0.667"
"","Coby Cowgill","VMI","So.","P","11","62.3","4","2","0.667"
"","Kevin Croucher","Saint Peter's","Fr.","P","12","27.3","4","2","0.667"
"","Anthony DeSclafani","Florida","Jr.","P","19","27.3","4","2","0.667"
"","Levi Dean","Tennessee","Jr.","P","12","27.0","4","2","0.667"
"","Daniel Desimone","FIU","Sr.","P","11","63.0","4","2","0.667"
"","Quintavious Drains","Jackson St.","Jr.","P","13","75.0","4","2","0.667"
"","Caleb Dudley","Louisiana Tech","So.","P","23","42.0","4","2","0.667"
"","Dustin Emmons","UC Riverside","Sr.","P","12","36.3","4","2","0.667"
"","Luke Farrell","Northwestern","So.","P","10","60.0","4","2","0.667"
"","Steven Fischback","Cal Poly","Sr.","P","10","61.3","4","2","0.667"
"","Abel Flores","Texas Southern","So.","P","14","52.7","4","2","0.667"
"","Dylan Floro","Cal St. Fullerton","So.","P","20","46.3","4","2","0.667"
"","Brian Flynn","Wichita St.","So.","P","16","61.3","4","2","0.667"
"","Zach Gallagher","Hawaii","Sr.","P","13","53.0","4","2","0.667"
"","John Garrett","VMI","So.","P","18","27.3","4","2","0.667"
"","Eddie Gray","St. Bonaventure","So.","P","9","62.0","4","2","0.667"
"","Cody Hall","Southern U.","Sr.","P","12","53.3","4","2","0.667"
"","Jordan Hymel","Southeastern La.","So.","P","9","28.0","4","2","0.667"
"","Will Irvin","Auburn","Jr.","P","8","29.7","4","2","0.667"
"","Josh Janway","Southeastern La.","Jr.","P","11","45.7","4","2","0.667"
"","Robert Jeroszko","Col. of Charleston","Sr.","P","8","44.3","4","2","0.667"
"","Robbie Kilcrease","Texas Tech","Jr.","P","13","54.3","4","2","0.667"
"","Blake Krahenbuhl","Utah Valley","So.","P","10","53.0","4","2","0.667"
"","Steve Laudicina","Western Mich.","Fr.","P","10","53.7","4","2","0.667"
"","Cade Lynch","Arkansas","So.","P","14","51.0","4","2","0.667"
"","Jarett Miller","UNC Greensboro","Jr.","P","20","49.0","4","2","0.667"
"","Hoby Milner","Texas","So.","P","17","55.3","4","2","0.667"
"","Brad Mincey","East Carolina","Sr.","P","23","48.0","4","2","0.667"
"","Matt Murray","Ga. Southern","Jr.","P","19","44.7","4","2","0.667"
"","Harrison Musgrave","West Virginia","Fr.","P","10","56.7","4","2","0.667"
"","Matthew Neil","BYU","Sr.","P","14","51.3","4","2","0.667"
"","John Niggli","Liberty","Jr.","P","11","63.7","4","2","0.667"
"","Ben Paullus","Memphis","Jr.","P","18","33.0","4","2","0.667"
"","Mark Peterson","Radford","Jr.","P","11","71.7","4","2","0.667"
"","Brooks Pinckard","Baylor","Jr.","OF","17","36.0","4","2","0.667"
"","Matt Price","South Carolina","Jr.","P","23","32.0","4","2","0.667"
"","Chad Rothlin","Charlotte","Jr.","P","12","24.7","4","2","0.667"
"","Joey Satriano","La.-Lafayette","Sr.","P","16","50.7","4","2","0.667"
"","Mike Schneider","Milwaukee","Fr.","P","10","44.3","4","2","0.667"
"","Dan Smith","Monmouth","So.","P","10","59.0","4","2","0.667"
"","Brad Sorkin","Illinois St.","So.","P","8","41.7","4","2","0.667"
"","Nick Squeglia","Georgia St.","Jr.","P","15","38.3","4","2","0.667"
"","Daniel Stallsmith","Furman","Jr.","P","14","63.7","4","2","0.667"
"","Zack Taylor","Stephen F. Austin","Jr.","P","12","57.0","4","2","0.667"
"","Marshall Thompson","West Virginia","Fr.","P","8","50.3","4","2","0.667"
"","Mac Thoreson","Miami (OH)","So.","P","11","72.7","4","2","0.667"
"","Blake Treinen","South Dakota St.","Sr.","P","9","59.7","4","2","0.667"
"","Derek Varnadore","Auburn","Jr.","P","10","59.7","4","2","0.667"
"","Pablo Vinent","Georgetown","Sr.","-","24","37.0","4","2","0.667"
"","Jack Wagoner","Fla. Gulf Coast","Sr.","P","14","45.3","4","2","0.667"
"","Matt Wainman","William & Mary","So.","P","18","46.3","4","2","0.667"
"","Seth Webster","Nicholls St.","Sr.","P","11","75.0","4","2","0.667"
"","Tom Windle","Minnesota","Fr.","-","11","22.3","4","2","0.667"
"","Cody Allen","High Point","Jr.","P","10","67.3","4","3","0.571"
"","Matt Applegate","Kansas St.","Jr.","P","11","67.0","4","3","0.571"
"","Stephen Bougher","South Dakota St.","So.","P","9","56.0","4","3","0.571"
"","Derek Bushey","East Tenn. St.","So.","P","13","60.7","4","3","0.571"
"","Zach Butler","McNeese St.","Sr.","P","13","67.0","4","3","0.571"
"","Collin Cargill","Southern Miss.","Sr.","P","19","32.7","4","3","0.571"
"","Morgan Coombs","Ball St.","Sr.","P","10","45.0","4","3","0.571"
"","Jordon Coons","Coastal Caro.","Jr.","P","18","33.0","4","3","0.571"
"","Greg Davis","UC Santa Barbara","Sr.","P","14","58.3","4","3","0.571"
"","E.J. Encinosa","Miami (FL)","So.","P","11","61.0","4","3","0.571"
"","Steven Evans","Liberty","Sr.","P","12","70.3","4","3","0.571"
"","Mike Ford","Princeton","Fr.","P","9","55.3","4","3","0.571"
"","Mike Frongello","Davidson","Sr.","P","34","62.0","4","3","0.571"
"","Jeremy Gendlek","Utah Valley","Jr.","P","10","61.0","4","3","0.571"
"","Josh Gonzaga","Fla. Atlantic","Fr.","P","19","43.3","4","3","0.571"
"","Cole Green","Texas","Sr.","P","12","65.3","4","3","0.571"
"","Kyle Hendricks","Dartmouth","Jr.","P","8","54.0","4","3","0.571"
"","Casey Henn","Wright St.","Jr.","P","11","55.7","4","3","0.571"
"","Steven Hill","Penn St.","So.","P","11","78.3","4","3","0.571"
"","Bryce Hines","Citadel","Fr.","P","14","39.7","4","3","0.571"
"","Ryan Holland","Memphis","Sr.","P","13","70.3","4","3","0.571"
"","Trent Howard","Central Mich.","Jr.","P","11","70.0","4","3","0.571"
"","Jake Hummel","Pacific","Sr.","P","11","72.0","4","3","0.571"
"","Mike Jefferson","Louisiana Tech","Jr.","P","15","69.3","4","3","0.571"
"","Brandon Johnson","Western Caro.","Sr.","P","18","31.3","4","3","0.571"
"","Eric Karch","Pepperdine","Fr.","P","17","24.7","4","3","0.571"
"","Dave Krasnowiecki","Central Conn. St.","Sr.","P","9","53.7","4","3","0.571"
"","Cory Kyle","Arkansas St.","Fr.","-","16","37.0","4","3","0.571"
"","Jordan Langley","UTSA","Jr.","P","11","53.7","4","3","0.571"
"","Nick Leiningen","Sacred Heart","Fr.","P","11","57.7","4","3","0.571"
"","Drew Leininger","Indiana","Jr.","P","11","43.7","4","3","0.571"
"","Pat Ludwig","Yale","Jr.","P","8","47.7","4","3","0.571"
"","Eric Luksis","Manhattan","So.","P","10","54.3","4","3","0.571"
"","Logan Mahon","Southeast Mo. St.","Sr.","P","17","36.3","4","3","0.571"
"","Sean Manaea","Indiana St.","Fr.","P","11","63.3","4","3","0.571"
"","Anthony Markham","Charleston So.","Sr.","P","12","40.0","4","3","0.571"
"","Billy Martin","Canisius","So.","P","11","63.0","4","3","0.571"
"","Alec Mills","UT Martin","So.","P","22","36.7","4","3","0.571"
"","Blake Monar","Indiana","Jr.","P","11","69.7","4","3","0.571"
"","Dennis O'Grady","Duke","Sr.","P","12","65.7","4","3","0.571"
"","Trevor Petersen","Louisiana Tech","So.","P","12","64.7","4","3","0.571"
"","Shane Petrellis","La Salle","So.","P","10","44.3","4","3","0.571"
"","Chad Pierce","Milwaukee","Sr.","P","11","70.7","4","3","0.571"
"","Brent Powers","Sam Houston St.","Sr.","P","11","49.7","4","3","0.571"
"","Alex Radon","Toledo","Jr.","P","19","32.3","4","3","0.571"
"","Matt Reed","South Fla.","Jr.","P","12","57.7","4","3","0.571"
"","Jake Sabol","Central Mich.","Jr.","P","11","59.7","4","3","0.571"
"","Dom Silvestri","Butler","Sr.","P","10","62.3","4","3","0.571"
"","Josh Smith","Wichita St.","Jr.","P","11","52.3","4","3","0.571"
"","Thomas Taylor","Kansas","So.","P","13","50.3","4","3","0.571"
"","Alex Valadja","James Madison","Sr.","P","14","59.3","4","3","0.571"
"","Samuel Walker","IPFW","Sr.","P","10","58.3","4","3","0.571"
"","Ethan Wallen","Auburn","Jr.","P","19","35.0","4","3","0.571"
"","Mike Wisecarver","Nicholls St.","Jr.","P","13","65.3","4","3","0.571"
"","Mike Wright","East Carolina","Jr.","P","11","70.3","4","3","0.571"
"","Alex Alemann","Saint Louis","So.","P","11","72.7","4","4","0.500"
"","Charles Basford","Samford","Jr.","P","12","61.7","4","4","0.500"
"","Nate Bayuk","Boston College","Sr.","P","19","50.0","4","4","0.500"
"","Cal Bowling","Ball St.","Jr.","P","11","69.0","4","4","0.500"
"","Shane Davis","Canisius","Sr.","P","11","68.0","4","4","0.500"
"","Matt Dermody","Iowa","So.","P","11","67.0","4","4","0.500"
"","Brooks Fiala","Miami (OH)","So.","P","13","55.3","4","4","0.500"
"","Kevin Fuqua","La Salle","Sr.","P","11","74.3","4","4","0.500"
"","David Garner","Michigan St.","Fr.","P","13","49.7","4","4","0.500"
"","Jeffrey Gibbs","Maine","So.","P","9","44.0","4","4","0.500"
"","Eric Gilley","Middle Tenn.","Sr.","P","13","61.0","4","4","0.500"
"","Shane Hamaker","Lamar","Jr.","P","14","38.3","4","4","0.500"
"","Ian Horkley","Davidson","Sr.","P","10","55.0","4","4","0.500"
"","Taylor Hubbell","La.-Lafayette","Sr.","P","12","74.7","4","4","0.500"
"","Kyle Hunter","Kansas St.","Jr.","P","11","62.3","4","4","0.500"
"","Phil Klein","Youngstown St.","Sr.","P","11","65.3","4","4","0.500"
"","Matt Koch","Louisville","So.","P","10","57.7","4","4","0.500"
"","Kyle Lloyd","Evansville","So.","P","11","65.3","4","4","0.500"
"","Dustin Lloyd","McNeese St.","Jr.","P","19","47.7","4","4","0.500"
"","Sam Long","Navy","Sr.","P","11","57.0","4","4","0.500"
"","Jay Lynch","Binghamton","So.","P","10","60.7","4","4","0.500"
"","Ethan Mildren","Pittsburgh","Fr.","P","10","62.0","4","4","0.500"
"","Adam Morgan","Alabama","Jr.","P","11","67.0","4","4","0.500"
"","Michael Newby","Ark.-Pine Bluff","Fr.","P","12","57.3","4","4","0.500"
"","T.J. Oakes","Minnesota","So.","P","10","59.0","4","4","0.500"
"","Joe Pond","Utah","So.","P","12","50.3","4","4","0.500"
"","Chase Rezac","Southern Utah","So.","OF","13","52.3","4","4","0.500"
"","Matt Salemi","Ill.-Chicago","Jr.","P","11","61.7","4","4","0.500"
"","Casey Selsor","UTSA","Jr.","P","11","68.7","4","4","0.500"
"","Kellen Simmons","Prairie View","Sr.","P","8","23.7","4","4","0.500"
"","Rob Wendzicki","Eastern Mich.","Sr.","P","11","69.3","4","4","0.500"
"","James Wise","Washington St.","Sr.","P","12","59.0","4","4","0.500"
"","Austin Wright","Ole Miss","Jr.","P","11","56.3","4","4","0.500"
"","Marc Zecchino","Virginia Tech","Jr.","P","11","64.0","4","4","0.500"
"","Randy Zeigler","La.-Monroe","So.","P","12","65.0","4","4","0.500"
"","Martin Agosta","St. Mary's (CA)","So.","P","10","65.3","4","5","0.444"
"","Cody Apthorpe","Bowling Green","So.","-","13","59.0","4","5","0.444"
"","Dan Bracey","Columbia","Sr.","P","9","52.7","4","5","0.444"
"","Justin Brantley","Siena","So.","P","11","63.0","4","5","0.444"
"","Matt Click","McNeese St.","Fr.","-","11","71.7","4","5","0.444"
"","Gerrit Cole","UCLA","Jr.","P","11","75.7","4","5","0.444"
"","Matteo D'Angelo","Winthrop","Sr.","P","13","58.0","4","5","0.444"
"","David D'Errico","Hofstra","So.","P","11","64.3","4","5","0.444"
"","Nathan Eppley","Rider","Sr.","P","10","60.3","4","5","0.444"
"","Elliot Gardner","Delaware St.","So.","OF","14","55.3","4","5","0.444"
"","Tommy Gately","George Washington","Sr.","P","12","68.7","4","5","0.444"
"","Jeremy Gonzales","Northern Ill.","Sr.","P","11","55.7","4","5","0.444"
"","Seth Grant","Appalachian St.","Jr.","P","11","63.3","4","5","0.444"
"","Steven Gruver","Tennessee","Jr.","P","11","76.3","4","5","0.444"
"","Matt Gwaltney","Longwood","Jr.","P","11","51.0","4","5","0.444"
"","Cory Hall","Santa Clara","Sr.","P","11","77.0","4","5","0.444"
"","Brook Hart","Yale","Sr.","P","11","64.7","4","5","0.444"
"","Dale Hering","Wagner","Sr.","P","10","55.3","4","5","0.444"
"","Cameron Hobson","Dayton","Jr.","P","12","74.7","4","5","0.444"
"","Nathan Hyatt","Appalachian St.","So.","P","11","65.0","4","5","0.444"
"","Anthony Kupbens","UC Davis","Jr.","P","11","73.0","4","5","0.444"
"","John Leonard","Boston College","Sr.","P","12","68.3","4","5","0.444"
"","John Long","East Tenn. St.","Jr.","P","12","63.7","4","5","0.444"
"","Damon McCormick","Valparaiso","Sr.","P","11","79.0","4","5","0.444"
"","Alex Meyer","Kentucky","Jr.","P","11","78.7","4","5","0.444"
"","Kyle Mullen","Saint Joseph's","So.","P","11","69.3","4","5","0.444"
"","Esterlin Paulino","N.C. A&T","Jr.","P","12","84.0","4","5","0.444"
"","Marcus Pointer","Pacific","Sr.","P","13","73.0","4","5","0.444"
"","Jordan Pries","Stanford","Jr.","P","11","60.0","4","5","0.444"
"","Esteban Rodriguez","Ark.-Pine Bluff","So.","P","15","56.3","4","5","0.444"
"","Desmond Russell","Jackson St.","Fr.","INF","11","71.3","4","5","0.444"
"","Chris Stratton","Mississippi St.","So.","P","11","65.0","4","5","0.444"
"","Vince Voiro","Penn","Jr.","P","11","61.0","4","5","0.444"
"","Les Williams","Northeastern","Sr.","P","10","72.3","4","5","0.444"
"","Alex Wood","Georgia","So.","P","10","66.0","4","5","0.444"
"","James Crockett","Southern Utah","Sr.","P","12","60.0","4","6","0.400"
"","Tyler Deetjen","Valparaiso","Jr.","P","11","74.7","4","6","0.400"
"","Andrew Gagnon","Long Beach St.","Jr.","P","11","72.3","4","6","0.400"
"","Kyle Haynes","VCU","So.","P","11","61.3","4","6","0.400"
"","Zachary Hopf","Saint Peter's","Fr.","INF","12","63.0","4","6","0.400"
"","Max Krakowiak","Fordham","Sr.","P","11","63.7","4","6","0.400"
"","Matt McClain","Delaware St.","Fr.","P","14","73.0","4","6","0.400"
"","Kevin McCulloh","Youngstown St.","So.","P","17","54.3","4","6","0.400"
"","Kyle McMyne","Villanova","Jr.","P","11","62.7","4","6","0.400"
"","Erik Miller","TCU","Jr.","P","20","45.7","4","6","0.400"
"","Ben White","Temple","Sr.","P","12","77.7","4","6","0.400"
"","Austin Wood","Southern California","Jr.","P","13","58.7","4","6","0.400"
