2013,26172,A&M-Corpus Chris,33,24,0,57
2013,2,Abilene Christian,29,24,0,53
2013,30123,Academy of Art,8,42,0,50
2013,929,Adams St.,10,39,0,49
2013,3,Adelphi,23,25,1,49
2013,4,Adrian,32,15,0,47
2013,721,Air Force,15,39,0,54
2013,5,Akron,15,37,0,52
2013,10,Ala.-Huntsville,33,15,1,49
2013,8,Alabama,35,28,0,63
2013,6,Alabama A&M,8,41,0,49
2013,7,Alabama St.,32,25,0,57
2013,14,Albany (NY),23,25,1,49
2013,13,Albany St. (GA),18,29,0,47
2013,2798,Albertus Magnus,13,18,0,31
2013,15,Albion,14,25,0,39
2013,16,Albright,13,22,0,35
2013,17,Alcorn,16,41,0,57
2013,934,Alderson Broaddus,23,21,0,44
2013,19,Allegheny,26,16,0,42
2013,21,Alma,16,21,0,37
2013,938,Alvernia,34,11,0,45
2013,22,American Int'l,21,20,0,41
2013,24,Amherst,27,13,0,40
2013,939,Anderson (IN),22,21,0,43
2013,13028,Anderson (SC),17,33,0,50
2013,25,Angelo St.,37,21,0,58
2013,26,Anna Maria,15,20,0,35
2013,27,Appalachian St.,30,24,0,54
2013,966,Arcadia,23,19,1,43
2013,29,Arizona,34,21,0,55
2013,28,Arizona St.,37,22,1,60
2013,30105,Ark.-Fort Smith,29,20,0,49
2013,8411,Ark.-Monticello,32,20,0,52
2013,2678,Ark.-Pine Bluff,21,32,0,53
2013,31,Arkansas,39,22,0,61
2013,30,Arkansas St.,28,31,0,59
2013,947,Arkansas Tech,32,21,0,53
2013,33,Armstrong,31,17,0,48
2013,725,Army,29,23,0,52
2013,35,Ashland,37,19,0,56
2013,36,Assumption,13,33,0,46
2013,37,Auburn,33,23,0,56
2013,38,Augsburg,24,15,0,39
2013,39,GRU,10,38,0,48
2013,40,Augustana (IL),34,11,0,45
2013,41,Augustana (SD),38,18,0,56
2013,42,Aurora,25,13,0,38
2013,953,Austin,12,29,0,41
2013,43,Austin Peay,47,15,0,62
2013,44,Averett,24,16,0,40
2013,45,Babson,22,18,0,40
2013,46,Baldwin Wallace,27,13,0,40
2013,47,Ball St.,31,24,0,55
2013,962,Bard,8,16,0,24
2013,49,Barry,31,19,0,50
2013,15646,Barton,19,24,0,43
2013,58,Baruch,20,18,0,38
