2002,A&M-Corpus Christi,26172,Incarnate Word,2743,02/06/2002,7,6,Home,,-,0
2002,A&M-Corpus Christi,26172,Incarnate Word,2743,02/06/2002,4,2,Home,,3 Innings,0
2002,A&M-Corpus Christi,26172,Texas St.,670,02/08/2002,2,8,Home,,-,0
2002,A&M-Corpus Christi,26172,Sam Houston St.,624,02/10/2002,3,1,Home,,-,0
2002,A&M-Corpus Christi,26172,Texas Southern,699,02/10/2002,14,2,Home,,-,0
2002,A&M-Corpus Christi,26172,Texas,703,02/12/2002,2,14,Away,,-,0
2002,A&M-Corpus Christi,26172,Arizona,29,02/13/2002,1,4,Home,,-,0
2002,A&M-Corpus Christi,26172,UTSA,706,02/16/2002,4,9,Away,,-,0
2002,A&M-Corpus Christi,26172,UTSA,706,02/16/2002,6,15,Away,,-,0
2002,A&M-Corpus Christi,26172,UTSA,706,02/17/2002,3,10,Away,,-,0
2002,A&M-Corpus Christi,26172,Texas St.,670,02/22/2002,0,10,Away,,-,0
2002,A&M-Corpus Christi,26172,Texas St.,670,02/23/2002,14,21,Away,,-,0
2002,A&M-Corpus Christi,26172,Texas St.,670,02/24/2002,9,11,Away,,-,0
2002,A&M-Corpus Christi,26172,Texas,703,02/26/2002,2,12,Away,,-,0
2002,A&M-Corpus Christi,26172,Lamar,346,02/27/2002,7,5,Home,,-,0
2002,A&M-Corpus Christi,26172,Northwestern St.,508,03/02/2002,3,5,Away,,-,0
2002,A&M-Corpus Christi,26172,Louisiana Tech,366,03/02/2002,2,12,Neutral,"Natchitoches, LA",-,0
2002,A&M-Corpus Christi,26172,UALR,32,03/03/2002,6,10,Neutral,"Natchitoches, LA",-,0
2002,A&M-Corpus Christi,26172,Centenary (LA),125,03/16/2002,10,3,Home,,-,0
2002,A&M-Corpus Christi,26172,Centenary (LA),125,03/16/2002,3,12,Home,,-,0
2002,A&M-Corpus Christi,26172,Centenary (LA),125,03/17/2002,12,13,Home,,5 Innings,0
2002,A&M-Corpus Christi,26172,Texas Southern,699,03/18/2002,12,10,Away,,-,0
2002,A&M-Corpus Christi,26172,Texas Southern,699,03/18/2002,8,9,Away,,-,0
2002,A&M-Corpus Christi,26172,Louisiana Tech,366,03/19/2002,8,2,Away,,-,0
2002,A&M-Corpus Christi,26172,Northwestern St.,508,03/21/2002,2,13,Away,,-,0
2002,A&M-Corpus Christi,26172,Centenary (LA),125,03/23/2002,14,4,Away,,-,0
2002,A&M-Corpus Christi,26172,Centenary (LA),125,03/24/2002,10,8,Away,,-,0
2002,A&M-Corpus Christi,26172,Northwestern St.,508,03/26/2002,6,3,Home,,-,0
2002,A&M-Corpus Christi,26172,Northwestern St.,508,03/27/2002,6,8,Home,,-,0
2002,A&M-Corpus Christi,26172,Tex.-Pan American,536,03/30/2002,10,3,Away,,2 Innings,0
2002,A&M-Corpus Christi,26172,Tex.-Pan American,536,03/30/2002,2,3,Away,,-,0
2002,A&M-Corpus Christi,26172,Tex.-Pan American,536,03/31/2002,9,7,Away,,-,0
2002,A&M-Corpus Christi,26172,Texas A&M,697,04/02/2002,1,9,Away,,-,0
2002,A&M-Corpus Christi,26172,Morris Brown,448,04/05/2002,23,1,Away,,2 Innings,0
