"Rank","Name","Team","Cl","Pos","G","3B"
"","Reed Harper","Austin Peay","So.","INF","41","2"
"","Ethan Harris","Central Ark.","So.","OF","41","2"
"","Ivan Hartle","Western Ky.","Jr.","INF","44","2"
"","Nathan Hartman","Old Dominion","Sr.","OF","41","2"
"","Brock Hebert","Southeastern La.","So.","INF","45","2"
"","Ross Heffley","Western Caro.","Jr.","OF","40","2"
"","Kevin Herlihy","Savannah St.","So.","P","46","2"
"","Trey Hernandez","A&M-Corpus Christi","Sr.","INF","45","2"
"","Craig Hertler","San Jose St.","Sr.","INF","43","2"
"","Jonathan Hester","Georgia","Jr.","1B","44","2"
"","Danny Higa","UNLV","Jr.","INF","32","2"
"","Jerry Hildredth","Mississippi Val.","Sr.","3B","46","2"
"","Alex Hill","UNC Wilmington","Sr.","OF","44","2"
"","Jordan Hill","George Mason","Fr.","INF","25","2"
"","William Hill","Chicago St.","Jr.","OF","35","2"
"","Drew Hillman","UC Irvine","Sr.","INF","40","2"
"","Matt Hillsinger","Radford","Jr.","OF","43","2"
"","Erik Hink","Niagara","Jr.","INF","39","2"
"","Wade Hinkle","Kansas St.","Jr.","INF","26","2"
"","Jeff Holm","Michigan St.","Sr.","1B","40","2"
"","Russ Hopkins","Rutgers","Sr.","INF","37","2"
"","Jacob House","Texas A&M","Jr.","INF","44","2"
"","Jason Houston","UALR","Sr.","2B","42","2"
"","Brian Humphries","Pepperdine","Jr.","OF","38","2"
"","Pat Hutcheson","Fresno St.","Jr.","INF","32","2"
"","Ryan Hutchison","Western Ky.","Jr.","OF","44","2"
"","Levi Hyams","Georgia","Jr.","INF","45","2"
"","Joe Jackson","Citadel","Fr.","C","41","2"
"","Sean Jamieson","Canisius","Sr.","SS","42","2"
"","Travis Jankowski","Stony Brook","So.","OF","40","2"
"","Chase Jaramillo","Nicholls St.","Sr.","INF","44","2"
"","D.J. Jarrad","Oakland","Sr.","INF","35","2"
"","Richie Jimenez","UNLV","Sr.","INF","40","2"
"","Matt Johns","Western Caro.","Sr.","INF","41","2"
"","Nick Johnson","Southern Ill.","So.","OF","41","2"
"","Darryl Johnson","Prairie View","Jr.","OF","27","2"
"","Casey Johnson","Oklahoma","Sr.","OF","28","2"
"","Micah Johnson","Indiana","So.","OF","43","2"
"","Brian Johnson","Florida","So.","P","44","2"
"","Brashad Johnson","Bethune-Cookman","Fr.","-","45","2"
"","Nick Johnson","Bethune-Cookman","Fr.","-","46","2"
"","Derek Jones","Washington St.","Jr.","OF","39","2"
"","Aaron Jones","Oregon","Fr.","C","42","2"
"","Kash Kalkowski","Nebraska","So.","OF","42","2"
"","Mason Katz","LSU","So.","INF","40","2"
"","Kevin Kean","UMBC","Fr.","OF","34","2"
"","Ryan Keele","Northwestern St.","Fr.","-","25","2"
"","Steven Keller","Cal St. Northridge","Jr.","C","41","2"
"","Jeff Keller","Dartmouth","Fr.","INF","23","2"
"","Dexter Kelley","Savannah St.","Sr.","OF","48","2"
"","Alex Kenny","Fordham","Sr.","OF","30","2"
"","Trevor Kirk","UNLV","Jr.","OF","40","2"
"","Ben Klafczynski","Kent St.","Sr.","OF","42","2"
"","T.C. Knipp","Indiana","Sr.","OF","43","2"
"","Patrick Koontz","UNC Asheville","Jr.","OF","36","2"
"","Ryan Kresky","Fairleigh Dickinson","Jr.","INF","41","2"
"","Simon Kudernatsch","Hartford","Sr.","INF","37","2"
"","Max Lamantia","Stephen F. Austin","Fr.","1B","32","2"
"","Adam Landecker","Southern California","So.","INF","38","2"
"","Cody Larson","Murray St.","Jr.","OF","28","2"
"","Hank Larue","Middle Tenn.","Fr.","3B","44","2"
"","Andrew Lawrence","Boston College","Jr.","OF","40","2"
"","Jason Leblebijian","Bradley","So.","INF","42","2"
"","Ryan Lee","Fordham","So.","OF","39","2"
"","Ian Leisenheimer","Maine","Jr.","DH","25","2"
"","Justin Leisenheimer","Maine","Jr.","1B","32","2"
"","Dj Leonard","Bethune-Cookman","Sr.","OF","47","2"
"","Taylor Lewis","Maine","Jr.","OF","40","2"
"","Ryan Lewis","Rice","So.","OF","41","2"
"","Jordan Leyland","UC Irvine","Jr.","OF","38","2"
"","Nick Linne","Northwestern","Fr.","OF","30","2"
"","Ryan Lloyd","Wake Forest","Sr.","OF","35","2"
"","Michael Lorenzen","Cal St. Fullerton","Fr.","OF","35","2"
"","Adrian Lorenzo","Penn","Sr.","OF","38","2"
"","Ryan Mahoney","Le Moyne","So.","INF","40","2"
"","Luke Maile","Kentucky","So.","C","43","2"
"","Trey Mancini","Notre Dame","Fr.","INF","38","2"
"","Matt Mardesich","Portland","Sr.","INF","37","2"
"","Mike Marjama","Long Beach St.","Jr.","C","41","2"
"","Deven Marrero","Arizona St.","So.","INF","39","2"
"","Patrick Martin","Bowling Green","Jr.","OF","33","2"
"","Nick Martini","Kansas St.","Jr.","OF","43","2"
"","Blake Martz","Troy","Jr.","C","36","2"
"","Joshua Mason","Stony Brook","Fr.","OF","37","2"
"","Adam Matthews","South Carolina","Jr.","OF","28","2"
"","Mike McCann","Manhattan","Sr.","OF","38","2"
"","Mike McCarthy","Tex.-Pan American","Jr.","C","37","2"
"","Barry McDonley","Ark.-Pine Bluff","Sr.","C","42","2"
"","Cameron McGriff","Southern U.","Jr.","INF","27","2"
"","Jarrod McKinney","Arkansas","Jr.","OF","36","2"
"","Andre McKoy","N.C. A&T","So.","OF","43","2"
"","Casey McMurray","Illinois","Sr.","OF","39","2"
"","Jacob McNamara","Ill.-Chicago","Fr.","C","21","2"
"","Nathan Melendres","Miami (FL)","Jr.","OF","39","2"
"","Andrew Melton","South Dakota St.","So.","INF","27","2"
"","Luis Mena","Md.-East. Shore","Sr.","C","43","2"
"","Mike Mergenthaler","Richmond","Sr.","OF","43","2"
"","Jesse Mesa","Col. of Charleston","Sr.","INF","32","2"
"","Will Miller","Furman","Jr.","OF","46","2"
"","Andrew Miller","Alabama","So.","OF","45","2"
"","Aaron Miller","Gardner-Webb","Sr.","SS","42","2"
"","Brandon Miller","Samford","Jr.","C","44","2"
"","Jordan Mims","Alabama St.","Jr.","OF","35","2"
"","Evan Mistich","Oklahoma","Jr.","INF","37","2"
"","Jason Monda","Washington St.","Fr.","OF","34","2"
"","Paul Montalbano","Texas","Sr.","OF","39","2"
"","Ryan Montgomery","Norfolk St.","So.","C","32","2"
"","Chazz Montgomery","Ark.-Pine Bluff","So.","INF","36","2"
"","Colin Moran","North Carolina","Fr.","3B","43","2"
"","Kyle Morton","Centenary (LA)","Jr.","1B","31","2"
"","Kyle Mossbarger","Wright St.","Jr.","INF","34","2"
"","Taylor Motter","Coastal Caro.","Jr.","SS","45","2"
"","Kyle Multner","Massachusetts","Sr.","OF","37","2"
"","Kyle Murphy","Manhattan","So.","INF","30","2"
"","John Murphy","Sacred Heart","So.","INF","40","2"
"","Mark Nales","N.C. A&T","So.","SS","41","2"
"","Charlie Neil","Yale","Jr.","OF","36","2"
"","Austin Nola","LSU","Jr.","INF","45","2"
"","Khayyan Norfork","Tennessee","Sr.","2B","42","2"
"","Logan Nottebrok","A&M-Corpus Christi","Fr.","INF","41","2"
"","Mathew Nowacki","Savannah St.","Sr.","INF","44","2"
"","Michael O'Neill","Michigan","Fr.","OF","41","2"
"","Chad Oberacker","Tennessee Tech","Sr.","P","41","2"
"","Jonathan Ogden","Mississippi St.","Sr.","SS","43","2"
"","Matthew Oglesby","Savannah St.","Jr.","INF","47","2"
"","Greg Olson","Sam Houston St.","So.","OF","46","2"
"","Mark Onorati","Manhattan","Sr.","OF","38","2"
"","Dane Opel","Missouri","So.","OF","34","2"
"","Bryce Ortega","Arizona","Sr.","INF","43","2"
"","Hayes Orton","Coastal Caro.","Sr.","OF","45","2"
"","Evan Oswald","Pittsburgh","So.","INF","11","2"
"","Ben Packard","Northern Colo.","So.","P","35","2"
"","Daniel Palka","Georgia Tech","Fr.","1B","45","2"
"","Phil Paquette","South Dakota St.","Fr.","OF","26","2"
"","Jesse Payne","Texas-Arlington","Sr.","INF","34","2"
"","Joe Pedevillano","Duke","Jr.","OF","39","2"
"","Darrion Pedro","Alabama St.","Sr.","SS","37","2"
"","Stephen Perez","Miami (FL)","So.","SS","34","2"
"","Rafael Perez","Prairie View","Sr.","OF","39","2"
"","Brenton Peters","Cornell","So.","INF","34","2"
"","D.J. Peterson","New Mexico","Fr.","3B","45","2"
"","Tyler Pill","Cal St. Fullerton","Jr.","P","38","2"
"","William Piwnica-Worms","Duke","Jr.","OF","46","2"
"","Dario Pizzano","Columbia","So.","OF","43","2"
"","Ryan Plantier","Cornell","Fr.","INF","23","2"
"","Matt Pollock","Buffalo","So.","OF","38","2"
"","Thomas Pope","UNC Wilmington","Jr.","OF","44","2"
"","Matt Puhl","Minnesota","So.","-","32","2"
"","Tim Quiery","San Jose St.","So.","OF","40","2"
"","Ray Quinones","UNC Greensboro","Sr.","INF","34","2"
"","null Ramsay","South Fla.","Fr.","-","41","2"
"","James Ramsey","Florida St.","Jr.","OF","44","2"
"","Rand Ravnaas","Georgetown","Jr.","OF","43","2"
"","Jared Reaves","Alabama","Jr.","INF","47","2"
"","Bryce Redeker","Miami (OH)","Jr.","OF","44","2"
"","Cody Reine","Oklahoma","Jr.","OF","37","2"
"","Anthony Rendon","Rice","Jr.","3B","44","2"
"","Kris Richards","UNC Greensboro","Jr.","INF","24","2"
"","Jimmy Rider","Kent St.","Jr.","INF","42","2"
"","Norbert Riggins","Alabama A&M","So.","INF","38","2"
"","Harold Riggins","North Carolina St.","Jr.","INF","43","2"
"","Marquis Riley","N.C. A&T","Jr.","2B","44","2"
"","Brance Rivera","TCU","Jr.","OF","44","2"
"","Frankie Rivera","Texas Southern","Jr.","OF","38","2"
"","Victor Roache","Ga. Southern","So.","OF","44","2"
"","Logan Robbins","Western Ky.","Jr.","INF","38","2"
"","Michael Robertson","Liberty","Jr.","OF","44","2"
"","Dusty Robinson","Fresno St.","Jr.","OF","35","2"
"","Daniel Rockett","UTSA","So.","OF","44","2"
"","Miguel Rodriguez","Charlotte","Jr.","C","29","2"
"","Kevin Roebuck","Lamar","Jr.","OF","41","2"
"","Eddie Rohan","Winthrop","Sr.","C","45","2"
"","David Roney","Wofford","Jr.","C","43","2"
"","Jamie Rosenkranz","Monmouth","Jr.","INF","40","2"
"","Gerald Runyan","Bucknell","Jr.","OF","46","2"
"","Sam Russell","Central Mich.","Jr.","OF","44","2"
"","Alejandro Sanchez","Bethune-Cookman","Jr.","SS","46","2"
"","Wes Satzinger","North Dakota St.","Fr.","INF","32","2"
"","Justin Scanlon","Michigan St.","Jr.","SS","40","2"
"","Jeremy Schaffer","Tulane","Jr.","C","44","2"
"","Josh Scharff","Yale","So.","1B","27","2"
"","Jeff Schaus","Clemson","Sr.","OF","44","2"
"","Mj Schifano","Sacred Heart","Sr.","INF","43","2"
"","Michael Scicutella","Saint Peter's","Jr.","2B","37","2"
"","Elliot Searer","Penn St.","So.","2B","37","2"
"","Cameron Seitzer","Oklahoma","Jr.","INF","44","2"
"","Barrett Serrato","Purdue","Jr.","INF","43","2"
"","Richie Shaffer","Clemson","So.","INF","44","2"
"","Travis Shaw","Kent St.","Jr.","INF","42","2"
"","Tyler Sibley","Texas St.","Jr.","INF","41","2"
"","Jordan Sivertsen","Southern Ill.","Jr.","OF","43","2"
"","Will Skinner","Middle Tenn.","Sr.","OF","44","2"
"","Chris Slater","Baylor","Sr.","OF","40","2"
"","Joe Smith","Iona","Fr.","OF","36","2"
"","Frank Solis","Jackson St.","Jr.","3B","39","2"
"","Trey Sorrells","South Ala.","Jr.","C","28","2"
"","George Springer","Connecticut","Jr.","OF","45","2"
"","Cam Squires","Yale","So.","OF","33","2"
"","Cade Stallings","Louisville","So.","3B","41","2"
"","James Stanfield","Kansas","Jr.","C","29","2"
"","Wesley Starkes","New Mexico St.","Sr.","OF","40","2"
"","Jace Statum","Texas A&M","Fr.","OF","33","2"
"","Zach Stephens","Tennessee Tech","Fr.","1B","41","2"
"","Kyle Stiner","New Mexico","Jr.","2B","44","2"
"","Michael Strentz","La.-Lafayette","Fr.","C","34","2"
"","Marcus Stroman","Duke","So.","P","44","2"
"","Kenny Swab","Virginia","Sr.","C","38","2"
"","Darnell Sweeney","UCF","So.","INF","44","2"
"","Stephen Talbott","Purdue","So.","OF","43","2"
"","Zach Tanner","Wright St.","Jr.","INF","38","2"
"","Mike Tauchman","Bradley","So.","OF","39","2"
"","Chris Taylor","Virginia","So.","INF","47","2"
"","Ryan Terry","Monmouth","Sr.","INF","43","2"
"","Cody Terry","UT Martin","Sr.","SS","41","2"
"","Spencer Theisen","Stetson","Jr.","OF","44","2"
"","Brady Thomas","South Carolina","Fr.","-","39","2"
"","Ivory Thomas","Cal St. Fullerton","So.","OF","33","2"
"","Aaron Thompkins","Furman","Sr.","1B","42","2"
"","Maxx Tissenbaum","Stony Brook","So.","INF","40","2"
"","Derek Toadvine","Kent St.","Fr.","2B","42","2"
"","Kevin Tokarski","Illinois St.","Jr.","INF","40","2"
"","Jose Torralba","Canisius","Fr.","INF","38","2"
"","Cal Towey","Baylor","So.","OF","42","2"
"","Samuel Trecaso","Akron","So.","INF","34","2"
"","Preston Troutman","Appalachian St.","Fr.","INF","34","2"
"","Cory Turner","Radford","So.","OF","36","2"
"","Logan Uxa","Arkansas St.","So.","OF","46","2"
"","Jake Valdez","San Jose St.","Fr.","INF","41","2"
"","Peter Verdin","Georgia","Jr.","OF","45","2"
"","Chris Vergne","A&M-Corpus Christi","Sr.","OF","46","2"
"","Nick Vickerson","Mississippi St.","Sr.","INF","39","2"
"","Zachary Voight","New Mexico St.","Jr.","3B","44","2"
"","B.A. Vollmuth","Southern Miss.","Jr.","INF","40","2"
"","Cody Walker","UNC Greensboro","Sr.","OF","23","2"
"","Luke Walker","Mississippi Val.","Sr.","OF","44","2"
"","Adam Brett Walker","Jacksonville","So.","C","42","2"
"","Drew Walsh","LIU Brooklyn","Jr.","INF","41","2"
"","Will Walsh","Seton Hall","Jr.","OF","36","2"
"","Gerald Washington","Alabama St.","Sr.","OF","28","2"
"","Jimmy Waters","Kansas","Sr.","C","44","2"
"","Garrett Weber","Fresno St.","Sr.","INF","38","2"
"","Matt Weckerle","NJIT","Fr.","OF","39","2"
"","Gabe Weidenaar","Oklahoma St.","Jr.","OF","42","2"
"","Mitch Wells","Central Conn. St.","Jr.","INF","41","2"
"","Cornelius Williams","Ark.-Pine Bluff","So.","OF","35","2"
"","Brandon Williams","Prairie View","Sr.","INF","37","2"
"","Matt Williams","Liberty","Jr.","INF","44","2"
"","Sam Wilson","New Mexico","Fr.","P","45","2"
"","Jared Womack","Oklahoma St.","Jr.","C","42","2"
"","John Wooten","East Carolina","So.","1B","44","2"
"","Matt Wright","Bethune-Cookman","Sr.","OF","33","2"
"","Chad Wright","Kentucky","Jr.","OF","45","2"
"","Hank Yates","Delaware","So.","OF","43","2"
"","Tom Zengel","North Carolina","Fr.","OF","37","2"
"","Matt Zink","Richmond","So.","OF","38","2"
"","Chad Zurcher","Memphis","Jr.","INF","42","2"
