year	division_id	division_text	ranking_id	ranking_text
2016	1	d1	14980	Thru Games 03/24/2016
2016	1	d1	14965	Thru Games 03/23/2016
2016	1	d1	14952	Thru Games 03/22/2016
2016	1	d1	14929	Thru Games 03/21/2016
2016	1	d1	14922	Thru Games 03/20/2016
2016	1	d1	14901	Thru Games 03/17/2016
2016	1	d1	14878	Thru Games 03/16/2016
2016	1	d1	14866	Thru Games 03/15/2016
2016	1	d1	14850	Thru Games 03/14/2016
2016	1	d1	14832	Thru Games 03/13/2016
2016	1	d1	14791	Thru Games 03/10/2016
2016	1	d1	14782	Thru Games 03/09/2016
2016	1	d1	14775	Thru Games 03/08/2016
2016	1	d1	14756	Thru Games 03/07/2016
2016	1	d1	14747	Thru Games 03/06/2016
2016	1	d1	14740	Thru Games 03/06/2016
2016	1	d1	14712	Thru Games 03/03/2016
2016	1	d1	14695	Thru Games 03/02/2016
2016	1	d1	14675	Thru Games 03/01/2016
2016	1	d1	14652	Thru Games 02/29/2016
2016	1	d1	14643	Thru Games 02/28/2016
2016	1	d1	14644	Thru Games 02/28/2016
2016	1	d1	14605	Thru Games 02/25/2016
2016	1	d1	14599	Thru Games 02/24/2016
2016	1	d1	14585	Thru Games 02/23/2016
2016	1	d1	14566	Thru Games 02/22/2016
2016	1	d1	14559	Thru Games 02/21/2016
2015	1	d1	13003	Thru Games 06/24/2015
2015	1	d1	13831	Thru Games 06/24/2015
2015	1	d1	13001	Thru Games 06/23/2015
2015	1	d1	12999	Thru Games 06/22/2015
2015	1	d1	12988	Thru Games 06/20/2015
2015	1	d1	12987	Thru Games 06/19/2015
2015	1	d1	12986	Thru Games 06/18/2015
2015	1	d1	12980	Thru Games 06/17/2015
2015	1	d1	12979	Thru Games 06/16/2015
2015	1	d1	12975	Thru Games 06/15/2015
2015	1	d1	12972	Thru Games 06/13/2015
2015	1	d1	12954	Thru Games 06/08/2015
2015	1	d1	12950	Thru Games 06/07/2015
2015	1	d1	12946	Thru Games 06/06/2015
2015	1	d1	12945	Thru Games 06/05/2015
2015	1	d1	12934	Thru Games 06/01/2015
2015	1	d1	12930	Thru Games 05/31/2015
2015	1	d1	12924	Thru Games 05/30/2015
2015	1	d1	12922	Thru Games 05/29/2015
2015	1	d1	12908	Thru Games 05/24/2015
2015	1	d1	12904	Thru Games 05/23/2015
2015	1	d1	12900	Thru Games 05/22/2015
2015	1	d1	12898	Thru Games 05/21/2015
2015	1	d1	12894	Thru Games 05/20/2015
2015	1	d1	12893	Thru Games 05/19/2015
2015	1	d1	12887	Thru Games 05/18/2015
2015	1	d1	12875	Thru Games 05/17/2015
2015	1	d1	12871	Thru Games 05/16/2015
2015	1	d1	12861	Thru Games 05/14/2015
2015	1	d1	12858	Thru Games 05/13/2015
2015	1	d1	12856	Thru Games 05/12/2015
2015	1	d1	12850	Thru Games 05/11/2015
2015	1	d1	12843	Thru Games 05/10/2015
2015	1	d1	12826	Thru Games 05/07/2015
2015	1	d1	12821	Thru Games 05/06/2015
2015	1	d1	12819	Thru Games 05/05/2015
2015	1	d1	12810	Thru Games 05/04/2015
2015	1	d1	12802	Thru Games 05/03/2015
2015	1	d1	12776	Thru Games 04/30/2015
2015	1	d1	12768	Thru Games 04/29/2015
2015	1	d1	12758	Thru Games 04/28/2015
2015	1	d1	12738	Thru Games 04/27/2015
2015	1	d1	12730	Thru Games 04/26/2015
2015	1	d1	12696	Thru Games 04/23/2015
2015	1	d1	12692	Thru Games 04/22/2015
2015	1	d1	12686	Thru Games 04/21/2015
2015	1	d1	12673	Thru Games 04/20/2015
2015	1	d1	12663	Thru Games 04/19/2015
2015	1	d1	12641	Thru Games 04/16/2015
2015	1	d1	12631	Thru Games 04/15/2015
2015	1	d1	12625	Thru Games 04/14/2015
2015	1	d1	12612	Thru Games 04/13/2015
2015	1	d1	12603	Thru Games 04/12/2015
2015	1	d1	12579	Thru Games 04/09/2015
2015	1	d1	12571	Thru Games 04/08/2015
2015	1	d1	12562	Thru Games 04/07/2015
2015	1	d1	12547	Thru Games 04/06/2015
2015	1	d1	12535	Thru Games 04/05/2015
2015	1	d1	12502	Thru Games 04/01/2015
2015	1	d1	12492	Thru Games 03/31/2015
2015	1	d1	12484	Thru Games 03/30/2015
2015	1	d1	12468	Thru Games 03/29/2015
2015	1	d1	12426	Thru Games 03/26/2015
2015	1	d1	12414	Thru Games 03/25/2015
2015	1	d1	12392	Thru Games 03/24/2015
2015	1	d1	12376	Thru Games 03/23/2015
2015	1	d1	12374	Thru Games 03/22/2015
2015	1	d1	12316	Thru Games 03/19/2015
2015	1	d1	12311	Thru Games 03/18/2015
2015	1	d1	12292	Thru Games 03/17/2015
2015	1	d1	12277	Thru Games 03/16/2015
2015	1	d1	12264	Thru Games 03/15/2015
2015	1	d1	12224	Thru Games 03/12/2015
2015	1	d1	12214	Thru Games 03/11/2015
2015	1	d1	12198	Thru Games 03/10/2015
2015	1	d1	12188	Thru Games 03/09/2015
2015	1	d1	12187	Thru Games 03/08/2015
2015	1	d1	12131	Thru Games 03/05/2015
2015	1	d1	12120	Thru Games 03/04/2015
2015	1	d1	12107	Thru Games 03/03/2015
2015	1	d1	12093	Thru Games 03/02/2015
2015	1	d1	12077	Thru Games 03/01/2015
2015	1	d1	12034	Thru Games 02/26/2015
2015	1	d1	12020	Thru Games 02/25/2015
2015	1	d1	12011	Thru Games 02/24/2015
2015	1	d1	11994	Thru Games 02/23/2015
2015	1	d1	11979	Thru Games 02/22/2015
2015	1	d1	11941	Thru Games 02/18/2015
2015	1	d1	11934	Thru Games 02/17/2015
2014	1	d1	11887	Thru Games 06/25/2014
2014	1	d1	10866	Thru Games 06/24/2014
2014	1	d1	10865	Thru Games 06/23/2014
2014	1	d1	10861	Thru Games 06/21/2014
2014	1	d1	10858	Thru Games 06/20/2014
2014	1	d1	10851	Thru Games 06/19/2014
2014	1	d1	10849	Thru Games 06/18/2014
2014	1	d1	10848	Thru Games 06/17/2014
2014	1	d1	10844	Thru Games 06/16/2014
2014	1	d1	10841	Thru Games 06/15/2014
2014	1	d1	10835	Thru Games 06/14/2014
2014	1	d1	10831	Thru Games 06/09/2014
2014	1	d1	10829	Thru Games 06/08/2014
2014	1	d1	10828	Thru Games 06/06/2014
2014	1	d1	10819	Thru Games 06/02/2014
2014	1	d1	10816	Thru Games 06/01/2014
2014	1	d1	10814	Thru Games 05/31/2014
2014	1	d1	10812	Thru Games 05/30/2014
2014	1	d1	10799	Thru Games 05/25/2014
2014	1	d1	10795	Thru Games 05/23/2014
2014	1	d1	10792	Thru Games 05/22/2014
2014	1	d1	10790	Thru Games 05/21/2014
2014	1	d1	10777	Thru Games 05/18/2014
2014	1	d1	10768	Thru Games 05/14/2014
2014	1	d1	10761	Thru Games 05/11/2014
2014	1	d1	10748	Thru Games 05/07/2014
2014	1	d1	10747	Thru Games 05/04/2014
2014	1	d1	10724	Thru Games 04/30/2014
2014	1	d1	10713	Thru Games 04/27/2014
2014	1	d1	10707	Thru Games 04/23/2014
2014	1	d1	10693	Thru Games 04/20/2014
2014	1	d1	10685	Thru Games 04/16/2014
2014	1	d1	10676	Thru Games 04/13/2014
2014	1	d1	10670	Thru Games 04/09/2014
2014	1	d1	10665	Thru Games 04/06/2014
2014	1	d1	10631	Thru Games 03/30/2014
2014	1	d1	10581	Thru Games 03/23/2014
2014	1	d1	10560	Thru Games 03/16/2014
2014	1	d1	10529	Thru Games 03/09/2014
2014	1	d1	10497	Thru Games 03/02/2014
2013	1	d1	10288	Thru Games 06/26/2013
2013	1	d1	9726	Thru Games 06/24/2013
2013	1	d1	9725	Thru Games 06/21/2013
2013	1	d1	9723	Thru Games 06/19/2013
2013	1	d1	9719	Thru Games 06/18/2013
2013	1	d1	9716	Thru Games 06/17/2013
2013	1	d1	9714	Thru Games 06/16/2013
2013	1	d1	9713	Thru Games 06/15/2013
2013	1	d1	9712	Thru Games 06/11/2013
2013	1	d1	9710	Thru Games 06/10/2013
2013	1	d1	9709	Thru Games 06/09/2013
2013	1	d1	9708	Thru Games 06/08/2013
2013	1	d1	9704	Thru Games 06/07/2013
2013	1	d1	9698	Thru Games 06/03/2013
2013	1	d1	9695	Thru Games 06/02/2013
2013	1	d1	9693	Thru Games 06/01/2013
2013	1	d1	9691	Thru Games 05/31/2013
2013	1	d1	9680	Thru Games 05/26/2013
2013	1	d1	9677	Thru Games 05/22/2013
2013	1	d1	9667	Thru Games 05/19/2013
2013	1	d1	9658	Thru Games 05/15/2013
2013	1	d1	9650	Thru Games 05/12/2013
2013	1	d1	9641	Thru Games 05/08/2013
2013	1	d1	9629	Thru Games 05/05/2013
2013	1	d1	9619	Thru Games 05/01/2013
2013	1	d1	9605	Thru Games 04/28/2013
2013	1	d1	9598	Thru Games 04/24/2013
2013	1	d1	9584	Thru Games 04/21/2013
2013	1	d1	9573	Thru Games 04/17/2013
2013	1	d1	9567	Thru Games 04/14/2013
2013	1	d1	9550	Thru Games 04/10/2013
2013	1	d1	9537	Thru Games 04/07/2013
2013	1	d1	9509	Thru Games 03/31/2013
2013	1	d1	9486	Thru Games 03/24/2013
2013	1	d1	9416	Thru Games 03/17/2013
2013	1	d1	9375	Thru Games 03/10/2013
2013	1	d1	9345	Thru Games 03/03/2013
2012	1	d1	8855	Thru Games 06/25/2012
2012	1	d1	8850	Thru Games 06/24/2012
2012	1	d1	8849	Thru Games 06/22/2012
2012	1	d1	8848	Thru Games 06/21/2012
2012	1	d1	8846	Thru Games 06/19/2012
2012	1	d1	8845	Thru Games 06/18/2012
2012	1	d1	8844	Thru Games 06/17/2012
2012	1	d1	8843	Thru Games 06/16/2012
2012	1	d1	8842	Thru Games 06/15/2012
2012	1	d1	8839	Thru Games 06/11/2012
2012	1	d1	8837	Thru Games 06/10/2012
2012	1	d1	8836	Thru Games 06/09/2012
2012	1	d1	8835	Thru Games 06/08/2012
2012	1	d1	8829	Thru Games 06/04/2012
2012	1	d1	8827	Thru Games 06/01/2012
2012	1	d1	8824	Thru Games 05/27/2012
2012	1	d1	8809	Thru Games 05/20/2012
2012	1	d1	8791	Thru Games 05/13/2012
2012	1	d1	8769	Thru Games 05/06/2012
2012	1	d1	8744	Thru Games 04/29/2012
2012	1	d1	8713	Thru Games 04/22/2012
2012	1	d1	8697	Thru Games 04/15/2012
2012	1	d1	8676	Thru Games 04/08/2012
2012	1	d1	8650	Thru Games 04/01/2012
2012	1	d1	8629	Thru Games 03/25/2012
2012	1	d1	8561	Thru Games 03/18/2012
2012	1	d1	8521	Thru Games 03/11/2012
2012	1	d1	8505	Thru Games 03/04/2012
2011	1	d1	7987	Thru Games 06/28/2011
2011	1	d1	7986	Thru Games 06/24/2011
2011	1	d1	7985	Thru Games 06/13/2011
2011	1	d1	7982	Thru Games 06/07/2011
2011	1	d1	7974	Thru Games 05/29/2011
2011	1	d1	7961	Thru Games 05/22/2011
2011	1	d1	7950	Thru Games 05/15/2011
2011	1	d1	7928	Thru Games 05/08/2011
2011	1	d1	7907	Thru Games 05/01/2011
2011	1	d1	7887	Thru Games 04/24/2011
2011	1	d1	7872	Thru Games 04/17/2011
2011	1	d1	7854	Thru Games 04/10/2011
2011	1	d1	7817	Thru Games 04/03/2011
2011	1	d1	7761	Thru Games 03/27/2011
2011	1	d1	7722	Thru Games 03/20/2011
2010	1	d1	7545	Thru Games 06/30/2010
2010	1	d1	7135	Thru Games 06/14/2010
2010	1	d1	7129	Thru Games 06/08/2010
2010	1	d1	7125	Thru Games 05/30/2010
2010	1	d1	7111	Thru Games 05/23/2010
2010	1	d1	7092	Thru Games 05/16/2010
2010	1	d1	7078	Thru Games 05/09/2010
2010	1	d1	7061	Thru Games 05/02/2010
2010	1	d1	7042	Thru Games 04/25/2010
2010	1	d1	7019	Thru Games 04/18/2010
2010	1	d1	6985	Thru Games 04/11/2010
2010	1	d1	6958	Thru Games 04/04/2010
2010	1	d1	6935	Thru Games 03/28/2010
2010	1	d1	6903	Thru Games 03/21/2010
2009	1	d1	6485	Thru Games 06/24/2009
2009	1	d1	6473	Thru Games 06/08/2009
2009	1	d1	6466	Thru Games 06/01/2009
2009	1	d1	6452	Thru Games 05/24/2009
2009	1	d1	6435	Thru Games 05/17/2009
2009	1	d1	6410	Thru Games 05/10/2009
2009	1	d1	6395	Thru Games 05/03/2009
2009	1	d1	6366	Thru Games 04/26/2009
2009	1	d1	6318	Thru Games 04/19/2009
2009	1	d1	6298	Thru Games 04/12/2009
2009	1	d1	6259	Thru Games 04/05/2009
2009	1	d1	6231	Thru Games 03/29/2009
2009	1	d1	6203	Thru Games 03/22/2009
2008	1	d1	6279	Thru Games 06/25/2008
2008	1	d1	5744	Thru Games 06/09/2008
2008	1	d1	5733	Thru Games 06/02/2008
2008	1	d1	5722	Thru Games 05/27/2008
2008	1	d1	5708	Thru Games 05/18/2008
2008	1	d1	5697	Thru Games 05/11/2008
2008	1	d1	5679	Thru Games 05/04/2008
2008	1	d1	5646	Thru Games 04/27/2008
2008	1	d1	5617	Thru Games 04/20/2008
2008	1	d1	5604	Thru Games 04/13/2008
2008	1	d1	5208	Thru Games 04/06/2008
2008	1	d1	5101	Thru Games 03/30/2008
2008	1	d1	5084	Thru Games 03/23/2008
2007	1	d1	3703	Thru Games 06/24/2007
2007	1	d1	3702	Thru Games 06/12/2007
2007	1	d1	3701	Thru Games 06/05/2007
2007	1	d1	3700	Thru Games 05/27/2007
2007	1	d1	3697	Thru Games 05/20/2007
2007	1	d1	3691	Thru Games 05/13/2007
2007	1	d1	3687	Thru Games 05/06/2007
2007	1	d1	3685	Thru Games 04/29/2007
2007	1	d1	3684	Thru Games 04/22/2007
2007	1	d1	3683	Thru Games 04/15/2007
2007	1	d1	3682	Thru Games 04/08/2007
2006	1	d1	5063	Thru Games 06/26/2006
2006	1	d1	5062	Thru Games 06/12/2006
2006	1	d1	5061	Thru Games 06/05/2006
2006	1	d1	5060	Thru Games 05/28/2006
2006	1	d1	5059	Thru Games 05/21/2006
2006	1	d1	5058	Thru Games 05/14/2006
2006	1	d1	5057	Thru Games 05/07/2006
2006	1	d1	5056	Thru Games 04/30/2006
2006	1	d1	5055	Thru Games 04/23/2006
2006	1	d1	5054	Thru Games 04/16/2006
2006	1	d1	5053	Thru Games 04/09/2006
2005	1	d1	5083	Thru Games 06/26/2005
2005	1	d1	5082	Thru Games 06/12/2005
2005	1	d1	5081	Thru Games 06/06/2005
2005	1	d1	5080	Thru Games 05/30/2005
2005	1	d1	5079	Thru Games 05/22/2005
2005	1	d1	5078	Thru Games 05/15/2005
2005	1	d1	5077	Thru Games 05/08/2005
2005	1	d1	5076	Thru Games 05/01/2005
2005	1	d1	5075	Thru Games 04/24/2005
2005	1	d1	5074	Thru Games 04/17/2005
2005	1	d1	5073	Thru Games 04/10/2005
2004	1	d1	5125	Thru Games 06/28/2004
2004	1	d1	5124	Thru Games 06/13/2004
2004	1	d1	5123	Thru Games 06/06/2004
2004	1	d1	5122	Thru Games 05/30/2004
2004	1	d1	5120	Thru Games 05/23/2004
2004	1	d1	5119	Thru Games 05/16/2004
2004	1	d1	5118	Thru Games 05/09/2004
2004	1	d1	5117	Thru Games 05/02/2004
2004	1	d1	5116	Thru Games 04/25/2004
2004	1	d1	5115	Thru Games 04/18/2004
2004	1	d1	5114	Thru Games 04/11/2004
2003	1	d1	5153	Thru Games 06/28/2003
2003	1	d1	5152	Thru Games 06/08/2003
2003	1	d1	5151	Thru Games 06/01/2003
2003	1	d1	5150	Thru Games 05/25/2003
2003	1	d1	5149	Thru Games 05/18/2003
2003	1	d1	5148	Thru Games 05/11/2003
2003	1	d1	5147	Thru Games 05/04/2003
2003	1	d1	5146	Thru Games 04/27/2003
2003	1	d1	5145	Thru Games 04/20/2003
2003	1	d1	5144	Thru Games 04/13/2003
2002	1	d1	5164	Thru Games 06/22/2002
2002	1	d1	5163	Thru Games 06/09/2002
2002	1	d1	5162	Thru Games 06/02/2002
2002	1	d1	5161	Thru Games 05/26/2002
2002	1	d1	5160	Thru Games 05/19/2002
2002	1	d1	5159	Thru Games 05/12/2002
2002	1	d1	5158	Thru Games 05/05/2002
2002	1	d1	5157	Thru Games 04/28/2002
2002	1	d1	5156	Thru Games 04/21/2002
2002	1	d1	5155	Thru Games 04/14/2002
2002	1	d1	5154	Thru Games 04/07/2002
2017	2	d2	18374	Thru Games 05/07/2017
2017	2	d2	18343	Thru Games 05/04/2017
2017	2	d2	18317	Thru Games 04/30/2017
2017	2	d2	18291	Thru Games 04/27/2017
2017	2	d2	18259	Thru Games 04/23/2017
2017	2	d2	18237	Thru Games 04/20/2017
2017	2	d2	18205	Thru Games 04/16/2017
2017	2	d2	18185	Thru Games 04/13/2017
2017	2	d2	18142	Thru Games 04/09/2017
2017	2	d2	18121	Thru Games 04/06/2017
2017	2	d2	18080	Thru Games 04/02/2017
2017	2	d2	18050	Thru Games 03/30/2017
2017	2	d2	17988	Thru Games 03/26/2017
2017	2	d2	17890	Thru Games 03/19/2017
2017	2	d2	17848	Thru Games 03/16/2017
2017	2	d2	17789	Thru Games 03/12/2017
2017	2	d2	17753	Thru Games 03/09/2017
2017	2	d2	17684	Thru Games 03/05/2017
2017	2	d2	17645	Thru Games 03/02/2017
2017	2	d2	17571	Thru Games 02/26/2017
2016	2	d2	15463	Thru Games 06/04/2016
2016	2	d2	15526	Thru Games 06/04/2016
2016	2	d2	15405	Thru Games 05/23/2016
2016	2	d2	15371	Thru Games 05/16/2016
2016	2	d2	15348	Thru Games 05/12/2016
2016	2	d2	15322	Thru Games 05/08/2016
2016	2	d2	15308	Thru Games 05/05/2016
2016	2	d2	15285	Thru Games 05/01/2016
2016	2	d2	15269	Thru Games 04/28/2016
2016	2	d2	15266	Thru Games 04/28/2016
2016	2	d2	15233	Thru Games 04/24/2016
2016	2	d2	15207	Thru Games 04/21/2016
2016	2	d2	15170	Thru Games 04/17/2016
2016	2	d2	15157	Thru Games 04/14/2016
2016	2	d2	15126	Thru Games 04/10/2016
2016	2	d2	15106	Thru Games 04/07/2016
2016	2	d2	15066	Thru Games 04/03/2016
2016	2	d2	15046	Thru Games 03/31/2016
2016	2	d2	14996	Thru Games 03/27/2016
2016	2	d2	14976	Thru Games 03/24/2016
2016	2	d2	14924	Thru Games 03/20/2016
2016	2	d2	14894	Thru Games 03/17/2016
2016	2	d2	14828	Thru Games 03/13/2016
2016	2	d2	14794	Thru Games 03/10/2016
2016	2	d2	14741	Thru Games 03/06/2016
2016	2	d2	14709	Thru Games 03/03/2016
2016	2	d2	14671	Thru Games 02/29/2016
2015	2	d2	12966	Thru Games 05/30/2015
2015	2	d2	12915	Thru Games 05/26/2015
2015	2	d2	12886	Thru Games 05/18/2015
2015	2	d2	12840	Thru Games 05/10/2015
2015	2	d2	12824	Thru Games 05/07/2015
2015	2	d2	12809	Thru Games 05/04/2015
2015	2	d2	12772	Thru Games 04/30/2015
2015	2	d2	12737	Thru Games 04/27/2015
2015	2	d2	12698	Thru Games 04/23/2015
2015	2	d2	12672	Thru Games 04/20/2015
2015	2	d2	12642	Thru Games 04/16/2015
2015	2	d2	12610	Thru Games 04/13/2015
2015	2	d2	12572	Thru Games 04/09/2015
2015	2	d2	12549	Thru Games 04/06/2015
2015	2	d2	12510	Thru Games 04/02/2015
2015	2	d2	12478	Thru Games 03/30/2015
2015	2	d2	12416	Thru Games 03/26/2015
2015	2	d2	12415	Thru Games 03/23/2015
2015	2	d2	12313	Thru Games 03/19/2015
2015	2	d2	12274	Thru Games 03/16/2015
2015	2	d2	12219	Thru Games 03/12/2015
2015	2	d2	12123	Thru Games 03/05/2015
2015	2	d2	12091	Thru Games 03/02/2015
2014	2	d2	10860	Thru Games 06/01/2014
2014	2	d2	10800	Thru Games 05/25/2014
2014	2	d2	10784	Thru Games 05/18/2014
2014	2	d2	10762	Thru Games 05/11/2014
2014	2	d2	10745	Thru Games 05/04/2014
2014	2	d2	10716	Thru Games 04/27/2014
2014	2	d2	10697	Thru Games 04/20/2014
2014	2	d2	10682	Thru Games 04/13/2014
2014	2	d2	10655	Thru Games 04/06/2014
2014	2	d2	10635	Thru Games 03/30/2014
2014	2	d2	10588	Thru Games 03/23/2014
2014	2	d2	10566	Thru Games 03/16/2014
2014	2	d2	10532	Thru Games 03/09/2014
2014	2	d2	10501	Thru Games 03/02/2014
2013	2	d2	9700	Thru Games 06/02/2013
2013	2	d2	9687	Thru Games 05/26/2013
2013	2	d2	9669	Thru Games 05/19/2013
2013	2	d2	9654	Thru Games 05/12/2013
2013	2	d2	9635	Thru Games 05/05/2013
2013	2	d2	9607	Thru Games 04/28/2013
2013	2	d2	9591	Thru Games 04/21/2013
2013	2	d2	9568	Thru Games 04/14/2013
2013	2	d2	9551	Thru Games 04/07/2013
2013	2	d2	9510	Thru Games 03/31/2013
2013	2	d2	9469	Thru Games 03/24/2013
2013	2	d2	9426	Thru Games 03/17/2013
2013	2	d2	9399	Thru Games 03/10/2013
2012	2	d2	8833	Thru Games 06/03/2012
2012	2	d2	8810	Thru Games 05/20/2012
2012	2	d2	8787	Thru Games 05/13/2012
2012	2	d2	8774	Thru Games 05/06/2012
2012	2	d2	8743	Thru Games 04/29/2012
2012	2	d2	8709	Thru Games 04/22/2012
2012	2	d2	8691	Thru Games 04/15/2012
2012	2	d2	8668	Thru Games 04/08/2012
2012	2	d2	8655	Thru Games 04/01/2012
2012	2	d2	8612	Thru Games 03/25/2012
2012	2	d2	8579	Thru Games 03/18/2012
2012	2	d2	8537	Thru Games 03/11/2012
2012	2	d2	8502	Thru Games 03/04/2012
2011	2	d2	7980	Thru Games 06/04/2011
2011	2	d2	7973	Thru Games 05/24/2011
2011	2	d2	7945	Thru Games 05/15/2011
2011	2	d2	7931	Thru Games 05/08/2011
