2014	26172	A&M-Corpus Christi
2014	2	Abilene Christian
2014	30123	Academy of Art
2014	929	Adams St.
2014	506445	Adelbert
2014	3	Adelphi
2014	4	Adrian
2014	11324	Agnes Scott
2014	721	Air Force
2014	5	Akron
2014	10	Ala.-Huntsville
2014	8	Alabama
2014	6	Alabama A&M
2014	7	Alabama St.
2014	11	Alas. Anchorage
2014	12	Alas. Fairbanks
2014	14	Albany (NY)
2014	13	Albany St. (GA)
2014	2798	Albertus Magnus
2014	15	Albion
2014	16	Albright
2014	17	Alcorn
2014	934	Alderson Broaddus
2014	18	Alfred
2014	30170	Alfred St.
2014	19	Allegheny
2014	500120	Allen
2014	500130	Alliance
2014	506148	Alliant Int'l
2014	21	Alma
2014	938	Alvernia
2014	28746	Alverno
2014	23	American
2014	1466	American (PR)
2014	22	American Int'l
2014	24	Amherst
2014	939	Anderson (IN)
2014	13028	Anderson (SC)
2014	25	Angelo St.
2014	26	Anna Maria
2014	27	Appalachian St.
2014	500180	Aquinas
2014	966	Arcadia
2014	29	Arizona
2014	28	Arizona St.
2014	30105	Ark.-Fort Smith
2014	8411	Ark.-Monticello
2014	2678	Ark.-Pine Bluff
2014	31	Arkansas
2014	30	Arkansas St.
2014	947	Arkansas Tech
2014	33	Armstrong
2014	725	Army
2014	506427	Arnold
2014	506029	Asbury
2014	35	Ashland
2014	36	Assumption
2014	500260	Athens St.
2014	37	Auburn
2014	38	Augsburg
2014	40	Augustana (IL)
2014	41	Augustana (SD)
2014	42	Aurora
2014	953	Austin
2014	43	Austin Peay
2014	44	Averett
2014	500089	Azusa Pacific
2014	30146	Azusa Pacific
2014	45	Babson
2014	506059	Baker
2014	94	Bakersfield
2014	46	Baldwin Wallace
2014	47	Ball St.
2014	500367	Baptist Bible (PA)
2014	958	Baptist Bible (PA)
2014	962	Bard
2014	500385	Barrington
2014	49	Barry
2014	15646	Barton
2014	58	Baruch
2014	50	Bates
2014	26520	Bay Path
2014	51	Baylor
2014	26107	Becker
2014	52	Bellarmine
2014	14927	Belmont
2014	2683	Belmont Abbey
2014	53	Beloit
2014	54	Bemidji St.
2014	55	Benedict
2014	296	Benedictine (IL)
2014	14770	Bennett
2014	56	Bentley
2014	506023	Berea
2014	973	Berry
2014	506014	Bethany (KS)
2014	59	Bethany (WV)
2014	30038	Bethany Lutheran
2014	506120	Bethel (KS)
2014	60	Bethel (MN)
2014	500500	Bethel (TN)
2014	61	Bethune-Cookman
2014	62	Binghamton
2014	500515	Biola
2014	28593	Birmingham-So.
2014	506250	Biscayne
2014	506218	Bishop
2014	506069	Black Hills St.
2014	30134	Black Hills St.
2014	64	Blackburn
2014	984	Bloomfield
2014	65	Bloomsburg
2014	500552	Bluefield Col.
2014	985	Bluefield St.
2014	987	Bluffton
2014	66	Boise St.
2014	67	Boston College
2014	506262	Boston St.
2014	68	Boston U.
2014	69	Bowdoin
2014	70	Bowie St.
2014	71	Bowling Green
2014	500598	Bradford
2014	72	Bradley
2014	73	Brandeis
2014	30094	Brevard
2014	74	Bridgeport
2014	75	Bridgewater (VA)
2014	76	Bridgewater St.
2014	506196	British Colum. (CAN)
2014	78	Brockport
2014	79	Brooklyn
2014	80	Brown
2014	500660	Bryan
2014	81	Bryant
2014	82	Bryn Mawr
2014	83	Bucknell
2014	84	Buena Vista
2014	86	Buffalo
2014	85	Buffalo St.
2014	87	Butler
2014	77	BYU
2014	2685	BYU-Hawaii
2014	88	Cabrini
2014	1305	Cairn
2014	105	Cal Lutheran
2014	90	Cal Poly
2014	91	Cal Poly Pomona
2014	92	Cal St. Dom. Hills
2014	98	Cal St. East Bay
2014	97	Cal St. Fullerton
2014	100	Cal St. L.A.
2014	506122	Cal St. Monterey Bay
2014	30055	Cal St. Monterey Bay
2014	93	Cal St. San B'dino
2014	103	Cal St. Stanislaus
2014	995	Caldwell
2014	107	California
2014	106	California (PA)
2014	30135	California Baptist
2014	89	Caltech
2014	114	Calvin
2014	996	Cameron
2014	115	Campbell
2014	116	Canisius
2014	506439	Canterbury (IN)
2014	117	Capital
2014	500796	Capitol
2014	118	Carleton
2014	119	Carnegie Mellon
2014	506056	Carroll (MT)
2014	120	Carroll (WI)
2014	1000	Carson-Newman
2014	121	Carthage
2014	506094	Cascade
2014	122	Case
2014	123	Castleton
2014	1001	Catawba
2014	124	Catholic
2014	23624	Cazenovia
2014	480	CCNY
2014	14795	Cedar Crest
2014	30124	Cedarville
2014	125	Centenary (LA)
2014	12884	Centenary (NJ)
2014	126	Central (IA)
2014	1004	Central Ark.
2014	127	Central Conn. St.
2014	506026	Central Methodist
2014	129	Central Mich.
2014	130	Central Mo.
2014	1009	Central Okla.
2014	30049	Central St. (OH)
2014	506028	Central St. (OH)
2014	1010	Central Wash.
2014	132	Centre
2014	1012	Chadron St.
2014	133	Chaminade
2014	134	Chapman
2014	1013	Charleston (WV)
2014	48	Charleston So.
2014	458	Charlotte
2014	10972	Chatham
2014	693	Chattanooga
2014	21323	Chestnut Hill
2014	135	Cheyney
2014	137	Chicago
2014	136	Chicago St.
2014	95	Chico St.
2014	8875	Chowan
2014	139	Chris. Newport
2014	1015	Christian Bros.
2014	140	Cincinnati
2014	30087	Cincinnati-Clermont
2014	141	Citadel
2014	8580	City Tech
2014	500990	Claflin
2014	30058	Claflin
2014	506447	Claremont McKenna
2014	142	Claremont-M-S
2014	143	Clarion
2014	145	Clark (MA)
2014	144	Clark Atlanta
2014	1020	Clarke
2014	146	Clarkson
2014	20576	Clayton St.
2014	147	Clemson
2014	148	Cleveland St.
2014	722	Coast Guard
2014	149	Coastal Caro.
2014	30083	Cobleskill St.
2014	150	Coe
2014	1023	Coker
2014	1014	Col. of Charleston
2014	506440	Col. of Emporia
2014	500088	Col. of Idaho
2014	151	Colby
2014	152	Colby-Sawyer
2014	153	Colgate
2014	11403	Colo. Christian
2014	157	Colorado
2014	154	Colorado Col.
2014	11416	Colorado Mesa
2014	155	Colorado Mines
2014	156	Colorado St.
2014	2720	Colorado St.-Pueblo
2014	158	Columbia
2014	159	Columbus St.
2014	1028	Concord
2014	501120	Concordia (IN)
2014	501123	Concordia (MI)
2014	501130	Concordia (MO)
2014	30112	Concordia (NE)
2014	506061	Concordia (NE)
2014	162	Concordia (NY)
2014	24400	Concordia (TX)
2014	160	Concordia Chicago
2014	1036	Concordia Wisconsin
2014	161	Concordia-M'head
2014	9081	Concordia-St. Paul
2014	163	Connecticut Col.
2014	8935	Converse
2014	501167	Cooper Union
2014	165	Coppin St.
