name,year,class,team,framing
"Kieboom, Spencer",2012,Jr,Clemson,0.006
"Kilgallen, Ryan",2012,So,Citadel,-0.102
"Kilgallen, Ryan",2013,So,Citadel,-0.102
"Kilgallen, Ryan",2014,Jr,Citadel,-0.102
"Kilgallen, Ryan",2015,Sr,Citadel,-0.102
"Kimmel, Sam",2012,Jr,Stetson,-0.027
"King, Chris",2013,So,Elon,-0.003
"King, Chris",2014,Jr,Elon,-0.003
"King, Chris",2015,Sr,Elon,-0.003
"King, Sam",2012,Jr,East Carolina,-0.029
"King, Sam",2013,Sr,East Carolina,-0.029
"Kinsella, Ryan",2012,So,Elon,0.016
"Kinsella, Ryan",2013,Jr,Elon,0.016
"Kinsley, Jake",2012,Fr,Furman,-0.019
"Kinsley, Jake",2013,So,Furman,-0.019
"Kinsley, Jake",2014,Jr,Furman,-0.019
"Kinsley, Jake",2015,Sr,Furman,-0.019
"Kirbach, Steve",2012,So,Seattle,-0.014
"Kirbach, Steve",2013,Jr,Seattle,-0.014
"Kirkwood, Matt",2013,Sr,Marshall,-0.114
"Klages, Jack",2014,Fr,Missouri,-0.026
"Klages, Jack",2015,So,Missouri,-0.026
"Klein, Dan",2012,Sr,Kansas St.,-0.019
"Kleinendorst, Kyle",2012,So,North Dakota St.,-0.034
"Kleinendorst, Kyle",2013,Jr,North Dakota St.,-0.034
"Kleinendorst, Kyle",2014,Sr,North Dakota St.,-0.034
"Kline, Braden",2012,Sr,Cincinnati,0.030
"Knapp, Andrew",2012,So,California,-0.074
"Knapp, Andrew",2013,Jr,California,-0.074
"Knapp, Davis",2014,Jr,South Ala.,-0.064
"Knapp, Davis",2015,Sr,South Ala.,-0.064
"Knight, Austin",2012,Fr,Ole Miss,-0.094
"Knight, Austin",2013,So,Ole Miss,-0.094
"Knight, Austin",2014,Jr,Ole Miss,-0.094
"Knight, Austin",2015,Sr,Ole Miss,-0.094
"Knizner, Andrew",2014,Fr,North Carolina St.,-0.036
"Knizner, Andrew",2015,So,North Carolina St.,-0.036
"Koch, Logan",2014,Fr,South Carolina,-0.008
"Koch, Logan",2015,So,South Carolina,-0.008
"Kohnke, Sam",2014,Jr,Milwaukee,-0.019
"Kohnke, Sam",2015,Sr,Milwaukee,-0.019
"Kopas, Devin",2014,Fr,Portland,-0.004
"Kopas, Devin",2015,So,Portland,-0.004
"Kopycinski, Hunter",2013,Fr,Rice,-0.020
"Kopycinski, Hunter",2014,So,Rice,-0.020
"Kopycinski, Hunter",2015,Jr,Rice,-0.020
"Koski, Rob",2015,Jr,Presbyterian,-0.019
"Kottich, Cody",2013,Jr,Creighton,0.005
"Kottich, Cody",2014,Sr,Creighton,0.005
"Kovalcik, Conrad",2014,Fr,N.C. Central,0.007
"Kovalcik, Conrad",2015,So,N.C. Central,0.007
"Kowalczyk, Alex",2013,Fr,Old Dominion,-0.020
"Kowalczyk, Alex",2015,Jr,Pittsburgh,-0.020
"Kramer, Cody",2014,Fr,NJIT,-0.005
"Kramer, Cody",2015,So,NJIT,-0.005
"Kranson, Mitchell",2013,Fr,California,-0.004
"Kranson, Mitchell",2014,So,California,-0.004
"Kranson, Mitchell",2015,Jr,California,-0.004
"Krause, Kevin",2012,Fr,Stony Brook,-0.028
"Krause, Kevin",2013,So,Stony Brook,-0.028
"Krause, Kevin",2014,Jr,Stony Brook,-0.028
"Kremer, Ken",2012,So,Rider,-0.051
"Kremer, Ken",2013,Jr,Rider,-0.051
"Kremer, Ken",2014,Sr,Rider,-0.051
"Krenz, Matt",2013,Fr,Illinois St.,-0.027
"Krenz, Matt",2014,So,Illinois St.,-0.027
"Kristan, Ian",2015,Fr,Bradley,0.054
"Krist, Chadd",2012,Sr,California,-0.047
"Kruger, Jack",2014,Fr,Oregon,0.096
"Kucek, Jake",2012,Jr,Youngstown St.,-0.051
"Kucek, Jake",2013,Sr,Youngstown St.,-0.051
"Kujawa, Jared",2012,Fr,Western Mich.,-0.015
"Kujawa, Jared",2013,So,Western Mich.,-0.015
"Kujawa, Jared",2014,Jr,Western Mich.,-0.015
"Kujawa, Jared",2015,Sr,Western Mich.,-0.015
"Kusz, Jake",2014,Fr,UNC Greensboro,-0.066
"Kusz, Jake",2015,So,UNC Greensboro,-0.066
"Kuzniczci, Cody",2013,Fr,Northern Ky.,-0.045
"Kuzniczci, Cody",2014,So,Northern Ky.,-0.045
"Kuzniczci, Cody",2015,Jr,Northern Ky.,-0.045
"Kwak, Kris",2012,Jr,North Dakota,-0.033
"Kwak, Kris",2013,Sr,North Dakota,-0.033
"LaBrie, Troy",2014,Fr,Gonzaga,-0.024
"LaBrie, Troy",2015,So,Gonzaga,-0.024
"Lambert, Cal",2012,So,Jacksonville St.,-0.180
"Lambert, Cal",2013,Jr,Jacksonville St.,-0.180
"Lambert, Cal",2014,Sr,Jacksonville St.,-0.180
"Lambert, Harrison",2012,Jr,Northern Colo.,-0.004
"Lambert, Harrison",2013,Sr,Northern Colo.,-0.004
"Lamberti, Brad",2013,Jr,A&M-Corpus Chris,-0.032
"Lamb, Kevin",2013,So,Creighton,-0.011
"Lamb, Kevin",2014,Jr,Creighton,-0.011
"Lamb, Kevin",2015,Sr,Creighton,-0.011
"Landes, Jimmy",2012,Fr,Baylor,0.033
"Landes, Jimmy",2013,Fr,Baylor,0.033
"Lang, Brett",2012,Fr,Charlotte,-0.013
"Lang, Brett",2013,Fr,Charlotte,-0.013
"Lang, Brett",2014,So,Charlotte,-0.013
"Lankford, Cole",2012,Fr,Texas A&M,0.026
"Lankford, Cole",2013,So,Texas A&M,0.026
"Lankford, Cole",2014,Jr,Texas A&M,0.026
"Lapke, Trey",2014,Fr,South Dakota St.,0.084
"Lapke, Trey",2015,So,South Dakota St.,0.084
"Larosa, Garrett",2015,Fr,McNeese St.,-0.014
"Larramendi, Andres",2013,Fr,Princeton,-0.015
"Larramendi, Andres",2014,So,Princeton,-0.015
"Larramendi, Andres",2015,Jr,Princeton,-0.015
"Larsen, Bronson",2014,Fr,BYU,-0.090
"Larsen, Bronson",2015,So,BYU,-0.090
"Lartigue, Henri",2014,Fr,Ole Miss,0.034
"Lartigue, Henri",2015,So,Ole Miss,0.034
"Lasure, Andrew",2013,Fr,East Tenn. St.,0.004
"Lasure, Andrew",2014,So,East Tenn. St.,0.004
"Lasure, Andrew",2015,Jr,East Tenn. St.,0.004
"Lau, Brian",2014,Fr,Saint Joseph's,0.019
"Lau, Brian",2015,So,Saint Joseph's,0.019
"Lawrence, Tyler",2014,Fr,Murray St.,-0.004
"Lawrence, Tyler",2015,So,Murray St.,-0.004
"Lazor, Tim",2012,Fr,Lafayette,0.069
"Lazor, Tim",2013,So,Lafayette,0.069
"Lazor, Tim",2014,Jr,Lafayette,0.069
"Lazor, Tim",2015,Sr,Lafayette,0.069
"Leach, Michael",2012,So,North Dakota St.,0.023
"Leach, Michael",2013,Jr,North Dakota St.,0.023
"Leach, Michael",2014,Sr,North Dakota St.,0.023
"LeBron, Gabriel",2012,Sr,Alcorn,-0.044
"Lee, Brandon",2012,Sr,Cornell,0.033
"Leeney, Austin",2015,Jr,Elon,-0.094
"Leeper, Hunter",2015,Jr,Southeast Mo. St.,0.014
"Lees, Brian",2014,Fr,Akron,-0.020
"Lees, Brian",2015,So,Akron,-0.020
"Leif, Collin",2013,Fr,Omaha,0.020
"Leif, Collin",2014,So,Omaha,0.020
"Leif, Collin",2015,Jr,Omaha,0.020
"Lenig, Joshua",2014,Fr,Mt. St. Mary's,-0.061
"Lenig, Joshua",2015,So,Mt. St. Mary's,-0.061
"Leonardo, Jake",2012,Sr,George Mason,-0.008
"Leonard, Steven",2014,So,Campbell,0.036
"Leonard, Steven",2015,Jr,Campbell,0.036
"Lepre, Craig",2012,Fr,Albany (NY),-0.054
"Lepre, Craig",2013,So,Albany (NY),-0.054
"Lepre, Craig",2014,Jr,Albany (NY),-0.054
"Lepre, Craig",2015,Sr,Albany (NY),-0.054
"LeRouge, Shayne",2013,So,New Orleans,-0.004
"LeRouge, Shayne",2014,Jr,New Orleans,-0.004
"Leroux, Jon",2012,Jr,Northeastern,-0.007
"Lesinski, Jake",2014,Fr,Cal Poly,-0.053
"Lesinski, Jake",2015,So,Cal Poly,-0.053
"Levanti, Gabe",2014,Fr,Northeastern,0.078
"Levanti, Gabe",2015,So,Northeastern,0.078
"Levy, Stuart",2012,Fr,Arkansas St.,-0.061
"Levy, Stuart",2013,So,Arkansas St.,-0.061
"Levy, Stuart",2014,Jr,Arkansas St.,-0.061
"Levy, Stuart",2015,Sr,Arkansas St.,-0.061
"Libman, Cody",2012,Fr,Northwestern,-0.008
"Libman, Cody",2013,So,Northwestern,-0.008
"Libman, Cody",2014,Jr,Northwestern,-0.008
"Libman, Cody",2015,Sr,Northwestern,-0.008
"Lidge, Ryan",2014,Fr,Notre Dame,-0.055
"Lidge, Ryan",2015,So,Notre Dame,-0.055
"Lincoln, Alex",2012,So,Illinois,-0.056
"Lincoln, Alex",2013,Jr,Illinois,-0.056
"Lindmark, Chris",2014,Sr,Grand Canyon,-0.003
"Lindsey, Taylor",2012,Fr,Alabama A&M,-0.084
"Link, DJ",2013,Fr,Harvard,0.025
"Link, DJ",2014,So,Harvard,0.025
"Link, DJ",2015,Jr,Harvard,0.025
"Linton, Rick",2012,Fr,Murray St.,-0.007
"Linton, Rick",2013,So,Murray St.,-0.007
"Linton, Rick",2014,Jr,Murray St.,-0.007
"Linton, Rick",2015,Sr,Murray St.,-0.007
"Lipari, Billy",2015,So,Evansville,0.019
"Lipari, Billy",2013,Fr,Pittsburgh,0.009
"Lipinski, Lee",2013,Fr,Rider,-0.037
"Lipinski, Lee",2014,So,Rider,-0.037
"Lipinski, Lee",2015,So,Rider,-0.037
"Little, Zach",2013,Fr,SIUE,0.069
"Little, Zach",2014,So,SIUE,0.069
"Little, Zach",2015,Jr,SIUE,0.069
"Livers, Chris",2013,Fr,Old Dominion,0.056
"Livers, Chris",2014,So,Old Dominion,0.056
"Livers, Chris",2015,Jr,Old Dominion,0.056
"Livingston, Chase",2013,Fr,Rhode Island,0.021
"Livingston, Chase",2014,So,Rhode Island,0.021
"Livingston, Chase",2015,Jr,Rhode Island,0.021
"Lizardi, Ernesto",2014,Fr,N.C. A&T,-0.028
"Lockwood, Hunter",2012,Fr,Oklahoma,-0.034
"Loftus, Jack",2012,Fr,Fairleigh Dickinson,-0.014
"Loftus, Jack",2013,So,Fairleigh Dickinson,-0.014
"Loftus, Jack",2014,Jr,Fairleigh Dickinson,-0.014
"Loftus, Jack",2015,Sr,Fairleigh Dickinson,-0.014
"Logan, Billy",2012,Jr,James Madison,-0.126
"Logan, Billy",2013,Sr,James Madison,-0.126
"Logan, Blake",2014,Fr,Auburn,0.040
"Logan, Blake",2015,So,Auburn,0.040
"Logan, Garrett",2013,Jr,Northwestern St.,0.044
"Logan, Garrett",2014,Jr,Northwestern St.,0.044
"Logan, Garrett",2015,Sr,Northwestern St.,0.044
"Lohrer, Nick",2012,Jr,St. Bonaventure,-0.043
"Lohrer, Nick",2013,Sr,St. Bonaventure,-0.043
"Long, Dale",2012,Fr,Quinnipiac,0.056
"Long, Dale",2013,So,Quinnipiac,0.056
"Long, Dale",2014,Jr,Quinnipiac,0.056
"Long, Dale",2015,Sr,Quinnipiac,0.056
"Long, Derek",2013,Fr,Presbyterian,0.037
"Long, Derek",2014,So,Presbyterian,0.037
"Longley, Andrew",2012,Sr,South Fla.,0.000
"Longoria, Jose",2012,Jr,Grambling,-0.067
"Longoria, Jose",2013,Sr,Grambling,-0.067
"Looney, Zach",2012,So,Santa Clara,-0.018
"Looney, Zach",2013,Jr,Santa Clara,-0.018
"Looney, Zach",2014,Sr,Santa Clara,-0.018
"Losby, T.J.",2012,So,Bowling Green,-0.030
"Losby, T.J.",2013,Jr,Bowling Green,-0.030
"Losby, T.J.",2014,Sr,Bowling Green,-0.030
"Loupe, Stephen",2012,Jr,Alcorn,-0.037
"Love, Connor",2012,So,Army,0.000
"Love, Connor",2013,Jr,Army,0.000
"Love, Connor",2014,Sr,Army,0.000
"Lovelady, Josh",2015,Jr,Mississippi St.,0.062
"Lovell, Daltan",2015,Fr,Arkansas St.,-0.001
"Lowden, Steve",2013,Jr,IPFW,-0.039
"Lowden, Steve",2014,Sr,IPFW,-0.039
"Lowers, A.J.",2012,Sr,Central Conn. St.,0.002
"Lowery, Luke",2013,Fr,East Carolina,-0.020
"Lowery, Luke",2014,So,East Carolina,-0.020
"Lowery, Luke",2015,Jr,East Carolina,-0.020
"Lubach, Tanner",2013,So,Nebraska,0.034
"Lubach, Tanner",2014,Jr,Nebraska,0.034
"Lubach, Tanner",2015,Sr,Nebraska,0.034
"Lucas, Jeremy",2012,Jr,Indiana St.,0.063
"Luderer, Ben",2012,Jr,Marist,-0.007
"Ludy, Josh",2012,Sr,Baylor,0.045
"Luevanos, Zach",2012,Jr,Lamar,-0.003
"Luevanos, Zach",2013,Sr,Lamar,-0.003
"Luff, Connor",2013,Fr,Rider,-0.049
"Luff, Connor",2014,So,Rider,-0.049
"Lugbauer, Drew",2015,Fr,Michigan,0.054
"Lunceford, Taggart",2012,So,Southern Utah,-0.105
"Lund, Dane",2013,Jr,San Jose St.,0.018
"Luther, Drew",2013,Jr,Jacksonville,-0.100
"Luther, Drew",2014,Sr,Jacksonville,-0.100
"Luther, Drew",2015,Sr,Jacksonville,-0.027
"Lutz, Konner",2013,Fr,Stetson,-0.021
"Lynch, Connor",2012,Fr,Georgia Tech,-0.013
"Lynch, Connor",2013,So,Georgia Tech,-0.013
"Lynch, Danny",2013,Fr,Elon,-0.040
"Lynch, Danny",2014,So,Elon,-0.040
"Lynch, Danny",2015,Jr,Elon,-0.040
"Lynn, John",2013,Fr,Wagner,-0.012
"Lynn, John",2014,So,Wagner,-0.012
"Lynn, John",2015,Jr,Wagner,-0.012
"Lyon, David",2012,Sr,Kent St.,-0.046
"MacDowell, Matt",2012,Fr,Dartmouth,0.032
"MacDowell, Matt",2013,So,Dartmouth,0.032
"MacDowell, Matt",2014,Jr,Dartmouth,0.032
"MacDowell, Matt",2015,Sr,Dartmouth,0.032
"MacLatchie, Andrew",2013,Fr,Furman,-0.002
"MacLatchie, Andrew",2014,So,Furman,-0.002
"MacLatchie, Andrew",2015,Jr,Furman,-0.002
"Madden, Charlie",2014,Fr,Mercer,0.082
"Madden, Charlie",2015,So,Mercer,0.082
"Maddox, Peyton",2015,Fr,VMI,-0.027
"Maggi, Beau",2012,So,Arizona St.,0.061
"Mahon, Jake",2012,So,Evansville,0.023
"Mahon, Jake",2013,Jr,Evansville,0.023
"Mahon, Jake",2014,Sr,Evansville,0.023
"Maile, Luke",2012,Jr,Kentucky,0.078
"Malinsky, Alex",2014,So,Penn St.,-0.078
"Malinsky, Alex",2015,Jr,Penn St.,-0.078
"Mancuso, Joe",2012,Fr,Omaha,-0.054
"Mancuso, Joey",2013,So,Creighton,-0.002
"Mancuso, Joey",2014,So,Creighton,-0.002
"Mancuso, Joey",2015,Jr,Creighton,-0.002
"Mangum, John",2013,Fr,North Carolina St.,-0.019
"Mangum, John",2014,So,North Carolina St.,-0.019
"Manis, Jason",2012,Fr,Tennessee,-0.035
"Manis, Jason",2013,So,Tennessee,-0.035
"Mann, Adam",2012,Jr,Stephen F. Austin,-0.108
"Manuel, Craig",2012,Sr,Rice,-0.086
"Marberry, Zach",2013,Jr,Stephen F. Austin,0.032
"Marberry, Zach",2014,Sr,Stephen F. Austin,0.032
"Marietta, Michael",2012,Jr,Central Ark.,-0.005
"Marietta, Michael",2013,Sr,Central Ark.,-0.005
"Marik, Tyler",2015,Fr,Austin Peay,-0.104
"Marras, Chris",2013,Fr,Butler,0.023
"Marras, Chris",2014,So,Butler,0.023
"Marras, Chris",2015,Jr,Butler,0.023
"Marshall, Brett",2012,Sr,Missouri St.,-0.023
"Marshall, Nick",2015,Jr,Texas Tech,-0.025
"Martin, Adam",2012,So,Western Caro.,0.036
"Martin, Adam",2013,Jr,Western Caro.,0.036
"Martin, Adam",2014,Sr,Western Caro.,0.036
"Martin, Cole",2012,So,Michigan,-0.009
"Martin, Cole",2013,Jr,Michigan,-0.009
"Martin, Cole",2014,Sr,Michigan,-0.009
"Martinez, Frank",2012,Jr,Bakersfield,0.053
"Martinez, Frank",2013,Sr,Bakersfield,0.053
"Martinez, Jeremy",2014,Fr,Southern California,-0.020
"Martinez, Jeremy",2015,So,Southern California,-0.020
"Martinez, John",2012,Jr,Michigan St.,0.060
"Martinez, John",2013,Sr,Michigan St.,0.060
"Martinez, Jose",2015,Jr,Saint Peter's,-0.072
"Martinez, Lenny",2012,Fr,Bethune-Cookman,-0.035
"Martinez, Lenny",2013,So,Bethune-Cookman,-0.035
"Martinez, Lenny",2014,Jr,Bethune-Cookman,-0.035
"Martinez, Lucas",2014,Fr,New Mexico St.,-0.018
"Martinez, Lucas",2015,So,New Mexico St.,-0.018
"Martinez, Renae",2013,Fr,UC Irvine,0.020
"Martinez, Renae",2014,Fr,UC Irvine,0.020
"Martin, Jared",2015,Jr,South Carolina,-0.028
"Martin, Josh",2013,Fr,St. Bonaventure,-0.002
"Martin, Taylor",2015,Jr,Southern Ill.,-0.083
"Martin, TJ",2015,Fr,Kansas,-0.011
"Martir, Kevin",2013,Fr,Maryland,-0.013
"Martir, Kevin",2014,So,Maryland,-0.013
"Martir, Kevin",2015,Jr,Maryland,-0.013
"Martorelli, Vincent",2012,Jr,Albany (NY),0.001
"Marvos, Jake",2014,Fr,Utah Valley,-0.007
"Marvos, Jake",2015,Fr,Utah Valley,-0.007
"Massa, Jack",2015,Fr,Canisius,-0.034
"Matranga, Ryan",2013,Fr,San Francisco,0.064
"Matranga, Ryan",2014,So,San Francisco,0.064
"Matranga, Ryan",2015,Jr,San Francisco,0.064
"Mattson, Braden",2014,Jr,Florida,-0.017
"Mayer, Brian",2013,Fr,Delaware,0.063
"Mayer, Brian",2014,Fr,Delaware,0.063
"Mayer, Brian",2015,So,Delaware,0.063
"Mayer, Jon",2013,Fr,Bucknell,0.127
"Mayer, Jon",2014,So,Bucknell,0.127
"Mayer, Jon",2015,Jr,Bucknell,0.127
"Mayers, Eric",2012,So,VMI,0.021
"Mayers, Eric",2013,Jr,VMI,0.021
"Mayers, Eric",2014,Sr,VMI,0.021
"May, Sam",2014,Jr,Southern U.,-0.094
"Mazeika, Patrick",2013,Fr,Stetson,0.108
"Mazeika, Patrick",2014,So,Stetson,0.108
"Mazeika, Patrick",2015,Jr,Stetson,0.108
"McAlpine, Duncan",2012,Jr,Dallas Baptist,-0.035
"McAlpine, Duncan",2013,Sr,Dallas Baptist,-0.035
"McCabe, Rob",2012,So,UMBC,-0.027
"McCabe, Rob",2013,Jr,UMBC,-0.027
"McCabe, Rob",2014,Sr,UMBC,-0.027
"McCafferty, Mac",2014,Fr,Longwood,-0.034
"McCafferty, Mac",2015,So,Longwood,-0.034
"McCall, Greg",2012,So,Texas-Arlington,-0.055
"McCall, Greg",2013,Jr,Texas-Arlington,-0.055
"McCall, Greg",2014,Sr,Texas-Arlington,-0.055
"McCann, Michael",2014,Fr,Seattle,-0.007
"McCann, Michael",2015,So,Seattle,-0.007
"McCarthy, Buck",2014,So,Bryant,-0.069
"McCarthy, Buck",2015,Jr,Bryant,-0.069
"McCarthy, Buck",2013,Fr,Stetson,0.023
"McCarthy, Mike",2012,Sr,Tex.-Pan American,-0.036
"McCarville, Kevin",2012,Sr,Lafayette,0.010
"McClanahan, Jerry",2012,Fr,UC Irvine,0.060
"McClanahan, Jerry",2013,So,UC Irvine,0.060
"McClanahan, Jerry",2014,Jr,UC Irvine,0.060
"McClanahan, Jerry",2015,Sr,UC Irvine,0.060
"McClure, Pat",2012,Fr,Fairleigh Dickinson,0.016
"McClure, Pat",2013,So,Fairleigh Dickinson,0.016
"McClure, Pat",2014,So,Fairleigh Dickinson,0.016
"McClure, Pat",2015,Jr,Fairleigh Dickinson,0.016
"McCord, Colby",2012,Sr,Omaha,-0.058
"McCranie, Ryan",2014,So,Savannah St.,0.035
"McCranie, Ryan",2015,Jr,Savannah St.,0.035
"McCullough, Justin",2014,Jr,San Francisco,0.027
"McCullough, Justin",2015,Sr,San Francisco,0.027
"McDowell, Max",2013,Fr,UConn,-0.034
"McDowell, Max",2014,So,UConn,-0.034
"McDowell, Max",2015,Jr,UConn,-0.034
"McFarland, Doug",2015,N/A,East Tenn. St.,-0.053
"McGee, Collin",2013,Fr,Cornell,0.023
"McGee, Collin",2014,So,Cornell,0.023
"McGee, Collin",2015,Jr,Cornell,0.023
"McGee, Stephen",2012,Jr,Florida St.,0.031
"McGee, Stephen",2013,Jr,Florida St.,0.031
"McGill, Quinn",2014,Fr,Nebraska,-0.030
"McGinnis, Adam",2014,Fr,Western Ill.,-0.027
"McGinnis, Adam",2015,So,Western Ill.,-0.027
"McHugh, Michael",2012,Fr,Savannah St.,-0.045
"McHugh, Michael",2013,So,Savannah St.,-0.045
"McHugh, Michael",2014,Jr,Savannah St.,-0.045
"McHugh, Michael",2015,Sr,Savannah St.,-0.045
"McHugh, Sean",2012,So,Purdue,0.001
"McHugh, Sean",2013,Jr,Purdue,0.001
"McHugh, Sean",2014,Sr,Purdue,0.001
"McIntyre, Pd",2012,Sr,UTSA,0.037
"McKay, Tim",2012,Fr,Lehigh,-0.038
"McKay, Tim",2013,So,Lehigh,-0.038
"McKay, Tim",2014,Jr,Lehigh,-0.038
"McKay, Tim",2015,Sr,Lehigh,-0.038
"McLoughlin, Ian",2013,Fr,St. Mary's (CA),-0.023
"McLoughlin, Ian",2014,So,St. Mary's (CA),-0.023
"McLoughlin, Ian",2015,Jr,St. Mary's (CA),-0.023
"McMeel, Patrick",2012,Jr,New Mexico St.,0.002
"McNabb, Dain",2012,Jr,Middle Tenn.,-0.141
"McNabb, Dain",2013,Sr,Middle Tenn.,-0.141
"McNair, Jordan",2012,So,Coppin St.,-0.019
"McNair, Jordan",2013,Jr,Coppin St.,-0.019
"McNamara, Jacob",2012,So,Ill.-Chicago,-0.034
"McNamara, Jacob",2013,Jr,Ill.-Chicago,-0.034
"McNamara, Jacob",2014,Sr,Ill.-Chicago,-0.034
"McNulty, John",2014,Fr,Coastal Caro.,-0.006
"McRae, Cam",2012,Fr,Presbyterian,-0.089
"McRae, Cam",2013,So,Presbyterian,-0.089
"McRae, Cam",2014,Jr,Presbyterian,-0.089
"McRae, Cam",2015,Sr,Presbyterian,-0.051
"McWhorter, Drew",2012,Jr,Samford,-0.093
"McWhorter, Drew",2013,Jr,Samford,-0.093
"McWhorter, Drew",2014,Sr,Samford,-0.093
"Meaders, Darrin",2012,Jr,N.C. A&T,0.010
"Meaders, Darrin",2013,Sr,N.C. A&T,0.010
"Meeks, Thor",2012,Sr,Marshall,-0.051
"Meier, Justin",2012,So,Bucknell,-0.090
"Meier, Justin",2013,Jr,Bucknell,-0.090
"Meier, Justin",2014,Sr,Bucknell,-0.090
"Melillo, Jeff",2013,Sr,Rutgers,0.039
"Menard, Matt",2013,Fr,Baylor,-0.030
"Menard, Matt",2014,Fr,Baylor,-0.030
"Menard, Matt",2015,So,Baylor,-0.030
"Menickella, Sean",2012,Jr,Iona,-0.058
"Menickella, Sean",2013,Sr,Iona,-0.058
"Mercado, Alexis",2012,Fr,CSUN,0.009
"Mercado, Alexis",2013,So,CSUN,0.009
"Mercado, Alexis",2014,Jr,CSUN,0.009
"Merten, Drew",2014,Jr,UALR,-0.052
"Merten, Drew",2015,Sr,UALR,-0.052
"Merullo, Nick",2012,So,James Madison,-0.011
"Merullo, Nick",2013,Jr,James Madison,-0.011
"Merullo, Nick",2014,Sr,James Madison,-0.011
"Messex, Ryan",2012,Fr,Western Ky.,-0.096
"Messex, Ryan",2013,So,Western Ky.,-0.096
"Messex, Ryan",2014,Jr,Western Ky.,-0.096
"Messex, Ryan",2015,Sr,Western Ky.,-0.096
"Messman, Connor",2014,Fr,Abilene Christian,0.060
"Metzger, Zach",2015,Jr,A&M-Corpus Chris,0.001
"Meyer, Josh",2014,Fr,Grand Canyon,0.029
"Meyer, Josh",2015,So,Grand Canyon,0.029
"Meyer, Levi",2013,Jr,Fla. Atlantic,0.006
"Meyer, Levi",2014,Sr,Fla. Atlantic,0.006
"Middleton, Clay",2013,Fr,Bethune-Cookman,0.052
"Middleton, Clay",2014,So,Bethune-Cookman,0.052
"Middleton, Clay",2015,So,Bethune-Cookman,0.052
"Miglin, James",2012,So,Toledo,0.025
"Miglin, James",2013,Jr,Toledo,0.025
"Miglin, James",2014,Sr,Toledo,0.025
"Miller, Cameron",2014,Fr,Baylor,-0.008
"Miller, Cameron",2015,Fr,Baylor,-0.008
"Miller, Cody",2015,Fr,Wofford,0.031
"Miller, Jonny",2015,Jr,Youngstown St.,-0.058
"Miller, Jordan",2014,Fr,USC Upstate,-0.052
"Miller, Jordan",2015,So,USC Upstate,-0.052
"Miller Jr., Darrell",2013,Fr,UCLA,0.007
"Miller Jr., Darrell",2014,So,UCLA,0.007
"Miller Jr., Darrell",2015,Jr,UCLA,0.007
"Miller, Michael",2012,So,Dallas Baptist,0.064
"Miller, Michael",2013,Jr,Dallas Baptist,0.064
"Miller, Ryan",2015,Fr,Fla. Atlantic,0.108
"Miller, Zach",2012,Jr,Long Beach St.,0.014
"Miller, Zach",2013,Sr,Long Beach St.,0.014
"Milligan, Lane",2014,Fr,New Mexico,-0.006
"Milligan, Lane",2015,So,New Mexico,-0.006
"Millsap, Nathan",2015,Jr,East Tenn. St.,-0.034
"Mims, Tyler",2012,Fr,UAB,-0.003
"Mims, Tyler",2013,So,UAB,-0.003
"Mims, Tyler",2014,Jr,UAB,-0.003
"Mims, Tyler",2015,Sr,UAB,-0.003
"Mirabal, Matt",2012,Sr,Illinois St.,-0.041
"Miranda, Mikey",2012,So,Manhattan,-0.067
"Miranda, Mikey",2013,So,Manhattan,-0.067
"Miranda, Mikey",2014,Jr,Manhattan,-0.067
"Miranda, Mikey",2015,Sr,Manhattan,-0.067
"Miroglio, Dominic",2015,So,San Francisco,0.071
"Mitchell, Brent",2012,Jr,South Ala.,-0.035
"Mitchell, Brent",2013,Sr,South Ala.,-0.035
"Mitchell, Caleb",2015,Jr,Austin Peay,0.064
"Mitchell, Jerry",2012,So,Creighton,0.025
"Mitchell, Jerry",2013,Jr,Creighton,0.025
"Mitchell, Jerry",2014,Sr,Creighton,0.025
"Mitchell, Scott",2014,So,Southeast Mo. St.,-0.123
"Mitchell, Scott",2015,Jr,Southeast Mo. St.,-0.123
"Mogg, Andrew",2013,Fr,Virginia Tech,-0.011
"Mogg, Andrew",2014,So,Virginia Tech,-0.011
"Mogg, Andrew",2015,Jr,Virginia Tech,-0.011
"Moheit, Cory",2012,So,Richmond,0.003
"Moheit, Cory",2013,Jr,Richmond,0.003
"Moheit, Cory",2014,Sr,Richmond,0.003
"Molitor, Blake",2015,Jr,Illinois St.,0.061
"Monica, Handsome",2015,Fr,Arizona,0.030
"Monnot, Tommy",2012,Fr,Kent St.,0.045
"Monnot, Tommy",2013,So,Kent St.,0.045
"Monnot, Tommy",2014,Jr,Kent St.,0.045
"Monnot, Tommy",2015,Sr,Kent St.,0.045
"Montague, Andrew",2012,Jr,VMI,-0.017
"Montague, Andrew",2013,Sr,VMI,-0.017
"Montalbano, Jeremy",2013,Fr,Texas,0.079
"Montalbano, Jeremy",2014,So,Texas,0.079
"Montalvo, Brandon",2014,So,Central Ark.,-0.059
"Montalvo, Brandon",2015,Jr,Central Ark.,-0.059
"Montgomery, Ryan",2012,Jr,Norfolk St.,0.111
"Montgomery, Ryan",2013,Sr,Norfolk St.,0.111
"Montoya, A.J.",2015,Fr,Toledo,0.005
"Mooney, Austin",2013,Fr,Akron,-0.023
"Moon, Zach",2014,Fr,Georgia St.,-0.012
