pitcher_id,catcher_id,count,balls,called_strikes
1657870,1660967,3-2,10,2
1085524,1197400,3-0,16,0
1313888,1659081,1-1,11,9
1221784,1421928,1-1,4,2
1095107,1322457,1-2,19,26
1422534,1104015,3-0,7,0
1423289,1101218,2-1,10,4
1419646,1419644,1-1,11,5
1659931,1315019,0-1,0,6
1310225,1534188,3-0,8,0
1637203,1429797,3-1,31,5
1433313,1311493,3-2,45,22
1310203,1210507,2-0,2,0
1206222,1206227,2-2,41,20
1557798,1213704,3-0,4,0
1421143,1304077,1-2,21,23
1111127,1113383,0-1,0,5
1545808,1650206,3-2,18,5
1530595,1438985,1-2,6,9
1302978,1198667,2-0,4,0
1536335,1530426,2-1,8,2
1536856,1527204,3-0,4,0
1316632,1316629,2-2,20,10
1557472,1556803,1-1,6,5
1313435,1313447,3-2,14,6
1541714,1209875,1-2,9,9
1539347,1539340,1-2,4,3
1309036,1309032,0-2,0,3
1661031,1434400,2-0,4,0
1331116,1548460,3-2,12,3
1438093,1438088,0-1,0,1
1311534,1427049,3-2,64,27
1423560,1423573,1-0,1,0
1542005,1541989,2-1,18,5
1106900,1440361,3-2,41,9
1305220,1217783,3-2,13,6
1197776,1425837,2-2,2,2
1426795,1426786,1-0,2,0
1424027,1192465,1-0,4,0
1312226,1423084,2-1,54,14
1535709,1535707,2-1,2,1
1220661,1218721,0-2,0,9
1096356,1320805,1-1,2,1
994034,1108529,2-0,6,0
996934,1314784,2-0,6,0
1420221,1209844,0-2,0,4
1323183,1214083,1-1,4,2
1537960,1422650,1-0,9,0
1317518,1432062,1-1,3,3
1425880,1425872,2-2,10,7
1425598,1425565,2-2,8,6
1529124,1423093,1-0,2,0
1322405,1322396,1-1,18,12
1320518,1541540,1-1,15,10
1422895,1422909,2-0,6,0
1541917,1541919,2-0,2,0
1653901,1654252,1-1,8,1
1300650,1530914,1-0,2,0
1553512,1305669,3-1,8,2
1647422,1546418,1-1,6,4
1547834,1641159,3-0,8,0
1442494,1526302,1-1,6,2
1094378,1094376,1-0,4,0
1209573,1322623,0-1,0,12
1195450,1195445,3-0,8,0
1314845,1314820,3-0,31,0
1098669,1098662,2-2,28,16
1099101,1099099,0-1,0,3
1303114,1423672,1-2,2,2
1303752,1303753,1-0,1,0
1425747,1539903,3-0,11,0
1214603,990788,2-1,7,4
1531404,1433449,2-0,4,0
1438910,1642234,2-0,6,0
1552098,1552122,3-0,4,0
1535871,1535874,1-0,2,0
1213263,1321740,2-1,38,10
1106043,1211086,2-0,2,0
1440184,1323402,2-1,6,3
1212654,1212653,2-0,6,0
1215104,1107219,3-0,8,0
1546799,1546795,2-1,28,13
1529175,1651658,2-1,8,3
1309036,1309032,3-2,18,9
1093957,1093939,1-1,5,1
1311534,1427049,0-2,0,11
1428758,1428760,2-1,70,20
1331116,1548460,0-2,0,4
1530861,1643814,3-0,4,0
1443826,1326240,2-2,14,9
1106091,1106081,1-2,2,1
1424615,1099532,2-0,16,0
1220142,1315784,2-2,34,20
1313435,1313447,0-2,0,3
1426805,1537400,1-0,7,0
1439064,1439057,1-0,4,0
1220661,1218721,3-2,41,16
1417520,1525405,2-1,18,5
1418762,1418761,2-0,11,0
1420221,1209844,3-2,19,9
1637280,1310473,2-0,11,0
1312121,1442502,1-1,3,3
1212933,1309074,2-2,8,4
1310676,1310671,2-0,6,0
1106900,1440361,0-2,0,2
1305220,1217783,0-2,0,1
1328180,1418039,1-0,17,0
1200891,1200892,0-2,0,10
1556666,1321180,1-2,2,1
1300646,1300645,3-2,61,17
1543907,1300983,0-1,0,1
1544223,1422113,3-2,20,7
1219908,1105706,3-1,26,7
1322638,1218333,2-0,31,0
1430920,1430921,2-2,8,7
1436468,1304193,1-2,5,4
1323177,1323171,1-2,2,2
1312462,1312433,1-2,7,10
1442292,1212997,0-1,0,7
1640452,1526855,2-1,2,1
1192461,1430632,3-2,22,6
1312300,1528333,0-1,0,9
1100643,1419952,2-0,2,0
1419707,1310199,1-1,6,4
1109055,1219237,0-1,0,9
1213081,1417798,3-1,18,5
1203479,1203495,1-2,11,13
1089807,1307340,2-0,8,0
1322602,1440365,0-1,0,2
1213159,1429803,3-2,4,2
1447248,1194000,1-1,2,2
1421746,1421744,0-2,0,7
1093957,1202278,0-1,0,4
1530423,1315625,0-2,0,16
1439298,1108834,0-2,0,7
1106642,1301714,2-0,2,0
1319399,1526098,3-1,44,9
1445393,1445394,0-2,0,6
997725,997721,0-2,0,6
1544878,1649652,0-2,0,8
1428759,1216439,2-1,8,2
1654300,1417930,2-1,14,3
1424284,1313652,2-0,8,0
1421746,1421744,3-2,28,9
1531455,1531452,0-1,0,2
1423102,1637517,3-0,4,0
1302815,1220697,0-1,0,2
1670406,1447303,2-1,2,0
1329564,1329555,1-1,8,3
1435220,1531649,3-1,20,5
1430715,1542628,1-1,3,2
1213159,1429803,0-2,0,4
1315115,1315119,2-0,1,0
1445393,1445394,3-2,41,11
1442151,1072477,2-1,18,6
1328609,1421258,1-0,2,0
997725,997721,3-2,7,2
1544878,1649652,3-2,22,8
1438736,1438727,1-1,3,1
1530423,1315625,3-2,44,15
1439298,1108834,3-2,69,18
1322400,1322397,1-2,27,30
1421062,1421061,2-0,6,0
1311411,1195689,2-1,6,3
1312864,1438217,1-2,13,14
1198735,1419325,2-2,10,4
1301665,1301664,1-0,7,0
1300646,1300645,0-2,0,6
1216023,1417622,2-2,48,32
1200891,1200892,3-2,37,10
1544223,1422113,0-2,0,6
1643601,1423602,1-2,2,1
1558693,1214085,1-0,4,0
1212218,1104300,1-1,7,6
1197102,1197078,1-1,5,4
1197170,1311118,3-0,8,0
1439482,1439479,3-1,14,1
1440383,1202189,1-2,4,3
1536097,1536101,1-0,4,0
1192461,1430632,0-2,0,14
1432295,1084899,3-0,12,0
1306446,1101464,1-2,31,31
1105034,1215630,3-0,24,0
1300605,1525748,3-2,22,5
1529054,1529057,1-2,4,1
1662716,1533263,0-2,0,2
1547173,1547165,2-0,4,0
1537958,1537956,3-1,24,6
1434075,1434070,3-0,8,0
1533252,1533248,1-0,2,0
1653998,1427082,3-0,4,0
1310691,1216439,1-2,55,57
1645765,1645763,3-0,12,0
1220428,1436383,3-1,13,2
1083899,1421118,0-1,0,4
1665728,1325803,2-1,10,2
1428127,1322547,2-2,14,6
1318319,1553477,3-2,78,29
1657618,1653974,3-0,8,0
1553014,1552994,3-0,12,0
1639590,1639592,1-0,5,0
1322613,1420882,2-1,6,0
1417796,1417798,3-0,8,0
1105037,1321903,0-2,0,9
1417349,1417347,1-0,6,0
1424957,1424934,1-2,3,2
1321232,1092214,1-2,4,4
1531367,1314621,1-0,19,0
1217593,1547328,2-1,8,2
1310622,1194462,0-2,0,1
1201452,989400,2-2,4,2
999964,1076655,3-2,19,6
1657000,1541919,1-2,6,9
1328341,1435955,0-1,0,2
1312846,1312852,3-0,4,0
1531314,1425846,1-0,7,0
1417088,1076472,3-1,14,1
1436980,1321348,3-2,11,4
1432159,1212770,1-2,18,18
1194437,1194430,0-1,0,12
1314579,1102764,0-1,0,8
1644149,1644157,0-1,0,5
1551389,1446259,3-2,11,5
1316194,1446667,0-1,0,13
1417090,1076472,3-2,15,7
1315925,1428560,0-2,0,17
1305827,1107132,2-2,8,5
1535179,1648308,2-2,8,3
1322534,1322538,1-0,4,0
1310622,1194462,3-2,11,4
1092430,1314997,2-2,8,4
1105037,1321903,3-2,53,26
1315301,1429113,2-2,12,11
1209874,1541711,2-2,20,9
1320405,1192624,1-1,3,1
1550376,1550372,2-1,4,0
1333381,1544554,2-2,6,2
1427697,1427696,1-1,36,20
1441138,1553469,2-0,2,0
1200712,1320105,3-1,3,1
1315925,1428560,3-2,45,19
1106093,1106101,2-2,34,21
1551389,1446259,0-2,0,3
1203362,1312962,1-1,7,6
999964,1076655,0-2,0,3
1533044,1533041,1-0,3,0
1653798,1653795,1-2,3,4
1528184,1316984,3-1,17,3
1306711,1418643,1-0,8,0
1436980,1321348,0-2,0,3
1417090,1303445,2-2,14,7
1316494,1531042,2-0,10,0
1666856,1329762,2-1,8,4
1530953,1310768,1-0,8,0
1300605,1525748,0-2,0,4
1428415,1533378,3-1,33,7
1662716,1533263,3-2,11,5
1318319,1553477,0-2,0,20
1214432,994147,1-2,11,16
1314976,1545341,3-0,12,0
1661688,1661682,1-1,6,2
1525919,1434639,3-2,31,8
1654474,1654470,1-2,7,10
1537455,1537440,1-1,10,6
1536717,1536716,0-2,0,9
1416502,1211517,1-2,4,4
1428176,1313041,0-1,0,12
1217508,1425487,0-2,0,2
1428557,1315784,2-1,10,1
1644681,1543784,1-2,23,30
1422609,1422602,0-1,0,2
1315200,1315190,1-0,4,0
1213276,1099578,3-2,29,11
1435631,1435625,2-1,17,4
1428183,1313041,2-0,18,0
1209205,1320434,1-0,4,0
1422738,1422767,0-1,0,1
1418639,1418643,2-2,8,4
1320122,1542945,1-1,6,4
1326268,1219962,3-2,14,5
1433567,1302533,3-2,192,54
1313886,1313841,0-1,0,2
1308960,1434151,1-2,8,9
993821,1321095,1-2,2,2
1318978,1439386,0-2,0,4
1650149,1422192,2-2,26,11
1545361,1437255,2-0,4,0
1316494,1639285,2-1,25,6
1316140,993361,3-1,6,1
1442589,1551621,0-2,0,6
1322647,1315279,2-1,4,1
1668330,1302416,0-1,0,2
1316636,1544735,0-2,0,27
1197768,1315190,1-1,15,9
1422964,1315019,3-1,17,5
1310722,1643416,2-2,60,37
1417283,1526604,1-1,10,5
1424867,1424934,1-0,4,0
1537828,1537833,3-2,204,73
1304791,1192467,3-1,51,9
1544880,1649663,0-1,0,9
1425597,1651295,3-1,10,3
1418433,1540408,2-1,32,6
1668865,1669298,2-2,2,0
1214166,1317162,2-2,4,0
1094134,1316495,1-1,6,4
1438190,1199786,1-2,24,31
1541078,1540910,2-2,8,4
1650291,1650290,2-0,6,0
1448771,1447303,2-1,20,6
1425873,1425852,1-2,5,9
1108840,1108834,1-2,4,4
1310142,980461,0-2,0,20
1661447,1661471,2-1,6,2
1648259,1540118,2-1,6,3
1425001,1194708,3-1,4,1
1089851,1315830,1-1,5,5
1316636,1544735,3-2,83,36
1537828,1537833,0-2,0,59
996341,1313315,1-1,17,10
1309857,1429797,1-2,7,9
1318978,1439386,3-2,22,9
1320569,1544713,1-1,5,3
1442589,1551621,3-2,38,15
1310142,980461,3-2,100,43
883817,974719,0-1,0,5
1669676,1416028,2-2,4,2
1091022,1425714,0-1,0,4
1529799,1308008,2-2,8,6
1089483,1442895,3-1,9,2
1311361,1108084,1-0,4,0
1323504,1447303,3-0,11,0
1194327,1427855,0-1,0,37
1643219,1533383,1-2,6,8
1536717,1536716,3-2,13,3
1306472,1435596,1-2,5,5
1438723,1438717,1-2,9,14
1525919,1434639,0-2,0,19
1661699,1661705,2-1,14,6
1422758,1540961,1-1,19,16
1217508,1425487,3-2,12,5
1422505,1529763,0-1,0,7
1438218,1549516,2-0,2,0
1433567,1302533,0-2,0,42
1422930,1649429,1-2,7,10
1657621,1532409,3-1,13,3
1326268,1219962,0-2,0,6
1539846,1204127,2-0,2,0
1218783,1218781,0-1,0,1
1304209,1099099,1-2,12,15
1213276,1099578,0-2,0,8
1322884,1220232,3-0,4,0
1545604,1545607,2-2,12,8
1525916,1434639,3-0,4,0
1300407,1300406,3-0,20,0
1420619,1309090,2-0,4,0
993124,1309954,2-0,16,0
1660705,1419913,2-0,4,0
1525700,1429803,3-0,4,0
1421931,1421928,3-0,4,0
1656469,1540992,0-2,0,9
1423195,1541741,3-1,58,13
1427633,1312984,3-0,4,0
1541469,1541467,0-1,0,2
1095107,1322457,2-1,14,3
1420889,1420882,3-1,14,3
1649774,1430901,1-1,6,5
1211750,1108347,0-1,0,8
1447156,1557752,0-2,0,6
1304906,1304904,3-1,67,11
1220434,1323202,3-0,12,0
1423289,1101218,1-2,11,10
1437920,1542428,3-2,16,8
1438284,1547925,3-2,3,2
1081832,1316306,2-0,4,0
1424616,1544062,1-0,19,0
1323257,999096,1-1,3,0
1420151,1420149,3-1,8,2
1548638,1330482,3-0,12,0
1109046,1216432,3-1,15,3
1554149,1437582,0-1,0,5
1649146,1537956,3-1,8,1
1316773,995713,1-0,6,0
1533192,1312681,1-2,5,5
1421143,1304077,2-1,8,4
1526762,1526758,2-0,6,0
1530595,1438985,2-1,8,2
1313107,1539903,3-2,132,46
1544476,1545653,3-0,8,0
1214954,1102521,2-0,10,0
1314737,1213352,1-0,3,0
1547504,1102678,1-0,2,0
1554145,1668748,3-0,4,0
1437127,1663031,3-0,3,0
1218383,1530426,0-2,0,7
1546651,1642239,3-2,10,2
1108210,1427078,3-0,4,0
1313051,1313034,1-0,5,0
1422675,1540279,1-1,5,2
1421862,1547501,0-1,0,2
1313107,1539903,0-2,0,47
1422981,1108347,2-2,22,10
1430247,1200169,2-0,4,0
1437916,1437912,1-2,4,5
1306472,1095376,1-2,15,15
1307911,1417292,3-1,8,2
1539759,1539742,2-0,2,0
1324677,1107278,1-0,7,0
1218383,1530426,3-2,18,6
1546651,1642239,0-2,0,4
1429878,1653716,2-0,9,0
1424616,1654021,1-0,10,0
1434072,1654914,1-2,50,61
1324226,1324235,1-1,7,4
1441365,1194933,2-0,4,0
1315798,1315773,1-1,4,3
1651674,1651658,1-1,1,0
1447156,1557752,3-2,9,6
1322438,1551420,3-1,6,2
1658366,1657494,2-0,6,0
1438749,1545442,0-1,0,3
1319395,1417252,1-1,41,17
1656469,1540992,3-2,56,26
1192354,1192355,3-0,4,0
1328027,1102655,2-2,18,4
1642831,1418643,3-1,11,2
1539147,1651140,1-1,4,2
1310510,1310512,1-2,43,36
1087404,979409,3-1,6,2
1101588,1208697,1-1,4,2
1653046,1653049,2-1,2,1
1546993,1301153,0-1,0,5
1309315,1215404,1-2,11,11
1437920,1542428,0-2,0,8
1438284,1547925,0-2,0,3
1638928,1421347,1-1,11,10
1549679,1436218,3-0,4,0
1420616,1449138,1-0,3,0
1324897,1665757,3-1,7,1
1323380,1646453,0-1,0,7
1204956,1534575,3-2,17,4
1544274,1323996,1-2,15,12
1641060,1528973,1-2,5,6
1438898,1304515,2-2,16,11
1421011,1421019,2-0,2,0
1421496,1543851,1-1,4,3
1660942,1314513,0-1,0,5
1194938,1321913,1-2,8,12
1546047,1654076,3-2,49,24
1557793,1556732,2-2,28,15
1310393,1528971,2-2,26,16
1217264,1217284,3-1,15,2
1421728,1327607,3-2,7,2
1555614,1313834,2-2,8,3
1443018,1668375,3-1,9,3
1422910,1312962,3-2,12,1
1213148,1546795,0-1,0,11
1534187,1534185,3-0,12,0
1305668,1640354,3-2,40,17
1322889,1669340,3-1,3,0
1214753,974719,1-1,6,6
1319057,1423839,2-1,4,1
1529837,1428891,3-2,18,4
1212276,1537492,1-1,5,2
1535065,1535063,0-1,0,1
1217531,985642,0-2,0,1
1316525,1204370,3-2,24,7
1425716,1644235,1-0,5,0
1322197,1439274,3-0,8,0
1421488,1330581,0-1,0,1
1318651,1419644,0-2,0,3
1208232,1436779,1-2,52,63
1105219,1439252,3-2,20,7
1438892,1438889,3-1,6,1
1305668,1640354,0-2,0,6
1441493,1552994,1-2,14,21
1538158,1538169,1-2,5,5
1650424,1650426,2-0,4,0
1422209,1300834,2-2,24,8
1084741,1322397,1-0,12,0
1417248,1526098,1-2,7,7
1429784,1216405,2-1,4,2
1422910,1312962,0-2,0,1
1421728,1327607,0-2,0,4
1318651,1419644,3-2,22,7
1417796,1308354,0-1,0,8
1548210,1442229,1-0,5,0
1105219,1439252,0-2,0,6
1544254,1544275,1-0,11,0
1313051,1637800,1-0,7,0
1529837,1428891,0-2,0,3
1218887,1537956,3-1,20,3
1447600,1665197,1-2,2,5
1553522,1553527,3-0,8,0
1549768,1217527,1-0,6,0
1649010,1314616,1-0,2,0
1217531,985642,3-2,28,9
1418025,1662175,2-0,3,0
1204956,1534575,0-2,0,1
995815,1201897,1-0,4,0
1543467,1439170,1-2,5,5
1321356,1447158,2-2,12,6
1300246,1201138,0-1,0,8
1439613,1439588,3-0,4,0
1426640,1327263,0-1,0,2
1651370,1434753,1-0,6,0
1666654,1666650,1-1,3,1
1546047,1654076,0-2,0,6
1317639,1649026,2-2,18,14
1316491,993617,2-0,4,0
1312883,1312884,2-1,14,3
1426391,1426402,1-1,4,2
1543041,1198917,1-2,10,15
1544566,1658150,1-2,5,2
1100170,1221252,1-2,12,13
1417406,1304104,2-2,6,4
1444450,1207310,0-1,0,19
1416156,1416152,3-1,3,0
1104562,1313312,1-1,2,2
1195569,1527753,2-1,8,1
1550329,1207129,1-1,3,1
1419327,1419325,2-1,12,3
1205917,1080807,3-1,33,6
1419331,1637488,0-2,0,4
1076375,1417903,3-2,29,13
1312460,1548749,0-1,0,2
1643226,1438191,3-2,19,10
1435954,1435955,2-2,6,4
1317712,1317717,1-0,2,0
1428214,1417930,1-2,7,5
1316995,1317008,1-2,1,1
1103746,1217390,2-2,161,88
1305914,1417635,2-0,2,0
1325807,1086855,2-2,22,16
1438989,1438996,1-1,1,1
1535735,1641439,0-2,0,9
1557610,1324118,1-2,8,12
1108323,1315304,1-2,63,75
1533859,1533848,1-0,4,0
1546559,1197284,1-1,3,0
1438935,1438921,3-2,20,4
1423724,1423725,3-2,39,14
1203399,1543132,0-2,0,4
1217009,1217594,0-2,0,1
1441648,1441684,1-0,4,0
1216806,1305750,0-2,0,3
1300293,1193524,3-2,31,6
1536257,1433035,3-1,9,2
1307240,1535728,3-0,12,0
1533046,1533042,1-1,10,6
1221777,1310947,3-0,4,0
1542538,1542534,3-2,34,15
1425427,1656662,3-2,12,3
1431681,1531974,1-0,2,0
1108448,1438958,2-1,8,3
1653334,1653344,1-0,2,0
1308698,1107665,1-0,7,0
1653880,1438429,2-2,8,5
1313433,994147,3-0,8,0
1306571,1557439,2-1,10,4
1435675,1541904,2-1,16,6
1438704,1438712,2-0,2,0
1541605,1309954,1-2,8,7
1546549,1315890,3-2,36,17
1425682,1425707,2-2,10,7
1432941,1432924,2-1,4,1
1310991,1201897,3-1,26,5
1417269,1108529,3-2,43,9
1213408,1309090,3-2,44,15
1646864,1646865,1-2,13,13
1431342,1431341,2-1,8,3
1658143,1658123,1-2,17,25
1558055,1558061,1-2,5,6
1429321,1549542,1-2,3,3
1542538,1542534,0-2,0,4
1655263,1321749,1-1,3,2
993141,1194697,0-1,0,1
1322465,1322460,3-0,4,0
1101502,1301398,1-1,2,1
1553830,1553829,2-1,4,2
1542080,1665757,1-1,1,0
1425427,1656662,0-2,0,2
1197927,1525405,2-2,86,63
1216806,1305750,3-2,20,7
1100247,1324738,1-2,10,12
1323024,1197078,2-0,2,0
1542895,1541075,0-1,0,2
1300293,1193524,0-2,0,9
1307037,1307029,2-0,6,0
1432732,1334906,1-1,2,2
1213408,1309090,0-2,0,8
1429805,1309853,1-2,8,13
1639039,1436779,2-1,6,1
1438809,1656874,3-1,36,8
1546549,1315890,0-2,0,2
1644910,1644899,3-0,4,0
1417269,1108529,0-2,0,5
1092441,1092482,2-0,4,0
1076375,1417903,0-2,0,6
1530189,1314608,1-2,9,13
1202595,1437273,0-1,0,1
1527203,1417821,3-1,35,9
1442319,1544554,1-0,3,0
1643226,1438191,0-2,0,1
1531697,1421297,2-0,11,0
1428757,1216439,1-2,3,4
1422534,1422530,1-0,5,0
1419331,1637488,3-2,17,7
1548021,1548015,3-1,4,1
1536289,1536288,3-1,36,9
1547098,1547083,1-2,9,12
1217009,1217594,3-2,23,7
1438935,1438921,0-2,0,3
1423724,1423725,0-2,0,8
1203399,1543132,3-2,21,8
1425307,1217390,1-1,31,20
1417406,1304105,3-0,8,0
1660671,1660657,0-1,0,4
1311943,1311949,2-1,10,4
1531113,1217390,3-0,4,0
1535735,1641439,3-2,10,1
1216198,1310671,1-0,20,0
1658750,1658742,2-0,8,0
985485,985476,2-2,13,8
1422433,1422439,2-2,12,11
1541605,1652591,2-0,4,0
1436334,1542088,1-2,4,4
1432293,1549941,3-1,14,1
1418309,1549125,1-0,16,0
1439029,1322632,3-0,16,0
1198967,1198969,0-1,0,3
1420221,1527984,2-1,2,0
1316779,995713,2-1,14,4
1312663,1437684,2-1,10,2
1545493,1545491,2-0,2,0
1201081,1417926,3-1,22,4
1531330,1314616,0-1,0,1
1313632,1533378,2-1,8,2
1328197,1416564,1-2,5,6
1421136,1421124,3-0,12,0
1649430,1649429,0-1,0,4
1100156,1317757,1-0,11,0
1331993,1668762,1-2,10,12
1217020,1317948,1-1,4,3
1438818,1105341,1-1,37,25
1423355,1543442,0-1,0,2
1441643,1532415,0-2,0,2
1531115,1217390,0-1,0,16
1545390,1300911,1-0,3,0
1437661,1545778,3-2,10,4
1313762,1215127,2-1,9,4
1309948,1309927,3-1,8,0
1431804,1193524,1-0,4,0
1532052,1532051,2-0,2,0
1667631,1667628,3-1,6,2
1330768,1437860,1-0,7,0
1220025,1530931,3-0,7,0
1318623,1441529,3-1,25,3
1427242,1427216,2-2,4,3
1537983,1423839,2-1,2,1
1528812,1423602,2-1,4,1
1417285,1541600,1-1,3,3
1070906,1206227,3-2,58,19
1639135,1426186,2-1,2,1
1212352,1309853,1-0,21,0
1548920,1323171,0-1,0,6
1435152,1435148,3-1,15,3
1654388,1654382,3-0,8,0
1529115,1423084,1-0,17,0
996848,1220422,3-0,4,0
1657024,1657527,1-0,11,0
1422263,1422242,1-0,2,0
1441643,1532415,3-2,19,6
1437661,1545778,0-2,0,5
1533855,1533848,1-1,4,2
1105040,1321902,3-0,4,0
1070906,1206227,0-2,0,7
1082755,1308354,1-2,28,34
1322039,1440069,0-1,0,14
1313656,1313652,2-2,28,18
1658139,1658123,1-1,2,1
1308846,1308841,3-0,8,0
1549683,1435346,2-0,4,0
1326348,1326307,2-2,10,4
1200285,1537409,2-0,4,0
1442987,1084913,2-2,22,12
1203609,1203605,2-0,9,0
1210560,1441335,2-2,16,9
998396,998399,3-1,61,16
1209288,1209287,1-1,10,6
1309040,1436003,3-0,15,0
1541547,1660604,2-1,14,5
1527260,1527261,2-2,32,16
1556735,1551509,1-2,7,7
1443821,1310632,3-2,15,4
1217020,1317961,2-2,38,28
1322625,1438980,3-2,62,24
1437750,1437754,3-1,10,3
1531702,1531703,2-0,2,0
1104020,1104015,3-1,27,6
1322441,1322460,0-2,0,9
1417112,1417106,0-1,0,15
1551969,1529830,2-2,4,1
1447320,1444877,3-0,4,0
1322587,1439264,1-1,5,2
977430,977426,2-1,3,1
1638247,1638256,2-2,10,6
1196729,1196789,2-2,18,11
1529984,1640929,0-2,0,6
1422616,1302847,0-1,0,4
1310538,1310541,0-1,0,19
1546549,1213277,2-2,6,3
1543049,1319224,3-2,68,26
1331994,1668762,0-2,0,1
1534137,1305968,2-2,24,18
1442896,1539574,2-2,10,5
1650151,1650153,1-1,1,1
1091874,1219261,3-0,4,0
1108118,1310235,1-1,49,32
1215233,1559643,0-2,0,3
1536472,1418643,1-1,3,1
1322455,1322452,0-1,0,6
1526880,1526895,2-2,10,5
1417624,1417622,1-1,24,12
1313822,1447441,1-0,1,0
1312769,1428705,1-1,11,7
1444030,1662260,0-1,0,6
1305852,1200568,1-2,35,27
1332753,1332755,1-1,9,6
1315302,1547328,1-2,18,19
1313946,978014,2-2,6,4
1215233,1559643,3-2,6,1
1546090,1221017,2-0,8,0
1436124,1436098,3-2,23,16
1307031,1203023,2-0,4,0
994470,1217284,1-0,17,0
1543049,1319224,0-2,0,13
1331994,1668762,3-2,10,4
1546203,1433297,3-0,4,0
1087672,1311811,3-1,14,2
1531214,1308558,1-0,10,0
1437989,1437988,2-2,12,6
1419809,1419817,1-2,4,6
1316175,1546479,3-1,4,1
1328544,1199974,1-0,4,0
1444025,1328672,2-2,26,15
1557765,1436358,0-1,0,3
1101502,1436474,2-1,18,5
1541078,1306164,3-1,3,1
1550526,1212997,0-1,0,3
1652406,1552890,2-1,16,7
1306581,1306577,3-1,6,2
1426586,1316404,0-1,0,11
1660667,1660655,0-1,0,3
1440455,1528064,2-0,2,0
1320689,1320699,2-1,14,3
888032,984523,3-0,14,0
1322441,1322460,3-2,16,5
1638530,1638533,3-0,4,0
1322625,1438980,0-2,0,4
1443821,1310632,0-2,0,5
1218301,1430113,1-2,31,39
1198102,1416545,0-1,0,3
1529984,1640929,3-2,7,1
982376,1310473,1-1,2,1
1303880,1429493,1-2,5,5
1439455,1318229,2-2,6,2
1417308,1307904,0-1,0,6
1653922,1653920,2-1,4,0
1638079,1421297,1-1,4,3
1416546,1416545,2-0,2,0
1322587,1001858,0-1,0,3
1641089,1530253,1-1,6,4
1437874,1437860,2-1,2,0
1530249,1416298,0-1,0,12
1526826,1316169,2-0,8,0
1531975,1431677,2-1,14,5
1532675,1532680,1-1,4,1
1215235,1100920,1-1,18,10
1554451,1324580,2-1,6,2
1308501,1531461,3-2,49,21
1416391,1535223,2-1,4,2
1316254,1217737,3-0,40,0
1197548,1532805,2-1,2,0
1076430,1307930,3-1,3,1
1439275,1528319,0-1,0,4
1547495,1657889,2-2,8,6
1306853,1093727,1-1,4,4
1529334,1329801,0-1,0,2
1212128,1102300,3-1,23,5
1434407,1323264,1-0,1,0
1312300,1637965,1-0,8,0
1637778,1531452,2-1,4,2
1436310,1107962,1-2,4,4
1425836,1425846,0-1,0,3
1302808,1422249,2-0,6,0
1309041,1436003,0-2,0,1
1528469,1301186,3-0,6,0
1426567,1317886,3-0,8,0
1422342,1083300,3-1,8,0
1314623,1435148,2-2,10,5
1642518,1642511,1-1,3,2
1300287,1431801,3-2,23,6
1420412,1316984,3-0,12,0
1532788,1433397,1-1,6,5
1219878,1546418,3-0,24,0
1549151,1438429,0-1,0,27
1544649,1544646,1-2,19,25
1316138,1426397,2-0,2,0
1421481,1312681,0-2,0,5
1091733,1315479,2-0,18,0
1422342,1442730,1-2,6,6
1645730,1645763,3-0,4,0
1542216,1438872,0-1,0,8
1446610,1446623,1-1,4,3
1217491,1108834,2-0,6,0
1418634,1418643,2-0,12,0
1665021,1445787,1-2,7,7
1214954,995804,2-2,4,3
1433448,1433449,1-0,7,0
1653645,1537914,1-2,2,3
1436471,1101503,2-1,2,0
1547310,1312352,3-1,23,5
1654481,1654470,0-1,0,3
1327902,1107059,2-2,18,12
1206358,1325803,3-1,56,12
1421481,1312681,3-2,7,1
1643321,1544898,2-1,6,2
1425814,1425809,2-1,4,0
1309041,1436003,3-2,36,9
1304292,1557395,1-1,3,3
1300287,1431801,0-2,0,3
1546188,1552106,2-2,6,2
1431613,1431618,3-1,21,6
1659182,1659197,3-0,8,0
1110343,1420896,2-0,4,0
1538160,1203010,2-1,2,0
1204218,1315479,2-1,10,4
1652206,1652207,1-0,16,0
1316385,1417347,0-1,0,37
1422491,1533231,3-1,14,1
1203258,997557,1-0,30,0
1215167,1099275,2-1,8,1
1202609,1102678,2-1,28,10
1304809,1304817,1-0,2,0
1201460,1301652,2-0,8,0
1651843,1544646,1-1,9,6
1308501,1531461,0-2,0,18
1532174,1532172,3-1,8,2
1652587,1541591,1-2,36,43
1320522,1541540,2-2,22,10
1653547,1653546,3-1,6,1
1430677,1430684,0-1,0,7
1426177,1426165,2-1,14,6
1638799,1529830,2-0,6,0
1315377,1315376,1-0,22,0
1300395,1523537,2-0,4,0
1538064,1538057,0-1,0,4
1530162,1530149,2-0,1,0
1307773,1083999,0-2,0,7
1322279,1322284,3-0,20,0
1526882,1526895,1-2,13,15
1536347,1648171,0-1,0,13
1431590,1431570,3-2,32,11
1549171,1646695,0-1,0,1
1314602,1314604,0-1,0,7
1201114,1417292,3-0,24,0
1533632,1533631,3-2,41,20
1300672,1073217,0-2,0,14
1557874,1441176,0-1,0,3
1544103,1431842,0-2,0,3
1214956,1102521,0-2,0,6
1084741,1437255,0-2,0,7
1303266,1431169,2-0,2,0
1301737,1098781,3-1,14,1
1431741,1315824,2-1,10,2
