year	season_id	sport_id	gender_id	division_id	school_id	school_name	school_url
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1321&slid=3&category=Schedule	Allen County Community College	colleges_college_sport.cfm?sid=1&collegeid=1321&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1390&slid=3&category=Schedule	Alpena Community College	colleges_college_sport.cfm?sid=1&collegeid=1390&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1477&slid=3&category=Schedule	Andrew College	colleges_college_sport.cfm?sid=1&collegeid=1477&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1889&slid=3&category=Schedule	ASA College	colleges_college_sport.cfm?sid=1&collegeid=1889&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1514&slid=3&category=Schedule	Baltimore City Community College	colleges_college_sport.cfm?sid=1&collegeid=1514&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1322&slid=3&category=Schedule	Barton Community College	colleges_college_sport.cfm?sid=1&collegeid=1322&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1323&slid=3&category=Schedule	Butler Community College - KS	colleges_college_sport.cfm?sid=1&collegeid=1323&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1290&slid=3&category=Schedule	Carl Sandburg College	colleges_college_sport.cfm?sid=1&collegeid=1290&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1512&slid=3&category=Schedule	CC of Allegheny County-South	colleges_college_sport.cfm?sid=1&collegeid=1512&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1240&slid=3&category=Schedule	Central Arizona College	colleges_college_sport.cfm?sid=1&collegeid=1240&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=2202&slid=3&category=Schedule	Central Georgia Technical College	colleges_college_sport.cfm?sid=1&collegeid=2202&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1770&slid=3&category=Schedule	Central Wyoming College	colleges_college_sport.cfm?sid=1&collegeid=1770&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1688&slid=3&category=Schedule	Clarendon College	colleges_college_sport.cfm?sid=1&collegeid=1688&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1324&slid=3&category=Schedule	Cloud County Community College	colleges_college_sport.cfm?sid=1&collegeid=1324&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1673&slid=3&category=Schedule	Coffeyville Community College	colleges_college_sport.cfm?sid=1&collegeid=1673&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1325&slid=3&category=Schedule	Colby Community College	colleges_college_sport.cfm?sid=1&collegeid=1325&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1291&slid=3&category=Schedule	College of DuPage	colleges_college_sport.cfm?sid=1&collegeid=1291&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1292&slid=3&category=Schedule	College of Lake County	colleges_college_sport.cfm?sid=1&collegeid=1292&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1509&slid=3&category=Schedule	College of Southern Maryland	colleges_college_sport.cfm?sid=1&collegeid=1509&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1326&slid=3&category=Schedule	Cowley County Community College	colleges_college_sport.cfm?sid=1&collegeid=1326&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1572&slid=3&category=Schedule	Danville Area Community College	colleges_college_sport.cfm?sid=1&collegeid=1572&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1603&slid=3&category=Schedule	Delaware Technical Community College-Stanton	colleges_college_sport.cfm?sid=1&collegeid=1603&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1327&slid=3&category=Schedule	Dodge City Community College	colleges_college_sport.cfm?sid=1&collegeid=1327&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1663&slid=3&category=Schedule	El Paso Community College	colleges_college_sport.cfm?sid=1&collegeid=1663&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1293&slid=3&category=Schedule	Elgin Community College	colleges_college_sport.cfm?sid=1&collegeid=1293&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1496&slid=3&category=Schedule	Essex County College	colleges_college_sport.cfm?sid=1&collegeid=1496&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=2198&slid=3&category=Schedule	Estrella Mountain Community College	colleges_college_sport.cfm?sid=1&collegeid=2198&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=2238&slid=3&category=Schedule	Frontier Community College	colleges_college_sport.cfm?sid=1&collegeid=2238&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1329&slid=3&category=Schedule	Garden City Community College	colleges_college_sport.cfm?sid=1&collegeid=1329&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=2035&slid=3&category=Schedule	Gillette College	colleges_college_sport.cfm?sid=1&collegeid=2035&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1395&slid=3&category=Schedule	Glen Oaks Community College	colleges_college_sport.cfm?sid=1&collegeid=1395&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1245&slid=3&category=Schedule	Glendale Community College	colleges_college_sport.cfm?sid=1&collegeid=1245&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1415&slid=3&category=Schedule	Gogebic Community College	colleges_college_sport.cfm?sid=1&collegeid=1415&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1480&slid=3&category=Schedule	Gordon State College	colleges_college_sport.cfm?sid=1&collegeid=1480&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1396&slid=3&category=Schedule	Grand Rapids Community College	colleges_college_sport.cfm?sid=1&collegeid=1396&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1518&slid=3&category=Schedule	Hagerstown Community College	colleges_college_sport.cfm?sid=1&collegeid=1518&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1742&slid=3&category=Schedule	Harcum College	colleges_college_sport.cfm?sid=1&collegeid=1742&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1519&slid=3&category=Schedule	Harford Community College	colleges_college_sport.cfm?sid=1&collegeid=1519&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1331&slid=3&category=Schedule	Hesston College	colleges_college_sport.cfm?sid=1&collegeid=1331&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1332&slid=3&category=Schedule	Highland Community College - Kansas	colleges_college_sport.cfm?sid=1&collegeid=1332&slid=3&category=Schedule
2012	1	3	m	1	colleges_college_sport.cfm?sid=1&collegeid=1333&slid=3&category=Schedule	Hutchinson Community College	colleges_college_sport.cfm?sid=1&collegeid=1333&slid=3&category=Schedule
