year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	gs	w	l	sv	cg	ip	h	r	er	b	k	k_g	hr	era
2013	2	rockinghamcommunitycollege	11	nickmcneillvaas	Nick McNeill	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nickmcneillvaas	Fr	RHP/C	7	0	1	0	0	0	8.1	8	4	2	1	3	3.24	0	2.16
2013	2	rockinghamcommunitycollege	26	kylerolandnfla	Kyle Roland	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kylerolandnfla	Fr	INF/RHP	4	0	0	0	0	0	6.0	4	4	2	3	1	1.50	1	3.00
2013	2	rockinghamcommunitycollege	30	samfosterpgny	Sam Foster	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/samfosterpgny	Fr	RHP/INF	1	0	0	0	0		1.0	1			1	2	18.00		0.00
2013	2	rockinghamcommunitycollege	5	noahpearluw04	Noah Pearl	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/noahpearluw04	Fr	OF/RHP	3	0	0	1	0	0	1.0	2	2	1	0	0	.00	0	9.00
2013	2	rockinghamcommunitycollege	15	jeredthompson5vd0	Jered Thompson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jeredthompson5vd0	Fr	INF	1	0	0	0	0		1.0						.00		0.00
2013	2	rockinghamcommunitycollege	7	brookswalser6oc7	Brooks Walser	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brookswalser6oc7	Fr	INF	1	0	0	0	0		1.0	3	3	3	2	1	9.00		27.00
2014	2	deancollege	18	josehernandezwlyi	Jose Hernandez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/josehernandezwlyi	So	RHP/OF	5	0	1	2	0	3	28.0	31	19	12	9	26	8.36		3.86
2014	2	deancollege	32	joeshebertesberl	Joe Shebertes	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joeshebertesberl	So	LHP	5	0	2	3	0	2	23.0	19	16	11	19	24	9.39	2	4.30
2014	2	deancollege	31	billyyoungyys1	Billy Young	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/billyyoungyys1	Fr	LHP	6	0	2	1	0		21.1	28	18	17	13	20	8.44	1	7.17
2014	2	deancollege	21	ryandonovanqcbp	Ryan Donovan	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ryandonovanqcbp	Fr	RHP	3	0	1	0	0		11.0	16	11	7	5	8	6.55		5.73
2014	2	deancollege	22	vaibhavdesai1db1	Vaibhav Desai	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/vaibhavdesai1db1	Fr	RHP	8	0	1	0	1		9.2	18	15	9	6	4	3.72		8.38
2014	2	deancollege	16	coriboucher4a26	Cori Boucher	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coriboucher4a26	Fr	RHP	3	0	0	2	0		6.1	15	11	5	6	5	7.11		7.11
2014	2	deancollege	9	jameswynneap8l	James Wynne	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jameswynneap8l	Fr	OF/RHP	3	0	1	0	1		6.1	6	4	2	2	7	9.95		2.84
2014	2	deancollege	5	gavinmccanny7pt	Gavin McCann	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/gavinmccanny7pt	Fr	MIF	3	0	0	0	0		5.1	12	9	8	3	4	6.75		13.50
2014	2	deancollege	20	donnellhightower7i5t	Donnell Hightower	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/donnellhightower7i5t	So	RHP	4	0	0	0	0		4.0	4	9	4	4	5	11.25	1	9.00
2014	2	deancollege	25	erasmoortegauvyw	Erasmo Ortega	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/erasmoortegauvyw	Fr	RHP	3	0	1	0	0		3.2	5	3	2	1	3	7.36		4.91
2014	2	deancollege	17	nickbarone5gt2	Nick Barone	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nickbarone5gt2	Fr	RHP/OF	3	0	1	0	0		3.1	1	3		4	4	10.80		0.00
2014	2	deancollege	1	derekbauernwla	Derek Bauer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/derekbauernwla	Fr	1B/OF/LHP	1	0	0	0	0		1.0	1	1			1	9.00		0.00
2014	2	deancollege	19	kelvinsantiago73mc	Kelvin Santiago	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kelvinsantiago73mc	Fr	C	1	0	0	0	0		1.0	1					.00		0.00
2014	2	deancollege	2	camflateauzyu8	Cam Flateau	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/camflateauzyu8	So	MIF	1	0	0	0	0		0.2	5	7		1		.00		0.00
2014	1	parisjuniorcollege	22	callawaykirkpatrickg8xw	Callaway Kirkpatrick	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/callawaykirkpatrickg8xw	So	LHP	10	10	6	3	0	6	63.1	56	19	8	12	42	5.97		1.14
2014	1	parisjuniorcollege	11	cannonchadwicka4jh	Cannon Chadwick	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/cannonchadwicka4jh	Fr	RHP	11	8	3	0	0	1	52.2	29	18	7	18	53	9.06		1.20
2014	1	parisjuniorcollege	24	hestonvanfleetp9bp	Heston VanFleet	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hestonvanfleetp9bp	So	RHP	10	10	3	1	0	1	50.2	50	24	17	13	37	6.57		3.02
2014	1	parisjuniorcollege	16	joefarleye1pm	Joe Farley	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joefarleye1pm	So	LHP	14	0	2	0	2		22.1	14	9	9	11	18	7.25		3.63
2014	1	parisjuniorcollege	31	jeffwalburn57h9	Jeff Walburn	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jeffwalburn57h9	Fr	RHP	8	3	1	0	0		17.0	17	7	4	6	17	9.00		2.12
2014	1	parisjuniorcollege	19	brewermoneyqr86	Brewer Money	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brewermoneyqr86	So	RHP	13	0	1	0	2		16.1	14	11	8	7	15	8.27		4.41
2014	1	parisjuniorcollege	21	corbantaylor7yv6	Corban Taylor	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/corbantaylor7yv6	So	RHP/1B	9	2	0	1	0		15.2	20	14	10	5	16	9.19		5.74
2014	1	parisjuniorcollege	14	austinmcdaniel5b6d	Austin McDaniel	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austinmcdaniel5b6d	Fr	RHP	10	1	0	1	0		10.0	10	10	7	15	16	14.40		6.30
2014	1	parisjuniorcollege	2	claydeenyajn	Clay Deen	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/claydeenyajn	So	RHP/UTIL	8	0	1	0	4		9.0	11	4	3	5	13	13.00		3.00
2014	1	parisjuniorcollege	32	kameronsumrall664f	Kameron Sumrall	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kameronsumrall664f	Fr	RHP/OF	6	1	0	0	1		5.2	4	5	3	4	9	14.29		4.76
2014	1	parisjuniorcollege	29	austinhuckabawz9l	Austin Huckaba	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austinhuckabawz9l	Fr	RHP	5	0	0	0	0		5.0				3	5	9.00		0.00
2014	1	parisjuniorcollege	30	djmorganb3w4	DJ Morgan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/djmorganb3w4	So	RHP	3	0	0	0	0		4.0	4	3	2	2	2	4.50		4.50
2014	1	parisjuniorcollege	12	bradleyhoeler04hd	Bradley Hoeler	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bradleyhoeler04hd	Fr	RHP	3	0	0	1	0		3.0	6	3	2	1	1	3.00		6.00
2014	1	parisjuniorcollege	18	harrisonspruiellphy7	Harrison Spruiell	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/harrisonspruiellphy7	So	RHP	2	1	0	0	0		2.2	7	8	3	7	6	20.25		10.12
2014	1	parisjuniorcollege	23	matthewlusk2y1q	Matthew Lusk	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/matthewlusk2y1q	So	LHP	2	0	0	0	0		1.1	1	5	1	4		.00		6.75
2014	1	parisjuniorcollege	15	loganterwilligerxs39	Logan Terwilliger	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/loganterwilligerxs39	So	RHP/3B/1B	1	0	0	0	0		1.0	2	3	2		1	9.00		18.00
2013	2	copiahlincolncommunitycollege	40	shanebrown17ii	Shane Brown	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/shanebrown17ii	Fr	P	9	0	1	3	0	2	38.2	44	37	21	11	14	3.26		4.89
2013	2	copiahlincolncommunitycollege	31	newtbrownljfl	Newt Brown	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/newtbrownljfl	Fr	P	8	1	1	4	0	1	31.1	38	38	26	20	15	4.31	1	7.47
2013	2	copiahlincolncommunitycollege	28	stevenchisolmmx6c	Steven Chisolm	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/stevenchisolmmx6c	Fr	P	6	1	2	1	0		21.2	23	21	13	10	15	6.23		5.40
2013	2	copiahlincolncommunitycollege	26	colbywhitfieldvwys	Colby Whitfield	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/colbywhitfieldvwys	Fr	INF/P	6	1	1	3	0		20.0	25	18	11	5	9	4.05	1	4.95
2013	2	copiahlincolncommunitycollege	36	caseyhurley0ve8	Casey Hurley	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/caseyhurley0ve8	So	P	9	0	2	1	0		16.1	17	13	8	3	9	4.96		4.41
2013	2	copiahlincolncommunitycollege	11	alexsmith4bdu	Alex Smith	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexsmith4bdu	Fr	P	6	2	0	0	0		11.1	17	13	11	9	5	3.97		8.74
2013	2	copiahlincolncommunitycollege	27	coreyfunkrao1	Corey Funk	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coreyfunkrao1	So	P	9	0	0	1	1		10.2	15	14	8	3	7	5.91		6.75
2013	2	copiahlincolncommunitycollege	16	blaketalbot19hb	Blake Talbot	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/blaketalbot19hb	Fr	C/P	4	0	0	1	0		9.2	15	13	9	10	6	5.59		8.38
2013	2	copiahlincolncommunitycollege	30	tannerparvin66ka	Tanner Parvin	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannerparvin66ka	Fr	P	4	0	0	0	0		6.1	7	5	2	3	2	2.84		2.84
2013	2	copiahlincolncommunitycollege	3	brandencannyw97t	Branden Canny	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brandencannyw97t	Fr	P	5	0	0	1	0		5.1	12	11	8	2	5	8.44		13.50
2013	2	copiahlincolncommunitycollege	6	wesleywattsguy2	Wesley Watts	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/wesleywattsguy2	Fr	INF/P	6	0	1	1	0		5.1	5	6	4	3	2	3.38		6.75
2013	2	copiahlincolncommunitycollege	7	jonathanhaydel2m2u	Jonathan Haydel	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jonathanhaydel2m2u	Fr	P	2	0	1	1	0		3.2	0	1	0	1	6	14.73		0.00
2013	2	copiahlincolncommunitycollege	17	matthewevans91mo	Matthew Evans	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/matthewevans91mo	Fr	INF/P	1	0	0	0	0		2.2	1	1		3	1	3.38		0.00
2013	2	copiahlincolncommunitycollege	4	stephenbarnett0lfu	Stephen Barnett	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/stephenbarnett0lfu	Fr	P	1	0	0	0	0		1.2	2	1		1	1	5.40		0.00
2014	3	northlandcommunityamptechnicalcoll	11	nickhoffardnvlo	Nick Hoffard	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nickhoffardnvlo	Fr	P/IF	1	1	1	0	0	1	7.0	4	3	3	1	10	12.86		3.86
2014	3	northlandcommunityamptechnicalcoll	3	bradybrooksmmci	Brady Brooks	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/bradybrooksmmci	Fr	P/IF	1	1	0	0	0		6.2	6	1	1	1	2	2.70		1.35
2014	3	northlandcommunityamptechnicalcoll	1	coltonandersonhg4o	Colton Anderson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/coltonandersonhg4o	Fr	P/OF	1	1	0	1	0		5.0	10	10	7	6	7	12.60		12.60
2014	2	prairiestatecollege	9	johnswisherle69	John Swisher	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/johnswisherle69	So	P	5	2	2	1	0	1	23.2	20	10	5	9	18	6.85		1.90
2014	2	prairiestatecollege	11	joepreteb06o	Joe Prete	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joepreteb06o	So	RHP	5	2	3	0	0	2	23.0	21	14	7	8	26	10.17		2.74
2014	2	prairiestatecollege	48	ericduzan557i	Eric Duzan	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ericduzan557i	Fr	RHP	3	2	1	1	0	1	17.0	10	7	3	7	18	9.53		1.59
2014	2	prairiestatecollege	16	connerryan486h	Conner Ryan	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/connerryan486h	Fr	RHP	7	0	3	1	2		12.0	8	7	4	4	19	14.25		3.00
2014	2	prairiestatecollege	5	bovenezionwvb	Bo Venezio	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bovenezionwvb		RHP	2	1	1	0	0		12.0	7	2	2	5	12	9.00		1.50
2014	2	prairiestatecollege	44	aerrypratt7wud	Aerry Pratt	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/aerrypratt7wud	Fr	RHP	4	1	1	1	0		10.0	15	7		3	10	9.00		0.00
2014	2	prairiestatecollege	35	codyvogler6czx	Cody Vogler	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/codyvogler6czx	Fr	P/OF	5	0	0	1	0		9.0	15	22	3	14	10	10.00		3.00
2014	2	prairiestatecollege	24	nicokellym8h9	Nico Kelly	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nicokellym8h9	Fr	OF/P	2	0	0	0	0		3.2	3	2	1		5	12.27		2.45
2014	2	prairiestatecollege	31	brendenluiffq869	Brenden Luiff	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brendenluiffq869	Fr	LHP	1	0	0	0	0		1.0	1			1	1	9.00		0.00
2013	2	rocklandcommunitycollege	22	dannydemetropsddnv	Danny Demetrops	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dannydemetropsddnv	Fr	1B/LHP	3	2	2	0	0	1	14.0	6	3	1	5	6	3.86		0.64
2013	2	rocklandcommunitycollege	14	alexcontiu671	Alex Conti	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexcontiu671	Fr	LHP	3	2	0	1	0		12.1	21	14	11	3	2	1.46	1	8.03
2013	2	rocklandcommunitycollege	13	cjschoenlebermhah	C.J. Schoenleber	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/cjschoenlebermhah	So	RHP	3	2	1	2	0		11.0	16	10	8	4	1	.82		6.55
2013	2	rocklandcommunitycollege	18	nickmasterson1feu	Nick Masterson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nickmasterson1feu	So	RHP	3	2	0	2	1		8.1	16	13	8	3	9	9.72		8.64
2013	2	rocklandcommunitycollege	16	michaelsarvisb14p	Michael Sarvis	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/michaelsarvisb14p	So	1B/LHP	1	0	0	0	0		1.2	4	6	6	5	2	10.80		32.40
2013	2	rocklandcommunitycollege	34	aaronrosenthalwakw	Aaron Rosenthal	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/aaronrosenthalwakw	Fr	LHP	1	0	0	0	0		1.0				1		.00		0.00
2013	2	rocklandcommunitycollege	33	joestewart4a50	Joe Stewart	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joestewart4a50	Fr	LHP	2	0	0	0	0		1.0	4	4	4	2		.00		36.00
2013	2	rocklandcommunitycollege	10	michaelsierrap2rv	Michael Sierra	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/michaelsierrap2rv	Fr	RHP	1	0	0	0	0		0.2	1	2	2	3	1	13.50		27.00
2013	2	rocklandcommunitycollege	26	thomaskalaba4hju	Thomas Kalaba	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/thomaskalaba4hju	Fr	RHP	1	0	0	0	0		0.1	4	4	4	1		.00		108.00
2014	2	delawaretechnicalampcommunitycolle	19	kainjohnsonwp8a	Kain Johnson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kainjohnsonwp8a	So	RHP	5	1	1	2	0	2	28.1	24	24	11	13	19	6.04	1	3.49
2014	2	delawaretechnicalampcommunitycolle	32	zacharyedwards3tpn	Zachary Edwards	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/zacharyedwards3tpn	So	RHP	6	0	2	0	0	1	27.0	27	8	8	5	20	6.67		2.67
2014	2	delawaretechnicalampcommunitycolle	36	nicholaspisaniikkh	Nicholas Pisani	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nicholaspisaniikkh	Fr	LHP/OF	7	0	1	0	0	1	22.2	38	27	21	11	16	6.35	3	8.34
2014	2	delawaretechnicalampcommunitycolle	14	stephensolomon786f	Stephen Solomon	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/stephensolomon786f	So	RHP	6	0	0	0	0	1	20.2	20	13	11	9	27	11.76	3	4.79
2014	2	delawaretechnicalampcommunitycolle	27	tylermyers9hut	Tyler Myers	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylermyers9hut	So	RHP	4	0	1	0	0	1	18.0	21	13	11	1	11	5.50	1	5.50
2014	2	delawaretechnicalampcommunitycolle	31	nicholasgrant0b8x	Nicholas Grant	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nicholasgrant0b8x	So	RHP	4	0	1	0	0	1	15.0	11	3	2	1	9	5.40		1.20
2014	2	delawaretechnicalampcommunitycolle	10	weswhitlockwuam	Wes Whitlock	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/weswhitlockwuam	Fr	RHP/OF	3	1	0	1	0	1	14.0	17	10	8	12	6	3.86		5.14
2014	2	delawaretechnicalampcommunitycolle	26	christophermoreillir21d	Christopher Moreilli	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/christophermoreillir21d	Fr	RHP	7	0	0	0	0	1	8.0	12	11	9	10	9	10.12		10.12
2014	2	delawaretechnicalampcommunitycolle	12	christopherhukd6yc	Christopher Huk	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/christopherhukd6yc	Fr	RHP/1B	2	0	0	0	0		3.1	2	4	3	4	1	2.70		8.10
2014	1	dyersburgstatecommunitycollege	9	chaseburkett30j8	Chase Burkett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chaseburkett30j8	Fr		9	7	2	4	0	2	41.2	53	30	23	10	17	3.67	4	4.97
2014	1	dyersburgstatecommunitycollege	43	zacharygonzalez159l	Zachary Gonzalez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/zacharygonzalez159l	So		10	5	3	1	0	1	33.2	37	27	14	17	27	7.22	1	3.74
2014	1	dyersburgstatecommunitycollege	21	heathpetty9sld	Heath Petty	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/heathpetty9sld	So		7	4	2	3	0	2	33.1	48	32	22	16	20	5.40	1	5.94
2014	1	dyersburgstatecommunitycollege	33	leehaeberlev09c	Lee Haeberle	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/leehaeberlev09c	So		6	6	1	4	0	3	33.0	50	31	24	6	33	9.00	3	6.55
2014	1	dyersburgstatecommunitycollege	34	rickyheagartyd2jc	Ricky Heagarty	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/rickyheagartyd2jc	Fr		8	4	2	2	0		19.2	20	14	12	11	13	5.95		5.49
2014	1	dyersburgstatecommunitycollege	25	grantsharp2hhh	Grant Sharp	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/grantsharp2hhh	Fr		7	2	0	1	0		13.1	20	17	15	8	10	6.75	1	10.12
2014	1	dyersburgstatecommunitycollege	7	codysmith1a95	Cody Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/codysmith1a95	So		7	0	1	1	0		12.1	21	12	10	3	7	5.11	1	7.30
2014	1	dyersburgstatecommunitycollege	13	caseypopedks6	Casey Pope	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/caseypopedks6	So		4	1	0	0	0		11.1	16	8	7	3	5	3.97	1	5.56
2014	1	dyersburgstatecommunitycollege	12	nolansmithdtzn	Nolan Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nolansmithdtzn	So		6	2	1	2	0		10.1	10	4	4	8	9	7.84		3.48
2014	1	dyersburgstatecommunitycollege	39	tylerwagganer4g5c	Tyler Wagganer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylerwagganer4g5c	Fr		5	1	0	1	0		6.2	7	10	8	5	7	9.45		10.80
2014	1	dyersburgstatecommunitycollege	11	nickjettrssy	Nick Jett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nickjettrssy	Fr		3	1	1	0	0		5.2	2	2	2	2	5	7.94	1	3.18
2014	1	dyersburgstatecommunitycollege	8	adamwyse0cad	Adam Wyse	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/adamwyse0cad	Fr		1	0	0	0	0		1.0	0	0	0	0	1	9.00		0.00
2013	1	delgadocommunitycollege	41	chasehymelgvgf	Chase Hymel	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chasehymelgvgf	So	P	10	8	4	0	0	4	53.0	42	21	16	15	42	7.13	2	2.72
2013	1	delgadocommunitycollege	11	brooksvialb2ie	Brooks Vial	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brooksvialb2ie	Fr	P	9	5	4	0	0	2	45.0	43	24	17	21	32	6.40	2	3.40
2013	1	delgadocommunitycollege	31	jordanpriddlef2fb	Jordan Priddle	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jordanpriddlef2fb	Fr	P	8	7	4	1	0	2	39.1	31	21	17	21	34	7.78	2	3.89
2013	1	delgadocommunitycollege	12	scottstonestreetr65e	Scott Stonestreet	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/scottstonestreetr65e	Fr	P	10	0	3	1	2		22.1	14	3	2	3	28	11.28		0.81
2013	1	delgadocommunitycollege	30	claytageant9aaf	Clay Tageant	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/claytageant9aaf	So	P	8	1	3	0	0		21.2	24	18	15	8	12	4.98		6.23
2013	1	delgadocommunitycollege	25	jacobneil37cb	Jacob Neil	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jacobneil37cb	So	P	5	2	2	1	0	2	14.2	15	9	8	5	8	4.91		4.91
2013	1	delgadocommunitycollege	16	jonathanebersole0sct	Jonathan Ebersole	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jonathanebersole0sct	Fr	P	5	1	1	0	1	1	8.1	9	2	1	3	8	8.64		1.08
2013	1	delgadocommunitycollege	28	evanchacon59jo	Evan Chacon	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/evanchacon59jo	So	P/IF	1	1	1	0	0		5.0	2	2	2	2	3	5.40		3.60
2013	1	delgadocommunitycollege	35	jonathanmayeauxcdrt	Jonathan Mayeaux	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jonathanmayeauxcdrt	So	P	4	0	0	1	0		4.1	5	6	4	2	2	4.15		8.31
2013	1	delgadocommunitycollege	34	rileylaneynpap	Riley Laney	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/rileylaneynpap	Fr	P	1	0	0	0	0		2.0	0	0	0	1	2	9.00		0.00
2013	1	delgadocommunitycollege	42	troylewispt51	Troy Lewis	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/troylewispt51	So	P/IF	1	0	1	0	0		0.2	0	0	0	1	1	13.50		0.00
2013	2	countycollegeofmorris	12	pasqualeandreulaukor	Pasquale Andreula	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/pasqualeandreulaukor	Fr	3B/P	3	3	1	2	0	2	18.0	14	6	8	4	9	4.50		4.00
2013	2	countycollegeofmorris	15	ericvartaniantklu	Eric Vartanian	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ericvartaniantklu	So	P	3	1	1	2	0		14.2	13	8	3	4	14	8.59		1.84
2013	2	countycollegeofmorris	33	rjgiannetti9gg7	RJ Giannetti	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/rjgiannetti9gg7	Fr	P	2	2	1	0	0		13.0	10	3	3	7	8	5.54		2.08
2013	2	countycollegeofmorris	25	sawyerthieringernygl	Sawyer Thieringer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/sawyerthieringernygl	So	P	3	2	0	2	0	1	13.0	16	9	5	1	6	4.15	1	3.46
2013	2	countycollegeofmorris	9	andrewcoco1f4e	Andrew Coco	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andrewcoco1f4e	So	P	3	2	2	0	0	1	12.1	10	7	7	6	9	6.57		5.11
2013	2	countycollegeofmorris	18	joshcolemantjn7	Josh Coleman	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joshcolemantjn7	Fr	P	2	2	2	0	0	1	11.0	3	3		3	10	8.18		0.00
2013	2	countycollegeofmorris	7	marcohernandezniyw	Marco Hernandez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/marcohernandezniyw	Fr	P	1	1	0	1	0		5.0	3	3	1	4	7	12.60		1.80
2013	2	countycollegeofmorris	29	deandenicolaodwe	Dean DeNicola	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/deandenicolaodwe	Fr	P	3	1	1	0	0		4.0	9	7	6	4	3	6.75	1	13.50
2013	2	countycollegeofmorris	28	mikematera9fs9	Mike Matera	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mikematera9fs9	So	P	4	0	0	0	2		3.0	2			2	3	9.00		0.00
2013	2	countycollegeofmorris	6	willmohr60cm	Will Mohr	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/willmohr60cm	Fr	P	2	0	0	0	0		2.1	2	1	1		1	3.86	1	3.86
2013	2	countycollegeofmorris	19	kevincarneye8jn	Kevin Carney	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kevincarneye8jn	Fr	P	1	0	0	0	0		2.0	1				1	4.50		0.00
2013	2	countycollegeofmorris	20	jackfleming3nzg	Jack Fleming	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jackfleming3nzg	So	P	1	0	0	0	0		1.2	1				1	5.40		0.00
2014	1	pensacolastatecollege	18	thomashuston66w9	Thomas Huston	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/thomashuston66w9	Fr	LHP	8	1	2	2	0	2	28.0	32	20	14	7	20	6.43		4.50
2014	1	pensacolastatecollege	20	daniellewisoum0	Daniel Lewis	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/daniellewisoum0	Fr	RHP	6	1	0	1	0		22.1	15	12	8	22	20	8.06		3.22
2014	1	pensacolastatecollege	23	austinbembnowski1l4f	Austin Bembnowski	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austinbembnowski1l4f	So	RHP	4	2	1	1	0	1	21.1	19	11	6	7	21	8.86		2.53
2014	1	pensacolastatecollege	4	austinthomascv9e	Austin Thomas	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/austinthomascv9e	Fr	RHP	6	2	0	0	0		20.0	25	17	13	10	16	7.20		5.85
2014	1	pensacolastatecollege	8	willgerdesdr1t	Will Gerdes	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/willgerdesdr1t	So	RHP	11	0	1	2	1		15.2	26	15	6	3	8	4.60	1	3.45
