division_id,sent_date,pulled_date,visitor_name,visitor_id,visitor_college_id,vistor_href,visitor_record,visitor_score,park_name,home_name,home_id,home_college_id,home_href,home_record,home_score,status
1,2/2/2001,2/2/2001,Hardin Simmons JV (non-member school),,,Hardin Simmons JV (non-member school), ,0,New Mexico Junior College,New Mexico Junior College,785,1313,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1313&amp;teamid=785"">New Mexico Junior College</a>",36 - 15 - 0,10,Overtime
1,2/2/2001,2/2/2001,Chandler-Gilbert Community College,479,1706,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1706&amp;teamid=479"">Chandler-Gilbert Community College</a>",26 - 21 - 0,8,neutral,Sierra (non-member school),,,Sierra (non-member school), ,20,""
1,2/2/2001,2/2/2001,South Georgia College,1248,1482,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1482&amp;teamid=1248"">South Georgia College</a>",30 - 34 - 0,9,THOMAS UNIVERSITY (non-member school),THOMAS UNIVERSITY (non-member school),,,THOMAS UNIVERSITY (non-member school), ,5,""
1,2/2/2001,2/2/2001,Texarkana College,1292,1594,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1594&amp;teamid=1292"">Texarkana College</a>",19 - 15 - 0,7,Panola College,Panola College,1095,1440,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1440&amp;teamid=1095"">Panola College</a>",9 - 6 - 0,2,""
1,2/2/2001,2/2/2001,Yavapai College,595,1252,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1252&amp;teamid=595"">Yavapai College</a>",35 - 29 - 0,2,Dixie State College of Utah,Dixie State College of Utah,1384,1243,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1243&amp;teamid=1384"">Dixie State College of Utah</a>",7 - 2 - 0,3,""
1,2/2/2001,2/2/2001,San Jacinto College-North,1099,1443,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1443&amp;teamid=1099"">San Jacinto College-North</a>",40 - 13 - 0,6,Alvin Community College,Alvin Community College,1108,1430,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1430&amp;teamid=1108"">Alvin Community College</a>",7 - 11 - 0,3,""
1,2/2/2001,2/2/2001,San Jacinto College-North,1099,1443,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1443&amp;teamid=1099"">San Jacinto College-North</a>",40 - 13 - 0,4,Alvin Community College,Alvin Community College,1108,1430,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1430&amp;teamid=1108"">Alvin Community College</a>",7 - 11 - 0,8,""
1,2/2/2001,2/2/2001,Yavapai College,595,1252,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1252&amp;teamid=595"">Yavapai College</a>",35 - 29 - 0,2,Dixie State College of Utah,Dixie State College of Utah,1384,1243,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1243&amp;teamid=1384"">Dixie State College of Utah</a>",7 - 2 - 0,3,""
1,2/2/2001,2/2/2001,MCCCD Tourney - Sierra CC (non-member school),,,MCCCD Tourney - Sierra CC (non-member school), ,10,Phoenix College,Phoenix College,481,1247,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1247&amp;teamid=481"">Phoenix College</a>",40 - 46 - 0,5,""
1,2/2/2001,2/2/2001,MCCCD Tourney - Butte (non-member school),,,MCCCD Tourney - Butte (non-member school), ,13,Phoenix College,Phoenix College,481,1247,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1247&amp;teamid=481"">Phoenix College</a>",40 - 46 - 0,8,""
1,2/2/2001,2/2/2001,PalomarTourney-Palomar (non-member school),,,PalomarTourney-Palomar (non-member school), ,4,neutral,Cochise College,459,1671,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1671&amp;teamid=459"">Cochise College</a>",26 - 32 - 0,7,""
1,2/2/2001,2/2/2001,Central Arizona College,1624,1240,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1240&amp;teamid=1624"">Central Arizona College</a>",50 - 15 - 0,3,San Bernardino (non-member school),San Bernardino (non-member school),,,San Bernardino (non-member school), ,4,""
1,2/2/2001,2/2/2001,San Diego City (non-member school),,,San Diego City (non-member school), ,5,Arizona Western College,Arizona Western College,474,1239,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1239&amp;teamid=474"">Arizona Western College</a>",11 - 21 - 0,6,""
1,2/2/2001,2/2/2001,El Paso Community College,445,1663,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1663&amp;teamid=445"">El Paso Community College</a>",40 - 21 - 0,4,Chandler-Gilbert Community College,Chandler-Gilbert Community College,479,1706,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1706&amp;teamid=479"">Chandler-Gilbert Community College</a>",26 - 21 - 0,5,""
1,2/2/2001,2/2/2001,El Paso Community College,445,1663,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1663&amp;teamid=445"">El Paso Community College</a>",40 - 21 - 0,13,Scottsdale Community College,Scottsdale Community College,231,1249,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1249&amp;teamid=231"">Scottsdale Community College</a>",15 - 17 - 0,4,""
1,2/2/2001,2/2/2001,Hardin Simmons JV (non-member school),,,Hardin Simmons JV (non-member school), ,3,New Mexico Junior College,New Mexico Junior College,785,1313,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1313&amp;teamid=785"">New Mexico Junior College</a>",36 - 15 - 0,30,""
1,2/2/2001,2/2/2001,Brookhaven College,721,1606,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1606&amp;teamid=721"">Brookhaven College</a>",1 - 15 - 0,3,Lon Morris College,Lon Morris College,699,1438,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1438&amp;teamid=699"">Lon Morris College</a>",8 - 16 - 0,2,""
