division_id,sent_date,pulled_date,visitor_name,visitor_id,visitor_college_id,vistor_href,visitor_record,visitor_score,park_name,home_name,home_id,home_college_id,home_href,home_record,home_score,status
1,1/26/2001,1/26/2001,Mesa Community College,454,1246,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1246&amp;teamid=454"">Mesa Community College</a>",12 - 15 - 0,5,El Paso Community College,El Paso Community College,445,1663,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1663&amp;teamid=445"">El Paso Community College</a>",40 - 21 - 0,7,""
1,1/26/2001,1/26/2001,Mesa Community College,454,1246,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1246&amp;teamid=454"">Mesa Community College</a>",12 - 15 - 0,3,El Paso Community College,El Paso Community College,445,1663,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1663&amp;teamid=445"">El Paso Community College</a>",40 - 21 - 0,0,""
1,1/26/2001,1/26/2001,Tallahassee Community College,1250,1644,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1644&amp;teamid=1250"">Tallahassee Community College</a>",39 - 19 - 0,7,Daytona State College,Daytona State College,2161,1357,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1357&amp;teamid=2161"">Daytona State College</a>",10 - 9 - 0,6,""
1,1/26/2001,1/26/2001,College of Central Florida,83,1354,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1354&amp;teamid=83"">College of Central Florida </a>",10 - 5 - 0,2,"State College of Florida, Manatee-Sarasota","State College of Florida, Manatee-Sarasota",2900,1363,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1363&amp;teamid=2900"">State College of Florida, Manatee-Sarasota</a>",37 - 14 - 0,7,""
1,1/27/2001,1/27/2001,Mesa Community College,454,1246,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1246&amp;teamid=454"">Mesa Community College</a>",12 - 15 - 0,4,El Paso Community College,El Paso Community College,445,1663,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1663&amp;teamid=445"">El Paso Community College</a>",40 - 21 - 0,5,""
1,1/27/2001,1/27/2001,Mesa Community College,454,1246,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1246&amp;teamid=454"">Mesa Community College</a>",12 - 15 - 0,2,El Paso Community College,El Paso Community College,445,1663,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1663&amp;teamid=445"">El Paso Community College</a>",40 - 21 - 0,1,""
1,1/27/2001,1/27/2001,Eastern Arizona College,455,1244,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1244&amp;teamid=455"">Eastern Arizona College</a>",6 - 18 - 0,0,New Mexico Junior College,New Mexico Junior College,785,1313,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1313&amp;teamid=785"">New Mexico Junior College</a>",36 - 15 - 0,0,""
1,1/27/2001,1/27/2001,Polk State College,2154,1368,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1368&amp;teamid=2154"">Polk State College</a>",4 - 11 - 0,12,Lake City Community College,Lake City Community College,1252,1362,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1362&amp;teamid=1252"">Lake City Community College</a>",4 - 3 - 0,1,""
1,1/27/2001,1/27/2001,Seminole State College of Florida,2352,1372,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1372&amp;teamid=2352"">Seminole State College of Florida</a>",5 - 12 - 0,3,Indian River State College,Indian River State College,2363,1361,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1361&amp;teamid=2363"">Indian River State College</a>",6 - 7 - 0,1,""
1,1/27/2001,1/27/2001,Palm Beach State College,201,1366,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1366&amp;teamid=201"">Palm Beach State College</a>",4 - 11 - 0,7,South Florida Community College,South Florida Community College,1045,1373,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1373&amp;teamid=1045"">South Florida Community College</a>",20 - 17 - 0,8,""
1,1/27/2001,1/27/2001,Tallahassee Community College,1250,1644,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1644&amp;teamid=1250"">Tallahassee Community College</a>",39 - 19 - 0,13,Daytona State College,Daytona State College,2161,1357,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1357&amp;teamid=2161"">Daytona State College</a>",10 - 9 - 0,4,""
1,1/27/2001,1/27/2001,Polk State College,2154,1368,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1368&amp;teamid=2154"">Polk State College</a>",4 - 11 - 0,12,Lake City Community College,Lake City Community College,3483,1362,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1362&amp;teamid=3483"">Lake City Community College</a>",35 - 24 - 0,1,""
1,1/28/2001,1/28/2001,Eastern Arizona College,455,1244,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1244&amp;teamid=455"">Eastern Arizona College</a>",6 - 18 - 0,0,New Mexico Junior College,New Mexico Junior College,785,1313,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1313&amp;teamid=785"">New Mexico Junior College</a>",36 - 15 - 0,0,""
1,1/28/2001,1/28/2001,Palm Beach State College,201,1366,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1366&amp;teamid=201"">Palm Beach State College</a>",4 - 11 - 0,8,Polk State College,Polk State College,2154,1368,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1368&amp;teamid=2154"">Polk State College</a>",4 - 11 - 0,7,""
1,1/28/2001,1/28/2001,Seminole State College of Florida,2352,1372,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1372&amp;teamid=2352"">Seminole State College of Florida</a>",5 - 12 - 0,5,South Florida Community College,South Florida Community College,1045,1373,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1373&amp;teamid=1045"">South Florida Community College</a>",20 - 17 - 0,15,""
1,1/29/2001,1/29/2001,Eastern Arizona College,455,1244,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1244&amp;teamid=455"">Eastern Arizona College</a>",6 - 18 - 0,9,El Paso Community College,El Paso Community College,445,1663,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1663&amp;teamid=445"">El Paso Community College</a>",40 - 21 - 0,3,""
1,1/29/2001,1/29/2001,St. Petersburg College,2365,1370,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1370&amp;teamid=2365"">St. Petersburg College</a>",11 - 3 - 0,8,Seminole State College of Florida,Seminole State College of Florida,2352,1372,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1372&amp;teamid=2352"">Seminole State College of Florida</a>",5 - 12 - 0,2,""
1,1/29/2001,1/29/2001,Florida College,2366,1358,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1358&amp;teamid=2366"">Florida College</a>",0 - 7 - 0,16,South Florida Community College,South Florida Community College,1045,1373,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1373&amp;teamid=1045"">South Florida Community College</a>",20 - 17 - 0,16,Overtime
1,1/29/2001,1/29/2001,Miami Dade College,204,1364,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1364&amp;teamid=204"">Miami Dade College</a>",41 - 9 - 0,10,Palm Beach Atlantic Unive (non-member school),Palm Beach Atlantic Unive (non-member school),,,Palm Beach Atlantic Unive (non-member school), ,0,""
1,1/29/2001,1/29/2001,"State College of Florida, Manatee-Sarasota",2900,1363,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1363&amp;teamid=2900"">State College of Florida, Manatee-Sarasota</a>",37 - 14 - 0,13,Indian River State College,Indian River State College,2363,1361,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1361&amp;teamid=2363"">Indian River State College</a>",6 - 7 - 0,6,""
1,1/29/2001,1/29/2001,Hillsborough Community College,2376,1360,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1360&amp;teamid=2376"">Hillsborough Community College</a>",3 - 7 - 0,3,Lake City Community College,Lake City Community College,3483,1362,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1362&amp;teamid=3483"">Lake City Community College</a>",35 - 24 - 0,24,""
1,1/29/2001,1/29/2001,San Jacinto College-North,9676,1443,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1443&amp;teamid=9676"">San Jacinto College-North</a>",0 - 0 - 0,0,Navarro College,Navarro College,9520,1439,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1439&amp;teamid=9520"">Navarro College</a>",6 - 5 - 0,0,""
1,1/30/2001,1/30/2001,Galveston College,786,1231,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1231&amp;teamid=786"">Galveston College</a>",13 - 6 - 0,0,Angelina College,Angelina College,1290,1431,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1431&amp;teamid=1290"">Angelina College</a>",3 - 8 - 0,0,""
1,1/30/2001,1/30/2001,Galveston College,786,1231,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1231&amp;teamid=786"">Galveston College</a>",13 - 6 - 0,0,Angelina College,Angelina College,1290,1431,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1431&amp;teamid=1290"">Angelina College</a>",3 - 8 - 0,0,""
1,1/30/2001,1/30/2001,Central Arizona College,1624,1240,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1240&amp;teamid=1624"">Central Arizona College</a>",50 - 15 - 0,6,Grand Canyon U (JV) (non-member school),Grand Canyon U (JV) (non-member school),,,Grand Canyon U (JV) (non-member school), ,1,""
1,1/30/2001,1/30/2001,Daytona State College,2161,1357,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1357&amp;teamid=2161"">Daytona State College</a>",10 - 9 - 0,7,South Florida Community College,South Florida Community College,1045,1373,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1373&amp;teamid=1045"">South Florida Community College</a>",20 - 17 - 0,4,""
1,1/30/2001,1/30/2001,Darton College,1265,1640,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1640&amp;teamid=1265"">Darton College</a>",23 - 20 - 0,5,Thomas College (non-member school),Thomas College (non-member school),,,Thomas College (non-member school), ,4,""
1,1/30/2001,1/30/2001,Darton College,1265,1640,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1640&amp;teamid=1265"">Darton College</a>",23 - 20 - 0,2,Thomas College (non-member school),Thomas College (non-member school),,,Thomas College (non-member school), ,3,""
1,1/30/2001,1/30/2001,Lake City Community College,1252,1362,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1362&amp;teamid=1252"">Lake City Community College</a>",4 - 3 - 0,3,"State College of Florida, Manatee-Sarasota","State College of Florida, Manatee-Sarasota",2900,1363,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1363&amp;teamid=2900"">State College of Florida, Manatee-Sarasota</a>",37 - 14 - 0,15,""
1,1/30/2001,1/30/2001,Lake City Community College,3483,1362,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1362&amp;teamid=3483"">Lake City Community College</a>",35 - 24 - 0,3,"State College of Florida, Manatee-Sarasota","State College of Florida, Manatee-Sarasota",2900,1363,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1363&amp;teamid=2900"">State College of Florida, Manatee-Sarasota</a>",37 - 14 - 0,15,""
1,1/31/2001,1/31/2001,Polk State College,2154,1368,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1368&amp;teamid=2154"">Polk State College</a>",4 - 11 - 0,0,College of Central Florida,College of Central Florida,83,1354,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1354&amp;teamid=83"">College of Central Florida </a>",10 - 5 - 0,0,""
1,1/31/2001,1/31/2001,South Florida Community College,1045,1373,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1373&amp;teamid=1045"">South Florida Community College</a>",20 - 17 - 0,7,Indian River State College,Indian River State College,2363,1361,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1361&amp;teamid=2363"">Indian River State College</a>",6 - 7 - 0,7,Overtime
1,2/1/2001,2/1/2001,Yavapai College,595,1252,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1252&amp;teamid=595"">Yavapai College</a>",35 - 29 - 0,1,Dixie State College of Utah,Dixie State College of Utah,1384,1243,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1243&amp;teamid=1384"">Dixie State College of Utah</a>",7 - 2 - 0,2,Overtime
1,2/1/2001,2/1/2001,San Jacinto College-North,1099,1443,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1443&amp;teamid=1099"">San Jacinto College-North</a>",40 - 13 - 0,3,Alvin Community College,Alvin Community College,1108,1430,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1430&amp;teamid=1108"">Alvin Community College</a>",7 - 11 - 0,4,""
1,2/1/2001,2/1/2001,Butte College (non-member school),,,Butte College (non-member school), ,5,Glendale Community College,Glendale Community College,480,1245,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1245&amp;teamid=480"">Glendale Community College</a>",46 - 22 - 0,12,""
1,2/1/2001,2/1/2001,Fullerton College (non-member school),,,Fullerton College (non-member school), ,4,Glendale Community College,Glendale Community College,480,1245,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1245&amp;teamid=480"">Glendale Community College</a>",46 - 22 - 0,3,""
1,2/1/2001,2/1/2001,Stetson B (non-member school),,,Stetson B (non-member school), ,0,St. Johns River Community College,St. Johns River Community College,2150,1369,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1369&amp;teamid=2150"">St. Johns River Community College</a>",16 - 10 - 0,0,""
1,2/1/2001,2/1/2001,Polk State College,2154,1368,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1368&amp;teamid=2154"">Polk State College</a>",4 - 11 - 0,0,Seminole State College of Florida,Seminole State College of Florida,2352,1372,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1372&amp;teamid=2352"">Seminole State College of Florida</a>",5 - 12 - 0,0,""
1,2/1/2001,2/1/2001,Tyler Junior College,328,1446,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1446&amp;teamid=328"">Tyler Junior College</a>",29 - 24 - 0,1,Blinn College,Blinn College,1104,1687,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1687&amp;teamid=1104"">Blinn College</a>",44 - 13 - 0,11,""
1,2/1/2001,2/1/2001,Tyler Junior College,328,1446,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1446&amp;teamid=328"">Tyler Junior College</a>",29 - 24 - 0,0,neutral,Vernon College,720,1608,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1608&amp;teamid=720"">Vernon College</a>",39 - 16 - 0,5,""
1,2/1/2001,2/1/2001,Tyler Junior College,328,1446,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1446&amp;teamid=328"">Tyler Junior College</a>",29 - 24 - 0,0,neutral,Vernon College,720,1608,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1608&amp;teamid=720"">Vernon College</a>",39 - 16 - 0,5,""
1,2/1/2001,2/1/2001,Vernon College,720,1608,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1608&amp;teamid=720"">Vernon College</a>",39 - 16 - 0,1,Blinn College,Blinn College,1104,1687,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1687&amp;teamid=1104"">Blinn College</a>",44 - 13 - 0,4,""
1,2/1/2001,2/1/2001,Pitt Community College,722,1211,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1211&amp;teamid=722"">Pitt Community College</a>",34 - 15 - 0,11,Montgomery College-Germantown,Montgomery College-Germantown,711,1520,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1520&amp;teamid=711"">Montgomery College-Germantown</a>",28 - 40 - 0,3,""
1,2/1/2001,2/1/2001,Lake City Community College,3483,1362,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1362&amp;teamid=3483"">Lake City Community College</a>",35 - 24 - 0,6,St. Petersburg College,St. Petersburg College,2365,1370,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1370&amp;teamid=2365"">St. Petersburg College</a>",11 - 3 - 0,7,""
