year	division_id	school_id	school_name	school_url
2013	2	communitycollegeofrhodeisland	Community College of Rhode Island	http://stats.njcaa.org/sports/bsb/teams/communitycollegeofrhodeisland?view=lineup
2013	2	copiahlincolncommunitycollege	Copiah-Lincoln Community College	http://stats.njcaa.org/sports/bsb/teams/copiahlincolncommunitycollege?view=lineup
2013	2	countycollegeofmorris	County College of Morris	http://stats.njcaa.org/sports/bsb/teams/countycollegeofmorris?view=lineup
2013	2	cuyahogacommunitycollege	Cuyahoga Community College	http://stats.njcaa.org/sports/bsb/teams/cuyahogacommunitycollege?view=lineup
2013	2	dakotacollegeatbottineau	Dakota College at Bottineau	http://stats.njcaa.org/sports/bsb/teams/dakotacollegeatbottineau?view=lineup
2013	2	dakotacountytechnicalcollege	Dakota County Technical College	http://stats.njcaa.org/sports/bsb/teams/dakotacountytechnicalcollege?view=lineup
2013	2	danvilleareacommunitycollege	Danville Area Community College	http://stats.njcaa.org/sports/bsb/teams/danvilleareacommunitycollege?view=lineup
2013	2	danvillecommunitycollege	Danville Community College	http://stats.njcaa.org/sports/bsb/teams/danvillecommunitycollege?view=lineup
2013	2	dawsoncommunitycollege	Dawson Community College	http://stats.njcaa.org/sports/bsb/teams/dawsoncommunitycollege?view=lineup
2013	2	deancollege	Dean College	http://stats.njcaa.org/sports/bsb/teams/deancollege?view=lineup
2013	2	delawaretechnicalampcommunitycolle	Delaware Technical & Community College	http://stats.njcaa.org/sports/bsb/teams/delawaretechnicalampcommunitycolle?view=lineup
2013	2	deltacollege	Delta College	http://stats.njcaa.org/sports/bsb/teams/deltacollege?view=lineup
2013	2	desmoinesareacommunitycollege	Des Moines Area Community College	http://stats.njcaa.org/sports/bsb/teams/desmoinesareacommunitycollege?view=lineup
2013	2	dutchesscommunitycollege	Dutchess Community College	http://stats.njcaa.org/sports/bsb/teams/dutchesscommunitycollege?view=lineup
2013	2	eastcentralcommunitycollege	East Central Community College	http://stats.njcaa.org/sports/bsb/teams/eastcentralcommunitycollege?view=lineup
2013	2	eastmississippicommunitycollege	East Mississippi Community College	http://stats.njcaa.org/sports/bsb/teams/eastmississippicommunitycollege?view=lineup
