year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	ab	r	h	b2b	b3b	hr	rbi	bb	k	sb	cs	avg	obp	slg
2014	3	gloucestercountycollege	21	jongonzales91x2	Jon Gonzales	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jongonzales91x2	Fr	C	19	60	16	17	4	2	1	11	13	9	2		.283	.443	.467
2014	3	gloucestercountycollege	31	nedkerr0djc	Ned Kerr	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nedkerr0djc	So	C	18	60	27	21	4	1	2	13	17	5	7	1	.350	.494	.550
2014	3	gloucestercountycollege	26	georgemonsenbrva	George Monsen	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/georgemonsenbrva	So	OF	18	57	15	23	6		1	11	8	6	11	1	.404	.514	.561
2014	3	gloucestercountycollege	25	coreylerche0ry1	Corey Lerche	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/coreylerche0ry1	So	1b	16	53	11	10	4			8	5	9	1	1	.189	.250	.264
2014	3	gloucestercountycollege	17	shanegarretto53z	Shane Garrett	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/shanegarretto53z	So	INF	13	50	12	20	3	1		11	3	3	4	1	.400	.434	.500
2014	3	gloucestercountycollege	5	tomhildebrandz406	Tom Hildebrand	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tomhildebrandz406	Fr	Inf	12	32	5	13	2			5	2	5	3		.406	.444	.469
2014	3	gloucestercountycollege	33	mikemelendez8utz	Mike Melendez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mikemelendez8utz	Fr	INF	9	16	7	6				2	7	2			.375	.583	.375
2014	3	gloucestercountycollege	14	jakereginae5eu	Jake Regina	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jakereginae5eu	Fr	3b/P	7	15	4	4				2	1	3		1	.267	.353	.267
2014	3	gloucestercountycollege	8	shanebrown0xv3	Shane Brown	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/shanebrown0xv3		OF	10	14	4	5				2	1	2			.357	.438	.357
2014	3	gloucestercountycollege	3	sethdoretykall	Seth Dorety	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/sethdoretykall	So	INF	6	8	0	0				0		3			.000	.000	.000
2014	3	gloucestercountycollege	36	billyriches5qds	Billy Riches	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/billyriches5qds	Fr	C	3	8	2	2				1	1		1		.250	.400	.250
2014	3	gloucestercountycollege	16	bryanmelendezsvmg	Bryan Melendez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/bryanmelendezsvmg	So	OF	9	7	0	2				3	2	2			.286	.400	.286
2014	3	gloucestercountycollege	6	shanewilliamszhiu	Shane Williams	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/shanewilliamszhiu	Fr	1B	3	5	1	0				0	3	1			.000	.375	.000
2014	3	gloucestercountycollege	9	emilzorrilla9vlm	Emil Zorrilla	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/emilzorrilla9vlm	Fr	C	3	4	0	1				1		1			.250	.250	.250
2014	3	gloucestercountycollege	41	mikesullivanpbfx	Mike Sullivan	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mikesullivanpbfx	So	P	4	0	0	0				0			1				
2013	1	westerntexascollege	6	franciscomartinezw7yr	Francisco Martinez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/franciscomartinezw7yr	Fr	INF	34	108	15	33	2	1		5	5	8	7	2	.306	.342	.343
2013	1	westerntexascollege	20	rossbarkerm50o	Ross Barker	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/rossbarkerm50o	So	INF	34	107	18	31	8			8	4	19	2		.290	.321	.364
2013	1	westerntexascollege	4	angelcruz3x74	Angel Cruz	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/angelcruz3x74	So	OF	31	106	14	42	2	2		16	11	24	2	4	.396	.462	.453
2013	1	westerntexascollege	21	aaroncollazoy4qp	Aaron Collazo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/aaroncollazoy4qp	So	INF	33	101	20	23	9	2	3	19	9	18	2		.228	.297	.446
2013	1	westerntexascollege	33	victornazarioy1a3	Victor Nazario	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/victornazarioy1a3	So	OF	30	86	15	26	8		5	24	2	28	2		.302	.326	.570
2013	1	westerntexascollege	7	masenfenne8tx	Masen Fenn	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/masenfenne8tx	So	INF	32	85	16	21	8	1	2	14	6	25		2	.247	.379	.435
2013	1	westerntexascollege	17	hunterspear32ar	Hunter Spear	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterspear32ar	So	INF	27	70	8	21	4	1		8	6	17			.300	.355	.386
2013	1	westerntexascollege	22	colinportervarg	Colin Porter	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/colinportervarg	So	OF	23	59	10	17	1	1	3	9	11	16	3	1	.288	.408	.492
2013	1	westerntexascollege	14	ryanromancku3	Ryan Roman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ryanromancku3	Fr	OF	23	52	10	10	2		1	9	5	16	3	1	.192	.288	.288
2013	1	westerntexascollege	19	christiansantiago10p4	Christian Santiago	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/christiansantiago10p4	Fr	C	20	51	3	11			1	6	4	9			.216	.273	.275
2013	1	westerntexascollege	29	omarfigueroawvpw	Omar Figueroa	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/omarfigueroawvpw	Fr	C	19	36	4	6	3		1	4	3	12			.167	.244	.333
2013	1	westerntexascollege	25	cameronsmiths4l6	Cameron Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/cameronsmiths4l6	Fr	INF	10	29	8	8			1	3	2	8			.276	.323	.379
2013	1	westerntexascollege	23	dexterwilson6lmc	Dexter Wilson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dexterwilson6lmc	Fr	OF	10	22	3	6				3	1	6	2		.273	.333	.273
2013	1	westerntexascollege	9	kylestutzsrzb	Kyle Stutz	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kylestutzsrzb	So	INF	11	18	0	4	2			3	3	4	1		.222	.333	.333
2013	1	westerntexascollege	13	jdortegah119	JD Ortega	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jdortegah119	Fr	INF	7	12	2	3				1	5	5			.250	.471	.250
2013	1	westerntexascollege	15	brandongarntopzq1	Brandon Garnto	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brandongarntopzq1	Fr	C	4	8	2	4	1			2		1			.500	.500	.625
2014	1	chesapeakecollege	5	ericenricoqk4g	Eric Enrico	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ericenricoqk4g	So	3B/P	29	97	22	34	11	1	3	27	5	19	4	1	.351	.400	.577
2014	1	chesapeakecollege	1	ryanschoenbauerf9nt	Ryan Schoenbauer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ryanschoenbauerf9nt	So	OF	28	89	31	30	5	3	1	11	13	20	3	1	.337	.469	.494
2014	1	chesapeakecollege	18	scottmitchell0lsf	Scott Mitchell	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/scottmitchell0lsf	Fr	P/SS	27	88	20	29	7	3		13	7	7	3		.330	.402	.477
2014	1	chesapeakecollege	25	mitchsuttoncr5d	Mitch Sutton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mitchsuttoncr5d	Fr	1B/P	26	73	13	23	5			14	12	8	1	1	.315	.414	.384
2014	1	chesapeakecollege	14	dustinjonesn9e4	Dustin Jones	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dustinjonesn9e4	Fr	P/SS	23	63	12	20	4			12	5	17	3	2	.317	.380	.381
2014	1	chesapeakecollege	4	coreyhelmer6puc	Corey Helmer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coreyhelmer6puc	Fr	2B	23	59	16	21	2	1		7	7	4	2	1	.356	.479	.424
2014	1	chesapeakecollege	7	zachcorreas66m	Zach Correa	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/zachcorreas66m	Fr	P/OF	25	54	10	14	2			11	13	8	5	1	.259	.403	.296
2014	1	chesapeakecollege	40	trentgroveiqm5	Trent Grove	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trentgroveiqm5	Fr	C	17	50	7	10	3		1	8	7	11	1	2	.200	.322	.320
2014	1	chesapeakecollege	16	michaelrichardsonlb0u	Michael Richardson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/michaelrichardsonlb0u	Fr	SS/2B/OF	17	49	11	22	2			8	8	6	6		.449	.517	.490
2014	1	chesapeakecollege	20	jeffreytabaresimmi	Jeffrey Tabares	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jeffreytabaresimmi	Fr	C	12	34	6	6	1			3	3	8	3		.176	.282	.206
2014	1	chesapeakecollege	17	hunterpearsonjy83	Hunter Pearson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterpearsonjy83	Fr	IF	15	29	7	6				2	8	7	2		.207	.429	.207
2014	1	chesapeakecollege	21	lukeskoviranegt	Luke Skovira	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/lukeskoviranegt	Fr	OF/1B	12	26	6	7	2			5	4	10		1	.269	.394	.346
2014	1	chesapeakecollege	3	ausafhussainu6o5	Ausaf Hussain	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ausafhussainu6o5	Fr	OF	12	25	7	4	1			1	1	13	1		.160	.250	.200
2014	1	chesapeakecollege	19	mikehackettsbd3	Mike Hackett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mikehackettsbd3	So	1B/P	13	16	4	4	3			3	4	2	1		.250	.400	.438
2014	1	chesapeakecollege	23	tylerspencer8d77	Tyler Spencer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylerspencer8d77	Fr	C	5	10	1	0				1	2	2			.000	.167	.000
2014	1	chesapeakecollege	12	calebhunterlzvy	Caleb Hunter	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/calebhunterlzvy	Fr	OF/P	6	9	0	0				0	2	3			.000	.182	.000
2014	1	chesapeakecollege	26	guysmith67e9	Guy Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/guysmith67e9	Fr	OF	3	7	1	1				0		6			.143	.143	.143
2014	1	chesapeakecollege	15	dillonswangere074	Dillon Swanger	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dillonswangere074	Fr	P	3	1	0	0				0					.000	.000	.000
2014	1	chesapeakecollege	29	patrickkemperbh4t	Patrick Kemper	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/patrickkemperbh4t	Fr	P	6	0	0	0				0						1.000	
2014	1	mineralareacollege	13	connordavaultzs6i	Connor Davault	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/connordavaultzs6i	So	C	33	123	33	40	5		1	14	11	27	7		.325	.411	.390
2014	1	mineralareacollege	16	charliepalmer5h1d	Charlie Palmer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/charliepalmer5h1d	Fr	OF	35	121	32	41	15		6	33	18	27			.339	.421	.612
2014	1	mineralareacollege	25	codyheisserereo6o	Cody Heisserer	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/codyheisserereo6o	So	1B/RHP	35	116	9	32	6		3	25	9	33		1	.276	.326	.405
2014	1	mineralareacollege	11	loganbradleyy17g	Logan Bradley	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/loganbradleyy17g	So	3B/1B	34	115	28	37	8	1	3	27	10	15	1	1	.322	.383	.487
2014	1	mineralareacollege	17	hunterleeperw5v1	Hunter Leeper	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/hunterleeperw5v1	So	SS	35	113	33	41	14		5	26	14	9			.363	.460	.619
2014	1	mineralareacollege	26	corylubinski9ifj	Cory Lubinski	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/corylubinski9ifj	Fr	MIF	34	110	28	29	7	1	1	13	15	21	4	2	.264	.357	.373
2014	1	mineralareacollege	33	dakotaglored384	Dakota Glore	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dakotaglored384	Fr	OF	34	109	27	42	5		4	26	15	12			.385	.477	.541
2014	1	mineralareacollege	9	bradcuyosu1in	Brad Cuyos	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bradcuyosu1in	So	C	33	101	24	25	7		6	23	12	21			.248	.336	.495
2014	1	mineralareacollege	1	coreyhuskeyfeoz	Corey Huskey	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/coreyhuskeyfeoz	So	2B	21	49	11	12	3		1	7	8	12	5		.245	.377	.367
2014	1	mineralareacollege	4	jakecowan9dgo	Jake Cowan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jakecowan9dgo	Fr	OF	16	44	7	13	2			6	4	18	1		.295	.354	.341
2014	1	mineralareacollege	7	tannerwardolba	Tanner Ward	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tannerwardolba	So	1B	10	23	1	4	1			3	3	6			.174	.286	.217
2014	1	mineralareacollege	2	colekaisersnsc	Cole Kaiser	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/colekaisersnsc	So	OF	6	15	7	6	2			3	4	3		1	.400	.550	.533
2014	1	mineralareacollege	23	christianmontesaqtx	Christian Montes	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/christianmontesaqtx	Fr	OF	6	13	2	1				0					.077	.077	.077
2014	1	mineralareacollege	12	briankoppeispvym	Brian Koppeis	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/briankoppeispvym	So	3B	3	5	0	1				1	1	3			.200	.333	.200
2014	1	mineralareacollege	24	klaytonlougharyghb5	Klayton Loughary	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/klaytonlougharyghb5	Fr	C	1	0	0	0				0						1.000	
2013	2	monroecommunitycollege	4	raysheloncarolina7jz8	Rayshelon Carolina	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/raysheloncarolina7jz8	So	OF	27	75	25	20	1	4		14	16	11	18	3	.267	.421	.387
2013	2	monroecommunitycollege	12	connorlewistclc	Connor Lewis	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/connorlewistclc	Fr	IF/RHP	27	72	14	22	4		1	18	12	6	5	3	.306	.400	.403
2013	2	monroecommunitycollege	8	ellingtonhopkinsmvej	Ellington Hopkins	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ellingtonhopkinsmvej	Fr	IF/OF	24	71	19	27	1	1	1	26	6	3	17	1	.380	.423	.465
2013	2	monroecommunitycollege	2	angelrosario5qh1	Angel Rosario	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/angelrosario5qh1	So	OF	25	62	13	15	2	4		7	16	10	3		.242	.400	.403
2013	2	monroecommunitycollege	3	brettsanderst4yl	Brett Sanders	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brettsanderst4yl	So	IF/OF	24	60	13	15	1			7	6	6	2	1	.250	.338	.267
2013	2	monroecommunitycollege	14	jimmylatonagziy	Jimmy Latona	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jimmylatonagziy	Fr	C/IF	24	50	17	14	1	1		14	10	18	9	2	.280	.486	.340
2013	2	monroecommunitycollege	23	sjaghbarmartis2wjq	Sjaghbar Martis	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/sjaghbarmartis2wjq	Fr	IF/OF	22	48	14	14	2	3	1	16	10	8			.292	.438	.521
2013	2	monroecommunitycollege	18	tommylacongo7qrh	Tommy Lacongo	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tommylacongo7qrh	Fr	C	16	45	9	14	2			10	4	2	3		.311	.404	.356
2013	2	monroecommunitycollege	22	ryanprevost0brf	Ryan Prevost	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ryanprevost0brf	Fr	OF	21	42	10	10	2	3	1	4	10	14	3		.238	.396	.500
2013	2	monroecommunitycollege	9	huntermerrill9ivn	Hunter Merrill	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/huntermerrill9ivn	Fr	IF	18	36	10	12				4	11	5	4	1	.333	.510	.333
2013	2	monroecommunitycollege	13	mikedistefanoww4k	Mike Distefano	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mikedistefanoww4k	Fr	OF/RHP	16	35	6	6			1	6	5	8			.171	.310	.257
2013	2	monroecommunitycollege	34	aaronendresshii	Aaron Endres	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/aaronendresshii	So	IF	14	29	3	9	2	1		3	2	9		1	.310	.375	.448
2013	2	monroecommunitycollege	7	timsegrue9obs	Tim Segrue	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/timsegrue9obs	Fr	C/IF	12	27	6	7				6		6			.259	.258	.259
2013	2	monroecommunitycollege	21	andrewsegar7u9b	Andrew Segar	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andrewsegar7u9b	Fr	OF	11	24	5	4	2			5	5	1	2	1	.167	.333	.250
2013	2	monroecommunitycollege	30	jonsimmonsymho	Jon Simmons	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jonsimmonsymho	Fr	OF	10	17	6	5	2	1		3	3	6			.294	.435	.529
2013	2	monroecommunitycollege	11	alexsavilletzz9	Alex Saville	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexsavilletzz9	Fr	IF	8	16	2	4				3	7	4	1	1	.250	.556	.250
2013	1	centralarizonacollege	17	davidpetrinocw6c	David Petrino	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/davidpetrinocw6c	So	INF	41	148	24	59	14	2	2	34	6	20	2	1	.399	.457	.561
2013	1	centralarizonacollege	25	andrisrizquezig4r	Andris Rizquez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/andrisrizquezig4r	So	OF	44	148	42	50	6	3	2	20	11	17	20	4	.338	.402	.459
2013	1	centralarizonacollege	21	codyfarrell33dx	Cody Farrell	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/codyfarrell33dx	So	OF	40	133	30	41	8		5	24	13	26	3	1	.308	.376	.481
2013	1	centralarizonacollege	18	spenceroneilm5av	Spencer O'Neil	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/spenceroneilm5av	So	OF/1B	40	129	21	44	12	2	4	36	6	23	1		.341	.371	.558
2013	1	centralarizonacollege	2	timhergertgc5r	Tim Hergert	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/timhergertgc5r	Fr	INF	39	105	26	31	9			17	10	16	14	3	.295	.370	.381
2013	1	centralarizonacollege	4	codyerickson89j6	Cody Erickson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/codyerickson89j6	Fr	INF/P	36	99	24	28	5			10	8	6	1		.283	.354	.333
2013	1	centralarizonacollege	8	mjhubbs7cvb	MJ Hubbs	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mjhubbs7cvb	Fr	OF	37	99	13	26	8	1		16	13	21	7	2	.263	.373	.364
2013	1	centralarizonacollege	44	mannyramirez7gkm	Manny Ramirez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mannyramirez7gkm	Fr	1B/OF	35	86	19	23	7		2	16	13	24	4		.267	.427	.419
2013	1	centralarizonacollege	1	aaronsmith357i	Aaron Smith	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/aaronsmith357i	So	2B	32	77	21	28	7	2	1	18	8	12	5	1	.364	.480	.545
2013	1	centralarizonacollege	10	bradhollandktg3	Brad Holland	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bradhollandktg3	Fr	SS	23	64	13	20	3		1	18	6	7	3		.312	.389	.406
2013	1	centralarizonacollege	22	colbyhamilton82n5	Colby Hamilton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/colbyhamilton82n5	Fr	C	24	61	0	21	3			8	4	9			.344	.385	.393
2013	1	centralarizonacollege	7	freddyramos8jyt	Freddy Ramos	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/freddyramos8jyt	Fr	C	22	49	2	12	1			8	18	11			.245	.435	.265
2013	1	centralarizonacollege	27	rileyjoyce1s06	Riley Joyce	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/rileyjoyce1s06	Fr	C	25	48	1	14	3			5	12	10			.292	.452	.354
2013	1	centralarizonacollege	23	aldokoutsoyanopulosyvio	Aldo Koutsoyanopulos	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/aldokoutsoyanopulosyvio	Fr	3B/OF	24	40	14	10	2			4	6	8	6	2	.250	.404	.300
2013	1	centralarizonacollege	15	nasheadiggsa6c9	Nashea Diggs	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nasheadiggsa6c9	Fr	INF	34	37	30	11	1			8	3	5	14	2	.297	.381	.324
2013	1	centralarizonacollege	33	dillonbigcraneqhng	Dillon Bigcrane	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dillonbigcraneqhng	Fr	OF/P	22	35	6	7	1			2	1	8			.200	.243	.229
2013	1	centralarizonacollege	24	samwelton9p6g	Sam Welton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/samwelton9p6g	Fr	OF	16	20	12	7	1		1	6	6	3			.350	.500	.550
2014	2	brunswickcommunitycollege	4	ryanmaksimnmgj	Ryan Maksim	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ryanmaksimnmgj	So	IF	31	115	20	39	1			16	12	9	3	2	.339	.402	.348
2014	2	brunswickcommunitycollege	21	chasegehringerce6m	Chase Gehringer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chasegehringerce6m	Fr	1B	30	110	20	33	5	1	1	13	9	8	10	1	.300	.352	.391
2014	2	brunswickcommunitycollege	29	patrickgraham0zsv	Patrick Graham	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/patrickgraham0zsv	So	1B	29	95	12	33	11		1	23	11	5		1	.347	.411	.495
2014	2	brunswickcommunitycollege	5	addisonfutrellg874	Addison Futrell	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/addisonfutrellg874	Fr	IF	28	92	12	32	3		1	13	2	10	3	1	.348	.358	.413
2014	2	brunswickcommunitycollege	18	benmorrissapl	Ben Morris	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/benmorrissapl	So	OF	25	81	10	30	5	2		14	5	6	1		.370	.407	.481
2014	2	brunswickcommunitycollege	20	nickdebogczk	Nick Debo	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nickdebogczk	Fr	OF/1B	28	80	10	26	5			14	15	5	1		.325	.443	.388
2014	2	brunswickcommunitycollege	39	joshwalkerko5b	Josh Walker	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joshwalkerko5b	Fr	RHP/IF	24	58	7	20	2			8	9	5			.345	.435	.379
2014	2	brunswickcommunitycollege	15	andrewknightcirp	Andrew Knight	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andrewknightcirp	Fr	C	20	53	7	9	1	1		7	3	5			.170	.224	.226
2014	2	brunswickcommunitycollege	13	jimmyboyd4rrp	Jimmy Boyd	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jimmyboyd4rrp	So	OF/RHP	23	52	9	15	4			10	5	8		1	.288	.373	.365
2014	2	brunswickcommunitycollege	11	bradfordlailak8s	Bradford Lail	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bradfordlailak8s	Fr	OF	21	48	14	15				2	3	10	3	2	.312	.377	.312
2014	2	brunswickcommunitycollege	12	williemcrae09v6	Willie McRae	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/williemcrae09v6	Fr	OF	16	41	12	11	1			4	2	4	5		.268	.302	.293
2014	2	brunswickcommunitycollege	10	caseyfries7ikf	Casey Fries	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/caseyfries7ikf	So	IF/OF	17	39	8	11	3			6	4	4			.282	.396	.359
2014	2	brunswickcommunitycollege	9	tjbrownp1la	TJ Brown	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tjbrownp1la	So	C	16	37	3	10	3			3	2	3			.270	.308	.351
2014	2	brunswickcommunitycollege	8	baywrightsocx	Bay Wright	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/baywrightsocx	Fr	C/IF	18	29	6	7		1	1	3		4			.241	.290	.414
2014	2	brunswickcommunitycollege	3	colejosselynh0sc	Cole Josselyn	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/colejosselynh0sc	Fr	IF	12	22	6	4				1	1	6			.182	.217	.182
2014	2	brunswickcommunitycollege	33	andrewchomiczewskip9o7	Andrew Chomiczewski	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andrewchomiczewskip9o7	Fr	C/1B	11	20	3	6	1			0	2	2			.300	.391	.350
2014	2	brunswickcommunitycollege	6	willodom0u0o	Will Odom	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/willodom0u0o	Fr	IF	10	19	2	3				1	2	6			.158	.261	.158
2014	2	brunswickcommunitycollege	28	chasegoldberguc8m	Chase Goldberg	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chasegoldberguc8m	Fr	IF	6	12	2	2	1			0	3	4			.167	.333	.250
2014	2	brunswickcommunitycollege	25	benkernerg7l5	Ben Kerner	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/benkernerg7l5	Fr	RHP	13	3	0	0				0		2			.000	.000	.000
2014	2	brunswickcommunitycollege	16	palmerrice11mv	Palmer Rice	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/palmerrice11mv	Fr	OF/LHP	6	2	0	0				0		2			.000	.000	.000
2014	2	brunswickcommunitycollege	24	jordancummingshg1e	Jordan Cummings	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jordancummingshg1e	So	RHP	7	1	0	0				0					.000	.000	.000
2014	2	brunswickcommunitycollege	27	allengrullonz16t	Allen Grullon	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/allengrullonz16t	Fr	IF	1	1	0	0				0		1			.000	.000	.000
2013	3	gloucestercountycollege	1	patkane08ba	Pat Kane	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/patkane08ba	So	Inf/LF	19	70	23	29	1	1		13	8	6	5	1	.414	.517	.457
2013	3	gloucestercountycollege	24	coreycapaldif4k6	Corey Capaldi	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/coreycapaldif4k6	Fr	OF	19	69	13	23	4		1	15	7	14	1	2	.333	.390	.435
2013	3	gloucestercountycollege	7	johnbrucker76iw	John Brucker	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/johnbrucker76iw	So	INF	18	67	9	19	3		1	11	3	6	1		.284	.310	.373
2013	3	gloucestercountycollege	21	jongonzales91x2	Jon Gonzales	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jongonzales91x2	Fr	C	19	60	16	17	4	2	1	11	13	9	2		.283	.443	.467
2013	3	gloucestercountycollege	31	nedkerr0djc	Ned Kerr	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nedkerr0djc	So	C	18	60	27	21	4	1	2	13	17	5	7	1	.350	.494	.550
2013	3	gloucestercountycollege	26	georgemonsenbrva	George Monsen	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/georgemonsenbrva	So	OF	18	57	15	23	6		1	11	8	6	11	1	.404	.514	.561
2013	3	gloucestercountycollege	25	coreylerche0ry1	Corey Lerche	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/coreylerche0ry1	So	1b	16	53	11	10	4			8	5	9	1	1	.189	.250	.264
2013	3	gloucestercountycollege	17	shanegarretto53z	Shane Garrett	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/shanegarretto53z	So	INF	13	50	12	20	3	1		11	3	3	4	1	.400	.434	.500
