year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	hbp	sf	sh	tb	xbh	hdp	go	fo	go_fo	pa
2014	2	ellsworthcommunitycollege	6	mattolsontlfs	Matt Olson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mattolsontlfs	Fr	OF	10				2	0					16
2014	2	ellsworthcommunitycollege	22	treymuilenburg0gng	Trey Muilenburg	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/treymuilenburg0gng	Fr	OF	6				2	0					13
2014	3	riverlandcommunitycollege	1	rubencorrea9hgw	Ruben Correa	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/rubencorrea9hgw	Fr		16	1		1	33	6		9	4	2.25	60
2014	3	riverlandcommunitycollege	14	kennyperez18uy	Kenny Perez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kennyperez18uy	So		17	1	1	1	20	5		9	7	1.29	59
2014	3	riverlandcommunitycollege	7	clayfonfaras4cy	Clay Fonfara	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/clayfonfaras4cy	Fr		17	1		1	19	2		9	6	1.50	57
2014	3	riverlandcommunitycollege	26	miguelcastrowgle	Miguel Castro	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/miguelcastrowgle	Fr		15				13	2		3	4	0.75	44
2014	3	riverlandcommunitycollege	17	mirangelomuller4cyi	Mirangelo Muller	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mirangelomuller4cyi	Fr		16	1			22	7			9		44
2014	3	riverlandcommunitycollege	9	samroosenbrp5	Sam Roosen	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/samroosenbrp5	Fr		13	4			14	2		5			38
2014	3	riverlandcommunitycollege	2	adamsellnerm1ii	Adam Sellner	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/adamsellnerm1ii	So		16	1		1	15	2		6	4	1.50	38
2014	3	riverlandcommunitycollege	5	mattbushbaumskiu	Matt Bushbaum	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mattbushbaumskiu	So		14			1	14	3		3	8	0.38	37
2014	3	riverlandcommunitycollege	11	rudmicheallbrandao9fi9	Rudmicheall Brandao	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/rudmicheallbrandao9fi9	Fr		12	1		1	8	2			4		34
2014	3	riverlandcommunitycollege	23	melvindelatorrexdc0	Melvin De La Torre	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/melvindelatorrexdc0	Fr		13	1		1	13	2			3		34
2014	3	riverlandcommunitycollege	22	andrewadamsw07o	Andrew Adams	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/andrewadamsw07o	So		10			1	14	4		2	2	1.00	26
2014	3	riverlandcommunitycollege	20	rileysonliberiaxkuo	Rileyson Liberia	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/rileysonliberiaxkuo	Fr		8	2			11	2		6	2	3.00	26
2014	3	riverlandcommunitycollege	27	brockrude50vo	Brock Rude	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brockrude50vo	So		13				9	0		3	1	3.00	25
2014	3	riverlandcommunitycollege	32	nestorjimenez8wsp	Nestor Jimenez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nestorjimenez8wsp	Fr		5				5	0			1		12
2014	3	riverlandcommunitycollege	25	jonathanjonesenhl	Jonathan Jones	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jonathanjonesenhl	So		7				6	2		2			12
2014	3	riverlandcommunitycollege	31	zacharynelsonkcx6	Zachary Nelson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/zacharynelsonkcx6	So		10	1			2	0					9
2014	3	riverlandcommunitycollege	18	kevinsoto73in	Kevin Soto	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kevinsoto73in	Fr		4				0	0					8
2014	3	riverlandcommunitycollege	16	taylorgrothdcna	Taylor Groth	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/taylorgrothdcna	Fr		4				2	0					5
2014	3	riverlandcommunitycollege	36	christiannieves73xk	Christian Nieves	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/christiannieves73xk	Fr		2				0	0					2
2014	3	riverlandcommunitycollege	34	sambozyki4wh	Sam Bozyk	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/sambozyki4wh	Fr		3				0	0					1
2014	3	riverlandcommunitycollege	33	jaronbrezinskybpgz	Jaron Brezinsky	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jaronbrezinskybpgz	So		4				0	0					1
2014	3	riverlandcommunitycollege	21	brettthackery7hbj	Brett Thackery	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brettthackery7hbj	Fr		3				0	0					1
2013	3	middlesexcountycollege	20	frankgaydosvl6t	Frank Gaydos	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/frankgaydosvl6t			18	2		4	16	0					72
2013	3	middlesexcountycollege	3	brandonshehjsj7	Brandon Sheh	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brandonshehjsj7			18	2			23	4					72
2013	3	middlesexcountycollege	2	mattbouthilette4adn	Matt Bouthilette	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mattbouthilette4adn			17	3		1	17	4					68
2013	3	middlesexcountycollege	12	kevinbockler9	Kevin Bock	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kevinbockler9			18			1	22	3					63
2013	3	middlesexcountycollege	32	matthewramandiic1j	Matthew Ramandi	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/matthewramandiic1j			16	3		2	19	4					59
2013	3	middlesexcountycollege	41	thomaspost6cd4	Thomas Post	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/thomaspost6cd4			16	1		2	19	2					57
2013	3	middlesexcountycollege	23	matthewlevanjzr3	Matthew Levan	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/matthewlevanjzr3			13	1			11	3					32
2013	3	middlesexcountycollege	11	vincentgambardella4ww8	Vincent Gambardella	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/vincentgambardella4ww8			9			1	4	0					31
2013	3	middlesexcountycollege	30	andrewheviayz4a	Andrew Hevia	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/andrewheviayz4a			9	1			10	0					27
2013	3	middlesexcountycollege	24	davidmatta87kf	David Matta	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/davidmatta87kf			8	1			5	1					22
2013	3	middlesexcountycollege	17	patrickdoughertyzci9	Patrick Dougherty	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/patrickdoughertyzci9			8	1			5	0					21
2013	3	middlesexcountycollege	42	felixsantanal8ya	Felix Santana	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/felixsantanal8ya			5				5	0					20
2013	3	middlesexcountycollege	7	seanvillegas9ka6	Sean Villegas	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/seanvillegas9ka6			7			1	4	0					17
2013	3	middlesexcountycollege	22	josephsmith4u9k	Joseph Smith	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/josephsmith4u9k			5				7	2					14
2013	3	middlesexcountycollege	25	deanroventinim082	Dean Roventini	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/deanroventinim082			4				0	0					12
2013	3	middlesexcountycollege	44	stevesepa5xo8	Steve Sepa	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/stevesepa5xo8			6				1	0					7
2013	3	middlesexcountycollege	5	yonjeryperezetgj	Yonjery Perez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/yonjeryperezetgj			5				0	0					6
2013	3	middlesexcountycollege	6	dankacsmarjuwl	Dan Kacsmar	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/dankacsmarjuwl			2				1	0					4
2014	2	scottsdalecommunitycollege	1	tysvec3orc	Ty Svec	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tysvec3orc	So	OF	37	2	1	5	47	5					163
2014	2	scottsdalecommunitycollege	7	adamwolfeec3z	Adam Wolfe	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/adamwolfeec3z	Fr	IF	36	4	3	1	74	17					158
2014	2	scottsdalecommunitycollege	25	jakehowardba9m	Jake Howard	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jakehowardba9m	So	IF	35	4	3	1	65	17					143
2014	2	scottsdalecommunitycollege	4	mattmorriskbee	Matt Morris	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mattmorriskbee	So	IF	34	6	1	2	60	12			1		142
2014	2	scottsdalecommunitycollege	3	justinerlandsonlsvz	Justin Erlandson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/justinerlandsonlsvz	Fr	OF	37	8	2	1	44	8		3	1	3.00	126
2014	2	scottsdalecommunitycollege	9	cjmcgradyutm0	CJ McGrady	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/cjmcgradyutm0	So	OF/IF	36	3		3	39	7					126
2014	2	scottsdalecommunitycollege	21	levonteallenz5d2	Levonte Allen	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/levonteallenz5d2	So	IF	32		1		42	10		1	2	0.50	123
2014	2	scottsdalecommunitycollege	2	tannergerman416j	Tanner German	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannergerman416j	So	IF	30	5	1	4	22	2			2		112
2014	2	scottsdalecommunitycollege	17	drakekelley9tkp	Drake Kelley	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/drakekelley9tkp	So	IF/OF	27	2	1	2	42	11		3			112
2014	2	scottsdalecommunitycollege	22	mikegordnerqx10	Mike Gordner	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mikegordnerqx10	Fr	C	31	7	1		31	7					98
2014	2	scottsdalecommunitycollege	26	chrisburks4ibl	Chris Burks	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chrisburks4ibl	So	OF	29		1	1	32	7			2		82
2014	2	scottsdalecommunitycollege	14	willfreirdcz	Will Frei	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/willfreirdcz	Fr	C	21	2	1	1	17	3		1	1	1.00	69
2014	2	scottsdalecommunitycollege	15	kennyfinnfgoe	Kenny Finn	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kennyfinnfgoe	Fr	IF	25				19	3			1		60
2014	2	scottsdalecommunitycollege	33	reidpenney6jno	Reid Penney	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/reidpenney6jno	Fr	IF	15				21	6			1		47
2014	2	scottsdalecommunitycollege	23	felixzimmerlee5ub6	Felix Zimmerlee	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/felixzimmerlee5ub6	Fr	IF/RHP	13				2	0					16
2014	2	scottsdalecommunitycollege	30	jonathannunnallyoj64	Jonathan Nunnally	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jonathannunnallyoj64	Fr	OF	2				4	1					7
2013	2	delawaretechnicalampcommunitycolle	9	ervingnazariov1hp	Erving Nazario	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ervingnazariov1hp	Fr	1B	26				40	5					89
2013	2	delawaretechnicalampcommunitycolle	25	christianbrigham5ngh	Christian Brigham	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/christianbrigham5ngh	So	C/1B	26	3		2	23	2					85
2013	2	delawaretechnicalampcommunitycolle	24	danegecinary7b	Dane Gecina	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/danegecinary7b	So	OF	25	5		2	25	4					84
2013	2	delawaretechnicalampcommunitycolle	13	vinniesorrentino0iso	Vinnie Sorrentino	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/vinniesorrentino0iso	So	3B	23	1		3	27	2					78
2013	2	delawaretechnicalampcommunitycolle	5	tannerhudson1mjv	Tanner Hudson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannerhudson1mjv	Fr	MIF	22	2		1	12	0					61
2013	2	delawaretechnicalampcommunitycolle	7	markferrara3z56	Mark Ferrara	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/markferrara3z56	So	2B	20	1		1	23	3					60
2013	2	delawaretechnicalampcommunitycolle	11	justinsomervillecck6	Justin Somerville	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/justinsomervillecck6	So	OF	22	2		1	11	1					55
2013	2	delawaretechnicalampcommunitycolle	2	michaelbrownf9xh	Michael Brown	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/michaelbrownf9xh	Fr	SS/2B	15			1	20	4					45
2013	2	delawaretechnicalampcommunitycolle	17	nicholasmorrisettetao5	Nicholas Morrisette	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nicholasmorrisettetao5	Fr	C	13	1		1	11	2					38
2013	2	delawaretechnicalampcommunitycolle	23	jordanmartin52lp	Jordan Martin	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jordanmartin52lp	Fr	MIF	18				8	1					37
2013	2	delawaretechnicalampcommunitycolle	1	tonyhunterahyk	Tony Hunter	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tonyhunterahyk	Fr	OF/LHP	16				6	0					35
2013	2	delawaretechnicalampcommunitycolle	31	nicholasgrant0b8x	Nicholas Grant	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nicholasgrant0b8x	So	RHP	17	1			11	1					34
2013	2	delawaretechnicalampcommunitycolle	3	kevinguthrie56kb	Kevin Guthrie	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kevinguthrie56kb	So	OF	21	1		1	7	2					31
2013	2	delawaretechnicalampcommunitycolle	15	leekillen6bfg	Lee Killen	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/leekillen6bfg	Fr	C	13			2	3	0					24
2013	2	delawaretechnicalampcommunitycolle	22	tylersimms3o7u	Tyler Simms	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylersimms3o7u	So	OF	13				4	0					23
2013	2	delawaretechnicalampcommunitycolle	34	wilfredorodriguezvrmb	Wilfredo Rodriguez	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/wilfredorodriguezvrmb	Fr	3B/RHP	6				4	0					15
2013	2	delawaretechnicalampcommunitycolle	10	weswhitlockwuam	Wes Whitlock	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/weswhitlockwuam	Fr	RHP/OF	9				1	0					9
2013	2	delawaretechnicalampcommunitycolle	12	christopherhukd6yc	Christopher Huk	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/christopherhukd6yc	Fr	RHP/1B	10				0	0					6
2013	2	delawaretechnicalampcommunitycolle	27	tylermyers9hut	Tyler Myers	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylermyers9hut	So	RHP	8				0	0					4
2013	2	delawaretechnicalampcommunitycolle	28	adamkowalczykl8ng	Adam Kowalczyk	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/adamkowalczykl8ng	So	1B	1				0	0					1
2013	2	southwestmississippicommunitycollege	4	loganferrell0e7k	Logan Ferrell	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/loganferrell0e7k	So	IF	30		1	7	33	2					115
2013	2	southwestmississippicommunitycollege	1	anthonydurrge7i	Anthony Durr	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/anthonydurrge7i	So	IF	30		2	4	26	3					110
2013	2	southwestmississippicommunitycollege	33	collincarrollmmlk	Collin Carroll	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/collincarrollmmlk	So	IF	30		2	1	39	10					109
2013	2	southwestmississippicommunitycollege	9	paydenlynchugq3	Payden Lynch	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/paydenlynchugq3	So	P/OF	29				36	9					95
2013	2	southwestmississippicommunitycollege	23	kendrichodgeswbm9	Kendric Hodges	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kendrichodgeswbm9	So	IF	29		1	2	20	2					90
2013	2	southwestmississippicommunitycollege	7	andrewhulbertyp67	Andrew Hulbert	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andrewhulbertyp67	So	OF	28			3	19	1					80
2013	2	southwestmississippicommunitycollege	21	patricdevlinnr8m	Patric Devlin	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/patricdevlinnr8m	So	OF	24		1	3	13	0					64
2013	2	southwestmississippicommunitycollege	2	austinknight7m9k	Austin Knight	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/austinknight7m9k	So	IF	23				20	3					64
2013	2	southwestmississippicommunitycollege	6	tylertowlesyohc	Tyler Towles	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tylertowlesyohc	Fr	C	17		2	2	15	1					59
2013	2	southwestmississippicommunitycollege	20	trentgordy6ucu	Trent Gordy	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/trentgordy6ucu	Fr	C	15			1	10	2					51
2013	2	southwestmississippicommunitycollege	12	zachjonesls1r	Zach Jones	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/zachjonesls1r	So	OF	12		1		9	2					33
2013	2	southwestmississippicommunitycollege	19	treywynnmp5k	Trey Wynn	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/treywynnmp5k	Fr	OF	15		1		10	1					26
2013	2	southwestmississippicommunitycollege	15	coleguytons6vv	Cole Guyton	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coleguytons6vv	Fr	IF	9				8	2					20
2013	2	southwestmississippicommunitycollege	28	mattfountainm69y	Matt Fountain	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mattfountainm69y	Fr	C	3				0	0					2
2013	2	southwestmississippicommunitycollege	5	samrichardigq2	Sam Richard	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/samrichardigq2	Fr	P/IF	13				0	0					1
2013	1	northeasternjuniorcollege	5	kylekillenbe8u	Kyle Killen	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kylekillenbe8u	So	IF	21		1	1	25	6					76
2013	1	northeasternjuniorcollege	10	brandonbaeckelqsis	Brandon Baeckel	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brandonbaeckelqsis	So	UT	20		2		27	4					73
2013	1	northeasternjuniorcollege	27	jjbissell0r7z	JJ Bissell	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jjbissell0r7z	So	1b/C	20	1	1		35	9					72
2013	1	northeasternjuniorcollege	23	tylervandenbarka81n	Tyler Vandenbark	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylervandenbarka81n	Fr	LHP/1B	18	1			18	3					69
2013	1	northeasternjuniorcollege	21	evanwiedner2y3y	Evan Wiedner	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/evanwiedner2y3y	Fr	IF	15				19	2					58
2013	1	northeasternjuniorcollege	9	jaronbalmanj75o	Jaron Balman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jaronbalmanj75o	Fr	C/OF	17	1	1		16	3					57
2013	1	northeasternjuniorcollege	3	brittonabbott5sue	Britton Abbott	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brittonabbott5sue	Fr	OF	15	1			10	0					53
2013	1	northeasternjuniorcollege	17	kollinevenski7t	Kollin Evens	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kollinevenski7t	Fr	OF	11				12	2					44
2013	1	northeasternjuniorcollege	26	brianskrdlantxefg	Brian Skrdlant	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brianskrdlantxefg	Fr	C	11	1			8	1					34
2013	1	northeasternjuniorcollege	20	shawngarcial60z	Shawn Garcia	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/shawngarcial60z	So	RHP	11	2			4	0					32
2013	1	northeasternjuniorcollege	35	nickdimpfellhfg	Nick Dimpfel	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nickdimpfellhfg	Fr	C	6				3	1					21
2013	1	northeasternjuniorcollege	33	lucaslingreenbv7r	Lucas Lingreen	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/lucaslingreenbv7r	Fr	IF/OF	6		1		3	0					21
2013	1	northeasternjuniorcollege	12	liamwilson1iew	Liam Wilson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/liamwilson1iew	Fr	3b	7		1		9	3					21
2013	1	northeasternjuniorcollege	16	shawnguerrerogli4	Shawn Guerrero	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/shawnguerrerogli4	So	OF	7				1	0					18
2013	1	northeasternjuniorcollege	11	trentmueller9ui6	Trent Mueller	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trentmueller9ui6	Fr	RHP/OF	4	1			0	0					13
2013	1	northeasternjuniorcollege	39	tommyjohnsonwx4s	Tommy Johnson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tommyjohnsonwx4s	Fr	IF	2				1	0					6
2013	1	northeasternjuniorcollege	38	codytroudtqjzi	Cody Troudt	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/codytroudtqjzi	Fr	C/UT	2				0	0					6
2014	1	rangercollege	15	nickcerdaoael	Nick Cerda	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nickcerdaoael	So	INF	32	5	1	3	51	9	0	0	0		123
2014	1	rangercollege	2	brandongarrettpmsi	Brandon Garrett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/brandongarrettpmsi	So	OF	32	3	1	2	28	3	0	2	0		122
2014	1	rangercollege	13	dayfranortiz7l9e	Dayfran Ortiz	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dayfranortiz7l9e	Fr	C	31	2	4	0	37	8	0	2	1	2.00	120
2014	1	rangercollege	4	pedrobarriosmpef	Pedro Barrios	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/pedrobarriosmpef	Fr	SS	30	0	0	2	39	7	0	2	0		114
2014	1	rangercollege	25	chrisbaloghr2bz	Chris Balogh	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chrisbaloghr2bz	Fr	1B	31	4	1	1	38	6	0	1	0		112
2014	1	rangercollege	11	haydonbogard614z	Haydon Bogard	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/haydonbogard614z	So	OF	29	2	0	2	31	4	0	1	0		109
2014	1	rangercollege	18	oscarrodriguezip57	Oscar Rodriguez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/oscarrodriguezip57	Fr	INF	26	2	2	1	18	1	0	0	0		72
2014	1	rangercollege	27	chaddullnigib2f	Chad Dullnig	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chaddullnigib2f	So	1B	22	2			31	8					69
2014	1	rangercollege	17	masonspracklenuwov	Mason Spracklen	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/masonspracklenuwov	Fr	C	23	3			14	3					64
2014	1	rangercollege	1	gavintristansloh	Gavin Tristan	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/gavintristansloh	Fr	SS	24	0	0	1	15	2	0	0	0		62
2014	1	rangercollege	10	michaelmilnerz3mn	Michael Milner	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/michaelmilnerz3mn	Fr	UTL	17	5	1	1	31	9					57
2014	1	rangercollege	22	nickarstrbjb	Nick Arst	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nickarstrbjb	So	OF	21	1			13	5					37
2014	1	rangercollege	6	cristiancoopert654	Cristian Cooper	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/cristiancoopert654	Fr	OF	22	0	0	1	4	0	0	0	0		35
2014	1	rangercollege	26	loganwilsonkyr3	Logan Wilson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/loganwilsonkyr3	Fr	C/1B	9	0	0	1	0	0	0	1	0		12
2014	1	rangercollege	32	bryansancheza7zm	Bryan Sanchez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bryansancheza7zm	Fr	C	4				1	0					6
2014	1	rangercollege	38	huntermaphet1exi	Hunter Maphet	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/huntermaphet1exi	Fr	DH	3				0	0					3
2014	1	rangercollege	9	kyleparkinson1tg8	Kyle Parkinson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kyleparkinson1tg8	So	RHP	5	0	0	0	0	0	0	0	1	0.00	3
2014	2	frederickcommunitycollege	1	caseyclaussig9c	Casey Clauss	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/caseyclaussig9c	So	OF	33	2	1	1	46	4		6	6	1.00	143
2014	2	frederickcommunitycollege	4	chrismattison0xd3	Chris Mattison	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chrismattison0xd3	Fr	C	33	1	4		54	13		4			133
2014	2	frederickcommunitycollege	35	ryanmiller7gxy	Ryan Miller	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ryanmiller7gxy	So	INF/RHP	33	1	5		62	14		1	6	0.17	127
2014	2	frederickcommunitycollege	2	brianwirth16er	Brian Wirth	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brianwirth16er	So	OF	28	6		3	45	6		6	4	1.50	115
2014	2	frederickcommunitycollege	20	getzgarrettnpye	Getz Garrett	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/getzgarrettnpye	Fr	INF	31	2	1	2	20	1		6	2	3.00	104
2014	2	frederickcommunitycollege	13	chrismoylans96i	Chris Moylan	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chrismoylans96i	So	INF	30	2	1	3	24	3		6	4	1.50	101
2014	2	frederickcommunitycollege	12	codyharmanb9wl	Cody Harman	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/codyharmanb9wl	So	C	25	4		2	30	8		5	1	5.00	91
2014	2	frederickcommunitycollege	17	beneppleykzso	Ben Eppley	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/beneppleykzso	So	OF/LHP	25	3		1	30	5		3	3	1.00	87
2014	2	frederickcommunitycollege	16	mattkureljatind	Matt Kurelja	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mattkureljatind	So	INF	20	5	1		24	5		3	2	1.50	69
2014	2	frederickcommunitycollege	28	loganappelo0pe	Logan Appel	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/loganappelo0pe	Fr	OF/LHP	18	4			21	5					57
2014	2	frederickcommunitycollege	8	coleboozel63im	Cole Boozel	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coleboozel63im	Fr	RHP/INF	14				23	6			2		32
2014	2	frederickcommunitycollege	5	johncapwell2vx5	John Capwell	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/johncapwell2vx5	So	OF/DH	13				9	2					29
2014	2	frederickcommunitycollege	30	brianlauritohlcc	Brian Laurito	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brianlauritohlcc	Fr	C	8				8	1					25
2014	2	frederickcommunitycollege	22	andrewshreinerg8ks	Andrew Shreiner	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andrewshreinerg8ks	Fr	LHP/INF	12	2			5	1					19
2014	2	frederickcommunitycollege	14	jessiemcallisterh4mu	Jessie McAllister	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jessiemcallisterh4mu	So	INF	9		1		6	2					18
2014	2	frederickcommunitycollege	6	joegagliardi4eyd	Joe Gagliardi	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joegagliardi4eyd	Fr	INF	11		1		5	1					16
2014	2	frederickcommunitycollege	18	loganfunktpvi	Logan Funk	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/loganfunktpvi	Fr	INF	7				1	0					5
2014	2	frederickcommunitycollege	19	austinbuckleyv34y	Austin Buckley	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/austinbuckleyv34y	Fr	OF	5				0	0					4
2013	3	milwaukeeareatechnicalcollege	10	zachtayloraf5z	Zach Taylor	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/zachtayloraf5z	Fr	OF	14	1	1		17	2					51
