year	division_id	school_id	uniform_number	player_id	player_name	player_url	class_year	position	g	tc	po	a	e	fpct	dp	sba	rcs	rcs_percent	pb	ci
2014	1	southfloridastatecollege	9	bradburdettged4	Brad Burdett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bradburdettged4	Fr	LHP	15	9	1	6	2	.778	1					
2014	1	southfloridastatecollege	25	tylerknowles8h89	Tyler Knowles	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/tylerknowles8h89	Fr	RHP	10	12	1	9	2	.833						
2014	1	southfloridastatecollege	15	taylorlayner8syo	Taylor Layner	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/taylorlayner8syo	So	LHP/OF	29	8	1	6	1	.875	0	0	0		0	0
2014	1	southfloridastatecollege	24	josemunozriveram0bw	Jose Munoz-Rivera	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/josemunozriveram0bw	Fr	LHP	3	5	0	5	0	1.000	0	0	0		0	0
2014	1	southfloridastatecollege	10	zachoshaa1jz	Zach Osha	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/zachoshaa1jz	So	RHP	11	3	0	2	1	.667	0	0	0		0	0
2014	1	southfloridastatecollege	18	pablorubio53qe	Pablo Rubio	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/pablorubio53qe	Fr	RHP	8	4	0	4	0	1.000	0	0	0		0	0
2013	1	frankphillipscollege	5	johnbaiadawjb3	John Baiada	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/johnbaiadawjb3	Fr	C	28	170	155	12	3	.982	0	10	8	.444	0	0
2013	1	frankphillipscollege	19	joshrazoo0rq	Josh Razo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joshrazoo0rq	So	INF	29	155	145	9	1	.994	5	0	0		0	0
2013	1	frankphillipscollege	33	jarrydklemmcqkv	Jarryd Klemm	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jarrydklemmcqkv	So	C/OF	32	68	63	5	0	1.000	0	2	0	.000	0	0
2013	1	frankphillipscollege	2	benmckenzieh4bd	Ben McKenzie	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/benmckenzieh4bd	So	INF/OF	32	121	60	54	7	.942	8	0	0		0	0
2013	1	frankphillipscollege	20	nicholassanchezonpt	Nicholas Sanchez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/nicholassanchezonpt	Fr	OF	32	61	59	0	2	.967	0	0	0		0	0
2013	1	frankphillipscollege	8	williamhairstond2fo	William Hairston	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/williamhairstond2fo	Fr	UTL	31	58	42	14	2	.966	1	0	0		0	0
2013	1	frankphillipscollege	9	wesleyharris6ass	Wesley Harris	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/wesleyharris6ass	So	INF	28	85	42	37	6	.929	9	0	0		0	0
2013	1	frankphillipscollege	26	chadbrownqjk2	Chad Brown	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/chadbrownqjk2	Fr	INF	29	54	29	23	2	.963	1	0	0		0	0
2013	1	frankphillipscollege	6	trentonpearsonk203	Trenton Pearson	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trentonpearsonk203	Fr	C	5	26	24	2	0	1.000		2	2	.500		
2013	1	frankphillipscollege	3	taylorgradyj44v	Taylor Grady	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/taylorgradyj44v	Fr	INF	12	27	20	3	4	.852	2	0	0		0	0
2013	1	frankphillipscollege	22	larrenartisebvy	Larren Artis	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/larrenartisebvy	So	INF	27	21	19	2	0	1.000	4	0	0		0	0
2013	1	frankphillipscollege	12	granthatzmanhf0v	Grant Hatzman	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/granthatzmanhf0v	Fr	OF	20	8	8	0	0	1.000	0	0	0		0	0
2013	1	frankphillipscollege	34	conradwozniak0o5y	Conrad Wozniak	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/conradwozniak0o5y	So	RHP	7	12	5	6	1	.917	0	0	0		0	0
2013	1	frankphillipscollege	29	marcandrehabeckl620	Marc-Andre Habeck	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/marcandrehabeckl620	So	RHP	9	11	4	5	2	.818	0	0	0		0	0
2013	1	frankphillipscollege	25	germanhernandeztrc6	German Hernandez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/germanhernandeztrc6	So	RHP	13	7	3	3	1	.857	0	0	0		0	0
2013	1	frankphillipscollege	23	trevorrowlettn5qp	Trevor Rowlett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trevorrowlettn5qp	So	Rhp	8	4	2	2	0	1.000	0	0	0		0	0
2013	1	frankphillipscollege	18	addisonrusseuxh	Addison Russ	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/addisonrusseuxh	Fr	RHP	7	3	2	1	0	1.000						
2013	1	frankphillipscollege	10	walkerwhartonglo3	Walker Wharton	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/walkerwhartonglo3	Fr	LHP	6	9	2	7	0	1.000						
2013	1	frankphillipscollege	21	waderegas15qf	Wade Regas	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/waderegas15qf	So	RHP	7	3	1	2	0	1.000						
2013	1	frankphillipscollege	15	trevorsettles1tqj	Trevor Settles	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/trevorsettles1tqj	Fr	LHP	5	2	1	1	0	1.000						
2013	1	frankphillipscollege	7	rickycarrillohc3v	Ricky Carrillo	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/rickycarrillohc3v	Fr	INF	1	0	0	0	0							
2013	1	frankphillipscollege	14	dylannorris6bk1	Dylan Norris	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/dylannorris6bk1	Fr	LHP	3	1	0	0	1	.000	0	0	0		0	0
2013	1	frankphillipscollege	11	joshuaspencetits	Joshua Spence	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/joshuaspencetits	So	LHP	5	0	0	0	0							
2013	1	frankphillipscollege	1	kaleward749c	Kale Ward	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/kaleward749c	Fr	INF	2	0	0	0	0							
2014	2	wentworthmilitaryacademy	5	devynadamesyxlq	Devyn Adames	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/devynadamesyxlq	Fr	INF/OF	1	0	0	0	0							
2014	2	wentworthmilitaryacademy	7	curtisbargerutnv	Curtis Barger	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/curtisbargerutnv	So	INF	9	0	0	0	0							
2014	2	wentworthmilitaryacademy	19	petebrittainzot9	Pete Brittain	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/petebrittainzot9	Fr	INF	4	0	0	0	0							
2014	2	wentworthmilitaryacademy	18	mackenziebrucec7hf	Mackenzie Bruce	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mackenziebrucec7hf	Fr	OF	3	0	0	0	0							
2014	2	wentworthmilitaryacademy	2	carterdittmermgkx	Carter Dittmer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/carterdittmermgkx	Fr	INF	5	0	0	0	0							
2014	2	wentworthmilitaryacademy	17	tannereastabrooks8wit	Tanner Eastabrooks	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannereastabrooks8wit	So	INF/OF	7	0	0	0	0							
2014	2	wentworthmilitaryacademy	4	coleeastwoodyo8q	Cole Eastwood	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coleeastwoodyo8q	So	OF	4	0	0	0	0							
2014	2	wentworthmilitaryacademy	12	chrisedwardst5ll	Chris Edwards	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chrisedwardst5ll	Fr	OF	4	0	0	0	0							
2014	2	wentworthmilitaryacademy	25	beaufranklinyss6	Beau Franklin	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/beaufranklinyss6	So	INF	9	0	0	0	0							
2014	2	wentworthmilitaryacademy	1	robgallagher7xy1	Rob Gallagher	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/robgallagher7xy1	So	INF	5	0	0	0	0							
2014	2	wentworthmilitaryacademy	24	mylesgibsonoyw2	Myles Gibson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/mylesgibsonoyw2	Fr	INF	3	0	0	0	0							
2014	2	wentworthmilitaryacademy	3	jordanhoodrnuu	Jordan Hood	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jordanhoodrnuu	So	PIT	1	0	0	0	0							
2014	2	wentworthmilitaryacademy	9	marckrantzl6hg	Marc Krantz	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/marckrantzl6hg	Fr	OF	8	0	0	0	0							
2014	2	wentworthmilitaryacademy	20	joshlenhardtnjz6	Josh Lenhardt	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joshlenhardtnjz6	Fr	INF	8	0	0	0	0							
2014	2	wentworthmilitaryacademy	10	ethanmccraywkw2	Ethan McCray	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ethanmccraywkw2	Fr	INF	6	0	0	0	0							
2014	2	wentworthmilitaryacademy	11	josemosbynorrisrghp	Jose Mosby-Norris	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/josemosbynorrisrghp	Fr	OF/INF	9	0	0	0	0							
2014	2	wentworthmilitaryacademy	13	austonnordikexhqm	Auston Nordike	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/austonnordikexhqm	Fr	OF	8	0	0	0	0							
2014	2	wentworthmilitaryacademy	21	tannerstonehkgr	Tanner Stone	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannerstonehkgr	Fr	PIT	1	0	0	0	0							
2014	2	wentworthmilitaryacademy	23	rexwhisnerms9h	Rex Whisner	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/rexwhisnerms9h	Fr	OF	7	1	0	0	1	.000						
2014	2	wentworthmilitaryacademy	16	kasanwilliamslas1	Ka'san Williams	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/kasanwilliamslas1	Fr	OF	3	0	0	0	0							
2013	3	atlanticcapecommunitycollege	7	jonbruccoleriscq0	Jon Bruccoleri	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jonbruccoleriscq0	Fr	P	6	0	0	0	0							
2013	3	atlanticcapecommunitycollege	5	ericcoylef0cx	Eric Coyle	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/ericcoylef0cx	So	3B	5	1	0	0	1	.000						
2013	3	atlanticcapecommunitycollege	19	kurthamby0tli	Kurt Hamby	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kurthamby0tli	So	P/1B/3B	5	3	0	0	3	.000						
2013	3	atlanticcapecommunitycollege	18	nickharringjchr	Nick Harring	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/nickharringjchr	So	P/1B	6	2	0	0	2	.000	1					
2013	3	atlanticcapecommunitycollege	23	briankhourybs26	Brian Khoury	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/briankhourybs26	So	2B	6	0	0	0	0							
2013	3	atlanticcapecommunitycollege	20	andrewmeyersmfhv	Andrew Meyers	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/andrewmeyersmfhv	So	P/SS/OF	6	3	0	0	3	.000	1					
2013	3	atlanticcapecommunitycollege	15	pjmussazehq	PJ Mussa	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/pjmussazehq	So	P/OF	4	1	0	0	1	.000						
2013	3	atlanticcapecommunitycollege	31	danielnicolaisen3q95	Daniel Nicolaisen	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/danielnicolaisen3q95	So	OF	6	0	0	0	0							
2013	3	atlanticcapecommunitycollege	21	justinocasioetw8	Justin Ocasio	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/justinocasioetw8	So	OF	3	0	0	0	0							
2013	3	atlanticcapecommunitycollege	24	jonsaggesex6dx	Jon Saggese	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jonsaggesex6dx	So	C/3B	6	0	0	0	0		1					
2013	3	atlanticcapecommunitycollege	25	jacobsmith2si0	Jacob Smith	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jacobsmith2si0	Fr	OF	2	1	0	0	1	.000						
2013	3	northlakecollege	11	jasonadams347m	jason Adams	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jasonadams347m	Fr	RHP	11	0	0	0	0							
2013	3	northlakecollege	13	joseblancoxpir	Jose Blanco	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/joseblancoxpir	Fr	CF/3B	34	0	0	0	0							
2013	3	northlakecollege	12	blakebrunnemann76cw	Blake Brunnemann	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/blakebrunnemann76cw	Fr	RHP	7	0	0	0	0							
2013	3	northlakecollege	16	jacobcolumbomkyy	Jacob Columbo	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jacobcolumbomkyy	Fr	C	25	0	0	0	0							
2013	3	northlakecollege	24	jordanfisher3bdc	Jordan Fisher	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jordanfisher3bdc	Fr	RHP	6	0	0	0	0							
2013	3	northlakecollege	3	georgegeiger4idl	George Geiger	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/georgegeiger4idl	So	2b	25	0	0	0	0							
2013	3	northlakecollege	2	mattgoudieskr8	Matt Goudie	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/mattgoudieskr8	Fr	SS	19	0	0	0	0							
2013	3	northlakecollege	5	bengreenbv1p	Ben Green	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/bengreenbv1p	Fr	C	19	0	0	0	0							
2013	3	northlakecollege	1	coryhale6g96	Cory Hale	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/coryhale6g96	Fr	OF	18	0	0	0	0							
2013	3	northlakecollege	25	danhawkavh6	Dan Hawk	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/danhawkavh6	Fr	RHP	8	0	0	0	0							
2013	3	northlakecollege	18	brycehelmcampmrj1	Bryce Helmcamp	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/brycehelmcampmrj1	Fr	OF/1B	30	0	0	0	0							
2013	3	northlakecollege	15	jacobhudson6sx0	Jacob Hudson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jacobhudson6sx0	So	RHP	9	0	0	0	0							
2013	3	northlakecollege	7	eastonjohnson5h0l	Easton Johnson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/eastonjohnson5h0l	Fr	SS	30	0	0	0	0							
2013	3	northlakecollege	14	carsonleei9jz	Carson Lee	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/carsonleei9jz	Fr	2B/OF	20	0	0	0	0							
2013	3	northlakecollege	17	omarmartinezscya	Omar Martinez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/omarmartinezscya	Fr	C/3B	19	0	0	0	0							
2013	3	northlakecollege	20	jacobmorrisonnwtk	Jacob Morrison	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/jacobmorrisonnwtk	Fr	LHP	6	0	0	0	0							
2013	3	northlakecollege	28	edwardonavamyvc	Edwardo Nava	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/edwardonavamyvc	So	RHP	10	0	0	0	0							
2013	3	northlakecollege	9	cedrickrobertsonxuzx	Cedrick Robertson	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/cedrickrobertsonxuzx	Fr	OF	30	0	0	0	0							
2013	3	northlakecollege	21	marzielrodriguezru9q	Marziel Rodriguez	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/marzielrodriguezru9q	Fr	RHP	6	0	0	0	0							
2013	3	northlakecollege	19	benrussellpihb	Ben Russell	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/benrussellpihb	So	LHP	10	0	0	0	0							
2013	3	northlakecollege	30	trevorrusselllztb	Trevor Russell	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/trevorrusselllztb	So	3B/1B	34	0	0	0	0							
2013	3	northlakecollege	22	tylerschmidto0ir	Tyler Schmidt	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/tylerschmidto0ir	Fr	LHP	7	0	0	0	0							
2013	3	northlakecollege	26	kirbysmithevp3	Kirby Smith	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/kirbysmithevp3	Fr	1B	19	0	0	0	0							
2013	3	northlakecollege	6	lukewaddell5h5m	Luke Waddell	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/lukewaddell5h5m	Fr	OF/INF	17	0	0	0	0							
2013	3	northlakecollege	23	zackwilburn7rpa	Zack Wilburn	http://stats.njcaa.org/sports/bsb/2013-14/div3/players/zackwilburn7rpa	Fr	1B	23	0	0	0	0							
2013	2	hesstoncollege	23	stephencabe2v9g	Stephen Cabe	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/stephencabe2v9g	So	rhp	9	0	0	0	0							
2013	2	hesstoncollege	15	jibcarsonhjip	Jib Carson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jibcarsonhjip	Fr	lhp	4	0	0	0	0							
2013	2	hesstoncollege	21	manginchacon77gq	Mangin Chacon	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/manginchacon77gq	Fr	rhp	12	2	0	0	2	.000						
2013	2	hesstoncollege	10	scottcooper20nj	Scott Cooper	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/scottcooper20nj	So	2b/3b	26	11	0	0	11	.000						
2013	2	hesstoncollege	5	coreyfowlerejwi	Corey Fowler	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/coreyfowlerejwi	Fr	util	25	7	0	0	7	.000						
2013	2	hesstoncollege	17	lucasgarcesk7iu	Lucas Garces	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/lucasgarcesk7iu	Fr	2b/3b	6	0	0	0	0							
2013	2	hesstoncollege	28	stefongriddinee3a3	Stefon Griddine	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/stefongriddinee3a3	So	c/1b	26	3	0	0	3	.000					17	
2013	2	hesstoncollege	9	philiphammonsedom	Philip Hammons	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/philiphammonsedom	Fr	of/1b	17	1	0	0	1	.000						
2013	2	hesstoncollege	14	joshhibbard3dzp	Josh Hibbard	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/joshhibbard3dzp	Fr	rhp/inf	19	5	0	0	5	.000						
2013	2	hesstoncollege	3	corykerbsgfma	Cory Kerbs	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/corykerbsgfma	So	of/rhp	29	4	0	0	4	.000						
2013	2	hesstoncollege	22	dustinkingkszb	Dustin King	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/dustinkingkszb	So	rhp	9	4	0	0	4	.000						
2013	2	hesstoncollege	19	brandonkutrubsvp90	Brandon Kutrubs	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brandonkutrubsvp90	So	rhp	4	1	0	0	1	.000						
2013	2	hesstoncollege	32	alexleffe9mb	Alex Leff	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/alexleffe9mb	Fr	1b	18	2	0	0	2	.000						
2013	2	hesstoncollege	7	nickmitchellwgow	Nick Mitchell	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nickmitchellwgow	Fr	c	8	0	0	0	0						2	
2013	2	hesstoncollege	11	jessenorridrcuf	Jesse Norrid	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jessenorridrcuf	Fr	c	7	0	0	0	0						2	
2013	2	hesstoncollege	18	robertortegae1bv	Robert Ortega	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/robertortegae1bv	Fr	rhp	6	2	0	0	2	.000						
2013	2	hesstoncollege	25	zacpearsondhvi	Zac Pearson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/zacpearsondhvi	Fr	lhp/of	21	3	0	0	3	.000						
2013	2	hesstoncollege	6	reneriverasq1w	Rene' Rivera	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/reneriverasq1w	Fr	2b	11	3	0	0	3	.000						
2013	2	hesstoncollege	8	bradystaton8ug1	Brady Staton	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bradystaton8ug1	Fr	of/rhp	4	4	0	0	4	.000						
2013	2	hesstoncollege	27	owenstubberfield2xxw	Owen Stubberfield	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/owenstubberfield2xxw	Fr	rhp	2	0	0	0	0							
2013	2	hesstoncollege	20	shaquilletheusv4g5	Shaquille Theus	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/shaquilletheusv4g5	Fr	of	14	4	0	0	4	.000						
2013	2	hesstoncollege	35	petewhitmer5d1o	Pete Whitmer	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/petewhitmer5d1o	Fr	rhp/inf	11	1	0	0	1	.000						
2013	2	hesstoncollege	12	jarretwolfduf3	Jarret Wolf	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/jarretwolfduf3	So	of	29	1	0	0	1	.000						
2013	2	hesstoncollege	1	nathanyoderbfpl	Nathan Yoder	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nathanyoderbfpl	Fr	of	3	0	0	0	0							
2013	2	hesstoncollege	4	nickyoderfdry	Nick Yoder	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nickyoderfdry	So	ss	25	7	0	0	7	.000						
2014	2	itawambacommunitycollege	17	andybowmanv3lq	Andy Bowman	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/andybowmanv3lq	Fr	1B/OF	29	127	119	4	4	.969	11					
2014	2	itawambacommunitycollege	20	haydenwilliamsp50w	Hayden Williams	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/haydenwilliamsp50w	Fr	C	27	115	102	11	2	.983	1	2	1	.333	1	
2014	2	itawambacommunitycollege	30	cameroncokerc8mo	Cameron Coker	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/cameroncokerc8mo	So	C/OF	21	91	85	5	1	.989						
2014	2	itawambacommunitycollege	2	brycewilliamslzgy	Bryce Williams	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/brycewilliamslzgy	Fr	MIF	29	71	39	26	6	.915	6					
2014	2	itawambacommunitycollege	26	austinwelchrj79	Austin Welch	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/austinwelchrj79	So	1B	25	44	38	4	2	.955	3					
2014	2	itawambacommunitycollege	3	gablebutlerw7vs	Gable Butler	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/gablebutlerw7vs	Fr	OF/RHP	25	38	37	1	0	1.000	1					
2014	2	itawambacommunitycollege	7	tannerpoolepqla	Tanner Poole	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tannerpoolepqla	Fr	OF/RHP	25	47	37	4	6	.872						
2014	2	itawambacommunitycollege	4	lukegibbs0i4i	Luke Gibbs	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/lukegibbs0i4i	Fr	MIF	29	102	36	56	10	.902	11					
2014	2	itawambacommunitycollege	19	drewwheelerfuw6	Drew Wheeler	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/drewwheelerfuw6	So	3B/OF	30	38	36	1	1	.974						
2014	2	itawambacommunitycollege	15	ethangill5nkh	Ethan Gill	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/ethangill5nkh	So	3B/1B	30	69	21	38	10	.855	3					
2014	2	itawambacommunitycollege	16	russjohnsonv7dp	Russ Johnson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/russjohnsonv7dp	Fr	MIF/RHP	22	36	16	18	2	.944	3					
2014	2	itawambacommunitycollege	10	nickbrookskdr6	Nick Brooks	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/nickbrookskdr6	So	UTL/RHP	14	13	7	5	1	.923		1	1	.500		
2014	2	itawambacommunitycollege	14	chrisconardcmuh	Chris Conard	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/chrisconardcmuh	So	OF	6	6	6	0	0	1.000						
2014	2	itawambacommunitycollege	33	anthonymallardvlzu	Anthony Mallard	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/anthonymallardvlzu	So	OF/INF	12	6	4	1	1	.833	1					
2014	2	itawambacommunitycollege	8	braydenowenf9uj	Brayden Owen	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/braydenowenf9uj	So	MIF/RHP	1	4	4	0	0	1.000						
2014	2	itawambacommunitycollege	9	destinhahn8snk	Destin Hahn	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/destinhahn8snk	Fr	MIF/RHP	10	5	3	2	0	1.000						
2014	2	itawambacommunitycollege	24	benaldridgevxhq	Ben Aldridge	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/benaldridgevxhq	So	1B/RHP	14	20	2	17	1	.950						
2014	2	itawambacommunitycollege	18	bradychambleyu8j9	Brady Chambley	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/bradychambleyu8j9	Fr	LHP	9	23	1	22	0	1.000						
2014	2	itawambacommunitycollege	21	cjhodges9i8w	CJ Hodges	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/cjhodges9i8w	So	3B/RHP	8	22	1	20	1	.955						
2014	2	itawambacommunitycollege	31	tuckerakinxsbp	Tucker Akin	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tuckerakinxsbp	Fr	LHP	7	17	0	16	1	.941		1				
2014	2	itawambacommunitycollege	35	michaelhensleyc0g1	Michael Hensley	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/michaelhensleyc0g1	Fr	C	4	3	0	3	0	1.000						
2014	2	itawambacommunitycollege	27	tjwatsonkhk1	TJ Watson	http://stats.njcaa.org/sports/bsb/2013-14/div2/players/tjwatsonkhk1	Fr	RHP	9	34	0	34	0	1.000						
2014	1	hagerstowncommunitycollege	2	cooperayrestiui	Cooper Ayres	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/cooperayrestiui	So	RHP / OF	9	0	0	0	0							
2014	1	hagerstowncommunitycollege	24	scottbennettwj2e	Scott Bennett	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/scottbennettwj2e	Fr	Inf	26	0	0	0	0							
2014	1	hagerstowncommunitycollege	16	ryanboward552u	Ryan Boward	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ryanboward552u	Fr	RHP	7	0	0	0	0							
2014	1	hagerstowncommunitycollege	34	jaredbrantckmk	Jared Brant	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/jaredbrantckmk	Fr	LHP	8	0	0	0	0							
2014	1	hagerstowncommunitycollege	36	ricardocolladopenam0rr	Ricardo Collado-Pena	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/ricardocolladopenam0rr	Fr	LHP	2	0	0	0	0							
2014	1	hagerstowncommunitycollege	18	connorcool99i8	Connor Cool	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/connorcool99i8	Fr	RHP	10	0	0	0	0							
2014	1	hagerstowncommunitycollege	5	mattdaleywwf8	Matt Daley	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/mattdaleywwf8	Fr	Inf	21	0	0	0	0							
2014	1	hagerstowncommunitycollege	13	robertdelgadorhcu	Robert Delgado	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/robertdelgadorhcu	Fr	C	14	0	0	0	0							
2014	1	hagerstowncommunitycollege	4	alexdellacruzrodriguez5y2d	Alex Dellacruz-Rodriguez	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/alexdellacruzrodriguez5y2d	Fr	Inf	35	0	0	0	0							
2014	1	hagerstowncommunitycollege	3	bradleyenfieldmda9	Bradley Enfield	http://stats.njcaa.org/sports/bsb/2013-14/div1/players/bradleyenfieldmda9	Fr	LHP / 1B / OF	20	0	0	0	0							
