year	season_id	sport_id	gender_id	division_id	school_id	school_name	school_url
2015	7	3	m	1	AbrahamBaldwinAgriculturalCollege	Abraham Baldwin Agricultural College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/AbrahamBaldwinAgriculturalCollege
2015	7	3	m	1	AlabamaSouthernCommunityCollege	Alabama Southern Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/AlabamaSouthernCommunityCollege
2015	7	3	m	1	AllenCountyCommunityCollege	Allen County Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/AllenCountyCommunityCollege
2015	7	3	m	1	AlvinCommunityCollege	Alvin Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/AlvinCommunityCollege
2015	7	3	m	1	AndrewCollege	Andrew College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/AndrewCollege
2015	7	3	m	1	AngelinaCollege	Angelina College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/AngelinaCollege
2015	7	3	m	1	ArizonaWesternCollege	Arizona Western College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/ArizonaWesternCollege
2015	7	3	m	1	ArkansasBaptistCollege	Arkansas Baptist College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/ArkansasBaptistCollege
2015	7	3	m	1	ASACollege	ASA College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/ASACollege
2015	7	3	m	1	BartonCommunityCollege	Barton Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/BartonCommunityCollege
2015	7	3	m	1	BatonRougeCommunityCollege	Baton Rouge Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/BatonRougeCommunityCollege
2015	7	3	m	1	BishopStateCommunityCollege	Bishop State Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/BishopStateCommunityCollege
2015	7	3	m	1	BlinnCollege	Blinn College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/BlinnCollege
2015	7	3	m	1	BossierParishCommunityCollege	Bossier Parish Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/BossierParishCommunityCollege
2015	7	3	m	1	BrowardCollege	Broward College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/BrowardCollege
2015	7	3	m	1	ButlerCommunityCollegeKS	Butler Community College - KS	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/ButlerCommunityCollegeKS
2015	7	3	m	1	CalhounCommunityCollege	Calhoun Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/CalhounCommunityCollege
2015	7	3	m	1	CentralAlabamaCommunityCollege	Central Alabama Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/CentralAlabamaCommunityCollege
2015	7	3	m	1	CentralArizonaCollege	Central Arizona College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/CentralArizonaCollege
2015	7	3	m	1	ChattahoocheeValleyCommunityCollege	Chattahoochee Valley Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/ChattahoocheeValleyCommunityCollege
2015	7	3	m	1	ChattanoogaStateCommunityCollege	Chattanooga State Community College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/ChattanoogaStateCommunityCollege
2015	7	3	m	1	ChesapeakeCollege	Chesapeake College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/ChesapeakeCollege
2015	7	3	m	1	ChipolaCollege	Chipola College	http://stats.njcaa.org/sports/bsb/2014-15/div1/teams/ChipolaCollege
