year	season_id	sport_id	gender_id	division_id	school_id	school_name	school_url
2013	4	3	m	1	AlabamaSouthernCommunityCollege	Alabama Southern Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/AlabamaSouthernCommunityCollege
2013	4	3	m	1	AlbanyTechnicalCollege	Albany Technical College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/AlbanyTechnicalCollege
2013	4	3	m	1	AlleganyCollegeofMaryland	Allegany College of Maryland	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/AlleganyCollegeofMaryland
2013	4	3	m	1	AllenCountyCommunityCollege	Allen County Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/AllenCountyCommunityCollege
2013	4	3	m	1	AngelinaCollege	Angelina College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/AngelinaCollege
2013	4	3	m	1	ArizonaWesternCollege	Arizona Western College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ArizonaWesternCollege
2013	4	3	m	1	ArkansasBaptistCollege	Arkansas Baptist College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ArkansasBaptistCollege
2013	4	3	m	1	ASACollege	ASA College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ASACollege
2013	4	3	m	1	teams	ASA College Miami	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/
2013	4	3	m	1	AtlantaMetropolitanCollege	Atlanta Metropolitan College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/AtlantaMetropolitanCollege
2013	4	3	m	1	BaltimoreCityCommunityCollege	Baltimore City Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/BaltimoreCityCommunityCollege
2013	4	3	m	1	BartonCommunityCollege	Barton Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/BartonCommunityCollege
2013	4	3	m	1	BatonRougeCommunityCollege	Baton Rouge Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/BatonRougeCommunityCollege
2013	4	3	m	1	BishopStateCommunityCollege	Bishop State Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/BishopStateCommunityCollege
2013	4	3	m	1	BismarckStateCollege	Bismarck State College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/BismarckStateCollege
2013	4	3	m	1	BlinnCollege	Blinn College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/BlinnCollege
2013	4	3	m	1	BossierParishCommunityCollege	Bossier Parish Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/BossierParishCommunityCollege
2013	4	3	m	1	BrowardCollege	Broward College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/BrowardCollege
2013	4	3	m	1	BrunswickCommunityCollege	Brunswick Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/BrunswickCommunityCollege
2013	4	3	m	1	ButlerCommunityCollegeKS	Butler Community College - KS	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ButlerCommunityCollegeKS
2013	4	3	m	1	CapeFearCommunityCollege	Cape Fear Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CapeFearCommunityCollege
2013	4	3	m	1	CarlAlbertStateCollege	Carl Albert State College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CarlAlbertStateCollege
2013	4	3	m	1	CasperCollege	Casper College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CasperCollege
2013	4	3	m	1	CentralArizonaCollege	Central Arizona College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CentralArizonaCollege
2013	4	3	m	1	CentralGeorgiaTechnicalCollege	Central Georgia Technical College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CentralGeorgiaTechnicalCollege
2013	4	3	m	1	CentralWyomingCollege	Central Wyoming College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CentralWyomingCollege
2013	4	3	m	1	ChattahoocheeTechnicalCollege	Chattahoochee Technical College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ChattahoocheeTechnicalCollege
2013	4	3	m	1	ChattahoocheeValleyCommunityCollege	Chattahoochee Valley Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ChattahoocheeValleyCommunityCollege
2013	4	3	m	1	ChattanoogaStateCommunityCollege	Chattanooga State Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ChattanoogaStateCommunityCollege
2013	4	3	m	1	ChesapeakeCollege	Chesapeake College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ChesapeakeCollege
2013	4	3	m	1	ChipolaCollege	Chipola College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ChipolaCollege
2013	4	3	m	1	ClarendonCollege	Clarendon College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ClarendonCollege
2013	4	3	m	1	ClevelandStateCommunityCollege	Cleveland State Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ClevelandStateCommunityCollege
2013	4	3	m	1	ClintonJuniorCollege	Clinton Junior College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ClintonJuniorCollege
2013	4	3	m	1	CloudCountyCommunityCollege	Cloud County Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CloudCountyCommunityCollege
2013	4	3	m	1	CoahomaCommunityCollege	Coahoma Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CoahomaCommunityCollege
2013	4	3	m	1	CoastalBendCollege	Coastal Bend College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CoastalBendCollege
2013	4	3	m	1	CochiseCollege	Cochise College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CochiseCollege
2013	4	3	m	1	CoffeyvilleCommunityCollege	Coffeyville Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CoffeyvilleCommunityCollege
2013	4	3	m	1	ColbyCommunityCollege	Colby Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ColbyCommunityCollege
2013	4	3	m	1	CollegeofCentralFlorida	College of Central Florida	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CollegeofCentralFlorida
2013	4	3	m	1	CollegeofSouthernIdaho	College of Southern Idaho	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CollegeofSouthernIdaho
2013	4	3	m	1	CollinCountyCommunityCollege	Collin County Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CollinCountyCommunityCollege
2013	4	3	m	1	ColoradoNorthwesternCommunityCollege	Colorado Northwestern Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ColoradoNorthwesternCommunityCollege
2013	4	3	m	1	ColumbiaStateCommunityCollege	Columbia State Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ColumbiaStateCommunityCollege
2013	4	3	m	1	ConnorsStateCollege	Connors State College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/ConnorsStateCollege
2013	4	3	m	1	CopiahLincolnCommunityCollege	Copiah-Lincoln Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CopiahLincolnCommunityCollege
2013	4	3	m	1	CowleyCountyCommunityCollege	Cowley County Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/CowleyCountyCommunityCollege
2013	4	3	m	1	DawsonCommunityCollege	Dawson Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/DawsonCommunityCollege
2013	4	3	m	1	DaytonaStateCollege	Daytona State College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/DaytonaStateCollege
2013	4	3	m	1	DelgadoCommunityCollege	Delgado Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/DelgadoCommunityCollege
2013	4	3	m	1	DenmarkTechnicalCollege	Denmark Technical College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/DenmarkTechnicalCollege
2013	4	3	m	1	DodgeCityCommunityCollege	Dodge City Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/DodgeCityCommunityCollege
2013	4	3	m	1	DyersburgStateCommunityCollege	Dyersburg State Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/DyersburgStateCommunityCollege
2013	4	3	m	1	EastCentralCommunityCollege	East Central Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/EastCentralCommunityCollege
2013	4	3	m	1	eastgeorgiacollege	East Georgia State College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/eastgeorgiacollege
2013	4	3	m	1	EastMississippiCommunityCollege	East Mississippi Community College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/EastMississippiCommunityCollege
2013	4	3	m	1	EasternArizonaCollege	Eastern Arizona College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/EasternArizonaCollege
2013	4	3	m	1	easternfloridastatecollege	Eastern Florida State College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/easternfloridastatecollege
2013	4	3	m	1	EasternOklahomaStateCollege	Eastern Oklahoma State College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/EasternOklahomaStateCollege
2013	4	3	m	1	EasternWyomingCollege	Eastern Wyoming College	http://stats.njcaa.org/sports/mbkb/2014-15/div1/teams/EasternWyomingCollege
