division_id,sent_date,pulled_date,visitor_name,visitor_id,visitor_college_id,vistor_href,visitor_record,visitor_score,park_name,home_name,home_id,home_college_id,home_href,home_record,home_score,status
1,2/1/2003,2/1/2003,Murray State College,12084,1258,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1258&amp;teamid=12084"">Murray State College</a>",4 - 11 - 0,1,Collin County Community College,Collin County Community College,12083,1633,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1633&amp;teamid=12083"">Collin County Community College</a>",33 - 19 - 0,4,""
1,2/1/2003,2/1/2003,Murray State College,12084,1258,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1258&amp;teamid=12084"">Murray State College</a>",4 - 11 - 0,4,Collin County Community College,Collin County Community College,12083,1633,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1633&amp;teamid=12083"">Collin County Community College</a>",33 - 19 - 0,6,""
1,2/1/2003,2/1/2003,Yavapai College,16715,1252,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1252&amp;teamid=16715"">Yavapai College</a>",42 - 27 - 0,0,College of Southern Nevada,College of Southern Nevada,16298,1330,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1330&amp;teamid=16298"">College of Southern Nevada</a>",48 - 9 - 0,7,""
1,2/1/2003,2/1/2003,Yavapai College,16715,1252,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1252&amp;teamid=16715"">Yavapai College</a>",42 - 27 - 0,5,College of Southern Nevada,College of Southern Nevada,16298,1330,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1330&amp;teamid=16298"">College of Southern Nevada</a>",48 - 9 - 0,6,Overtime
1,2/1/2003,2/1/2003,Abraham Baldwin Agricultural College,14102,1476,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1476&amp;teamid=14102"">Abraham Baldwin Agricultural College</a>",5 - 12 - 0,5,Lake City Community College,Lake City Community College,18061,1362,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1362&amp;teamid=18061"">Lake City Community College</a>",5 - 2 - 0,8,""
1,2/1/2003,2/1/2003,Wayland Baptist JV (non-member school),,,Wayland Baptist JV (non-member school), ,0,Midland College,Midland College,18921,1312,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1312&amp;teamid=18921"">Midland College</a>",45 - 11 - 0,18,""
1,2/1/2003,2/1/2003,Wayland Baptist JV (non-member school),,,Wayland Baptist JV (non-member school), ,2,Midland College,Midland College,18921,1312,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1312&amp;teamid=18921"">Midland College</a>",45 - 11 - 0,13,""
1,2/1/2003,2/1/2003,Pima Community College,16745,1248,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1248&amp;teamid=16745"">Pima Community College</a>",16 - 23 - 0,0,El Paso Community College,El Paso Community College,15617,1663,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1663&amp;teamid=15617"">El Paso Community College</a>",46 - 11 - 0,5,""
1,2/1/2003,2/1/2003,Pima Community College,16745,1248,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1248&amp;teamid=16745"">Pima Community College</a>",16 - 23 - 0,5,El Paso Community College,El Paso Community College,15617,1663,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1663&amp;teamid=15617"">El Paso Community College</a>",46 - 11 - 0,10,""
1,2/1/2003,2/1/2003,Wharton County Junior College,19142,1447,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1447&amp;teamid=19142"">Wharton County Junior College</a>",9 - 10 - 0,0,Alvin Community College,Alvin Community College,19215,1430,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1430&amp;teamid=19215"">Alvin Community College</a>",8 - 8 - 0,5,""
1,2/1/2003,2/1/2003,Wharton County Junior College,19142,1447,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1447&amp;teamid=19142"">Wharton County Junior College</a>",9 - 10 - 0,0,Alvin Community College,Alvin Community College,19215,1430,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1430&amp;teamid=19215"">Alvin Community College</a>",8 - 8 - 0,1,""
1,2/1/2003,2/1/2003,Gadsden State Community College,14392,1539,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1539&amp;teamid=14392"">Gadsden State Community College</a>",23 - 34 - 0,6,Central Alabama Community College,Central Alabama Community College,18216,1535,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1535&amp;teamid=18216"">Central Alabama Community College</a>",29 - 16 - 0,10,""
1,2/1/2003,2/1/2003,Galveston College,19251,1231,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1231&amp;teamid=19251"">Galveston College</a>",3 - 11 - 0,8,Blinn College,Blinn College,12828,1687,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1687&amp;teamid=12828"">Blinn College</a>",25 - 18 - 0,4,""
1,2/1/2003,2/1/2003,Galveston College,19251,1231,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1231&amp;teamid=19251"">Galveston College</a>",3 - 11 - 0,2,Blinn College,Blinn College,12828,1687,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1687&amp;teamid=12828"">Blinn College</a>",25 - 18 - 0,14,""
1,2/1/2003,2/1/2003,San Jacinto College-North,19249,1443,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1443&amp;teamid=19249"">San Jacinto College-North</a>",32 - 11 - 0,6,University of Texas-Brownsville,University of Texas-Brownsville,19218,1445,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1445&amp;teamid=19218"">University of Texas-Brownsville</a>",3 - 9 - 0,0,""
1,2/1/2003,2/1/2003,San Jacinto College-North,19249,1443,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1443&amp;teamid=19249"">San Jacinto College-North</a>",32 - 11 - 0,20,University of Texas-Brownsville,University of Texas-Brownsville,19218,1445,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1445&amp;teamid=19218"">University of Texas-Brownsville</a>",3 - 9 - 0,1,""
1,2/1/2003,2/1/2003,Navarro College,19293,1439,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1439&amp;teamid=19293"">Navarro College</a>",4 - 3 - 0,0,Grayson County College,Grayson County College,12097,1308,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1308&amp;teamid=12097"">Grayson County College</a>",13 - 4 - 0,0,""
1,2/1/2003,2/1/2003,New Mexico Military Institute,16739,1668,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1668&amp;teamid=16739"">New Mexico Military Institute</a>",6 - 19 - 0,4,Lubbock Christian JV (non-member school),Lubbock Christian JV (non-member school),,,Lubbock Christian JV (non-member school), ,8,""
1,2/1/2003,2/1/2003,New Mexico Military Institute,16739,1668,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1668&amp;teamid=16739"">New Mexico Military Institute</a>",6 - 19 - 0,4,Lubbock Christian JV (non-member school),Lubbock Christian JV (non-member school),,,Lubbock Christian JV (non-member school), ,5,""
1,2/1/2003,2/1/2003,Western Texas College,18928,1734,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1734&amp;teamid=18928"">Western Texas College</a>",3 - 28 - 0,4,Vernon College,Vernon College,12089,1608,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1608&amp;teamid=12089"">Vernon College</a>",17 - 17 - 0,8,""
1,2/1/2003,2/1/2003,Western Texas College,18928,1734,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1734&amp;teamid=18928"">Western Texas College</a>",3 - 28 - 0,12,Vernon College,Vernon College,12089,1608,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1608&amp;teamid=12089"">Vernon College</a>",17 - 17 - 0,15,""
1,2/1/2003,2/1/2003,Eastfield (non-member school),,,Eastfield (non-member school), ,10,Panola College,Panola College,14990,1440,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1440&amp;teamid=14990"">Panola College</a>",6 - 2 - 0,8,""
1,2/1/2003,2/1/2003,Eastfield (non-member school),,,Eastfield (non-member school), ,12,Panola College,Panola College,14990,1440,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1440&amp;teamid=14990"">Panola College</a>",6 - 2 - 0,2,""
1,2/1/2003,2/1/2003,Tallahassee Community College,15019,1644,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1644&amp;teamid=15019"">Tallahassee Community College</a>",43 - 12 - 0,17,Lake Sumter Community College,Lake Sumter Community College,13095,1699,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1699&amp;teamid=13095"">Lake Sumter Community College</a>",14 - 13 - 0,0,""
1,2/1/2003,2/1/2003,Tyler Junior College,18925,1446,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1446&amp;teamid=18925"">Tyler Junior College</a>",16 - 35 - 0,5,New Mexico Junior College,New Mexico Junior College,19104,1313,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1313&amp;teamid=19104"">New Mexico Junior College</a>",37 - 9 - 0,12,""
1,2/1/2003,2/1/2003,Tyler Junior College,18925,1446,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1446&amp;teamid=18925"">Tyler Junior College</a>",16 - 35 - 0,2,New Mexico Junior College,New Mexico Junior College,19104,1313,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1313&amp;teamid=19104"">New Mexico Junior College</a>",37 - 9 - 0,12,""
1,2/1/2003,2/1/2003,Howard College,18924,1310,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1310&amp;teamid=18924"">Howard College </a>",12 - 24 - 0,9,Cedar Valley College,Cedar Valley College,12087,1597,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1597&amp;teamid=12087"">Cedar Valley College</a>",7 - 20 - 0,7,""
1,2/1/2003,2/1/2003,Tyler Junior College,18925,1446,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1446&amp;teamid=18925"">Tyler Junior College</a>",16 - 35 - 0,2,New Mexico Junior College,New Mexico Junior College,19104,1313,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1313&amp;teamid=19104"">New Mexico Junior College</a>",37 - 9 - 0,12,""
1,2/1/2003,2/1/2003,Tyler Junior College,18925,1446,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1446&amp;teamid=18925"">Tyler Junior College</a>",16 - 35 - 0,5,New Mexico Junior College,New Mexico Junior College,19104,1313,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1313&amp;teamid=19104"">New Mexico Junior College</a>",37 - 9 - 0,12,""
1,2/1/2003,2/1/2003,Western Oklahoma State College,19437,1264,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1264&amp;teamid=19437"">Western Oklahoma State College</a>",18 - 34 - 0,6,Ranger (non-member school),Ranger (non-member school),,,Ranger (non-member school), ,8,""
1,2/1/2003,2/1/2003,Ranger (non-member school),,,Ranger (non-member school), ,12,Western Oklahoma State College,Western Oklahoma State College,19437,1264,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1264&amp;teamid=19437"">Western Oklahoma State College</a>",18 - 34 - 0,13,""
1,2/1/2003,2/1/2003,Odessa College,18885,1314,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1314&amp;teamid=18885"">Odessa College</a>",33 - 23 - 0,10,Brookhaven College,Brookhaven College,12094,1606,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1606&amp;teamid=12094"">Brookhaven College</a>",7 - 34 - 0,12,""
1,2/1/2003,2/1/2003,Howard College,18924,1310,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1310&amp;teamid=18924"">Howard College </a>",12 - 24 - 0,9,Cedar Valley College,Cedar Valley College,12087,1597,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1597&amp;teamid=12087"">Cedar Valley College</a>",7 - 20 - 0,7,""
1,2/1/2003,2/1/2003,Canada cc (non-member school),,,Canada cc (non-member school), ,1,neutral,Central Arizona College,16741,1240,"<a href=""colleges_college_stats.cfm?category=stats&amp;sid=7&amp;divid=1&amp;slid=3&amp;collegeId=1240&amp;teamid=16741"">Central Arizona College</a>",47 - 19 - 0,15,""
