year	division_id	school_id	roster_url	original_filename	saved_filename	content_disposition	meta
2014	3	massasoitcommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=w1ipank8gp0gcvgm&view=exte	MASSASOI.TRX	massasoitcommunitycollege-3-2014.trx	"attachment; filename=""MASSASOI.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:21 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MASSASOI.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2226"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	coffeyvillecommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=46iu6lg1yadu24nr&view=ext	COFFEYVI.TRO	coffeyvillecommunitycollege-1-2013.tro	"attachment; filename=""COFFEYVI.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:22 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COFFEYVI.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""651"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	northeasttexascommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=o4i9sgucw0dqnvqm&view=ext	NORTHEAS.TRO	northeasttexascommunitycollege-1-2014.tro	"attachment; filename=""NORTHEAS.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:22 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHEAS.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""672"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	coffeyvillecommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=46iu6lg1yadu24nr&view=exte	COFFEYVI.TRX	coffeyvillecommunitycollege-1-2013.trx	"attachment; filename=""COFFEYVI.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:23 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COFFEYVI.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3286"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	northeastmississippicommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=ewk70azdwpfrx430&view=ext	NORTHEAS.TRO	northeastmississippicommunitycollege-2-2014.tro	"attachment; filename=""NORTHEAS.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:23 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHEAS.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""630"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	northeasttexascommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=o4i9sgucw0dqnvqm&view=exte	NORTHEAS.TRX	northeasttexascommunitycollege-1-2014.trx	"attachment; filename=""NORTHEAS.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:24 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHEAS.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3392"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	mesabirangectc	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=xurxygnc7zssvz0q&view=ext	MESABIRA.TRO	mesabirangectc-3-2014.tro	"attachment; filename=""MESABIRA.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:24 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MESABIRA.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""441"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	northeastmississippicommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=ewk70azdwpfrx430&view=exte	NORTHEAS.TRX	northeastmississippicommunitycollege-2-2014.trx	"attachment; filename=""NORTHEAS.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:25 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHEAS.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3180"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	collegeoflakecounty	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=rhkfmpub5v8h4065&view=ext	COLLEGEO.TRO	collegeoflakecounty-2-2014.tro	"attachment; filename=""COLLEGEO.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:25 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COLLEGEO.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""525"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	mesabirangectc	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=xurxygnc7zssvz0q&view=exte	MESABIRA.TRX	mesabirangectc-3-2014.trx	"attachment; filename=""MESABIRA.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:25 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MESABIRA.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2226"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	orangecountycommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=9wmim8p1yvajh754&view=ext	ORANGECO.TRO	orangecountycommunitycollege-2-2013.tro	"attachment; filename=""ORANGECO.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:25 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""ORANGECO.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""462"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	collegeofsouthernnevada	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=sp0ae9hewzn3qfbr&view=ext	COLLEGEO.TRO	collegeofsouthernnevada-1-2014.tro	"attachment; filename=""COLLEGEO.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:26 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COLLEGEO.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""588"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	collegeoflakecounty	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=rhkfmpub5v8h4065&view=exte	COLLEGEO.TRX	collegeoflakecounty-2-2014.trx	"attachment; filename=""COLLEGEO.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:25 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COLLEGEO.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2650"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	orangecountycommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=9wmim8p1yvajh754&view=exte	ORANGECO.TRX	orangecountycommunitycollege-2-2013.trx	"attachment; filename=""ORANGECO.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:26 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""ORANGECO.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2332"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	motlowstatecommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=jfn9rlil3uw1811z&view=ext	MOTLOWST.TRO	motlowstatecommunitycollege-1-2013.tro	"attachment; filename=""MOTLOWST.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:26 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MOTLOWST.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""441"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	collegeofsouthernnevada	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=sp0ae9hewzn3qfbr&view=exte	COLLEGEO.TRX	collegeofsouthernnevada-1-2014.trx	"attachment; filename=""COLLEGEO.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:26 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COLLEGEO.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2968"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	colbycommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=giqpvmi0hualmtij&view=ext	COLBYCOM.TRO	colbycommunitycollege-1-2013.tro	"attachment; filename=""COLBYCOM.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:27 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COLBYCOM.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""672"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	ccbcessex	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=jj2qn5f5olym0o18&view=ext	CCBCESSE.TRO	ccbcessex-2-2013.tro	"attachment; filename=""CCBCESSE.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:24 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""CCBCESSE.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""525"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	motlowstatecommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=jfn9rlil3uw1811z&view=exte	MOTLOWST.TRX	motlowstatecommunitycollege-1-2013.trx	"attachment; filename=""MOTLOWST.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:27 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MOTLOWST.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2226"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	colbycommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=giqpvmi0hualmtij&view=exte	COLBYCOM.TRX	colbycommunitycollege-1-2013.trx	"attachment; filename=""COLBYCOM.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:28 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COLBYCOM.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3392"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	ccbcessex	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=jj2qn5f5olym0o18&view=exte	CCBCESSE.TRX	ccbcessex-2-2013.trx	"attachment; filename=""CCBCESSE.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:27 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""CCBCESSE.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2650"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	northeasternjuniorcollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=lv1xuvjhk9sa1cjx&view=ext	NORTHEAS.TRO	northeasternjuniorcollege-1-2014.tro	"attachment; filename=""NORTHEAS.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:27 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHEAS.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""693"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	northernoklahomacollegeenid	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=qf8q940f123fi0n8&view=ext	NORTHERN.TRO	northernoklahomacollegeenid-2-2014.tro	"attachment; filename=""NORTHERN.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:28 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHERN.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""819"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	middlesexcountycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=kf9tdfdqjebem20u&view=ext	MIDDLESE.TRO	middlesexcountycollege-3-2014.tro	"attachment; filename=""MIDDLESE.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:28 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MIDDLESE.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""651"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	northeasternjuniorcollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=lv1xuvjhk9sa1cjx&view=exte	NORTHEAS.TRX	northeasternjuniorcollege-1-2014.trx	"attachment; filename=""NORTHEAS.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:28 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHEAS.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3498"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	northernoklahomacollegeenid	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=qf8q940f123fi0n8&view=exte	NORTHERN.TRX	northernoklahomacollegeenid-2-2014.trx	"attachment; filename=""NORTHERN.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:29 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHERN.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""4134"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	middlesexcountycollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=kf9tdfdqjebem20u&view=exte	MIDDLESE.TRX	middlesexcountycollege-3-2014.trx	"attachment; filename=""MIDDLESE.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:28 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MIDDLESE.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3286"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	collegeofsouthernmaryland	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=s8xd7v4b8w5zsi3a&view=ext	COLLEGEO.TRO	collegeofsouthernmaryland-2-2014.tro	"attachment; filename=""COLLEGEO.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:30 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COLLEGEO.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""567"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	owenscommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=xd41gp0x3x8y5jj4&view=ext	OWENSCOM.TRO	owenscommunitycollege-2-2013.tro	"attachment; filename=""OWENSCOM.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:30 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""OWENSCOM.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""693"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	2	owenscommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=xd41gp0x3x8y5jj4&view=exte	OWENSCOM.TRX	owenscommunitycollege-2-2013.trx	"attachment; filename=""OWENSCOM.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:30 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""OWENSCOM.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3498"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	collegeofsouthernmaryland	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=s8xd7v4b8w5zsi3a&view=exte	COLLEGEO.TRX	collegeofsouthernmaryland-2-2014.trx	"attachment; filename=""COLLEGEO.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:30 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COLLEGEO.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2862"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	muscatinecommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=m4pciroq453yauaj&view=ext	MUSCATIN.TRO	muscatinecommunitycollege-1-2013.tro	"attachment; filename=""MUSCATIN.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:31 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MUSCATIN.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""651"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	milwaukeeareatechnicalcollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=a2dw4g14sft2q5kq&view=ext	MILWAUKE.TRO	milwaukeeareatechnicalcollege-3-2014.tro	"attachment; filename=""MILWAUKE.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:32 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MILWAUKE.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""588"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	northernoklahomacollegetonkawa	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=ue9bz7im6xmwwoib&view=ext	NORTHERN.TRO	northernoklahomacollegetonkawa-2-2014.tro	"attachment; filename=""NORTHERN.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:32 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHERN.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""567"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	muscatinecommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=m4pciroq453yauaj&view=exte	MUSCATIN.TRX	muscatinecommunitycollege-1-2013.trx	"attachment; filename=""MUSCATIN.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:33 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MUSCATIN.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""3286"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2013	1	collegeofcentralflorida	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=klrxso1zkpv7bddm&view=ext	COLLEGEO.TRO	collegeofcentralflorida-1-2013.tro	"attachment; filename=""COLLEGEO.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:32 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COLLEGEO.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""546"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	coloradonorthwesterncommunitycollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=htpfno6pfjwrewcu&view=ext	COLORADO.TRO	coloradonorthwesterncommunitycollege-1-2014.tro	"attachment; filename=""COLORADO.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:32 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""COLORADO.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""693"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	3	milwaukeeareatechnicalcollege	http://stats.njcaa.org/sports/bsb/2013-14/div3/players?teamId=a2dw4g14sft2q5kq&view=exte	MILWAUKE.TRX	milwaukeeareatechnicalcollege-3-2014.trx	"attachment; filename=""MILWAUKE.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:33 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""MILWAUKE.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2968"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	2	northernoklahomacollegetonkawa	http://stats.njcaa.org/sports/bsb/2013-14/div2/players?teamId=ue9bz7im6xmwwoib&view=exte	NORTHERN.TRX	northernoklahomacollegetonkawa-2-2014.trx	"attachment; filename=""NORTHERN.TRX"""	"{""date""=>""Wed, 09 Apr 2014 07:57:32 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHERN.TRX\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""2862"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
2014	1	northeasternoklahomaaampmcollege	http://stats.njcaa.org/sports/bsb/2013-14/div1/players?teamId=2n39uh2n1trh1zlv&view=ext	NORTHEAS.TRO	northeasternoklahomaaampmcollege-1-2014.tro	"attachment; filename=""NORTHEAS.TRO"""	"{""date""=>""Wed, 09 Apr 2014 07:57:33 GMT"", ""server""=>""Apache/2.2.10 (Fedora)"", ""content-disposition""=>""attachment; filename=\""NORTHEAS.TRO\"""", ""content-language""=>""en-US"", ""x-cache""=>""MISS from Anonymouse.org"", ""x-cache-lookup""=>""MISS from Anonymouse.org:3128"", ""proxy-connection""=>""close"", ""content-length""=>""693"", ""connection""=>""close"", ""content-type""=>""text/plain""}"
