team_name,team_id,parsed_team_id,opponent_id,comp_id,conf_game,year,game_date,opponent_name,location,score,outcome,webcast_url
Alice Lloyd (Ky.),1613,1613,,175195,false,2013,3/10/2013,Ohio Mid-Western,H,3-2,W,""
Alice Lloyd (Ky.),1613,1613,,175194,false,2013,3/10/2013,Ohio Mid-Western,H,5-4,W,""
Alice Lloyd (Ky.),1613,1613,,175193,false,2013,3/10/2013,Ohio Mid-Western,H,3-4,L,""
Alice Lloyd (Ky.),1613,1613,1756,179396,false,2013,3/14/2013,Pikeville (Ky.),A,2-6,L,""
Alice Lloyd (Ky.),1613,1613,1633,168559,true,2013,3/15/2013,Brescia (Ky.),H,2-1,W,""
Alice Lloyd (Ky.),1613,1613,1633,175991,true,2013,3/15/2013,Brescia (Ky.),H,6-4,W,""
Alice Lloyd (Ky.),1613,1613,1633,168558,true,2013,3/17/2013,Brescia (Ky.),H,4-5,L,""
Alice Lloyd (Ky.),1613,1613,1633,168557,true,2013,3/17/2013,Brescia (Ky.),H,4-5,L,""
Alice Lloyd (Ky.),1613,1613,1758,170055,true,2013,3/22/2013,Point Park (Pa.),H,4-0,W,""
Alice Lloyd (Ky.),1613,1613,1758,170054,true,2013,3/22/2013,Point Park (Pa.),H,2-1,W,""
Alice Lloyd (Ky.),1613,1613,1758,170053,true,2013,3/23/2013,Point Park (Pa.),H,0-12,L,""
Alice Lloyd (Ky.),1613,1613,1758,170052,true,2013,3/23/2013,Point Park (Pa.),H,3-4,L,""
Alice Lloyd (Ky.),1613,1613,,170106,false,2013,3/28/2013,Tennessee Temple,H,3-11,L,""
Alice Lloyd (Ky.),1613,1613,,170105,false,2013,3/28/2013,Tennessee Temple,H,0-3,L,""
Alice Lloyd (Ky.),1613,1613,8291,160321,true,2013,3/29/2013,Asbury (Ky.),A,7-0,Wf,""
Alice Lloyd (Ky.),1613,1613,8291,160320,true,2013,3/29/2013,Asbury (Ky.),A,7-0,Wf,""
Alice Lloyd (Ky.),1613,1613,8291,160319,true,2013,3/30/2013,Asbury (Ky.),A,8-5,W,""
Alice Lloyd (Ky.),1613,1613,8291,160318,true,2013,3/30/2013,Asbury (Ky.),A,7-0,Wf,""
Alice Lloyd (Ky.),1613,1613,,170104,false,2013,4/1/2013,Johnson University,H,9-1,W,""
Alice Lloyd (Ky.),1613,1613,,170103,false,2013,4/1/2013,Johnson University,H,12-3,W,""
Alice Lloyd (Ky.),1613,1613,,177591,false,2013,4/3/2013,New River Community Colle,A,5-4,W,""
Alice Lloyd (Ky.),1613,1613,,170102,false,2013,4/3/2013,New River Community Colle,A,6-2,W,""
Alice Lloyd (Ky.),1613,1613,,170101,false,2013,4/3/2013,New River Community Colle,A,4-5,L,""
Alice Lloyd (Ky.),1613,1613,1696,170051,true,2013,4/5/2013,Indiana Southeast,A,0-5,L,""
Alice Lloyd (Ky.),1613,1613,1696,170050,true,2013,4/5/2013,Indiana Southeast,A,4-10,L,""
Alice Lloyd (Ky.),1613,1613,1696,170049,true,2013,4/6/2013,Indiana Southeast,A,0-2,L,""
Alice Lloyd (Ky.),1613,1613,1696,170048,true,2013,4/6/2013,Indiana Southeast,A,21-14,W,""
Alice Lloyd (Ky.),1613,1613,,178257,false,2013,4/10/2013,Ohio Mid-Western,H,9-4,W,""
Alice Lloyd (Ky.),1613,1613,,178256,false,2013,4/10/2013,Ohio Mid-Western,H,5-6,L,""
Alice Lloyd (Ky.),1613,1613,1625,170118,false,2013,4/13/2013,Berea (Ky.),H,6-8,L,""
Alice Lloyd (Ky.),1613,1613,1625,170117,false,2013,4/13/2013,Berea (Ky.),H,6-21,L,""
Alice Lloyd (Ky.),1613,1613,1625,180887,false,2013,4/14/2013,Berea (Ky.),H,7-11,L,""
Alice Lloyd (Ky.),1613,1613,1625,180886,false,2013,4/14/2013,Berea (Ky.),H,8-13,L,""
Alice Lloyd (Ky.),1613,1613,1756,179394,false,2013,4/15/2013,Pikeville (Ky.),H,8-10,L,""
Alice Lloyd (Ky.),1613,1613,,170112,false,2013,4/16/2013,Cincinnati Clermont Colle,A,4-13,L,""
Alice Lloyd (Ky.),1613,1613,,170111,false,2013,4/16/2013,Cincinnati Clermont Colle,A,4-9,L,""
Alice Lloyd (Ky.),1613,1613,1633,179397,false,2013,4/24/2013,Brescia (Ky.),N,7-4,W,""
Alice Lloyd (Ky.),1613,1613,1696,179421,false,2013,4/25/2013,Indiana Southeast,N,1-21,L,""
Alice Lloyd (Ky.),1613,1613,8291,179432,false,2013,4/25/2013,Asbury (Ky.),N,9-0,Wf,""
Aquinas (Mich.),1615,1615,1804,167798,false,2013,3/3/2013,St. Francis (Ill.),N,11-10,W,""
Aquinas (Mich.),1615,1615,1804,167893,false,2013,3/3/2013,St. Francis (Ill.),N,0-1,L,""
Aquinas (Mich.),1615,1615,1793,167797,false,2013,3/4/2013,Trinity International (Ill.),N,12-4,W,""
Aquinas (Mich.),1615,1615,1793,167796,false,2013,3/4/2013,Trinity International (Ill.),N,7-0,Wf,""
Aquinas (Mich.),1615,1615,1793,167795,false,2013,3/5/2013,Trinity International (Ill.),N,7-6,W,""
Aquinas (Mich.),1615,1615,1828,166268,false,2013,3/7/2013,Bethel (Tenn.),N,8-0,W,""
Aquinas (Mich.),1615,1615,1666,162179,false,2013,3/7/2013,Embry-Riddle (Fla.),A,1-5,L,""
Aquinas (Mich.),1615,1615,1736,167892,false,2013,3/8/2013,Mount Vernon Nazarene (Ohio),N,1-10,L,""
Aquinas (Mich.),1615,1615,1792,165986,false,2013,3/8/2013,Trinity Christian (Ill.),N,9-5,W,""
Aquinas (Mich.),1615,1615,1760,175277,false,2013,3/9/2013,Purdue North Central (Ind.),N,3-1,W,""
Aquinas (Mich.),1615,1615,1760,175276,false,2013,3/9/2013,Purdue North Central (Ind.),N,3-6,L,""
Aquinas (Mich.),1615,1615,18711,166721,true,2013,3/23/2013,Lourdes (Ohio),A,10-1,W,""
Aquinas (Mich.),1615,1615,18711,166720,true,2013,3/23/2013,Lourdes (Ohio),A,5-4,W,""
Aquinas (Mich.),1615,1615,18711,166719,true,2013,3/24/2013,Lourdes (Ohio),A,13-2,W,""
Aquinas (Mich.),1615,1615,9100,165279,true,2013,3/27/2013,Davenport (Mich.),A,6-1,W,""
Aquinas (Mich.),1615,1615,9100,167784,true,2013,3/27/2013,Davenport (Mich.),A,4-10,L,""
Aquinas (Mich.),1615,1615,1651,167783,true,2013,3/29/2013,Concordia (Mich.),A,6-4,W,""
Aquinas (Mich.),1615,1615,1651,167782,true,2013,3/29/2013,Concordia (Mich.),A,4-2,W,""
Aquinas (Mich.),1615,1615,1651,167781,true,2013,3/30/2013,Concordia (Mich.),A,8-1,W,""
Aquinas (Mich.),1615,1615,1651,167780,true,2013,3/30/2013,Concordia (Mich.),A,9-7,W,""
Aquinas (Mich.),1615,1615,18999,167778,true,2013,4/3/2013,Cornerstone (Mich.),H,5-7,L,""
Aquinas (Mich.),1615,1615,18999,167777,true,2013,4/3/2013,Cornerstone (Mich.),H,5-2,W,""
Aquinas (Mich.),1615,1615,18702,167776,false,2013,4/6/2013,Rochester (Mich.),A,10-8,W,""
Aquinas (Mich.),1615,1615,18702,167775,false,2013,4/6/2013,Rochester (Mich.),A,11-0,W,""
Aquinas (Mich.),1615,1615,17744,167770,true,2013,4/13/2013,Northwestern Ohio,A,5-17,L,""
Aquinas (Mich.),1615,1615,17744,167771,true,2013,4/13/2013,Northwestern Ohio,A,5-17,L,""
Aquinas (Mich.),1615,1615,17744,167769,true,2013,4/14/2013,Northwestern Ohio,A,4-8,L,""
Aquinas (Mich.),1615,1615,17744,167768,true,2013,4/14/2013,Northwestern Ohio,A,9-2,W,""
Aquinas (Mich.),1615,1615,,167767,false,2013,4/16/2013,Hope,N,2-4,L,""
Aquinas (Mich.),1615,1615,,167766,false,2013,4/16/2013,Hope,N,3-6,L,""
Aquinas (Mich.),1615,1615,,167765,false,2013,4/17/2013,Olivet,A,6-9,L,""
Aquinas (Mich.),1615,1615,1692,166633,true,2013,4/21/2013,Indiana Tech,N,2-5,L,""
Aquinas (Mich.),1615,1615,1692,166632,true,2013,4/21/2013,Indiana Tech,N,3-4,L,""
Aquinas (Mich.),1615,1615,18999,167764,true,2013,4/24/2013,Cornerstone (Mich.),A,1-8,L,""
Aquinas (Mich.),1615,1615,18999,167763,true,2013,4/24/2013,Cornerstone (Mich.),A,13-1,W,""
Aquinas (Mich.),1615,1615,1715,179516,true,2013,4/26/2013,Madonna (Mich.),H,2-9,L,""
Aquinas (Mich.),1615,1615,1715,179515,true,2013,4/26/2013,Madonna (Mich.),H,0-6,L,""
Aquinas (Mich.),1615,1615,1773,179598,true,2013,4/27/2013,Siena Heights (Mich.),H,6-4,W,""
Aquinas (Mich.),1615,1615,1773,161734,true,2013,4/27/2013,Siena Heights (Mich.),H,2-4,L,""
Aquinas (Mich.),1615,1615,1773,161736,true,2013,4/28/2013,Siena Heights (Mich.),H,4-2,W,""
Aquinas (Mich.),1615,1615,1773,161735,true,2013,4/28/2013,Siena Heights (Mich.),H,8-7,W,""
Aquinas (Mich.),1615,1615,17744,179888,false,2013,5/1/2013,Northwestern Ohio,N,4-1,W,""
Aquinas (Mich.),1615,1615,1715,179911,false,2013,5/1/2013,Madonna (Mich.),N,4-5,L,""
Aquinas (Mich.),1615,1615,9100,180014,false,2013,5/2/2013,Davenport (Mich.),N,5-2,W,""
Aquinas (Mich.),1615,1615,1715,180021,false,2013,5/2/2013,Madonna (Mich.),N,5-13,L,""
Auburn Montgomery (Ala.),1616,1616,1711,168303,false,2013,2/2/2013,Lindsey Wilson (Ky.),H,6-11,L,""
Auburn Montgomery (Ala.),1616,1616,1711,168302,false,2013,2/2/2013,Lindsey Wilson (Ky.),H,2-4,L,""
Auburn Montgomery (Ala.),1616,1616,1785,169551,false,2013,2/3/2013,Tennessee Wesleyan,H,5-4,W,""
Auburn Montgomery (Ala.),1616,1616,1785,169550,false,2013,2/3/2013,Tennessee Wesleyan,H,3-12,L,""
Auburn Montgomery (Ala.),1616,1616,17743,167753,false,2013,2/5/2013,Blue Mountain (Miss.),A,7-1,W,""
Auburn Montgomery (Ala.),1616,1616,17743,167754,false,2013,2/5/2013,Blue Mountain (Miss.),A,8-1,W,""
Auburn Montgomery (Ala.),1616,1616,1656,169557,false,2013,2/9/2013,Cumberlands (Ky.),H,0-1,L,""
Auburn Montgomery (Ala.),1616,1616,1656,169556,false,2013,2/9/2013,Cumberlands (Ky.),H,5-2,W,""
Auburn Montgomery (Ala.),1616,1616,1771,164580,false,2013,2/10/2013,Shawnee State (Ohio),H,2-1,W,""
Auburn Montgomery (Ala.),1616,1616,1709,162530,true,2013,2/15/2013,Loyola (La.),H,4-2,W,""
Auburn Montgomery (Ala.),1616,1616,1709,162531,true,2013,2/16/2013,Loyola (La.),H,17-9,W,""
Auburn Montgomery (Ala.),1616,1616,1709,162529,true,2013,2/16/2013,Loyola (La.),H,7-8,L,""
Auburn Montgomery (Ala.),1616,1616,1657,162721,false,2013,2/17/2013,Cumberland (Tenn.),H,4-2,W,""
Auburn Montgomery (Ala.),1616,1616,1657,162728,false,2013,2/18/2013,Cumberland (Tenn.),H,5-4,W,""
Auburn Montgomery (Ala.),1616,1616,1706,165096,true,2013,2/22/2013,Lee (Tenn.),A,6-18,L,""
Auburn Montgomery (Ala.),1616,1616,1706,165095,true,2013,2/23/2013,Lee (Tenn.),A,1-4,L,""
Auburn Montgomery (Ala.),1616,1616,1706,165094,true,2013,2/23/2013,Lee (Tenn.),A,2-9,L,""
Auburn Montgomery (Ala.),1616,1616,,173976,false,2013,2/27/2013,Georgia Southwestern,H,14-7,W,""
Auburn Montgomery (Ala.),1616,1616,1641,161968,false,2013,3/4/2013,Campbellsville (Ky.),H,5-3,W,""
Auburn Montgomery (Ala.),1616,1616,1641,161967,false,2013,3/4/2013,Campbellsville (Ky.),H,3-0,W,""
Auburn Montgomery (Ala.),1616,1616,1641,161966,false,2013,3/5/2013,Campbellsville (Ky.),H,1-10,L,""
Auburn Montgomery (Ala.),1616,1616,15389,167877,true,2013,3/8/2013,Truett-McConnell (Ga.),H,6-1,W,""
Auburn Montgomery (Ala.),1616,1616,15389,167876,true,2013,3/9/2013,Truett-McConnell (Ga.),H,5-1,W,""
Auburn Montgomery (Ala.),1616,1616,15389,167875,true,2013,3/9/2013,Truett-McConnell (Ga.),H,6-2,W,""
Auburn Montgomery (Ala.),1616,1616,,169549,false,2013,3/12/2013,North Alabama,H,8-6,W,""
Auburn Montgomery (Ala.),1616,1616,1622,163947,true,2013,3/15/2013,Belhaven (Miss.),A,4-6,L,""
Auburn Montgomery (Ala.),1616,1616,1622,163946,true,2013,3/16/2013,Belhaven (Miss.),A,2-3,L,""
Auburn Montgomery (Ala.),1616,1616,1622,163945,true,2013,3/16/2013,Belhaven (Miss.),A,13-14,L,""
Auburn Montgomery (Ala.),1616,1616,9106,169548,false,2013,3/19/2013,Talladega (Ala.),A,10-1,W,""
Auburn Montgomery (Ala.),1616,1616,9106,169547,false,2013,3/19/2013,Talladega (Ala.),A,11-2,W,""
Auburn Montgomery (Ala.),1616,1616,1802,163874,true,2013,3/24/2013,Mobile (Ala.),H,3-14,L,""
Auburn Montgomery (Ala.),1616,1616,1802,163875,true,2013,3/24/2013,Mobile (Ala.),H,1-5,L,""
Auburn Montgomery (Ala.),1616,1616,1802,163873,true,2013,3/25/2013,Mobile (Ala.),H,14-8,W,""
Auburn Montgomery (Ala.),1616,1616,1781,160945,true,2013,3/29/2013,Spring Hill (Ala.),A,9-6,W,""
Auburn Montgomery (Ala.),1616,1616,1781,160944,true,2013,3/30/2013,Spring Hill (Ala.),A,4-3,W,""
Auburn Montgomery (Ala.),1616,1616,1781,160943,true,2013,3/30/2013,Spring Hill (Ala.),A,12-0,W,""
Auburn Montgomery (Ala.),1616,1616,1775,166763,true,2013,4/5/2013,Southern Poly (Ga.),H,3-16,L,""
Auburn Montgomery (Ala.),1616,1616,1775,166762,true,2013,4/6/2013,Southern Poly (Ga.),H,3-0,W,""
Auburn Montgomery (Ala.),1616,1616,1775,166761,true,2013,4/6/2013,Southern Poly (Ga.),H,4-1,W,""
Auburn Montgomery (Ala.),1616,1616,1788,162940,false,2013,4/9/2013,Thomas (Ga.),N,7-6,W,""
Auburn Montgomery (Ala.),1616,1616,,169545,false,2013,4/10/2013,North Alabama,A,5-5,T,""
Auburn Montgomery (Ala.),1616,1616,1635,168837,true,2013,4/12/2013,Brewton-Parker (Ga.),A,1-2,L,""
Auburn Montgomery (Ala.),1616,1616,1635,168836,true,2013,4/13/2013,Brewton-Parker (Ga.),A,10-1,W,""
Auburn Montgomery (Ala.),1616,1616,1635,168835,true,2013,4/13/2013,Brewton-Parker (Ga.),A,16-4,W,""
Auburn Montgomery (Ala.),1616,1616,9106,169541,false,2013,4/15/2013,Talladega (Ala.),H,5-6,L,""
Auburn Montgomery (Ala.),1616,1616,9106,169540,false,2013,4/15/2013,Talladega (Ala.),H,18-14,W,""
Auburn Montgomery (Ala.),1616,1616,1777,169544,true,2013,4/20/2013,Southern Wesleyan (S.C.),A,1-2,L,""
Auburn Montgomery (Ala.),1616,1616,1777,169543,true,2013,4/20/2013,Southern Wesleyan (S.C.),A,8-3,W,""
Auburn Montgomery (Ala.),1616,1616,1777,180701,true,2013,4/21/2013,Southern Wesleyan (S.C.),A,6-4,W,""
Auburn Montgomery (Ala.),1616,1616,17743,178546,false,2013,4/23/2013,Blue Mountain (Miss.),H,5-1,W,""
Auburn Montgomery (Ala.),1616,1616,17743,178545,false,2013,4/23/2013,Blue Mountain (Miss.),H,7-6,W,""
Auburn Montgomery (Ala.),1616,1616,1669,165000,true,2013,4/25/2013,Faulkner (Ala.),H,2-13,L,""
Auburn Montgomery (Ala.),1616,1616,1669,164999,true,2013,4/26/2013,Faulkner (Ala.),H,4-8,L,""
Auburn Montgomery (Ala.),1616,1616,1669,164998,true,2013,4/26/2013,Faulkner (Ala.),H,4-8,L,""
Auburn Montgomery (Ala.),1616,1616,1669,180875,false,2013,4/30/2013,Faulkner (Ala.),N,6-19,L,""
Auburn Montgomery (Ala.),1616,1616,1622,179858,false,2013,5/1/2013,Belhaven (Miss.),N,1-2,L,""
Auburn Montgomery (Ala.),1616,1616,1775,180000,false,2013,5/3/2013,Southern Poly (Ga.),N,1-4,L,""
Avila (Mo.),1617,1617,1682,160752,false,2013,2/16/2013,Grand View (Iowa),H,3-0,W,""
Avila (Mo.),1617,1617,1682,160751,false,2013,2/16/2013,Grand View (Iowa),H,6-0,W,""
Avila (Mo.),1617,1617,1682,160750,false,2013,2/17/2013,Grand View (Iowa),H,6-2,W,""
Avila (Mo.),1617,1617,1682,160749,false,2013,2/17/2013,Grand View (Iowa),H,3-4,L,""
Avila (Mo.),1617,1617,1817,160742,false,2013,2/22/2013,Wayland Baptist (Texas),A,8-6,W,""
Avila (Mo.),1617,1617,1817,160741,false,2013,2/22/2013,Wayland Baptist (Texas),A,13-9,W,""
Avila (Mo.),1617,1617,1817,160740,false,2013,2/23/2013,Wayland Baptist (Texas),A,8-1,W,""
Avila (Mo.),1617,1617,1817,160739,false,2013,2/23/2013,Wayland Baptist (Texas),A,11-9,W,""
Avila (Mo.),1617,1617,1715,170994,false,2013,3/9/2013,Madonna (Mich.),N,1-2,L,""
Avila (Mo.),1617,1617,1715,170993,false,2013,3/9/2013,Madonna (Mich.),N,0-8,L,""
Avila (Mo.),1617,1617,1760,171854,false,2013,3/10/2013,Purdue North Central (Ind.),N,1-5,L,""
Avila (Mo.),1617,1617,1760,171855,false,2013,3/10/2013,Purdue North Central (Ind.),N,6-2,W,""
Avila (Mo.),1617,1617,1750,170966,false,2013,3/11/2013,Olivet Nazarene (Ill.),N,3-6,L,""
Avila (Mo.),1617,1617,1750,170965,false,2013,3/11/2013,Olivet Nazarene (Ill.),N,3-10,L,""
Avila (Mo.),1617,1617,1768,174434,false,2013,3/13/2013,Saint Xavier (Ill.),N,3-9,L,""
Avila (Mo.),1617,1617,1768,174433,false,2013,3/13/2013,Saint Xavier (Ill.),N,4-3,W,""
Avila (Mo.),1617,1617,1729,160744,true,2013,3/16/2013,Missouri Valley,H,7-1,W,""
Avila (Mo.),1617,1617,1729,160743,true,2013,3/16/2013,Missouri Valley,H,7-4,W,""
Avila (Mo.),1617,1617,1637,176218,false,2013,3/17/2013,Briar Cliff (Iowa),H,2-4,L,""
Avila (Mo.),1617,1617,1637,176219,false,2013,3/17/2013,Briar Cliff (Iowa),H,2-1,W,""
Avila (Mo.),1617,1617,1680,176698,true,2013,3/21/2013,Graceland (Iowa),A,5-3,W,""
Avila (Mo.),1617,1617,1680,176697,true,2013,3/21/2013,Graceland (Iowa),A,3-2,W,""
Avila (Mo.),1617,1617,1655,160796,true,2013,3/29/2013,Culver-Stockton (Mo.),H,2-0,W,""
Avila (Mo.),1617,1617,1655,160795,true,2013,3/29/2013,Culver-Stockton (Mo.),H,2-4,L,""
Avila (Mo.),1617,1617,1645,160794,true,2013,3/30/2013,Central Methodist (Mo.),H,2-4,L,""
Avila (Mo.),1617,1617,1645,160793,true,2013,3/30/2013,Central Methodist (Mo.),H,2-4,L,""
Avila (Mo.),1617,1617,17742,160792,false,2013,4/1/2013,McPherson (Kan.),A,1-14,L,""
Avila (Mo.),1617,1617,1723,160813,true,2013,4/5/2013,MidAmerica Nazarene (Kan.),A,6-1,W,""
Avila (Mo.),1617,1617,1723,160812,true,2013,4/5/2013,MidAmerica Nazarene (Kan.),A,3-4,L,""
Avila (Mo.),1617,1617,1723,160811,true,2013,4/6/2013,MidAmerica Nazarene (Kan.),A,5-2,W,""
Avila (Mo.),1617,1617,1723,160810,true,2013,4/6/2013,MidAmerica Nazarene (Kan.),A,3-7,L,""
Avila (Mo.),1617,1617,1668,178373,true,2013,4/11/2013,Evangel (Mo.),H,3-4,L,""
Avila (Mo.),1617,1617,1668,178372,true,2013,4/11/2013,Evangel (Mo.),H,8-6,W,""
Avila (Mo.),1617,1617,1755,160819,true,2013,4/13/2013,Peru State (Neb.),H,2-4,L,""
Avila (Mo.),1617,1617,1755,160818,true,2013,4/13/2013,Peru State (Neb.),H,1-2,L,""
Avila (Mo.),1617,1617,1755,160816,true,2013,4/14/2013,Peru State (Neb.),H,2-3,L,""
Avila (Mo.),1617,1617,1755,160817,true,2013,4/14/2013,Peru State (Neb.),H,5-7,L,""
Avila (Mo.),1617,1617,1624,160827,true,2013,4/20/2013,Benedictine (Kan.),H,2-0,W,""
Avila (Mo.),1617,1617,1624,160826,true,2013,4/20/2013,Benedictine (Kan.),H,0-2,L,""
Avila (Mo.),1617,1617,1624,160825,true,2013,4/21/2013,Benedictine (Kan.),H,5-3,W,""
Avila (Mo.),1617,1617,1624,160824,true,2013,4/21/2013,Benedictine (Kan.),H,4-2,W,""
Avila (Mo.),1617,1617,1620,160831,true,2013,4/27/2013,Baker (Kan.),A,7-2,W,""
Avila (Mo.),1617,1617,1620,160830,true,2013,4/27/2013,Baker (Kan.),A,15-2,W,""
Avila (Mo.),1617,1617,1620,160828,true,2013,4/28/2013,Baker (Kan.),A,9-0,W,""
Avila (Mo.),1617,1617,1620,160829,true,2013,4/28/2013,Baker (Kan.),A,9-2,W,""
Avila (Mo.),1617,1617,1755,179691,false,2013,5/1/2013,Peru State (Neb.),N,1-0,W,""
Avila (Mo.),1617,1617,1668,180088,false,2013,5/3/2013,Evangel (Mo.),N,3-2,W,""
Avila (Mo.),1617,1617,1682,180344,false,2013,5/9/2013,Grand View (Iowa),N,7-0,W,""
Avila (Mo.),1617,1617,1706,180402,false,2013,5/9/2013,Lee (Tenn.),N,3-12,L,""
Avila (Mo.),1617,1617,1682,180460,false,2013,5/10/2013,Grand View (Iowa),N,12-10,W,""
Avila (Mo.),1617,1617,1715,180470,false,2013,5/11/2013,Madonna (Mich.),N,3-2,W,""
Avila (Mo.),1617,1617,1706,180499,false,2013,5/11/2013,Lee (Tenn.),N,0-14,L,""
