team_name,team_id,parsed_team_id,opponent_id,comp_id,conf_game,year,game_date,opponent_name,location,score,outcome,webcast_url
College of Idaho,1612,1612,1653,104738,false,2010,2/12/2010,Concordia University OR,N,16-4,W,""
College of Idaho,1612,1612,1819,96722,false,2010,2/13/2010,Corban University,N,3-7,L,""
College of Idaho,1612,1612,1707,96723,false,2010,2/13/2010,Lewis-Clark State College,A,0-6,L,""
College of Idaho,1612,1612,1653,96721,false,2010,2/14/2010,Concordia University OR,N,6-5,W,""
College of Idaho,1612,1612,,96720,false,2010,2/19/2010,Whitman College,H,10-2,W,""
College of Idaho,1612,1612,,96719,false,2010,2/19/2010,Whitman College,H,3-0,W,""
College of Idaho,1612,1612,,105963,false,2010,2/20/2010,Whitman College,H,13-1,W,""
College of Idaho,1612,1612,,96717,false,2010,2/20/2010,Whitman College,H,9-0,W,""
College of Idaho,1612,1612,1751,96716,false,2010,2/21/2010,Oregon Tech,H,15-4,W,""
College of Idaho,1612,1612,,96707,false,2010,2/27/2010,Whitworth,H,11-2,W,""
College of Idaho,1612,1612,,96705,false,2010,2/27/2010,Whitworth,H,3-2,W,""
College of Idaho,1612,1612,,96706,false,2010,2/28/2010,Whitworth,H,11-5,W,""
College of Idaho,1612,1612,1707,96715,false,2010,3/1/2010,Lewis-Clark State College,A,8-16,L,""
College of Idaho,1612,1612,1707,96714,false,2010,3/2/2010,Lewis-Clark State College,A,6-7,L,""
College of Idaho,1612,1612,1653,96713,true,2010,3/6/2010,Concordia University OR,A,14-3,W,""
College of Idaho,1612,1612,1653,96712,true,2010,3/6/2010,Concordia University OR,A,5-6,L,""
College of Idaho,1612,1612,1653,96711,true,2010,3/7/2010,Concordia University OR,A,6-5,W,""
College of Idaho,1612,1612,1653,96710,true,2010,3/7/2010,Concordia University OR,A,5-2,W,""
College of Idaho,1612,1612,1799,96709,true,2010,3/13/2010,Univ British Columbia,A,13-4,W,""
College of Idaho,1612,1612,1799,96708,true,2010,3/13/2010,Univ British Columbia,A,1-2,L,""
College of Idaho,1612,1612,1799,96704,true,2010,3/14/2010,Univ British Columbia,A,4-9,L,""
College of Idaho,1612,1612,1799,96703,true,2010,3/14/2010,Univ British Columbia,A,7-1,W,""
College of Idaho,1612,1612,1627,96702,true,2010,3/19/2010,Bethany Univ CA,H,4-0,W,""
College of Idaho,1612,1612,1627,96701,true,2010,3/19/2010,Bethany Univ CA,H,1-0,W,""
College of Idaho,1612,1612,1627,96700,true,2010,3/20/2010,Bethany Univ CA,H,22-2,W,""
College of Idaho,1612,1612,1627,96699,true,2010,3/20/2010,Bethany Univ CA,H,8-2,W,""
College of Idaho,1612,1612,1707,96698,false,2010,3/24/2010,Lewis-Clark State College,H,7-10,L,""
College of Idaho,1612,1612,1707,110557,false,2010,3/25/2010,Lewis-Clark State College,H,4-5,L,""
College of Idaho,1612,1612,1751,96695,true,2010,4/3/2010,Oregon Tech,A,25-8,W,""
College of Idaho,1612,1612,1751,96694,true,2010,4/3/2010,Oregon Tech,A,8-0,W,""
College of Idaho,1612,1612,1751,96693,true,2010,4/4/2010,Oregon Tech,A,3-1,W,""
College of Idaho,1612,1612,1751,96692,true,2010,4/4/2010,Oregon Tech,A,10-6,W,""
College of Idaho,1612,1612,1819,96691,true,2010,4/9/2010,Corban University,A,0-1,L,""
College of Idaho,1612,1612,1819,96690,true,2010,4/9/2010,Corban University,A,9-5,W,""
College of Idaho,1612,1612,1819,96689,true,2010,4/10/2010,Corban University,A,5-4,W,""
College of Idaho,1612,1612,1819,96688,true,2010,4/10/2010,Corban University,A,18-3,W,""
College of Idaho,1612,1612,1653,96687,true,2010,4/17/2010,Concordia University OR,H,4-2,W,""
College of Idaho,1612,1612,1653,96686,true,2010,4/17/2010,Concordia University OR,H,9-8,W,""
College of Idaho,1612,1612,1653,96685,true,2010,4/18/2010,Concordia University OR,H,7-6,W,""
College of Idaho,1612,1612,1653,96684,true,2010,4/18/2010,Concordia University OR,H,4-5,L,""
College of Idaho,1612,1612,1819,96683,true,2010,4/23/2010,Corban University,H,5-4,W,""
College of Idaho,1612,1612,1819,96682,true,2010,4/23/2010,Corban University,H,8-1,W,""
College of Idaho,1612,1612,1819,96681,true,2010,4/24/2010,Corban University,H,18-1,W,""
College of Idaho,1612,1612,1819,96680,true,2010,4/24/2010,Corban University,H,12-1,W,""
College of Idaho,1612,1612,1799,96679,true,2010,5/1/2010,Univ British Columbia,H,10-7,W,""
College of Idaho,1612,1612,1799,96678,true,2010,5/1/2010,Univ British Columbia,H,10-6,W,""
College of Idaho,1612,1612,1799,96677,true,2010,5/2/2010,Univ British Columbia,H,7-3,W,""
College of Idaho,1612,1612,1799,96676,true,2010,5/2/2010,Univ British Columbia,H,4-7,L,""
College of Idaho,1612,1612,1751,114142,false,2010,5/6/2010,Oregon Tech,N,10-4,W,""
College of Idaho,1612,1612,1799,114417,false,2010,5/7/2010,Univ British Columbia,A,1-3,L,""
College of Idaho,1612,1612,1751,114457,false,2010,5/7/2010,Oregon Tech,N,1-6,L,""
College of Idaho,1612,1612,1715,114823,false,2010,5/18/2010,Madonna University,N,5-8,L,""
College of Idaho,1612,1612,1688,114852,false,2010,5/19/2010,Huntington Univ,N,4-2,W,""
College of Idaho,1612,1612,1810,114882,false,2010,5/19/2010,Vanguard University,N,12-13,L,""
Alice Lloyd (Ky.),1613,1613,,105376,false,2010,2/11/2010,Atlanta Christian College,A,2-4,L,""
Alice Lloyd (Ky.),1613,1613,,105375,false,2010,2/11/2010,Atlanta Christian College,A,4-7,L,""
Alice Lloyd (Ky.),1613,1613,1811,107391,false,2010,3/3/2010,Virginia Intermont College,A,3-9,L,""
Alice Lloyd (Ky.),1613,1613,1811,95402,false,2010,3/3/2010,Virginia Intermont College,A,5-6,L,""
