team_name,team_id,parsed_team_id,opponent_id,comp_id,conf_game,year,game_date,opponent_name,location,score,outcome,webcast_url
Alice Lloyd (Ky.),1613,1613,1858,59364,false,2008,3/10/2008,West Virginia U. Inst of Tech,A,0-12,L,""
Alice Lloyd (Ky.),1613,1613,,59706,false,2008,3/12/2008,Kentucky State Thorough,H,13-1,W,""
Alice Lloyd (Ky.),1613,1613,,59705,false,2008,3/12/2008,Kentucky State Thorough,H,11-1,W,""
Alice Lloyd (Ky.),1613,1613,1726,60846,false,2008,3/18/2008,Milligan College,A,1-21,L,""
Alice Lloyd (Ky.),1613,1613,,61412,false,2008,3/21/2008,Southwest Virginia Commun,H,3-1,W,""
Alice Lloyd (Ky.),1613,1613,,61411,false,2008,3/21/2008,Southwest Virginia Commun,H,17-2,W,""
Alice Lloyd (Ky.),1613,1613,1656,55625,false,2008,3/25/2008,Univ of the Cumberlands,A,1-15,L,""
Alice Lloyd (Ky.),1613,1613,1656,55624,false,2008,3/25/2008,Univ of the Cumberlands,A,4-10,L,""
Alice Lloyd (Ky.),1613,1613,1632,53997,false,2008,3/26/2008,Bluefield College,H,1-14,L,""
Alice Lloyd (Ky.),1613,1613,1632,53996,false,2008,3/26/2008,Bluefield College,H,7-13,L,""
Alice Lloyd (Ky.),1613,1613,1633,47915,true,2008,3/28/2008,Brescia University,A,0-10,L,""
Alice Lloyd (Ky.),1613,1613,1633,47914,true,2008,3/28/2008,Brescia University,A,0-3,L,""
Alice Lloyd (Ky.),1613,1613,1633,47913,true,2008,3/29/2008,Brescia University,A,3-4,L,""
Alice Lloyd (Ky.),1613,1613,1633,47912,true,2008,3/29/2008,Brescia University,A,8-16,L,""
Alice Lloyd (Ky.),1613,1613,1756,62952,false,2008,4/1/2008,Pikeville College,A,0-10,L,""
Alice Lloyd (Ky.),1613,1613,,63699,false,2008,4/6/2008,Mt. St. Joseph,A,2-5,L,""
Alice Lloyd (Ky.),1613,1613,,63698,false,2008,4/6/2008,Mt. St. Joseph,A,8-4,W,""
Alice Lloyd (Ky.),1613,1613,,64662,false,2008,4/9/2008,Morehead State Eagles,A,1-8,L,""
Alice Lloyd (Ky.),1613,1613,8291,65202,true,2008,4/11/2008,Asbury College,H,9-4,W,""
Alice Lloyd (Ky.),1613,1613,8291,65201,true,2008,4/11/2008,Asbury College,H,6-7,L,""
Alice Lloyd (Ky.),1613,1613,8291,65200,true,2008,4/12/2008,Asbury College,H,3-1,W,""
Alice Lloyd (Ky.),1613,1613,8291,65199,true,2008,4/12/2008,Asbury College,H,4-5,L,""
Alice Lloyd (Ky.),1613,1613,,65198,false,2008,4/13/2008,New River Community Colle,A,10-6,W,""
Alice Lloyd (Ky.),1613,1613,,65197,false,2008,4/13/2008,New River Community Colle,A,13-6,W,""
Alice Lloyd (Ky.),1613,1613,1756,69369,false,2008,4/18/2008,Pikeville College,A,5-5,T,""
Alice Lloyd (Ky.),1613,1613,1696,66483,true,2008,4/18/2008,IU Southeast,H,0-10,L,""
Alice Lloyd (Ky.),1613,1613,1696,66481,true,2008,4/18/2008,IU Southeast,H,0-10,L,""
Alice Lloyd (Ky.),1613,1613,1696,66482,true,2008,4/19/2008,IU Southeast,H,1-4,L,""
Alice Lloyd (Ky.),1613,1613,1656,66625,false,2008,4/21/2008,Univ of the Cumberlands,H,0-13,L,""
Alice Lloyd (Ky.),1613,1613,1796,66838,false,2008,4/22/2008,Union College,H,2-21,L,""
Alice Lloyd (Ky.),1613,1613,1807,67490,false,2008,4/23/2008,UV College at Wise,A,1-11,L,""
Alice Lloyd (Ky.),1613,1613,1807,69240,false,2008,4/23/2008,UV College at Wise,A,1-12,L,""
Alice Lloyd (Ky.),1613,1613,,68558,false,2008,4/24/2008,Kentucky State Thorough,A,17-7,W,""
Alice Lloyd (Ky.),1613,1613,,67488,false,2008,4/24/2008,Kentucky State Thorough,A,4-5,L,""
Alice Lloyd (Ky.),1613,1613,1625,67487,true,2008,4/25/2008,Berea College,A,26-12,W,""
Alice Lloyd (Ky.),1613,1613,1625,67486,true,2008,4/25/2008,Berea College,A,0-10,L,""
Alice Lloyd (Ky.),1613,1613,1625,67485,true,2008,4/26/2008,Berea College,A,7-3,W,""
Alice Lloyd (Ky.),1613,1613,1625,67484,true,2008,4/26/2008,Berea College,A,4-15,L,""
Alice Lloyd (Ky.),1613,1613,1625,68556,false,2008,4/30/2008,Berea College,H,8-13,L,""
Alice Lloyd (Ky.),1613,1613,8291,68555,true,2008,5/1/2008,Asbury College,A,16-27,L,""
Aquinas (Mich.),1615,1615,1804,51497,false,2008,3/2/2008,Univ of Saint Francis IL,N,0-1,L,""
Aquinas (Mich.),1615,1615,1804,53007,false,2008,3/2/2008,Univ of Saint Francis IL,N,3-2,W,""
Aquinas (Mich.),1615,1615,1661,58772,false,2008,3/3/2008,Dickinson State Univ,N,5-4,W,""
Aquinas (Mich.),1615,1615,1661,47985,false,2008,3/3/2008,Dickinson State Univ,N,7-6,W,""
Aquinas (Mich.),1615,1615,1804,51495,false,2008,3/4/2008,Univ of Saint Francis IL,N,1-5,L,""
Aquinas (Mich.),1615,1615,1823,48920,false,2008,3/4/2008,William Penn University,N,6-7,L,""
Aquinas (Mich.),1615,1615,1823,48918,false,2008,3/5/2008,William Penn University,N,4-1,W,""
Aquinas (Mich.),1615,1615,1823,48917,false,2008,3/5/2008,William Penn University,N,3-13,L,""
Aquinas (Mich.),1615,1615,1661,58770,false,2008,3/6/2008,Dickinson State Univ,N,9-20,L,""
Aquinas (Mich.),1615,1615,,51492,false,2008,3/7/2008,W Va Wesleyn Bobcats,N,7-3,W,""
Aquinas (Mich.),1615,1615,1804,51490,false,2008,3/8/2008,Univ of Saint Francis IL,N,4-6,L,""
Aquinas (Mich.),1615,1615,1768,51483,false,2008,3/29/2008,Saint Xavier University,A,1-2,L,""
Aquinas (Mich.),1615,1615,1768,51482,false,2008,3/29/2008,Saint Xavier University,A,2-7,L,""
Aquinas (Mich.),1615,1615,1768,51484,false,2008,3/30/2008,Saint Xavier University,A,4-2,W,""
Aquinas (Mich.),1615,1615,1768,51481,false,2008,3/30/2008,Saint Xavier University,A,2-16,L,""
Aquinas (Mich.),1615,1615,1715,51480,true,2008,4/2/2008,Madonna University,A,3-5,L,""
Aquinas (Mich.),1615,1615,1715,51479,true,2008,4/2/2008,Madonna University,A,5-0,W,""
Aquinas (Mich.),1615,1615,1651,51477,true,2008,4/5/2008,Concordia University MI,H,5-8,L,""
Aquinas (Mich.),1615,1615,1651,51478,true,2008,4/5/2008,Concordia University MI,H,2-9,L,""
Aquinas (Mich.),1615,1615,1651,51475,true,2008,4/6/2008,Concordia University MI,A,10-11,L,""
Aquinas (Mich.),1615,1615,1651,51476,true,2008,4/6/2008,Concordia University MI,A,8-0,W,""
Aquinas (Mich.),1615,1615,1773,63545,true,2008,4/7/2008,Siena Heights Univ,H,8-5,W,""
Aquinas (Mich.),1615,1615,1773,63544,true,2008,4/7/2008,Siena Heights Univ,H,3-4,L,""
Aquinas (Mich.),1615,1615,1760,51472,false,2008,4/8/2008,Purdue Univ-North Central,A,6-13,L,""
Aquinas (Mich.),1615,1615,1760,51471,false,2008,4/8/2008,Purdue Univ-North Central,A,0-3,L,""
Aquinas (Mich.),1615,1615,1692,51470,true,2008,4/9/2008,IN Institute of Technology,H,4-1,W,""
Aquinas (Mich.),1615,1615,1692,51469,true,2008,4/9/2008,IN Institute of Technology,H,0-5,L,""
Aquinas (Mich.),1615,1615,1773,51468,true,2008,4/14/2008,Siena Heights Univ,A,2-5,L,""
Aquinas (Mich.),1615,1615,1773,51467,true,2008,4/14/2008,Siena Heights Univ,A,3-0,W,""
Aquinas (Mich.),1615,1615,1773,65771,true,2008,4/15/2008,Siena Heights Univ,H,2-7,L,""
Aquinas (Mich.),1615,1615,1773,65412,true,2008,4/15/2008,Siena Heights Univ,H,2-8,L,""
Aquinas (Mich.),1615,1615,,51462,false,2008,4/16/2008,Rochester Warriors,H,11-1,W,""
Aquinas (Mich.),1615,1615,,51461,false,2008,4/16/2008,Rochester Warriors,H,8-1,W,""
Aquinas (Mich.),1615,1615,1715,51460,true,2008,4/19/2008,Madonna University,H,2-1,W,""
Aquinas (Mich.),1615,1615,1715,51459,true,2008,4/19/2008,Madonna University,H,0-4,L,""
Aquinas (Mich.),1615,1615,1715,51458,true,2008,4/20/2008,Madonna University,A,0-2,L,""
Aquinas (Mich.),1615,1615,1715,51457,true,2008,4/20/2008,Madonna University,A,0-3,L,""
Aquinas (Mich.),1615,1615,,66614,false,2008,4/21/2008,Hope Flying Dutchmen,H,7-6,W,""
Aquinas (Mich.),1615,1615,,66613,false,2008,4/21/2008,Hope Flying Dutchmen,H,6-2,W,""
Aquinas (Mich.),1615,1615,1760,51456,false,2008,4/22/2008,Purdue Univ-North Central,H,4-5,L,""
Aquinas (Mich.),1615,1615,1760,51455,false,2008,4/22/2008,Purdue Univ-North Central,H,0-2,L,""
Aquinas (Mich.),1615,1615,1651,51453,true,2008,4/23/2008,Concordia University MI,A,3-13,L,""
Aquinas (Mich.),1615,1615,1651,51454,true,2008,4/23/2008,Concordia University MI,A,8-11,L,""
Aquinas (Mich.),1615,1615,1692,67290,true,2008,4/25/2008,IN Institute of Technology,A,10-5,W,""
Aquinas (Mich.),1615,1615,1692,67287,true,2008,4/25/2008,IN Institute of Technology,A,16-13,W,""
Aquinas (Mich.),1615,1615,1692,51450,true,2008,4/27/2008,IN Institute of Technology,H,7-6,W,""
Aquinas (Mich.),1615,1615,1692,51449,true,2008,4/27/2008,IN Institute of Technology,H,5-16,L,""
Aquinas (Mich.),1615,1615,,68065,false,2008,4/29/2008,Alma Scots,N,2-5,L,""
Aquinas (Mich.),1615,1615,,68064,false,2008,4/29/2008,Calvin Knights,N,5-3,W,""
Auburn Montgomery (Ala.),1616,1616,1719,48054,false,2008,2/3/2008,Martin Methodist College,A,1-0,W,""
Auburn Montgomery (Ala.),1616,1616,1719,54310,false,2008,2/3/2008,Martin Methodist College,A,9-6,W,""
Auburn Montgomery (Ala.),1616,1616,1802,48051,false,2008,2/5/2008,Univ of Mobile,A,7-5,W,""
Auburn Montgomery (Ala.),1616,1616,1802,54309,false,2008,2/5/2008,Univ of Mobile,A,4-3,W,""
Auburn Montgomery (Ala.),1616,1616,,58826,false,2008,2/8/2008,Stillman,A,4-8,L,""
Auburn Montgomery (Ala.),1616,1616,,48050,false,2008,2/8/2008,Stillman,A,2-7,L,""
Auburn Montgomery (Ala.),1616,1616,1657,54239,false,2008,2/10/2008,Cumberland University,H,1-4,L,""
Auburn Montgomery (Ala.),1616,1616,1719,48046,false,2008,2/13/2008,Martin Methodist College,H,8-7,W,""
Auburn Montgomery (Ala.),1616,1616,,56277,false,2008,2/15/2008,Tuskegee,A,15-0,W,""
Auburn Montgomery (Ala.),1616,1616,,48044,false,2008,2/15/2008,Tuskegee,A,12-1,W,""
Auburn Montgomery (Ala.),1616,1616,1728,56273,false,2008,2/16/2008,Missouri Baptist Univ,H,7-10,L,""
Auburn Montgomery (Ala.),1616,1616,,48043,false,2008,2/20/2008,West Alabama,A,0-4,L,""
Auburn Montgomery (Ala.),1616,1616,1777,57175,true,2008,2/22/2008,Southern Wesleyan Univ,A,0-2,L,""
Auburn Montgomery (Ala.),1616,1616,1777,57350,true,2008,2/23/2008,Southern Wesleyan Univ,A,10-6,W,""
Auburn Montgomery (Ala.),1616,1616,1777,57351,true,2008,2/23/2008,Southern Wesleyan Univ,A,6-1,W,""
Auburn Montgomery (Ala.),1616,1616,1781,46871,false,2008,2/26/2008,Spring Hill College,A,0-6,L,""
Auburn Montgomery (Ala.),1616,1616,1781,46870,false,2008,2/26/2008,Spring Hill College,A,8-0,W,""
Auburn Montgomery (Ala.),1616,1616,,48037,false,2008,2/27/2008,Columbus State,H,0-10,L,""
Auburn Montgomery (Ala.),1616,1616,1635,48036,true,2008,2/29/2008,Brewton-Parker College,H,4-3,W,""
Auburn Montgomery (Ala.),1616,1616,1635,48035,true,2008,3/1/2008,Brewton-Parker College,H,11-1,W,""
Auburn Montgomery (Ala.),1616,1616,1635,48034,true,2008,3/1/2008,Brewton-Parker College,H,5-4,W,""
Auburn Montgomery (Ala.),1616,1616,1669,59601,true,2008,3/7/2008,Faulkner University,A,4-2,W,""
Auburn Montgomery (Ala.),1616,1616,1669,61726,true,2008,3/9/2008,Faulkner University,A,5-3,W,""
Auburn Montgomery (Ala.),1616,1616,1669,61725,true,2008,3/9/2008,Faulkner University,A,11-3,W,""
Auburn Montgomery (Ala.),1616,1616,,59397,false,2008,3/10/2008,Georgia Southwestern,A,4-3,W,""
Auburn Montgomery (Ala.),1616,1616,1802,54231,false,2008,3/11/2008,Univ of Mobile,H,2-0,W,""
Auburn Montgomery (Ala.),1616,1616,1667,48026,true,2008,3/14/2008,Emmanuel College,H,13-1,W,""
Auburn Montgomery (Ala.),1616,1616,1667,48025,true,2008,3/15/2008,Emmanuel College,H,6-5,W,""
Auburn Montgomery (Ala.),1616,1616,1667,48024,true,2008,3/15/2008,Emmanuel College,H,11-1,W,""
Auburn Montgomery (Ala.),1616,1616,1791,60806,false,2008,3/18/2008,Trevecca Nazarene Univ,H,12-1,W,""
Auburn Montgomery (Ala.),1616,1616,1791,48023,false,2008,3/18/2008,Trevecca Nazarene Univ,H,3-2,W,""
Auburn Montgomery (Ala.),1616,1616,1626,48021,true,2008,3/21/2008,Berry College,A,6-8,L,""
Auburn Montgomery (Ala.),1616,1616,1626,48019,true,2008,3/22/2008,Berry College,A,4-6,L,""
Auburn Montgomery (Ala.),1616,1616,1626,48020,true,2008,3/22/2008,Berry College,A,5-1,W,""
Auburn Montgomery (Ala.),1616,1616,1781,46855,false,2008,3/25/2008,Spring Hill College,H,14-4,W,""
Auburn Montgomery (Ala.),1616,1616,1802,61789,false,2008,3/26/2008,Univ of Mobile,H,2-5,L,""
Auburn Montgomery (Ala.),1616,1616,1831,48018,true,2008,3/28/2008,Reinhardt College,H,10-6,W,""
Auburn Montgomery (Ala.),1616,1616,1831,48016,true,2008,3/29/2008,Reinhardt College,H,4-1,W,""
Auburn Montgomery (Ala.),1616,1616,1831,48017,true,2008,3/29/2008,Reinhardt College,H,12-11,W,""
Auburn Montgomery (Ala.),1616,1616,,48013,false,2008,4/2/2008,West Alabama,H,3-6,L,""
Auburn Montgomery (Ala.),1616,1616,,63223,false,2008,4/3/2008,Tuskegee,H,11-1,W,""
Auburn Montgomery (Ala.),1616,1616,,63222,false,2008,4/3/2008,Tuskegee,H,12-0,W,""
Auburn Montgomery (Ala.),1616,1616,1706,48011,true,2008,4/5/2008,Lee University,A,11-7,W,""
Auburn Montgomery (Ala.),1616,1616,1706,48010,true,2008,4/5/2008,Lee University,A,1-2,L,""
Auburn Montgomery (Ala.),1616,1616,1706,48012,true,2008,4/6/2008,Lee University,A,2-8,L,""
Auburn Montgomery (Ala.),1616,1616,1821,48009,false,2008,4/8/2008,William Carey University,H,8-2,W,""
Auburn Montgomery (Ala.),1616,1616,,48008,false,2008,4/9/2008,Columbus State,A,1-13,L,""
Auburn Montgomery (Ala.),1616,1616,1772,48007,true,2008,4/11/2008,Shorter College,A,5-3,W,""
Auburn Montgomery (Ala.),1616,1616,1772,48006,true,2008,4/12/2008,Shorter College,A,6-2,W,""
Auburn Montgomery (Ala.),1616,1616,1772,51841,true,2008,4/12/2008,Shorter College,A,3-2,W,""
Auburn Montgomery (Ala.),1616,1616,,48005,false,2008,4/15/2008,West Florida,A,4-6,L,""
Auburn Montgomery (Ala.),1616,1616,,48004,false,2008,4/16/2008,Georgia Southwestern,H,12-11,W,""
Auburn Montgomery (Ala.),1616,1616,1775,48003,true,2008,4/18/2008,Southern Poly State Univ,H,4-3,W,""
Auburn Montgomery (Ala.),1616,1616,1775,48002,true,2008,4/19/2008,Southern Poly State Univ,H,0-1,L,""
Auburn Montgomery (Ala.),1616,1616,1775,48001,true,2008,4/19/2008,Southern Poly State Univ,H,1-10,L,""
Auburn Montgomery (Ala.),1616,1616,1831,66214,false,2008,4/23/2008,Reinhardt College,A,12-1,W,""
Auburn Montgomery (Ala.),1616,1616,1775,66948,false,2008,4/24/2008,Southern Poly State Univ,N,11-4,W,""
Auburn Montgomery (Ala.),1616,1616,1669,67169,false,2008,4/25/2008,Faulkner University,N,15-8,W,""
Auburn Montgomery (Ala.),1616,1616,1706,67223,false,2008,4/26/2008,Lee University,N,6-10,L,""
Auburn Montgomery (Ala.),1616,1616,1706,67310,false,2008,4/27/2008,Lee University,N,10-7,W,""
Auburn Montgomery (Ala.),1616,1616,1710,68577,false,2008,5/6/2008,LSU-Shreveport,N,3-4,L,""
Auburn Montgomery (Ala.),1616,1616,1706,68650,false,2008,5/7/2008,Lee University,A,20-5,W,""
Auburn Montgomery (Ala.),1616,1616,1775,68973,false,2008,5/8/2008,Southern Poly State Univ,N,11-10,W,""
Auburn Montgomery (Ala.),1616,1616,1710,68891,false,2008,5/9/2008,LSU-Shreveport,N,7-9,L,""
Avila (Mo.),1617,1617,1648,57515,false,2008,2/15/2008,University of the Southwest,N,4-6,L,""
Avila (Mo.),1617,1617,1817,57125,false,2008,2/16/2008,Wayland Baptist Univ,N,0-2,L,""
Avila (Mo.),1617,1617,1648,56248,false,2008,2/16/2008,University of the Southwest,N,9-4,W,""
Avila (Mo.),1617,1617,1817,50499,false,2008,2/16/2008,Wayland Baptist Univ,N,0-1,L,""
Avila (Mo.),1617,1617,1752,47039,false,2008,2/19/2008,Ottawa University,A,9-4,W,""
Avila (Mo.),1617,1617,1623,57180,false,2008,2/23/2008,Bellevue University,N,9-10,L,""
Avila (Mo.),1617,1617,1652,62430,false,2008,2/29/2008,Concordia University NE,A,7-5,W,""
Avila (Mo.),1617,1617,1659,57703,false,2008,3/1/2008,Dakota Wesleyan Univ,N,5-2,W,""
Avila (Mo.),1617,1617,1734,57551,false,2008,3/2/2008,Mount Mercy College,N,9-5,W,""
Avila (Mo.),1617,1617,1729,47029,true,2008,3/6/2008,Missouri Valley College,H,3-2,W,""
Avila (Mo.),1617,1617,1729,47030,true,2008,3/6/2008,Missouri Valley College,H,3-1,W,""
Avila (Mo.),1617,1617,1824,59029,false,2008,3/9/2008,William Woods Univ,H,2-0,W,""
Avila (Mo.),1617,1617,1824,47027,false,2008,3/9/2008,William Woods Univ,H,6-1,W,""
Avila (Mo.),1617,1617,1655,47026,true,2008,3/11/2008,Culver-Stockton College,H,11-0,W,""
Avila (Mo.),1617,1617,1655,47025,true,2008,3/11/2008,Culver-Stockton College,H,4-1,W,""
Avila (Mo.),1617,1617,1708,58201,true,2008,3/15/2008,Lindenwood University,A,4-2,W,""
Avila (Mo.),1617,1617,1708,58202,true,2008,3/15/2008,Lindenwood University,A,2-3,L,""
Avila (Mo.),1617,1617,1825,61343,false,2008,3/17/2008,Williams Baptist College,A,2-0,W,""
Avila (Mo.),1617,1617,1645,47019,true,2008,3/25/2008,Central Methodist Univ,H,13-3,W,""
Avila (Mo.),1617,1617,1645,46997,true,2008,3/25/2008,Central Methodist Univ,H,7-6,W,""
Avila (Mo.),1617,1617,1680,47018,true,2008,3/29/2008,Graceland University,A,6-10,L,""
Avila (Mo.),1617,1617,1680,47017,true,2008,3/29/2008,Graceland University,A,5-6,L,""
Avila (Mo.),1617,1617,1680,47016,true,2008,3/30/2008,Graceland University,H,5-6,L,""
Avila (Mo.),1617,1617,1680,47015,true,2008,3/30/2008,Graceland University,H,8-4,W,""
Avila (Mo.),1617,1617,1723,64304,true,2008,4/4/2008,MidAmerica Nazarene Univ,H,12-2,W,""
Avila (Mo.),1617,1617,1723,64303,true,2008,4/4/2008,MidAmerica Nazarene Univ,H,12-9,W,""
Avila (Mo.),1617,1617,1723,63194,true,2008,4/5/2008,MidAmerica Nazarene Univ,A,7-10,L,""
Avila (Mo.),1617,1617,1723,63193,true,2008,4/5/2008,MidAmerica Nazarene Univ,A,8-2,W,""
Avila (Mo.),1617,1617,1668,69131,true,2008,4/9/2008,Evangel University,A,11-6,W,""
Avila (Mo.),1617,1617,1668,69130,true,2008,4/9/2008,Evangel University,A,4-1,W,""
Avila (Mo.),1617,1617,1624,61241,true,2008,4/13/2008,Benedictine College,H,2-7,L,""
Avila (Mo.),1617,1617,1624,61242,true,2008,4/13/2008,Benedictine College,H,5-3,W,""
Avila (Mo.),1617,1617,1624,65478,true,2008,4/14/2008,Benedictine College,A,4-1,W,""
Avila (Mo.),1617,1617,1624,65332,true,2008,4/14/2008,Benedictine College,A,4-2,W,""
Avila (Mo.),1617,1617,1822,66449,true,2008,4/19/2008,William Jewell College,H,3-7,L,""
Avila (Mo.),1617,1617,1822,66448,true,2008,4/19/2008,William Jewell College,H,10-2,W,""
Avila (Mo.),1617,1617,1822,66447,true,2008,4/20/2008,William Jewell College,A,1-0,W,""
Avila (Mo.),1617,1617,1822,66446,true,2008,4/20/2008,William Jewell College,A,5-4,W,""
Avila (Mo.),1617,1617,1620,47005,true,2008,4/26/2008,Baker University,A,2-1,W,""
Avila (Mo.),1617,1617,1620,47004,true,2008,4/26/2008,Baker University,A,9-3,W,""
Avila (Mo.),1617,1617,1620,47003,true,2008,4/27/2008,Baker University,H,7-4,W,""
Avila (Mo.),1617,1617,1620,47002,true,2008,4/27/2008,Baker University,H,7-1,W,""
Avila (Mo.),1617,1617,1708,68260,false,2008,5/2/2008,Lindenwood University,A,3-4,L,""
