team_name,team_id,parsed_team_id,opponent_id,comp_id,conf_game,year,game_date,opponent_name,location,score,outcome,webcast_url
College of Idaho,1612,1612,,36093,false,2007,2/10/2007,Northwest Nazarene,H,4-0,W,""
College of Idaho,1612,1612,,36092,false,2007,2/10/2007,Northwest Nazarene,H,6-0,W,""
College of Idaho,1612,1612,1707,36087,false,2007,2/16/2007,Lewis-Clark State College,A,1-8,L,""
College of Idaho,1612,1612,,36091,false,2007,2/17/2007,Whitworth,N,8-2,W,""
College of Idaho,1612,1612,,38137,false,2007,2/18/2007,Whitworth,N,7-2,W,""
College of Idaho,1612,1612,1707,36090,false,2007,2/18/2007,Lewis-Clark State College,H,0-7,L,""
College of Idaho,1612,1612,,36089,false,2007,2/24/2007,Puget Sound,H,10-5,W,""
College of Idaho,1612,1612,,36088,false,2007,2/24/2007,Puget Sound,H,5-4,W,""
College of Idaho,1612,1612,,44344,false,2007,2/25/2007,Puget Sound,H,7-0,W,""
College of Idaho,1612,1612,1819,36773,true,2007,3/2/2007,Corban College,H,10-2,W,""
College of Idaho,1612,1612,1819,36772,true,2007,3/3/2007,Corban College,H,12-4,W,""
College of Idaho,1612,1612,1819,36771,true,2007,3/3/2007,Corban College,H,8-6,W,""
College of Idaho,1612,1612,,44384,false,2007,3/6/2007,Northwest Nazarene,A,8-7,W,""
College of Idaho,1612,1612,1751,37059,true,2007,3/10/2007,Oregon Institute of Tech,H,9-5,W,""
College of Idaho,1612,1612,1751,37058,true,2007,3/10/2007,Oregon Institute of Tech,H,10-7,W,""
College of Idaho,1612,1612,1751,37057,true,2007,3/11/2007,Oregon Institute of Tech,H,7-5,W,""
College of Idaho,1612,1612,1751,37056,false,2007,3/11/2007,Oregon Institute of Tech,H,12-5,W,""
College of Idaho,1612,1612,1707,38123,false,2007,3/16/2007,Lewis-Clark State College,H,1-10,L,""
College of Idaho,1612,1612,1707,38124,false,2007,3/17/2007,Lewis-Clark State College,H,0-8,L,""
College of Idaho,1612,1612,1707,38136,false,2007,3/18/2007,Lewis-Clark State College,H,1-6,L,""
College of Idaho,1612,1612,1653,39300,true,2007,3/25/2007,Concordia University OR,A,5-8,L,""
College of Idaho,1612,1612,1653,39301,true,2007,3/25/2007,Concordia University OR,A,3-5,L,""
College of Idaho,1612,1612,1653,44383,true,2007,3/26/2007,Concordia University OR,A,4-7,L,""
College of Idaho,1612,1612,,39938,false,2007,3/27/2007,Northwest Nazarene,A,6-10,L,""
College of Idaho,1612,1612,1799,40239,true,2007,3/31/2007,Univ British Columbia,H,3-8,L,""
College of Idaho,1612,1612,1799,40238,true,2007,3/31/2007,Univ British Columbia,H,7-5,W,""
College of Idaho,1612,1612,1799,40314,true,2007,4/1/2007,Univ British Columbia,H,12-11,W,""
College of Idaho,1612,1612,1799,40313,false,2007,4/1/2007,Univ British Columbia,H,6-3,W,""
College of Idaho,1612,1612,1819,41245,true,2007,4/6/2007,Corban College,A,11-4,W,""
College of Idaho,1612,1612,1819,41332,true,2007,4/7/2007,Corban College,A,9-0,W,""
College of Idaho,1612,1612,1819,41331,true,2007,4/7/2007,Corban College,A,6-0,W,""
College of Idaho,1612,1612,1751,42319,true,2007,4/14/2007,Oregon Institute of Tech,A,9-0,W,""
College of Idaho,1612,1612,1751,43198,true,2007,4/15/2007,Oregon Institute of Tech,A,7-0,W,""
College of Idaho,1612,1612,1751,43197,true,2007,4/15/2007,Oregon Institute of Tech,A,7-1,W,""
College of Idaho,1612,1612,1707,43199,true,2007,4/20/2007,Lewis-Clark State College,A,4-13,L,""
College of Idaho,1612,1612,1707,44260,true,2007,4/21/2007,Lewis-Clark State College,A,1-4,L,""
College of Idaho,1612,1612,1707,44259,true,2007,4/22/2007,Lewis-Clark State College,A,3-10,L,""
College of Idaho,1612,1612,1653,44516,true,2007,4/28/2007,Concordia University OR,H,6-5,W,""
College of Idaho,1612,1612,1653,44517,true,2007,4/28/2007,Concordia University OR,H,11-3,W,""
College of Idaho,1612,1612,1653,44619,true,2007,4/29/2007,Concordia University OR,H,6-3,W,""
College of Idaho,1612,1612,1653,44618,false,2007,4/29/2007,Concordia University OR,H,5-3,W,""
College of Idaho,1612,1612,1799,45272,true,2007,5/5/2007,Univ British Columbia,A,0-1,L,""
College of Idaho,1612,1612,1799,45271,true,2007,5/5/2007,Univ British Columbia,A,3-1,W,""
College of Idaho,1612,1612,1799,45368,true,2007,5/6/2007,Univ British Columbia,A,12-16,L,""
College of Idaho,1612,1612,1799,45685,false,2007,5/10/2007,Univ British Columbia,H,12-3,W,""
College of Idaho,1612,1612,1707,45949,false,2007,5/11/2007,Lewis-Clark State College,A,2-8,L,""
College of Idaho,1612,1612,1653,45948,false,2007,5/11/2007,Concordia University OR,H,14-5,W,""
College of Idaho,1612,1612,1707,45963,false,2007,5/12/2007,Lewis-Clark State College,H,0-2,L,""
Alice Lloyd (Ky.),1613,1613,1796,33837,false,2007,2/11/2007,Union College,A,3-16,L,""
Alice Lloyd (Ky.),1613,1613,1730,38229,false,2007,2/17/2007,Montreat College,A,4-9,L,""
Alice Lloyd (Ky.),1613,1613,1730,34570,false,2007,2/17/2007,Montreat College,A,4-9,L,""
Alice Lloyd (Ky.),1613,1613,1784,36721,false,2007,3/3/2007,Taylor University,H,2-5,L,""
Alice Lloyd (Ky.),1613,1613,1784,36720,false,2007,3/3/2007,Taylor University,H,4-11,L,""
Alice Lloyd (Ky.),1613,1613,,36719,false,2007,3/4/2007,Mt. St. Joseph's,H,5-9,L,""
Alice Lloyd (Ky.),1613,1613,,36718,false,2007,3/4/2007,Mt. St. Joseph's,H,2-11,L,""
Alice Lloyd (Ky.),1613,1613,1784,36717,false,2007,3/5/2007,Taylor University,H,2-5,L,""
Alice Lloyd (Ky.),1613,1613,1784,36716,false,2007,3/5/2007,Taylor University,H,7-13,L,""
Alice Lloyd (Ky.),1613,1613,,37165,false,2007,3/10/2007,SWVCC,A,14-0,W,""
Alice Lloyd (Ky.),1613,1613,,37164,false,2007,3/10/2007,SWVCC,A,15-1,W,""
Alice Lloyd (Ky.),1613,1613,,37163,false,2007,3/11/2007,New River CC,A,12-8,W,""
Alice Lloyd (Ky.),1613,1613,,37162,false,2007,3/11/2007,New River CC,A,6-7,L,""
Alice Lloyd (Ky.),1613,1613,1858,37848,false,2007,3/13/2007,West Virginia U. Inst of Tech,A,0-1,L,""
Alice Lloyd (Ky.),1613,1613,1858,37847,false,2007,3/13/2007,West Virginia U. Inst of Tech,A,4-5,L,""
Alice Lloyd (Ky.),1613,1613,1771,37846,false,2007,3/15/2007,Shawnee State Univ,H,4-5,L,""
Alice Lloyd (Ky.),1613,1613,1858,38163,false,2007,3/18/2007,West Virginia U. Inst of Tech,H,6-10,L,""
Alice Lloyd (Ky.),1613,1613,1858,38162,false,2007,3/18/2007,West Virginia U. Inst of Tech,H,4-3,W,""
Alice Lloyd (Ky.),1613,1613,1796,39299,false,2007,3/25/2007,Union College,H,2-18,L,""
