Alice Lloyd College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1613,10,MBA,NAIMBA_2010,1613
Aquinas College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1615,10,MBA,NAIMBA_2010,1615
Asbury Univ,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=8291,10,MBA,NAIMBA_2010,8291
Ashford Univ,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1735,10,MBA,NAIMBA_2010,1735
Auburn Univ Montgomery,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1616,10,MBA,NAIMBA_2010,1616
Ave Maria University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=15387,10,MBA,NAIMBA_2010,15387
Avila University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1617,10,MBA,NAIMBA_2010,1617
Azusa Pacific Univ,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1618,10,MBA,NAIMBA_2010,1618
Bacone College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1619,10,MBA,NAIMBA_2010,1619
Baker University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1620,10,MBA,NAIMBA_2010,1620
Belhaven University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1622,10,MBA,NAIMBA_2010,1622
Bellevue University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1623,10,MBA,NAIMBA_2010,1623
Benedictine College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1624,10,MBA,NAIMBA_2010,1624
Berea College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1625,10,MBA,NAIMBA_2010,1625
Berry College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1626,10,MBA,NAIMBA_2010,1626
Bethany College KS,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1628,10,MBA,NAIMBA_2010,1628
Bethany Univ CA,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1627,10,MBA,NAIMBA_2010,1627
Bethel College IN,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1629,10,MBA,NAIMBA_2010,1629
Bethel University TN,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1828,10,MBA,NAIMBA_2010,1828
Biola University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1631,10,MBA,NAIMBA_2010,1631
Bluefield College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1632,10,MBA,NAIMBA_2010,1632
Brescia University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1633,10,MBA,NAIMBA_2010,1633
Brewton-Parker College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1635,10,MBA,NAIMBA_2010,1635
Briar Cliff University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1637,10,MBA,NAIMBA_2010,1637
Bryan College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1636,10,MBA,NAIMBA_2010,1636
Cal Baptist University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1638,10,MBA,NAIMBA_2010,1638
