game_date,home_name,home_url,home_id,away_name,away_url,away_id,game_score,boxscore_url,association_id,sport_id,season_id,conference_id,game_id,webcast_js,tournament_js,gamebook_js
"Wednesday January 07, 1970",Univ of Rio Grande,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1803,1803,Saint Vincent College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1767,1767,0-0,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=27212,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,27212,,,
"Wednesday January 07, 1970",Bryan College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1636,1636,Univ of Rio Grande,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1803,1803,3-0,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=27213,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,27213,,,
"Monday February 13, 2006",Lee University,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1706,1706,Univ of Rio Grande,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1803,1803,8-2,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=11448,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,11448,,,
"Monday February 13, 2006",Lee University,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1706,1706,Univ of Rio Grande,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1803,1803,2-1,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=27440,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,27440,,,
"Friday February 17, 2006",Bryan College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1636,1636,Univ of Rio Grande,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1803,1803,3-19,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=11301,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,11301,,,
"Friday February 17, 2006",Bryan College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1636,1636,Univ of Rio Grande,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1803,1803,10-7,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=26828,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,26828,,,
"Wednesday February 22, 2006",Wright State University,,,Urbana University,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1808,1808,10-2,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=19383,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,19383,,,
"Thursday February 23, 2006",Lindsey Wilson College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1711,1711,Malone College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1716,1716,7-11,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=11503,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,11503,,,
"Thursday February 23, 2006",Lindsey Wilson College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1711,1711,Malone College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1716,1716,8-4,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=11496,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,11496,,,
"Friday February 24, 2006",Univ of Rio Grande,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1803,1803,Saint Vincent College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1767,1767,15-9,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=20328,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,20328,,,
"Friday February 24, 2006",Malone College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1716,1716,Siena Heights Univ,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1773,1773,12-2,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=19521,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,19521,,,
"Friday February 24, 2006",Campbellsville Univ,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1641,1641,Walsh University,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1815,1815,10-4,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=12813,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,12813,,,
"Friday February 24, 2006",Spring Arbor University,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1780,1780,Walsh University,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1815,1815,3-0,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=19230,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,19230,,,
"Friday February 24, 2006",Milligan College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1726,1726,Seton Hill Univ,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1770,1770,8-0,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=11060,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,11060,,,
"Friday February 24, 2006",Univ of the Cumberlands,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1656,1656,Notre Dame College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1835,1835,6-5,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=12697,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,12697,,,
"Friday February 24, 2006",Milligan College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1726,1726,Seton Hill Univ,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1770,1770,1-2,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=11059,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,11059,,,
"Friday February 24, 2006",Univ of the Cumberlands,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1656,1656,Notre Dame College,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2006&team=1835,1835,13-3,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2006&conference=NAIMBA1_AMEC&compID=12411,10,MBA,NAIMBA_2006,NAIMBA1_AMEC,12411,,,
