team_name,team_id,parsed_team_id,opponent_id,comp_id,conf_game,year,game_date,opponent_name,location,score,outcome,webcast_url
College of Idaho,1612,1612,,11587,false,2006,2/11/2006,Lewis & Clark,H,14-0,W,""
College of Idaho,1612,1612,,11586,false,2006,2/11/2006,Lewis & Clark,H,10-2,W,""
College of Idaho,1612,1612,,11585,false,2006,2/12/2006,Lewis & Clark,H,14-12,W,""
College of Idaho,1612,1612,,12292,false,2006,2/19/2006,Puget Sound,A,7-6,W,""
College of Idaho,1612,1612,,12291,false,2006,2/19/2006,Puget Sound,A,11-3,W,""
College of Idaho,1612,1612,,12932,false,2006,2/20/2006,Puget Sound,A,10-0,W,""
College of Idaho,1612,1612,1707,12931,false,2006,2/24/2006,Lewis-Clark State College,A,6-3,W,""
College of Idaho,1612,1612,,13382,false,2006,2/25/2006,Whitworth,N,1-0,W,""
College of Idaho,1612,1612,1707,13381,false,2006,2/25/2006,Lewis-Clark State College,A,0-7,L,""
College of Idaho,1612,1612,,13383,false,2006,2/26/2006,Whitworth,N,11-3,W,""
College of Idaho,1612,1612,1799,13962,true,2006,3/4/2006,Univ British Columbia,H,1-2,L,""
College of Idaho,1612,1612,1799,13961,true,2006,3/4/2006,Univ British Columbia,H,5-8,L,""
College of Idaho,1612,1612,1799,13960,true,2006,3/5/2006,Univ British Columbia,H,1-7,L,""
College of Idaho,1612,1612,1799,13959,false,2006,3/5/2006,Univ British Columbia,H,6-11,L,""
College of Idaho,1612,1612,,24000,false,2006,3/7/2006,Northwest Nazarene,H,18-6,W,""
College of Idaho,1612,1612,1653,15042,true,2006,3/11/2006,Concordia University OR,A,2-0,W,""
College of Idaho,1612,1612,1653,15043,true,2006,3/11/2006,Concordia University OR,A,3-6,L,""
College of Idaho,1612,1612,1653,15119,true,2006,3/12/2006,Concordia University OR,A,8-6,W,""
College of Idaho,1612,1612,1664,23999,true,2006,3/14/2006,Eastern Oregon Univ,A,7-3,W,""
College of Idaho,1612,1612,1664,25479,true,2006,3/14/2006,Eastern Oregon Univ,A,4-1,W,""
College of Idaho,1612,1612,1819,24010,true,2006,3/17/2006,Corban College,H,17-7,W,""
College of Idaho,1612,1612,1819,24011,true,2006,3/18/2006,Corban College,H,2-0,W,""
College of Idaho,1612,1612,1819,24012,true,2006,3/18/2006,Corban College,H,9-1,W,""
College of Idaho,1612,1612,,24009,false,2006,3/21/2006,Northwest Nazarene,A,16-3,W,""
College of Idaho,1612,1612,1751,24008,true,2006,3/25/2006,Oregon Institute of Tech,H,12-4,W,""
