game_date,home_name,home_url,home_id,away_name,away_url,away_id,game_score,boxscore_url,association_id,sport_id,season_id,conference_id,game_id,webcast_js,tournament_js,gamebook_js
"Monday February 20, 2012",South Carolina Beaufort,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=9107,9107,Fisher (Mass.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1672,1672,9-6,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=150490,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,150490,,,
"Monday February 20, 2012",SCAD Savannah (Ga.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1769,1769,Fisher (Mass.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1672,1672,8-1,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=149756,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,149756,,,
"Tuesday February 21, 2012",South Carolina Beaufort,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=9107,9107,Fisher (Mass.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1672,1672,3-0,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=150664,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,150664,,,
"Tuesday February 21, 2012",South Carolina Beaufort,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=9107,9107,Fisher (Mass.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1672,1672,15-0,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=150663,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,150663,,,
"Friday February 24, 2012",Martin Methodist (Tenn.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1719,1719,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,7-10,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=146417,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,146417,,,
"Friday February 24, 2012",Martin Methodist (Tenn.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1719,1719,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,8-10,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=146416,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,146416,"javascript:ShowWebcastPopup('10','MBA','146416','NAIMBA_2012'); return false;",,
"Saturday February 25, 2012",Cumberland (Tenn.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1657,1657,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,5-0,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=138463,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,138463,,,
"Saturday February 25, 2012",Cumberland (Tenn.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1657,1657,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,2-3,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=138464,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,138464,,,
"Sunday February 26, 2012",Campbellsville (Ky.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1641,1641,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,4-6,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=138883,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,138883,"javascript:ShowWebcastPopup('10','MBA','138883','NAIMBA_2012'); return false;",,
"Monday February 27, 2012",Goshen (Ind.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1678,1678,Houghton (N.Y.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=18709,18709,4-7,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=151610,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,151610,,,
"Monday February 27, 2012",Goshen (Ind.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1678,1678,Houghton (N.Y.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=18709,18709,9-6,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=151609,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,151609,,,
"Tuesday February 28, 2012",Houghton (N.Y.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=18709,18709,Saint Xavier (Ill.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1768,1768,4-7,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=145534,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,145534,,,
"Tuesday February 28, 2012",West Virginia Tech,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1858,1858,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,2-3,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=150650,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,150650,,,
"Tuesday February 28, 2012",Goshen (Ind.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1678,1678,Houghton (N.Y.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=18709,18709,8-6,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=151608,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,151608,,,
"Tuesday February 28, 2012",West Virginia Tech,/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1858,1858,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,3-12,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=150649,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,150649,,,
"Thursday March 01, 2012",Houghton (N.Y.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=18709,18709,Saint Xavier (Ill.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1768,1768,9-12,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=145533,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,145533,,,
"Thursday March 01, 2012",Bethel (Ind.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1629,1629,Houghton (N.Y.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=18709,18709,10-9,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=151070,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,151070,,,
"Friday March 02, 2012",Calumet (Ind.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1640,1640,Houghton (N.Y.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=18709,18709,11-7,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=145531,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,145531,,,
"Friday March 02, 2012",Houghton (N.Y.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=18709,18709,Calumet (Ind.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1640,1640,4-7,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=145530,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,145530,,,
"Sunday March 04, 2012",Saint Xavier (Ill.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1768,1768,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,0-9f,/WebSync/Pages/TeamComparison/TeamComparison.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=150648,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,150648,,,
"Sunday March 04, 2012",Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,Lourdes (Ohio),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=18711,18711,16-6,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=149926,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,149926,,,
"Monday March 05, 2012",Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,Calumet (Ind.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1640,1640,13-0,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=151563,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,151563,,,
"Monday March 05, 2012",Calumet (Ind.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1640,1640,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,3-13,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=151979,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,151979,,,
"Tuesday March 06, 2012",Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,Olivet Nazarene (Ill.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1750,1750,1-0,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=137902,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,137902,,,
"Tuesday March 06, 2012",Olivet Nazarene (Ill.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1750,1750,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,3-2,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=137901,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,137901,,,
"Thursday March 08, 2012",Madonna (Mich.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1715,1715,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,2-4,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=148428,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,148428,,,
"Thursday March 08, 2012",Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,Madonna (Mich.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1715,1715,3-4,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=148427,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,148427,,,
"Friday March 09, 2012",Trinity Christian (Ill.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1792,1792,Point Park (Pa.),/WebSync/Pages/Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2012&team=1758,1758,2-9,/WebSync/Pages/BoxScores/BoxScores.aspx?association=10&sg=MBA&sea=NAIMBA_2012&conference=NAIMBA1_AMEC&compID=145621,10,MBA,NAIMBA_2012,NAIMBA1_AMEC,145621,,,
