rk,school,div,str,park,ofs,dfs,sos
1,Wooster,D3,1.008,1.077,1.574,0.630,0.738
2,Wis.-Whitewater,D3,0.965,1.029,1.645,0.686,0.782
2,SUNY Cortland,D3,0.965,0.929,1.520,0.634,0.743
4,LaGrange,D3,0.941,1.036,1.432,0.613,0.740
5,St. Scholastica,D3,0.929,1.006,1.459,0.632,0.688
6,Wash. & Jeff.,D3,0.927,0.955,1.536,0.667,0.708
7,Oswego St.,D3,0.925,0.881,1.490,0.649,0.760
8,Adrian,D3,0.904,0.873,1.501,0.669,0.729
9,UMass Boston,D3,0.888,0.986,1.443,0.655,0.774
10,Washington-St. Louis,D3,0.886,1.009,1.191,0.542,0.779
11,Birmingham-So.,D3,0.866,0.934,1.301,0.605,0.804
12,Bethel (MN),D3,0.860,1.003,1.217,0.570,0.712
13,Centenary (LA),D3,0.854,0.983,1.305,0.616,0.717
14,Cal Lutheran,D3,0.848,1.050,1.360,0.646,0.777
15,Salve Regina,D3,0.839,1.028,1.310,0.629,0.744
16,Salisbury,D3,0.830,1.025,1.588,0.771,0.747
17,Denison,D3,0.825,0.962,1.536,0.750,0.738
18,Texas-Dallas,D3,0.824,0.852,1.484,0.725,0.691
19,Concordia Chicago,D3,0.822,1.056,1.516,0.743,0.756
20,Southern Me.,D3,0.819,0.968,1.491,0.733,0.791
21,Wheaton (MA),D3,0.816,0.978,1.429,0.706,0.795
22,Redlands,D3,0.788,1.177,1.235,0.631,0.744
23,Wartburg,D3,0.787,0.930,1.285,0.657,0.757
24,Emory,D3,0.785,0.962,1.264,0.649,0.770
25,St. Thomas (MN),D3,0.783,0.899,1.213,0.624,0.813
26,Johns Hopkins,D3,0.780,1.057,1.356,0.700,0.738
26,Tufts,D3,0.780,0.901,1.390,0.718,0.728
28,Chris. Newport,D3,0.765,1.053,1.190,0.627,0.730
29,St. John Fisher,D3,0.755,0.892,1.421,0.758,0.704
30,Otterbein,D3,0.752,1.064,1.251,0.670,0.734
31,Shenandoah,D3,0.744,1.027,1.260,0.683,0.738
32,St. Joseph's (ME),D3,0.734,0.865,1.481,0.812,0.650
32,La Roche,D3,0.734,0.908,1.424,0.782,0.668
34,Chapman,D3,0.724,0.893,1.687,0.939,0.765
35,TCNJ,D3,0.723,0.937,1.292,0.720,0.750
36,Concordia (TX),D3,0.720,0.959,1.371,0.768,0.757
37,Babson,D3,0.716,0.869,1.337,0.752,0.780
38,CWRU,D3,0.715,0.887,1.442,0.812,0.782
39,Linfield,D3,0.705,0.842,1.392,0.796,0.758
40,Wis.-La Crosse,D3,0.701,1.019,1.072,0.616,0.801
40,Randolph-Macon,D3,0.701,1.080,1.352,0.777,0.741
42,RIT,D3,0.700,0.915,1.326,0.763,0.657
