BEGIN
CREATE TABLE
INSERT 0 542
 rk  |       school        | div |  str  | park  |  ofs  |  dfs  |  sos  
 108 | Washington          |   1 | 1.093 | 0.934 | 1.052 | 0.963 | 0.985
 113 | North Carolina St.  |   1 | 1.091 | 1.068 | 1.089 | 0.999 | 1.020
 114 | NJIT                |   1 | 1.087 | 0.981 | 1.002 | 0.922 | 0.871
 115 | Arizona St.         |   1 | 1.081 | 1.120 | 0.925 | 0.856 | 1.056
 116 | New Orleans         |   1 | 1.079 | 1.091 | 1.020 | 0.946 | 1.004
 117 | Vanderbilt          |   1 | 1.077 | 1.004 | 1.039 | 0.965 | 1.127
 118 | Belmont             |   1 | 1.062 | 0.986 | 1.423 | 1.340 | 0.969
 118 | Western Mich.       |   1 | 1.062 | 0.981 | 0.958 | 0.902 | 0.959
 120 | Tennessee Tech      |   1 | 1.059 | 1.139 | 1.186 | 1.120 | 0.983
 121 | La.-Lafayette       |   1 | 1.056 | 0.980 | 1.017 | 0.963 | 1.017
 121 | Col. of Charleston  |   1 | 1.056 | 1.090 | 1.131 | 1.071 | 0.991
 123 | VCU                 |   1 | 1.054 | 1.024 | 0.795 | 0.755 | 0.978
 124 | Texas Southern      |   1 | 1.049 | 1.128 | 1.110 | 1.058 | 0.896
 125 | Notre Dame          |   1 | 1.047 | 1.018 | 1.014 | 0.968 | 1.005
 126 | Elon                |   1 | 1.039 | 1.091 | 1.405 | 1.353 | 0.978
 127 | Ga. Southern        |   1 | 1.035 | 1.141 | 1.118 | 1.081 | 1.027
 128 | Memphis             |   1 | 1.032 | 0.983 | 0.877 | 0.850 | 1.012
 129 | Jacksonville        |   1 | 1.030 | 1.069 | 1.032 | 1.002 | 1.023
 130 | New Mexico          |   1 | 1.029 | 1.345 | 1.110 | 1.079 | 0.996
 131 | Texas Tech          |   1 | 1.017 | 1.152 | 1.142 | 1.123 | 1.066
 132 | Norfolk St.         |   1 | 1.016 | 0.922 | 0.938 | 0.924 | 0.886
 133 | Omaha               |   1 | 1.014 | 1.094 | 0.839 | 0.828 | 0.986
 133 | Tex.-Pan American   |   1 | 1.014 | 0.967 | 0.778 | 0.767 | 0.960
 135 | William & Mary      |   1 | 1.012 | 1.101 | 1.038 | 1.026 | 0.990
 135 | N.C. Central        |   1 | 1.012 | 0.984 | 0.936 | 0.926 | 0.973
 137 | Baylor              |   1 | 1.008 | 1.024 | 1.061 | 1.053 | 1.049
 138 | Clemson             |   1 | 0.999 | 1.045 | 0.784 | 0.785 | 1.045
 139 | Canisius            |   1 | 0.998 | 1.096 | 1.294 | 1.296 | 0.948
 139 | Eastern Mich.       |   1 | 0.998 | 0.963 | 0.860 | 0.861 | 0.971
 141 | Binghamton          |   1 | 0.997 | 1.024 | 0.916 | 0.919 | 0.942
 142 | Campbell            |   1 | 0.995 | 1.053 | 0.969 | 0.974 | 1.040
 143 | Portland            |   1 | 0.991 | 0.933 | 0.877 | 0.885 | 0.958
 144 | Southern Miss.      |   1 | 0.989 | 1.020 | 0.896 | 0.906 | 1.042
 145 | Stony Brook         |   1 | 0.986 | 1.044 | 0.854 | 0.867 | 0.992
 146 | Kansas St.          |   1 | 0.985 | 0.991 | 0.840 | 0.853 | 1.034
 147 | Navy                |   1 | 0.982 | 0.900 | 0.877 | 0.894 | 0.869
 148 | Army                |   1 | 0.980 | 0.964 | 1.196 | 1.220 | 0.947
 149 | Gonzaga             |   1 | 0.979 | 0.993 | 0.995 | 1.017 | 0.949
 150 | Bryant              |   1 | 0.974 | 0.918 | 1.011 | 1.038 | 0.939
 151 | Davidson            |   1 | 0.967 | 1.130 | 0.980 | 1.014 | 0.987
 152 | Alabama St.         |   1 | 0.962 | 1.022 | 1.005 | 1.045 | 0.948
 152 | Oregon St.          |   1 | 0.962 | 0.926 | 0.920 | 0.957 | 1.021
 154 | Kent St.            |   1 | 0.957 | 1.020 | 0.972 | 1.015 | 0.985
 155 | Michigan St.        |   1 | 0.954 | 1.012 | 0.836 | 0.876 | 0.990
 156 | UNLV                |   1 | 0.947 | 1.251 | 0.700 | 0.739 | 0.996
 157 | Hawaii              |   1 | 0.942 | 0.833 | 0.994 | 1.055 | 1.010
 158 | George Washington   |   1 | 0.933 | 0.979 | 0.935 | 1.002 | 0.956
 159 | Bucknell            |   1 | 0.932 | 0.945 | 1.277 | 1.370 | 0.926
 159 | High Point          |   1 | 0.932 | 0.959 | 0.975 | 1.047 | 1.017
 161 | UC Davis            |   1 | 0.928 | 0.861 | 1.031 | 1.112 | 0.960
 162 | Kansas              |   1 | 0.919 | 1.095 | 1.071 | 1.165 | 1.061
 162 | Lamar               |   1 | 0.919 | 0.922 | 1.085 | 1.181 | 1.037
 164 | South Dakota St.    |   1 | 0.916 | 1.075 | 0.937 | 1.023 | 0.977
 165 | Stetson             |   1 | 0.911 | 1.024 | 1.083 | 1.188 | 1.054
 166 | Indiana             |   1 | 0.901 | 1.058 | 0.944 | 1.048 | 1.025
 167 | Marshall            |   1 | 0.898 | 1.082 | 1.069 | 1.190 | 0.988
 168 | Wichita St.         |   1 | 0.895 | 0.958 | 1.075 | 1.200 | 1.086
 169 | Citadel             |   1 | 0.891 | 0.949 | 1.185 | 1.330 | 1.019
 170 | Furman              |   1 | 0.889 | 1.138 | 0.890 | 1.001 | 1.015
 171 | Radford             |   1 | 0.887 | 1.115 | 0.895 | 1.010 | 1.024
 172 | Lipscomb            |   1 | 0.886 | 1.038 | 0.941 | 1.062 | 1.021
 172 | Valparaiso          |   1 | 0.886 | 0.901 | 0.965 | 1.089 | 1.003
 174 | Cincinnati          |   1 | 0.881 | 1.079 | 1.006 | 1.141 | 1.020
 174 | Alabama A&M         |   1 | 0.881 | 1.089 | 0.978 | 1.110 | 0.982
 176 | FIU                 |   1 | 0.878 | 1.079 | 0.919 | 1.047 | 1.025
 177 | Michigan            |   1 | 0.869 | 0.945 | 1.010 | 1.163 | 0.971
 177 | Pepperdine          |   1 | 0.869 | 0.867 | 0.964 | 1.109 | 0.969
 179 | Fresno St.          |   1 | 0.868 | 1.042 | 1.146 | 1.321 | 1.017
 180 | Iona                |   1 | 0.862 | 0.952 | 0.915 | 1.060 | 0.990
 181 | Nebraska            |   1 | 0.856 | 0.965 | 0.743 | 0.868 | 1.039
 182 | Utah                |   1 | 0.854 | 1.111 | 0.928 | 1.086 | 1.035
 183 | Saint Louis         |   1 | 0.853 | 1.041 | 0.881 | 1.033 | 0.986
 184 | Grambling           |   1 | 0.851 | 1.135 | 0.970 | 1.139 | 0.904
 185 | Fordham             |   1 | 0.849 | 0.948 | 0.887 | 1.045 | 0.971
 186 | Louisiana Tech      |   1 | 0.842 | 1.068 | 0.839 | 0.997 | 0.999
 187 | St. John's (NY)     |   1 | 0.837 | 1.016 | 0.939 | 1.122 | 0.948
 187 | UConn               |   1 | 0.837 | 0.934 | 0.890 | 1.063 | 1.005
 189 | UC Irvine           |   1 | 0.833 | 0.888 | 0.887 | 1.065 | 1.007
 190 | Northwestern St.    |   1 | 0.831 | 0.952 | 1.029 | 1.239 | 1.047
 191 | Northeastern        |   1 | 0.828 | 0.825 | 0.732 | 0.884 | 0.987
 192 | East Carolina       |   1 | 0.826 | 0.966 | 0.847 | 1.025 | 1.035
 193 | Old Dominion        |   1 | 0.819 | 1.044 | 0.828 | 1.011 | 1.045
 193 | Albany (NY)         |   1 | 0.819 | 1.045 | 0.905 | 1.106 | 0.944
 195 | Xavier              |   1 | 0.818 | 0.979 | 0.805 | 0.984 | 0.954
 196 | Chicago St.         |   1 | 0.817 | 0.986 | 1.035 | 1.267 | 0.979
 197 | Abilene Christian   |   1 | 0.812 | 0.965 | 0.974 | 1.199 | 1.054
 198 | Stanford            |   1 | 0.809 | 0.939 | 0.756 | 0.934 | 1.040
 199 | UTSA                |   1 | 0.805 | 1.157 | 1.054 | 1.310 | 1.021
 200 | UNC Asheville       |   1 | 0.797 | 1.122 | 1.130 | 1.417 | 1.073
 201 | James Madison       |   1 | 0.796 | 1.189 | 0.945 | 1.188 | 0.993
 201 | Samford             |   1 | 0.796 | 1.024 | 1.052 | 1.322 | 1.034
 203 | Cal St. Fullerton   |   1 | 0.788 | 0.988 | 0.705 | 0.894 | 1.032
 204 | North Dakota St.    |   1 | 0.787 | 0.974 | 0.879 | 1.117 | 1.018
 204 | Northwestern        |   1 | 0.787 | 0.958 | 0.715 | 0.908 | 0.992
 206 | Georgetown          |   1 | 0.781 | 1.011 | 0.833 | 1.068 | 0.952
 207 | Bowling Green       |   1 | 0.774 | 1.239 | 0.823 | 1.063 | 0.971
 208 | Buffalo             |   1 | 0.768 | 1.061 | 0.878 | 1.143 | 1.007
 209 | Purdue              |   1 | 0.767 | 0.934 | 0.970 | 1.264 | 1.032
 209 | UALR                |   1 | 0.767 | 1.090 | 0.856 | 1.115 | 1.039
 211 | Murray St.          |   1 | 0.764 | 1.076 | 1.098 | 1.437 | 0.982
 212 | San Francisco       |   1 | 0.762 | 1.022 | 1.046 | 1.373 | 0.973
 213 | San Jose St.        |   1 | 0.758 | 0.939 | 0.934 | 1.231 | 0.956
 214 | Northern Ky.        |   1 | 0.756 | 0.996 | 0.911 | 1.206 | 0.965
 214 | Bethune-Cookman     |   1 | 0.756 | 0.996 | 0.830 | 1.097 | 0.990
 216 | UT Martin           |   1 | 0.754 | 1.121 | 0.965 | 1.280 | 1.000
 217 | Rutgers             |   1 | 0.753 | 0.903 | 1.017 | 1.351 | 0.991
 217 | BYU                 |   1 | 0.753 | 1.269 | 0.786 | 1.043 | 0.950
 219 | McNeese St.         |   1 | 0.752 | 1.028 | 0.847 | 1.127 | 1.026
 220 | Eastern Ky.         |   1 | 0.751 | 1.138 | 0.810 | 1.079 | 0.962
 221 | St. Mary's (CA)     |   1 | 0.749 | 0.926 | 0.934 | 1.247 | 0.946
 221 | Pittsburgh          |   1 | 0.749 | 1.053 | 0.741 | 0.989 | 1.044
 223 | Saint Peter's       |   1 | 0.747 | 1.115 | 0.930 | 1.245 | 0.920
 223 | San Diego           |   1 | 0.747 | 1.042 | 0.897 | 1.201 | 1.006
 225 | Stephen F. Austin   |   1 | 0.746 | 0.919 | 0.842 | 1.128 | 1.033
 226 | Seton Hall          |   1 | 0.745 | 0.917 | 0.890 | 1.195 | 0.955
 226 | Boston College      |   1 | 0.745 | 0.992 | 1.040 | 1.395 | 1.004
 228 | Penn St.            |   1 | 0.740 | 0.971 | 0.957 | 1.294 | 1.007
 229 | Holy Cross          |   1 | 0.739 | 0.900 | 1.055 | 1.428 | 1.001
 229 | Niagara             |   1 | 0.739 | 0.942 | 1.134 | 1.535 | 0.933
 231 | Dayton              |   1 | 0.736 | 1.061 | 1.020 | 1.386 | 0.993
 232 | Cal Poly            |   1 | 0.735 | 0.995 | 0.875 | 1.190 | 1.031
 233 | Delaware St.        |   1 | 0.733 | 1.119 | 0.886 | 1.209 | 0.948
 234 | Mississippi Val.    |   1 | 0.730 | 1.023 | 1.037 | 1.420 | 0.967
 235 | Wagner              |   1 | 0.727 | 0.882 | 0.850 | 1.168 | 0.930
 236 | Santa Clara         |   1 | 0.726 | 1.013 | 0.752 | 1.037 | 0.972
 236 | Miami (OH)          |   1 | 0.726 | 1.025 | 0.703 | 0.969 | 1.000
 238 | Toledo              |   1 | 0.720 | 1.019 | 0.848 | 1.178 | 0.988
 239 | N.C. A&T            |   1 | 0.716 | 1.056 | 1.089 | 1.520 | 0.975
 240 | Virginia Tech       |   1 | 0.715 | 1.148 | 0.899 | 1.256 | 1.027
 241 | Jackson St.         |   1 | 0.711 | 1.011 | 1.146 | 1.612 | 0.924
 242 | Southern U.         |   1 | 0.710 | 1.055 | 0.770 | 1.085 | 0.927
 243 | Villanova           |   1 | 0.704 | 0.927 | 0.900 | 1.278 | 0.957
 244 | Utah Valley         |   1 | 0.700 | 1.323 | 0.763 | 1.090 | 0.959
 245 | UNC Greensboro      |   1 | 0.690 | 1.150 | 1.057 | 1.531 | 1.028
 246 | Mercer              |   1 | 0.686 | 1.090 | 0.795 | 1.159 | 1.002
 247 | Oakland             |   1 | 0.685 | 1.086 | 0.895 | 1.306 | 1.028
 248 | Air Force           |   1 | 0.675 | 1.433 | 0.774 | 1.147 | 1.002
 249 | Southern Ill.       |   1 | 0.671 | 1.021 | 0.847 | 1.264 | 1.071
 250 | Youngstown St.      |   1 | 0.669 | 0.984 | 0.885 | 1.324 | 1.016
 251 | Alcorn              |   1 | 0.667 | 1.119 | 0.854 | 1.280 | 0.940
 252 | Hofstra             |   1 | 0.666 | 1.101 | 0.936 | 1.407 | 0.976
 253 | SIUE                |   1 | 0.664 | 0.943 | 0.915 | 1.377 | 0.995
 254 | North Dakota        |   1 | 0.661 | 0.960 | 0.832 | 1.259 | 0.976
 255 | Monmouth            |   1 | 0.651 | 0.884 | 0.753 | 1.158 | 0.939
 256 | Richmond            |   1 | 0.647 | 1.012 | 0.748 | 1.155 | 0.984
 257 | Butler              |   1 | 0.644 | 1.028 | 0.958 | 1.488 | 0.972
 258 | Siena               |   1 | 0.639 | 0.901 | 0.769 | 1.204 | 0.970
 259 | Eastern Ill.        |   1 | 0.638 | 1.022 | 0.870 | 1.365 | 1.009
 260 | Washington St.      |   1 | 0.630 | 1.091 | 0.703 | 1.116 | 1.049
 261 | New Mexico St.      |   1 | 0.621 | 1.474 | 0.762 | 1.226 | 0.975
 262 | Seattle             |   1 | 0.617 | 0.932 | 0.728 | 1.180 | 0.976
 263 | Towson              |   1 | 0.614 | 1.134 | 0.819 | 1.334 | 1.002
 264 | Texas St.           |   1 | 0.609 | 1.066 | 0.784 | 1.288 | 1.050
 265 | Bakersfield         |   1 | 0.603 | 1.067 | 0.731 | 1.211 | 0.976
 266 | Ark.-Pine Bluff     |   1 | 0.599 | 1.087 | 0.839 | 1.402 | 0.920
 267 | Rhode Island        |   1 | 0.592 | 0.886 | 0.777 | 1.313 | 0.998
 268 | Minnesota           |   1 | 0.571 | 0.889 | 0.643 | 1.126 | 1.010
 269 | Florida A&M         |   1 | 0.555 | 1.037 | 0.846 | 1.524 | 0.977
 270 | Maine               |   1 | 0.532 | 0.897 | 0.831 | 1.564 | 1.015
 271 | Prairie View        |   1 | 0.527 | 1.086 | 0.806 | 1.528 | 0.934
 272 | UMES                |   1 | 0.510 | 1.044 | 0.538 | 1.054 | 0.972
 273 | Pacific             |   1 | 0.444 | 0.942 | 0.679 | 1.530 | 0.961
(273 rows)

COMMIT
