BEGIN
CREATE TABLE
INSERT 0 302
 rk  |       school        | div |  str  | park  |  ofs  |  dfs  |  sos  
  26 | Long Beach St.      |   1 | 1.791 | 0.792 | 1.236 | 0.690 | 1.191
  27 | Alabama             |   1 | 1.783 | 0.906 | 1.202 | 0.674 | 1.147
  28 | FIU                 |   1 | 1.778 | 1.121 | 1.094 | 0.615 | 1.040
  29 | Oklahoma St.        |   1 | 1.761 | 1.070 | 1.352 | 0.768 | 1.149
  30 | Miami (FL)          |   1 | 1.751 | 0.943 | 1.251 | 0.715 | 1.134
  31 | Kansas              |   1 | 1.749 | 0.911 | 1.386 | 0.792 | 1.129
  31 | UC Irvine           |   1 | 1.749 | 0.784 | 1.256 | 0.718 | 1.163
  33 | North Carolina      |   1 | 1.702 | 0.878 | 1.292 | 0.759 | 1.135
  34 | Sam Houston St.     |   1 | 1.700 | 0.965 | 1.221 | 0.718 | 1.055
  35 | Maryland            |   1 | 1.677 | 0.881 | 1.348 | 0.804 | 1.124
  36 | San Diego           |   1 | 1.653 | 0.989 | 1.489 | 0.901 | 1.079
  37 | North Carolina St.  |   1 | 1.644 | 0.936 | 1.261 | 0.767 | 1.083
  38 | Old Dominion        |   1 | 1.633 | 1.100 | 1.189 | 0.728 | 1.101
  39 | UNLV                |   1 | 1.626 | 1.155 | 1.135 | 0.698 | 1.087
  40 | Liberty             |   1 | 1.621 | 0.825 | 1.211 | 0.747 | 0.999
  41 | West Virginia       |   1 | 1.591 | 0.963 | 1.227 | 0.771 | 1.146
  42 | Georgia Tech        |   1 | 1.586 | 1.107 | 1.100 | 0.693 | 1.149
  43 | Arizona St.         |   1 | 1.571 | 1.161 | 1.301 | 0.828 | 1.162
  44 | UCF                 |   1 | 1.568 | 1.010 | 1.257 | 0.801 | 1.092
  45 | Tennessee           |   1 | 1.563 | 1.157 | 1.183 | 0.757 | 1.148
  46 | Nebraska            |   1 | 1.546 | 1.156 | 1.250 | 0.808 | 1.085
  47 | Stanford            |   1 | 1.535 | 0.947 | 1.248 | 0.813 | 1.186
  48 | Bryant              |   1 | 1.531 | 1.084 | 1.156 | 0.755 | 0.904
  49 | San Diego St.       |   1 | 1.524 | 0.985 | 1.255 | 0.823 | 1.078
  50 | UC Santa Barbara    |   1 | 1.499 | 0.991 | 1.289 | 0.860 | 1.091
  51 | Seton Hall          |   1 | 1.489 | 0.835 | 1.208 | 0.811 | 0.884
  52 | Wichita St.         |   1 | 1.483 | 0.906 | 1.170 | 0.789 | 1.099
  53 | Dallas Baptist      |   1 | 1.456 | 1.100 | 1.300 | 0.893 | 1.064
  54 | Southeastern La.    |   1 | 1.427 | 1.088 | 1.075 | 0.754 | 1.013
  55 | UTSA                |   1 | 1.422 | 1.098 | 1.056 | 0.742 | 1.054
  56 | Duke                |   1 | 1.416 | 0.916 | 1.115 | 0.787 | 1.076
  57 | UAB                 |   1 | 1.411 | 0.811 | 1.085 | 0.769 | 1.033
  58 | Col. of Charleston  |   1 | 1.410 | 1.026 | 0.921 | 0.653 | 1.020
  59 | Clemson             |   1 | 1.392 | 0.920 | 1.285 | 0.924 | 1.113
  60 | Kennesaw St.        |   1 | 1.387 | 1.064 | 1.196 | 0.863 | 1.035
  61 | Southern California |   1 | 1.369 | 0.874 | 1.180 | 0.862 | 1.168
  62 | Mercer              |   1 | 1.361 | 1.040 | 1.049 | 0.771 | 0.973
  63 | Ga. Southern        |   1 | 1.358 | 1.061 | 1.160 | 0.854 | 0.978
  64 | Illinois            |   1 | 1.353 | 1.184 | 0.958 | 0.708 | 1.050
  65 | Kansas St.          |   1 | 1.349 | 0.965 | 1.369 | 1.015 | 1.132
  66 | New Mexico          |   1 | 1.347 | 1.127 | 1.200 | 0.891 | 1.044
  67 | Arkansas St.        |   1 | 1.346 | 0.974 | 1.256 | 0.933 | 1.066
  68 | Sacramento St.      |   1 | 1.336 | 0.837 | 1.114 | 0.834 | 1.007
  69 | UC Riverside        |   1 | 1.335 | 1.132 | 1.193 | 0.893 | 1.156
  70 | California          |   1 | 1.319 | 0.978 | 1.035 | 0.785 | 1.181
  71 | Oklahoma            |   1 | 1.315 | 1.086 | 1.266 | 0.963 | 1.156
  72 | William & Mary      |   1 | 1.312 | 1.122 | 1.443 | 1.100 | 0.975
  73 | Tennessee Tech      |   1 | 1.311 | 1.224 | 1.207 | 0.921 | 0.918
  74 | Indiana St.         |   1 | 1.307 | 1.056 | 1.049 | 0.802 | 1.039
  75 | Auburn              |   1 | 1.303 | 1.058 | 0.935 | 0.717 | 1.154
  76 | Illinois St.        |   1 | 1.302 | 0.913 | 1.168 | 0.897 | 1.014
  77 | Grand Canyon        |   1 | 1.297 | 1.125 | 1.017 | 0.785 | 0.971
  78 | Fla. Atlantic       |   1 | 1.293 | 0.983 | 1.071 | 0.828 | 1.094
  79 | Michigan            |   1 | 1.292 | 0.857 | 1.055 | 0.817 | 1.073
  80 | Fresno St.          |   1 | 1.285 | 1.055 | 1.072 | 0.834 | 1.097
  81 | Missouri St.        |   1 | 1.275 | 0.874 | 1.085 | 0.851 | 1.068
  82 | Western Caro.       |   1 | 1.272 | 1.170 | 1.164 | 0.915 | 0.989
  82 | Canisius            |   1 | 1.272 | 1.081 | 1.229 | 0.966 | 0.881
  84 | UCLA                |   1 | 1.271 | 0.947 | 0.955 | 0.751 | 1.182
  85 | Oral Roberts        |   1 | 1.270 | 0.993 | 1.016 | 0.800 | 1.060
  86 | Columbia            |   1 | 1.264 | 0.833 | 1.089 | 0.861 | 1.004
  86 | Iowa                |   1 | 1.264 | 1.111 | 1.212 | 0.959 | 1.023
  88 | UConn               |   1 | 1.263 | 1.011 | 1.063 | 0.841 | 1.048
  89 | Texas-Arlington     |   1 | 1.256 | 0.915 | 1.307 | 1.041 | 1.077
  90 | VCU                 |   1 | 1.254 | 0.833 | 1.277 | 1.018 | 0.961
  91 | Saint Joseph's      |   1 | 1.253 | 1.099 | 1.144 | 0.913 | 0.912
  92 | Stony Brook         |   1 | 1.251 | 0.945 | 1.028 | 0.822 | 0.922
  93 | High Point          |   1 | 1.246 | 0.947 | 1.052 | 0.845 | 0.989
  94 | Georgia             |   1 | 1.236 | 1.120 | 1.031 | 0.834 | 1.217
  95 | Middle Tenn.        |   1 | 1.228 | 1.101 | 1.097 | 0.893 | 1.080
  96 | Michigan St.        |   1 | 1.226 | 0.954 | 1.012 | 0.826 | 1.043
  97 | Arizona             |   1 | 1.218 | 1.031 | 1.117 | 0.917 | 1.118
  98 | Kent St.            |   1 | 1.216 | 1.010 | 1.140 | 0.937 | 0.939
  98 | Creighton           |   1 | 1.216 | 0.829 | 1.175 | 0.966 | 1.014
  98 | Nevada              |   1 | 1.216 | 1.045 | 1.107 | 0.910 | 1.040
 101 | East Carolina       |   1 | 1.214 | 0.943 | 0.967 | 0.796 | 1.089
 101 | Southern Miss.      |   1 | 1.214 | 0.961 | 1.093 | 0.901 | 1.079
 103 | Evansville          |   1 | 1.208 | 0.931 | 1.237 | 1.024 | 1.006
 104 | FGCU                |   1 | 1.207 | 0.855 | 1.177 | 0.975 | 0.981
 105 | Texas St.           |   1 | 1.198 | 0.935 | 1.034 | 0.863 | 1.090
 106 | South Fla.          |   1 | 1.190 | 1.111 | 0.929 | 0.781 | 1.092
 107 | Baylor              |   1 | 1.189 | 0.857 | 1.050 | 0.882 | 1.201
 108 | Nicholls St.        |   1 | 1.187 | 0.893 | 0.962 | 0.810 | 1.002
 109 | Central Ark.        |   1 | 1.167 | 1.073 | 1.087 | 0.931 | 1.009
 110 | Lamar               |   1 | 1.165 | 1.007 | 1.108 | 0.952 | 1.012
 111 | Rutgers             |   1 | 1.160 | 0.993 | 1.210 | 1.043 | 1.054
 112 | Pacific             |   1 | 1.158 | 0.892 | 1.125 | 0.972 | 1.075
 113 | Memphis             |   1 | 1.151 | 0.915 | 1.100 | 0.956 | 1.055
 114 | Ohio St.            |   1 | 1.150 | 1.033 | 0.997 | 0.867 | 1.050
 114 | Hawaii              |   1 | 1.150 | 0.871 | 1.060 | 0.921 | 1.139
 116 | Western Ky.         |   1 | 1.143 | 1.045 | 1.063 | 0.930 | 1.054
 117 | Radford             |   1 | 1.141 | 1.131 | 1.125 | 0.987 | 0.981
 118 | Central Mich.       |   1 | 1.140 | 1.129 | 1.067 | 0.936 | 0.955
 119 | Wake Forest         |   1 | 1.139 | 0.954 | 1.078 | 0.947 | 1.100
 120 | Campbell            |   1 | 1.128 | 0.967 | 1.047 | 0.928 | 0.987
 121 | San Francisco       |   1 | 1.125 | 1.040 | 1.082 | 0.961 | 1.102
 122 | Lipscomb            |   1 | 1.116 | 1.123 | 1.008 | 0.903 | 0.995
 123 | Loyola Marymount    |   1 | 1.106 | 1.013 | 0.982 | 0.888 | 1.081
 124 | UALR                |   1 | 1.100 | 1.028 | 1.000 | 0.909 | 1.060
 125 | Southeast Mo. St.   |   1 | 1.096 | 1.052 | 1.223 | 1.115 | 0.949
 126 | Xavier              |   1 | 1.088 | 0.874 | 1.126 | 1.035 | 1.002
 127 | BYU                 |   1 | 1.085 | 1.259 | 1.016 | 0.937 | 1.065
 128 | Notre Dame          |   1 | 1.083 | 0.948 | 0.901 | 0.832 | 1.078
 128 | Penn                |   1 | 1.083 | 0.983 | 1.023 | 0.945 | 0.919
 130 | Virginia Tech       |   1 | 1.069 | 1.162 | 1.082 | 1.012 | 1.129
 130 | Omaha               |   1 | 1.069 | 1.102 | 0.966 | 0.903 | 0.937
 132 | Washington St.      |   1 | 1.058 | 1.008 | 0.971 | 0.918 | 1.129
 133 | UC Davis            |   1 | 1.053 | 1.017 | 0.939 | 0.892 | 1.086
 134 | Gonzaga             |   1 | 1.052 | 1.103 | 0.956 | 0.908 | 1.082
 135 | Samford             |   1 | 1.051 | 1.162 | 1.180 | 1.123 | 1.005
 136 | Jacksonville St.    |   1 | 1.048 | 0.957 | 1.128 | 1.076 | 0.986
 137 | St. John's (NY)     |   1 | 1.041 | 1.167 | 1.038 | 0.997 | 0.964
 138 | Ball St.            |   1 | 1.037 | 1.153 | 1.083 | 1.045 | 0.953
 139 | Missouri            |   1 | 1.035 | 0.879 | 0.936 | 0.904 | 1.157
 140 | George Mason        |   1 | 1.028 | 0.859 | 0.961 | 0.935 | 0.956
 141 | Army                |   1 | 1.026 | 1.025 | 0.879 | 0.857 | 0.898
 142 | A&M-Corpus Christi  |   1 | 1.017 | 1.043 | 1.150 | 1.131 | 1.036
 143 | UNCW                |   1 | 1.016 | 1.101 | 0.953 | 0.938 | 1.043
 144 | Binghamton          |   1 | 1.015 | 0.976 | 0.991 | 0.976 | 0.942
 145 | Pittsburgh          |   1 | 1.014 | 0.900 | 1.053 | 1.039 | 1.049
 146 | Minnesota           |   1 | 1.009 | 0.840 | 0.968 | 0.960 | 1.030
 147 | North Florida       |   1 | 1.008 | 1.137 | 1.035 | 1.027 | 1.006
 148 | Northeastern        |   1 | 0.997 | 0.708 | 0.927 | 0.930 | 0.958
 149 | Alabama St.         |   1 | 0.993 | 0.982 | 1.119 | 1.128 | 0.840
 150 | Davidson            |   1 | 0.992 | 1.043 | 1.165 | 1.175 | 0.969
 151 | Southern Ill.       |   1 | 0.988 | 0.919 | 0.910 | 0.921 | 0.993
 152 | Santa Clara         |   1 | 0.987 | 1.022 | 1.015 | 1.029 | 1.064
 153 | Saint Louis         |   1 | 0.983 | 1.022 | 0.957 | 0.974 | 0.918
 154 | Hartford            |   1 | 0.982 | 0.926 | 0.885 | 0.901 | 0.938
 155 | McNeese St.         |   1 | 0.981 | 1.053 | 1.098 | 1.119 | 1.020
 156 | Tulane              |   1 | 0.977 | 0.848 | 0.892 | 0.914 | 1.104
 156 | Appalachian St.     |   1 | 0.977 | 1.331 | 0.974 | 0.997 | 1.031
 158 | CSUN                |   1 | 0.962 | 1.006 | 0.861 | 0.895 | 1.146
 159 | Wright St.          |   1 | 0.961 | 1.073 | 0.980 | 1.020 | 0.958
 160 | Sacred Heart        |   1 | 0.955 | 0.927 | 0.932 | 0.976 | 0.911
 161 | Troy                |   1 | 0.952 | 1.088 | 0.955 | 1.003 | 1.025
 162 | Bradley             |   1 | 0.947 | 0.940 | 1.034 | 1.092 | 1.006
 162 | Elon                |   1 | 0.947 | 1.092 | 1.018 | 1.075 | 0.996
 164 | Utah Valley         |   1 | 0.934 | 1.230 | 1.046 | 1.120 | 1.003
 165 | Bowling Green       |   1 | 0.933 | 1.280 | 0.988 | 1.059 | 0.962
 166 | Charlotte           |   1 | 0.926 | 0.898 | 0.918 | 0.991 | 1.070
 167 | Furman              |   1 | 0.924 | 1.022 | 1.066 | 1.154 | 0.994
 168 | Georgia St.         |   1 | 0.920 | 1.393 | 0.983 | 1.068 | 1.058
 169 | Miami (OH)          |   1 | 0.919 | 1.064 | 1.025 | 1.115 | 0.986
 170 | Houston Baptist     |   1 | 0.916 | 0.954 | 0.993 | 1.083 | 1.032
 170 | Coastal Caro.       |   1 | 0.916 | 0.901 | 1.030 | 1.125 | 1.018
 172 | Bucknell            |   1 | 0.913 | 0.758 | 0.907 | 0.994 | 0.938
 173 | Western Mich.       |   1 | 0.908 | 1.057 | 0.857 | 0.944 | 0.943
 174 | Fairfield           |   1 | 0.906 | 1.068 | 0.900 | 0.993 | 0.877
 175 | Cincinnati          |   1 | 0.904 | 1.116 | 0.902 | 0.999 | 1.052
 175 | Northwestern St.    |   1 | 0.904 | 0.870 | 0.997 | 1.103 | 1.021
 177 | Utah                |   1 | 0.903 | 1.119 | 0.919 | 1.018 | 1.138
 178 | Buffalo             |   1 | 0.901 | 0.968 | 1.064 | 1.181 | 0.926
 179 | VMI                 |   1 | 0.899 | 1.047 | 0.846 | 0.941 | 1.008
 179 | Boston College      |   1 | 0.899 | 0.949 | 0.925 | 1.030 | 1.090
 181 | South Ala.          |   1 | 0.896 | 0.951 | 0.904 | 1.008 | 1.076
 181 | Bakersfield         |   1 | 0.896 | 1.115 | 0.841 | 0.938 | 0.999
 183 | Central Conn. St.   |   1 | 0.894 | 0.821 | 0.792 | 0.886 | 0.947
 184 | Gardner-Webb        |   1 | 0.893 | 0.955 | 0.863 | 0.967 | 0.967
 185 | Towson              |   1 | 0.892 | 1.177 | 1.026 | 1.151 | 0.970
 186 | Stephen F. Austin   |   1 | 0.890 | 0.941 | 1.120 | 1.258 | 1.070
 187 | Monmouth            |   1 | 0.887 | 0.835 | 0.878 | 0.990 | 0.895
 188 | Ill.-Chicago        |   1 | 0.886 | 0.986 | 1.148 | 1.295 | 0.918
 188 | La.-Monroe          |   1 | 0.886 | 1.191 | 1.060 | 1.196 | 1.084
 190 | South Dakota St.    |   1 | 0.884 | 0.963 | 0.787 | 0.891 | 0.898
 191 | Jacksonville        |   1 | 0.877 | 1.064 | 0.941 | 1.073 | 1.047
 192 | Tex.-Pan American   |   1 | 0.875 | 0.917 | 0.866 | 0.990 | 0.992
 193 | Seattle             |   1 | 0.874 | 0.963 | 0.965 | 1.105 | 0.990
 194 | East Tenn. St.      |   1 | 0.871 | 0.964 | 1.089 | 1.250 | 1.007
 195 | Cornell             |   1 | 0.860 | 0.928 | 0.847 | 0.985 | 0.918
 196 | Stetson             |   1 | 0.859 | 1.002 | 0.936 | 1.089 | 1.044
 197 | UNC Greensboro      |   1 | 0.858 | 1.224 | 1.032 | 1.202 | 0.975
 197 | Akron               |   1 | 0.858 | 0.964 | 0.914 | 1.065 | 0.924
 199 | Eastern Ill.        |   1 | 0.857 | 1.176 | 1.023 | 1.193 | 1.005
 200 | UMass Lowell        |   1 | 0.855 | 0.848 | 0.911 | 1.066 | 0.914
 201 | Belmont             |   1 | 0.847 | 1.046 | 0.829 | 0.979 | 0.999
 202 | Delaware            |   1 | 0.841 | 1.128 | 0.950 | 1.130 | 0.991
 203 | Dartmouth           |   1 | 0.839 | 0.917 | 0.911 | 1.085 | 1.003
 204 | St. Mary's (CA)     |   1 | 0.837 | 1.027 | 0.895 | 1.069 | 1.062
 205 | Bethune-Cookman     |   1 | 0.836 | 0.924 | 0.798 | 0.955 | 0.923
 206 | Richmond            |   1 | 0.820 | 0.881 | 1.077 | 1.312 | 0.984
 207 | North Dakota St.    |   1 | 0.818 | 0.961 | 0.886 | 1.084 | 0.912
 208 | Citadel             |   1 | 0.817 | 0.997 | 1.007 | 1.232 | 1.024
 209 | Toledo              |   1 | 0.801 | 1.023 | 0.814 | 1.016 | 0.964
 210 | Austin Peay         |   1 | 0.798 | 1.362 | 0.933 | 1.169 | 0.973
 210 | San Jose St.        |   1 | 0.798 | 0.864 | 0.986 | 1.235 | 1.104
 212 | Charleston So.      |   1 | 0.796 | 1.064 | 0.953 | 1.197 | 0.925
 213 | New Mexico St.      |   1 | 0.794 | 1.269 | 1.013 | 1.276 | 0.970
 214 | Murray St.          |   1 | 0.793 | 1.087 | 0.934 | 1.177 | 0.960
 215 | Holy Cross          |   1 | 0.784 | 0.802 | 0.960 | 1.225 | 0.940
 216 | Valparaiso          |   1 | 0.779 | 0.970 | 0.777 | 0.997 | 0.924
 217 | LIU Brooklyn        |   1 | 0.774 | 0.898 | 1.070 | 1.382 | 0.894
 218 | Temple              |   1 | 0.764 | 1.147 | 0.902 | 1.181 | 1.042
 219 | Longwood            |   1 | 0.763 | 0.996 | 0.818 | 1.072 | 0.942
 220 | Milwaukee           |   1 | 0.762 | 0.838 | 0.962 | 1.263 | 0.908
 221 | Maine               |   1 | 0.761 | 0.782 | 0.908 | 1.194 | 0.928
 222 | Northwestern        |   1 | 0.750 | 0.848 | 0.970 | 1.294 | 1.009
 223 | Winthrop            |   1 | 0.742 | 1.056 | 0.697 | 0.939 | 0.951
 224 | Eastern Ky.         |   1 | 0.741 | 1.258 | 0.896 | 1.208 | 0.936
 225 | Siena               |   1 | 0.740 | 0.915 | 0.879 | 1.188 | 0.922
 225 | Wofford             |   1 | 0.740 | 1.028 | 0.909 | 1.229 | 0.943
 227 | Western Ill.        |   1 | 0.739 | 0.923 | 0.894 | 1.211 | 0.968
 227 | Incarnate Word      |   1 | 0.739 | 0.901 | 0.872 | 1.180 | 0.979
 229 | Morehead St.        |   1 | 0.737 | 1.310 | 1.032 | 1.400 | 0.929
 230 | Northern Ill.       |   1 | 0.735 | 1.014 | 0.746 | 1.015 | 1.022
 231 | Navy                |   1 | 0.733 | 0.877 | 0.810 | 1.105 | 0.882
 232 | Massachusetts       |   1 | 0.722 | 1.050 | 0.826 | 1.145 | 0.961
 233 | Hofstra             |   1 | 0.720 | 1.259 | 0.797 | 1.107 | 0.941
 233 | Brown               |   1 | 0.720 | 1.186 | 0.844 | 1.172 | 0.957
 235 | Dayton              |   1 | 0.716 | 1.075 | 0.910 | 1.271 | 0.928
 236 | Harvard             |   1 | 0.714 | 1.230 | 0.760 | 1.064 | 0.968
 237 | Marshall            |   1 | 0.711 | 1.114 | 0.735 | 1.034 | 1.017
 238 | Villanova           |   1 | 0.710 | 0.838 | 0.952 | 1.341 | 0.951
 239 | Louisiana Tech      |   1 | 0.709 | 1.025 | 0.788 | 1.111 | 1.077
 240 | Penn St.            |   1 | 0.706 | 1.010 | 0.859 | 1.217 | 0.995
 241 | Air Force           |   1 | 0.705 | 1.427 | 0.766 | 1.085 | 1.038
 242 | Eastern Mich.       |   1 | 0.702 | 0.965 | 0.943 | 1.344 | 0.943
 243 | James Madison       |   1 | 0.693 | 1.226 | 1.029 | 1.484 | 1.038
 244 | Portland            |   1 | 0.691 | 0.865 | 0.809 | 1.170 | 1.108
 245 | Delaware St.        |   1 | 0.690 | 0.923 | 1.203 | 1.744 | 0.752
 246 | Princeton           |   1 | 0.683 | 0.766 | 0.861 | 1.260 | 0.987
 247 | Purdue              |   1 | 0.682 | 0.964 | 0.840 | 1.231 | 1.100
 247 | Jackson St.         |   1 | 0.682 | 0.994 | 0.878 | 1.287 | 0.851
 249 | Yale                |   1 | 0.678 | 0.832 | 0.966 | 1.425 | 0.965
 250 | Oakland             |   1 | 0.677 | 1.341 | 0.855 | 1.262 | 0.960
 251 | North Dakota        |   1 | 0.669 | 0.986 | 0.831 | 1.244 | 0.958
 252 | SIUE                |   1 | 0.668 | 1.018 | 0.898 | 1.343 | 0.951
 253 | IPFW                |   1 | 0.667 | 1.138 | 0.975 | 1.462 | 0.924
 254 | Lehigh              |   1 | 0.666 | 0.980 | 0.814 | 1.222 | 0.851
 255 | Fordham             |   1 | 0.665 | 0.988 | 0.899 | 1.351 | 0.922
 255 | New Orleans         |   1 | 0.665 | 1.021 | 0.775 | 1.165 | 1.026
 257 | Quinnipiac          |   1 | 0.659 | 1.120 | 0.796 | 1.208 | 0.906
 258 | Ark.-Pine Bluff     |   1 | 0.653 | 0.985 | 0.848 | 1.299 | 0.890
 259 | Rhode Island        |   1 | 0.648 | 0.824 | 0.836 | 1.290 | 0.965
 260 | Texas Southern      |   1 | 0.645 | 1.058 | 0.663 | 1.028 | 0.892
 261 | Marist              |   1 | 0.644 | 1.088 | 0.826 | 1.283 | 0.878
 262 | Lafayette           |   1 | 0.643 | 1.106 | 0.676 | 1.052 | 0.903
 263 | Georgetown          |   1 | 0.637 | 0.887 | 0.899 | 1.410 | 0.944
 264 | Abilene Christian   |   1 | 0.636 | 1.065 | 0.813 | 1.280 | 1.019
 265 | Rider               |   1 | 0.634 | 0.966 | 0.831 | 1.310 | 0.881
 266 | Chicago St.         |   1 | 0.626 | 0.893 | 0.975 | 1.557 | 0.926
 267 | La Salle            |   1 | 0.625 | 0.977 | 0.940 | 1.505 | 0.947
 268 | George Washington   |   1 | 0.622 | 0.818 | 0.809 | 1.299 | 0.917
 269 | Butler              |   1 | 0.618 | 0.963 | 0.786 | 1.273 | 0.968
 270 | Presbyterian        |   1 | 0.617 | 1.032 | 0.789 | 1.278 | 0.962
 271 | Wagner              |   1 | 0.615 | 0.850 | 0.746 | 1.213 | 0.959
 272 | Grambling           |   1 | 0.614 | 1.103 | 0.863 | 1.404 | 0.861
 273 | UNC Asheville       |   1 | 0.610 | 1.128 | 0.783 | 1.285 | 0.973
 274 | Niagara             |   1 | 0.603 | 0.887 | 0.808 | 1.340 | 0.899
 275 | Northern Ky.        |   1 | 0.601 | 1.053 | 0.918 | 1.528 | 0.992
 276 | Youngstown St.      |   1 | 0.596 | 0.975 | 0.918 | 1.540 | 0.961
 277 | Florida A&M         |   1 | 0.591 | 1.006 | 0.838 | 1.418 | 0.878
 277 | Savannah St.        |   1 | 0.591 | 0.966 | 0.853 | 1.443 | 0.837
 279 | Prairie View        |   1 | 0.584 | 0.988 | 0.883 | 1.510 | 0.890
 280 | Fairleigh Dickinson |   1 | 0.583 | 1.017 | 0.726 | 1.244 | 0.904
 281 | St. Bonaventure     |   1 | 0.579 | 0.875 | 0.865 | 1.494 | 0.913
 282 | UMBC                |   1 | 0.562 | 1.203 | 0.738 | 1.313 | 0.907
 283 | NJIT                |   1 | 0.557 | 0.961 | 0.784 | 1.408 | 0.789
 284 | USC Upstate         |   1 | 0.553 | 1.076 | 0.777 | 1.404 | 0.983
 285 | Norfolk St.         |   1 | 0.550 | 0.916 | 0.782 | 1.422 | 0.810
 286 | Albany (NY)         |   1 | 0.548 | 1.113 | 0.821 | 1.497 | 0.930
 287 | Alabama A&M         |   1 | 0.545 | 1.078 | 0.803 | 1.474 | 0.871
 287 | Manhattan           |   1 | 0.545 | 0.938 | 0.680 | 1.249 | 0.904
 289 | Iona                |   1 | 0.542 | 0.844 | 0.754 | 1.393 | 0.885
 290 | Mt. St. Mary's      |   1 | 0.510 | 1.195 | 0.729 | 1.430 | 0.894
 291 | N.C. A&T            |   1 | 0.485 | 1.097 | 0.702 | 1.448 | 0.895
 292 | Southern U.         |   1 | 0.483 | 0.973 | 0.886 | 1.833 | 0.875
 293 | Saint Peter's       |   1 | 0.480 | 1.293 | 0.728 | 1.517 | 0.934
 294 | UT Martin           |   1 | 0.477 | 1.074 | 0.681 | 1.427 | 0.981
 295 | Ohio                |   1 | 0.469 | 1.242 | 0.660 | 1.406 | 0.956
 296 | N.C. Central        |   1 | 0.467 | 0.894 | 0.864 | 1.851 | 0.838
 297 | Northern Colo.      |   1 | 0.443 | 1.375 | 0.623 | 1.406 | 1.003
 298 | Alcorn              |   1 | 0.383 | 1.278 | 0.688 | 1.794 | 0.911
 299 | UMES                |   1 | 0.366 | 1.054 | 0.643 | 1.757 | 0.798
 300 | NYIT                |   1 | 0.347 | 0.942 | 0.627 | 1.808 | 0.897
 301 | Coppin St.          |   1 | 0.326 | 0.937 | 0.577 | 1.771 | 0.802
 302 | Mississippi Val.    |   1 | 0.295 | 1.089 | 0.483 | 1.638 | 0.945
(302 rows)

COMMIT
