rk,school,div,str,park,ofs,dfs,sos
1,SUNY Cortland,3,1.159,0.925,1.823,0.642,0.732
2,Frostburg St.,3,1.113,0.976,1.515,0.556,0.756
3,Wis.-Whitewater,3,1.025,1.032,1.476,0.588,0.808
4,Trinity (TX),3,1.016,1.040,1.541,0.619,0.757
5,Wis.-Stevens Point,3,0.981,1.028,1.562,0.650,0.824
6,Tufts,3,0.966,0.898,1.556,0.657,0.698
7,Salisbury,3,0.946,0.987,1.713,0.739,0.760
8,Anderson (IN),3,0.944,1.036,1.600,0.691,0.760
9,McMurry,3,0.942,1.009,1.624,0.703,0.763
10,Marietta,3,0.925,1.011,1.507,0.664,0.792
11,Oswego St.,3,0.886,0.869,1.366,0.629,0.764
12,Rhodes,3,0.873,1.045,1.254,0.586,0.770
13,Webster,3,0.857,0.932,1.321,0.629,0.751
14,Linfield,3,0.855,0.833,1.320,0.630,0.778
15,Birmingham-So.,3,0.852,0.931,1.336,0.640,0.786
16,Wis.-La Crosse,3,0.849,1.025,1.440,0.692,0.823
17,Heidelberg,3,0.837,1.008,1.610,0.785,0.759
17,Ramapo,3,0.837,0.965,1.295,0.632,0.761
17,La Roche,3,0.837,0.899,1.576,0.768,0.736
20,Texas-Tyler,3,0.832,0.910,1.404,0.688,0.757
21,Methodist,3,0.829,0.953,1.420,0.699,0.719
22,Concordia (TX),3,0.820,0.994,1.275,0.635,0.754
23,Kean,3,0.807,0.896,1.382,0.699,0.770
24,Rowan,3,0.806,0.894,1.419,0.719,0.798
25,Mary Washington,3,0.803,0.842,1.612,0.820,0.732
26,Concordia-M'head,3,0.796,0.968,1.614,0.827,0.731
27,Millsaps,3,0.795,1.022,1.439,0.738,0.758
28,Cal Lutheran,3,0.792,1.056,1.359,0.701,0.680
29,Wartburg,3,0.777,0.924,1.426,0.749,0.739
30,Bethel (MN),3,0.772,1.005,1.243,0.657,0.709
31,Baldwin Wallace,3,0.761,0.962,1.451,0.778,0.753
32,Pacific Lutheran,3,0.751,0.912,1.363,0.741,0.785
33,Texas Lutheran,3,0.748,0.920,1.308,0.714,0.742
34,Emory,3,0.745,0.960,1.330,0.729,0.806
35,Rutgers-Camden,3,0.736,0.910,1.225,0.679,0.795
36,Concordia Chicago,3,0.730,1.059,1.421,0.795,0.718
37,Ill. Wesleyan,3,0.729,0.889,1.302,0.729,0.764
38,Augustana (IL),3,0.715,1.046,1.298,0.741,0.724
