rk,school,div,str,park,ofs,dfs,sos
147,Alderson Broaddus,2,0.580,1.014,0.926,0.968,0.687
148,Ky. Wesleyan,2,0.577,0.886,0.898,0.944,0.717
149,Southeastern Okla.,2,0.575,0.955,1.161,1.225,0.850
150,Gannon,2,0.573,0.907,0.917,0.971,0.820
150,Colorado Mines,2,0.573,1.241,1.038,1.100,0.825
150,Concord,2,0.573,1.187,0.855,0.906,0.744
153,Eastern N.M.,2,0.572,1.083,1.056,1.119,0.869
154,Lewis,2,0.571,0.923,1.064,1.130,0.826
154,Belmont Abbey,2,0.571,1.145,1.057,1.123,0.872
156,Southwest Baptist,2,0.570,1.170,1.007,1.071,0.837
157,St. Thomas Aquinas,2,0.569,1.049,0.996,1.061,0.779
158,Bellarmine,2,0.568,0.970,0.741,0.791,0.798
158,Ohio Dominican,2,0.568,0.989,0.924,0.987,0.787
160,Tex. Permian Basin,2,0.562,0.938,1.034,1.117,0.789
160,Northwest Nazarene,2,0.562,1.106,0.886,0.956,0.753
162,Tiffin,2,0.560,1.037,0.995,1.078,0.803
163,Southwestern Okla.,2,0.557,1.079,0.770,0.839,0.880
164,Adelphi,2,0.554,0.949,1.125,1.232,0.775
164,Stillman,2,0.554,0.973,1.056,1.156,0.784
166,N.M. Highlands,2,0.547,1.238,1.009,1.119,0.848
167,Pittsburg St.,2,0.544,1.085,1.051,1.173,0.870
168,San Fran. St.,2,0.538,0.939,0.920,1.037,0.840
169,Tex. A&M Int'l,2,0.537,0.977,0.841,0.950,0.797
169,Philadelphia U.,2,0.537,1.109,0.798,0.901,0.751
171,McKendree,2,0.535,1.062,0.822,0.932,0.850
172,LIU Post,2,0.533,0.956,1.072,1.221,0.805
173,Okla. Christian,2,0.531,0.968,0.907,1.036,0.809
174,Le Moyne,2,0.530,0.905,0.880,1.007,0.816
175,Coker,2,0.529,1.081,1.039,1.191,0.903
175,Northern St.,2,0.529,1.029,0.960,1.102,0.730
177,American Int'l,2,0.528,0.968,0.890,1.023,0.775
178,Bridgeport,2,0.527,0.896,0.835,0.962,0.808
178,Queens (NY),2,0.527,0.999,0.973,1.119,0.804
180,Post,2,0.526,1.048,0.721,0.832,0.800
181,Minn. Duluth,2,0.520,0.987,1.067,1.244,0.701
182,Assumption,2,0.517,1.151,1.020,1.197,0.861
183,Ill.-Springfield,2,0.516,1.006,0.763,0.897,0.822
183,Chowan,2,0.516,1.099,1.107,1.300,0.743
185,Christian Bros.,2,0.510,1.032,0.749,0.890,0.810
186,Findlay,2,0.506,0.874,0.652,0.783,0.804
187,Central Wash.,2,0.502,1.034,1.035,1.250,0.766
188,Cal St. East Bay,2,0.498,0.917,0.989,1.206,0.825
189,Holy Names,2,0.497,0.915,0.965,1.177,0.795
190,Lock Haven,2,0.495,0.847,0.887,1.086,0.851
191,Young Harris,2,0.486,1.116,0.998,1.245,0.912
192,UVa-Wise,2,0.483,1.031,1.043,1.311,0.766
193,Cal St. Stanislaus,2,0.482,0.961,0.937,1.180,0.828
194,Concordia-St. Paul,2,0.479,1.129,0.861,1.091,0.707
195,Limestone,2,0.476,1.130,0.855,1.089,0.827
196,West Va. Wesleyan,2,0.474,0.929,0.954,1.221,0.751
197,Caldwell,2,0.472,0.959,0.948,1.218,0.743
197,Northwood (MI),2,0.472,0.846,0.828,1.065,0.803
199,Sioux Falls,2,0.471,1.029,1.106,1.424,0.746
200,Wayne St. (NE),2,0.470,1.012,0.740,0.955,0.739
201,Adams St.,2,0.469,1.242,0.999,1.292,0.827
202,Colo. Christian,2,0.468,1.272,0.791,1.025,0.842
203,Southern Nazarene,2,0.465,1.221,0.923,1.203,0.899
204,Cedarville,2,0.460,0.881,0.965,1.273,0.741
204,Cal St. San B'dino,2,0.460,1.063,0.887,1.172,0.839
206,Maryville (MO),2,0.454,1.002,1.062,1.420,0.845
207,Fort Hays St.,2,0.453,1.097,1.045,1.399,0.840
208,Clarion,2,0.450,0.960,0.839,1.131,0.833
209,Notre Dame (OH),2,0.440,0.848,0.856,1.180,0.754
209,Hillsdale,2,0.440,0.963,0.836,1.153,0.792
211,Mary,2,0.439,1.061,0.828,1.145,0.743
212,St. Anselm,2,0.435,1.032,0.819,1.141,0.842
213,Southern Wesleyan,2,0.425,1.064,0.876,1.252,0.853
214,Rogers St.,2,0.415,1.108,0.730,1.068,0.810
215,Saint Michael's,2,0.406,1.044,0.771,1.152,0.794
216,Saint Rose,2,0.405,0.977,0.809,1.213,0.816
216,Urbana,2,0.405,1.080,0.571,0.855,0.751
218,Mississippi Col.,2,0.400,0.964,0.921,1.396,0.891
219,Ga. Southwestern,2,0.393,0.975,0.831,1.282,0.938
220,Saint Augustine's,2,0.391,0.950,0.771,1.195,0.768
221,Bentley,2,0.388,0.951,0.820,1.284,0.859
222,Pitt.-Johnstown,2,0.386,0.972,0.991,1.559,0.890
222,Ohio Valley,2,0.386,1.067,0.864,1.357,0.718
224,Emmanuel (GA),2,0.385,1.150,0.766,1.205,0.870
225,Winona St.,2,0.377,0.895,0.778,1.254,0.745
226,Southwest Minn. St.,2,0.369,0.945,0.929,1.529,0.737
227,Benedict,2,0.365,1.064,0.961,1.599,0.621
227,Hawaii Hilo,2,0.365,0.891,0.711,1.183,0.841
229,Charleston (WV),2,0.363,0.931,0.909,1.519,0.767
229,Fairmont St.,2,0.363,1.026,0.682,1.142,0.748
231,Saint Martin's,2,0.362,0.860,0.673,1.128,0.804
232,Nyack,2,0.361,0.947,0.611,1.027,0.768
232,Upper Iowa,2,0.361,0.885,0.880,1.481,0.733
234,Bluefield St.,2,0.350,1.106,0.707,1.226,0.733
235,Union (TN),2,0.342,0.808,0.596,1.056,0.933
235,Pace,2,0.342,0.951,0.593,1.051,0.793
237,Claflin,2,0.341,1.016,0.744,1.322,0.689
238,Miles,2,0.339,1.086,0.674,1.205,0.710
239,Glenville St.,2,0.333,0.935,0.755,1.375,0.753
240,USciences,2,0.331,1.030,0.735,1.345,0.786
241,Mansfield,2,0.330,1.104,0.895,1.646,0.831
242,Academy of Art,2,0.328,0.982,0.674,1.246,0.814
243,Dominican (NY),2,0.324,1.023,0.589,1.103,0.774
244,Albany St. (GA),2,0.322,1.090,0.847,1.594,0.756
245,Tuskegee,2,0.318,1.006,0.786,1.498,0.688
246,Bemidji St.,2,0.317,1.105,0.824,1.578,0.767
247,Bloomfield,2,0.307,1.047,0.650,1.284,0.753
248,Wheeling Jesuit,2,0.306,0.952,0.659,1.307,0.766
249,Kentucky St.,2,0.290,1.010,0.659,1.380,0.661
250,Minot St.,2,0.286,1.138,0.820,1.740,0.757
251,Okla. Panhandle,2,0.279,1.085,0.670,1.459,0.805
252,Lincoln (MO),2,0.276,1.073,0.847,1.864,0.857
253,Minn.-Crookston,2,0.272,1.062,0.861,1.919,0.719
254,Davis & Elkins,2,0.266,0.995,0.707,1.612,0.747
255,Paine,2,0.255,1.097,0.711,1.696,0.652
256,Lincoln (PA),2,0.225,1.143,0.468,1.264,0.744
257,Salem Int'l,2,0.223,1.028,0.496,1.353,0.774
258,Morehouse,2,0.209,1.243,0.600,1.740,0.577
259,LeMoyne-Owen,2,0.157,1.052,0.463,1.786,0.680
260,Clark Atlanta,2,0.119,1.135,0.480,2.455,0.579
261,Lane,2,0.086,0.967,0.347,2.451,0.617
