BEGIN
CREATE TABLE
INSERT 0 932
 rk  |        school        | div |  str  | park  |  ofs  |  dfs  |  sos  
-----+----------------------+-----+-------+-------+-------+-------+-------
   1 | LSU                  |   1 | 2.383 | 1.001 | 1.365 | 0.573 | 1.126
   2 | Oregon St.           |   1 | 2.293 | 0.926 | 1.327 | 0.579 | 1.118
   3 | La.-Lafayette        |   1 | 2.251 | 0.980 | 1.766 | 0.784 | 1.065
   4 | TCU                  |   1 | 2.188 | 0.943 | 1.209 | 0.553 | 1.138
   5 | Texas                |   1 | 2.107 | 0.863 | 1.221 | 0.580 | 1.190
   6 | Indiana              |   1 | 2.093 | 1.058 | 1.322 | 0.632 | 1.078
   7 | Delta St.            |   2 | 2.073 | 1.007 | 1.705 | 0.607 | 0.999
   8 | Vanderbilt           |   1 | 2.070 | 1.004 | 1.324 | 0.640 | 1.196
   9 | Washington           |   1 | 2.036 | 0.934 | 1.429 | 0.702 | 1.100
  10 | Cal Poly             |   1 | 2.027 | 0.995 | 1.355 | 0.669 | 1.099
  11 | Virginia             |   1 | 2.017 | 0.936 | 1.263 | 0.626 | 1.110
  12 | Ole Miss             |   1 | 2.002 | 0.987 | 1.382 | 0.690 | 1.172
  13 | Tampa                |   2 | 1.967 | 1.092 | 1.557 | 0.585 | 1.055
  14 | Florida St.          |   1 | 1.957 | 1.048 | 1.399 | 0.715 | 1.109
  15 | UCF                  |   1 | 1.945 | 0.959 | 1.462 | 0.752 | 1.081
  16 | South Carolina       |   1 | 1.916 | 0.982 | 1.162 | 0.606 | 1.101
  17 | Rice                 |   1 | 1.889 | 0.944 | 1.301 | 0.689 | 1.149
  18 | FIU                  |   1 | 1.874 | 1.079 | 1.158 | 0.618 | 1.047
  19 | Louisville           |   1 | 1.868 | 0.998 | 1.267 | 0.678 | 1.093
  20 | Houston              |   1 | 1.859 | 0.996 | 1.178 | 0.634 | 1.147
  21 | UC Irvine            |   1 | 1.846 | 0.888 | 1.302 | 0.705 | 1.168
  22 | Lander               |   2 | 1.837 | 0.993 | 1.894 | 0.761 | 1.017
  23 | Kentucky             |   1 | 1.835 | 1.088 | 1.589 | 0.866 | 1.147
  24 | Arkansas             |   1 | 1.825 | 1.069 | 1.127 | 0.618 | 1.145
  25 | Pepperdine           |   1 | 1.813 | 0.867 | 1.261 | 0.696 | 1.099
  26 | Wis.-Stevens Point   |   3 | 1.812 | 1.027 | 1.703 | 0.526 | 0.970
  27 | Bryant               |   1 | 1.809 | 0.918 | 1.312 | 0.726 | 0.917
  28 | Cal St. Fullerton    |   1 | 1.808 | 0.988 | 1.094 | 0.605 | 1.159
  29 | Long Beach St.       |   1 | 1.782 | 0.821 | 1.236 | 0.693 | 1.190
  30 | San Diego            |   1 | 1.767 | 1.042 | 1.586 | 0.897 | 1.085
  31 | Texas Tech           |   1 | 1.752 | 1.152 | 1.097 | 0.626 | 1.147
  32 | UNLV                 |   1 | 1.724 | 1.251 | 1.226 | 0.711 | 1.078
  33 | Florida              |   1 | 1.722 | 1.054 | 1.143 | 0.664 | 1.216
  33 | Oregon               |   1 | 1.722 | 0.871 | 1.394 | 0.810 | 1.133
  35 | Mount Olive          |   2 | 1.704 | 1.042 | 1.734 | 0.751 | 0.976
  36 | Sam Houston St.      |   1 | 1.700 | 1.052 | 1.289 | 0.758 | 1.073
  37 | Kennesaw St.         |   1 | 1.696 | 1.013 | 1.312 | 0.773 | 1.060
  38 | Wis.-Whitewater      |   3 | 1.689 | 1.042 | 1.662 | 0.551 | 0.981
  39 | Liberty              |   1 | 1.677 | 0.980 | 1.228 | 0.732 | 1.011
  40 | Mississippi St.      |   1 | 1.671 | 0.996 | 1.128 | 0.675 | 1.143
  41 | Oklahoma St.         |   1 | 1.641 | 1.080 | 1.233 | 0.751 | 1.140
  42 | Tennessee Tech       |   1 | 1.625 | 1.139 | 1.367 | 0.841 | 0.974
  43 | UC Riverside         |   1 | 1.608 | 1.106 | 1.355 | 0.843 | 1.161
  44 | West Florida         |   2 | 1.605 | 0.911 | 1.243 | 0.572 | 1.003
  45 | Old Dominion         |   1 | 1.601 | 1.044 | 1.299 | 0.812 | 1.086
  46 | Miami (FL)           |   1 | 1.575 | 1.017 | 1.176 | 0.747 | 1.107
  47 | Alabama              |   1 | 1.561 | 0.951 | 1.070 | 0.685 | 1.150
  48 | SUNY Cortland        |   3 | 1.555 | 0.908 | 1.631 | 0.588 | 0.854
  49 | Dallas Baptist       |   1 | 1.539 | 1.181 | 1.353 | 0.879 | 1.065
  49 | UC San Diego         |   2 | 1.539 | 0.933 | 1.503 | 0.721 | 0.907
  51 | Ala.-Huntsville      |   2 | 1.523 | 1.014 | 1.405 | 0.681 | 0.980
  52 | Columbus St.         |   2 | 1.522 | 0.947 | 1.580 | 0.766 | 1.005
  52 | UC Santa Barbara     |   1 | 1.522 | 1.068 | 1.252 | 0.823 | 1.094
  54 | Emory                |   3 | 1.517 | 0.948 | 1.946 | 0.718 | 0.909
  55 | UNC Pembroke         |   2 | 1.515 | 1.015 | 1.691 | 0.824 | 1.003
  56 | Kansas               |   1 | 1.514 | 1.095 | 1.195 | 0.789 | 1.107
  57 | Stanford             |   1 | 1.508 | 0.939 | 1.252 | 0.830 | 1.168
  57 | Texas A&M            |   1 | 1.508 | 1.014 | 1.224 | 0.812 | 1.181
  57 | Arizona St.          |   1 | 1.508 | 1.120 | 1.292 | 0.856 | 1.149
  60 | Tennessee            |   1 | 1.507 | 1.035 | 1.238 | 0.821 | 1.138
  61 | Maryland             |   1 | 1.502 | 1.022 | 1.160 | 0.772 | 1.089
  62 | Erskine              |   2 | 1.473 | 1.059 | 1.440 | 0.722 | 0.919
  63 | Minn. St. Mankato    |   2 | 1.465 | 0.998 | 1.328 | 0.669 | 0.881
  64 | Lynn                 |   2 | 1.463 | 1.112 | 1.294 | 0.653 | 1.037
  65 | S.C. Aiken           |   2 | 1.458 | 1.112 | 1.543 | 0.781 | 1.035
  66 | Southeast Mo. St.    |   1 | 1.455 | 1.074 | 1.360 | 0.935 | 1.004
  67 | North Carolina       |   1 | 1.454 | 1.037 | 1.098 | 0.755 | 1.109
  67 | Georgia College      |   2 | 1.454 | 1.093 | 1.788 | 0.908 | 1.041
  69 | Fla. Atlantic        |   1 | 1.448 | 1.115 | 0.990 | 0.683 | 1.093
  69 | Creighton            |   1 | 1.448 | 0.962 | 1.223 | 0.845 | 1.017
  71 | FGCU                 |   1 | 1.446 | 0.925 | 1.200 | 0.830 | 1.008
  72 | Linfield             |   3 | 1.445 | 0.840 | 1.369 | 0.531 | 0.889
  73 | Catawba              |   2 | 1.429 | 1.149 | 1.360 | 0.703 | 1.019
  73 | Southern California  |   1 | 1.429 | 0.954 | 1.174 | 0.821 | 1.162
  75 | South Fla.           |   1 | 1.424 | 1.076 | 1.031 | 0.725 | 1.066
  75 | George Fox           |   3 | 1.424 | 0.897 | 1.423 | 0.560 | 0.829
  77 | Hawaii               |   1 | 1.422 | 0.833 | 1.302 | 0.915 | 1.152
  78 | Nebraska             |   1 | 1.415 | 0.965 | 1.330 | 0.940 | 1.077
  79 | Central Ark.         |   1 | 1.414 | 1.090 | 1.195 | 0.845 | 1.039
  80 | Illinois St.         |   1 | 1.411 | 0.948 | 1.195 | 0.847 | 1.010
  81 | Mercer               |   1 | 1.409 | 1.090 | 1.187 | 0.842 | 1.011
  82 | Col. of Charleston   |   1 | 1.408 | 1.090 | 1.029 | 0.731 | 1.008
  82 | Southeastern La.     |   1 | 1.408 | 1.060 | 1.156 | 0.821 | 1.050
  84 | Nicholls St.         |   1 | 1.406 | 0.913 | 1.041 | 0.740 | 1.036
  85 | West Virginia        |   1 | 1.404 | 1.047 | 1.124 | 0.801 | 1.114
  86 | North Carolina St.   |   1 | 1.402 | 1.068 | 1.035 | 0.738 | 1.057
  87 | Southern Ark.        |   2 | 1.396 | 1.049 | 1.322 | 0.699 | 1.000
  88 | Saint Leo            |   2 | 1.393 | 1.093 | 1.511 | 0.801 | 1.046
  89 | Shenandoah           |   3 | 1.392 | 1.010 | 1.854 | 0.746 | 0.872
  90 | Drury                |   2 | 1.384 | 1.041 | 1.313 | 0.701 | 0.869
  91 | Jacksonville St.     |   1 | 1.380 | 0.995 | 1.232 | 0.892 | 1.044
  92 | Nova Southeastern    |   2 | 1.375 | 1.047 | 1.236 | 0.664 | 1.009
  93 | Grand Valley St.     |   2 | 1.363 | 0.925 | 1.460 | 0.791 | 0.896
  94 | Lamar                |   1 | 1.355 | 0.922 | 1.289 | 0.952 | 1.030
  95 | Oral Roberts         |   1 | 1.353 | 0.938 | 1.155 | 0.854 | 1.083
  96 | Sacramento St.       |   1 | 1.351 | 0.913 | 1.012 | 0.750 | 1.017
  97 | Texas-Arlington      |   1 | 1.348 | 0.913 | 1.490 | 1.105 | 1.086
  98 | Tex. A&M-Kingsville  |   2 | 1.344 | 0.901 | 1.372 | 0.754 | 1.020
  99 | Omaha                |   1 | 1.343 | 1.094 | 1.040 | 0.774 | 0.977
 100 | Ga. Southern         |   1 | 1.340 | 1.141 | 1.132 | 0.845 | 0.988
 100 | Indiana St.          |   1 | 1.340 | 1.092 | 1.151 | 0.859 | 1.052
 102 | Illinois             |   1 | 1.339 | 1.053 | 0.989 | 0.738 | 1.050
 103 | Seton Hall           |   1 | 1.338 | 0.917 | 1.083 | 0.809 | 0.886
 104 | St. Thomas (MN)      |   3 | 1.335 | 0.880 | 1.639 | 0.688 | 0.914
 105 | UAB                  |   1 | 1.332 | 0.976 | 1.007 | 0.756 | 1.064
 105 | San Diego St.        |   1 | 1.332 | 1.080 | 1.128 | 0.847 | 1.090
 107 | Grand Canyon         |   1 | 1.331 | 1.036 | 1.007 | 0.757 | 0.995
 108 | Webster              |   3 | 1.330 | 0.935 | 1.418 | 0.597 | 0.799
 109 | UCLA                 |   1 | 1.326 | 1.057 | 0.927 | 0.699 | 1.172
 110 | Wingate              |   2 | 1.325 | 1.146 | 1.120 | 0.624 | 0.992
 111 | UTSA                 |   1 | 1.324 | 1.157 | 1.023 | 0.772 | 1.065
 112 | Western Ky.          |   1 | 1.321 | 1.045 | 1.252 | 0.948 | 1.065
 113 | Iowa                 |   1 | 1.318 | 0.974 | 1.351 | 1.025 | 1.009
 114 | Georgia Tech         |   1 | 1.315 | 1.041 | 1.010 | 0.768 | 1.126
 115 | Western Caro.        |   1 | 1.310 | 1.247 | 1.242 | 0.948 | 0.997
 116 | Evansville           |   1 | 1.308 | 0.985 | 1.317 | 1.007 | 1.020
 116 | Clemson              |   1 | 1.308 | 1.045 | 1.122 | 0.858 | 1.086
 118 | Binghamton           |   1 | 1.306 | 1.024 | 1.047 | 0.801 | 0.965
 119 | Salisbury            |   3 | 1.302 | 0.971 | 1.442 | 0.620 | 0.876
 120 | Colorado Mesa        |   2 | 1.299 | 1.131 | 1.279 | 0.727 | 0.862
 121 | High Point           |   1 | 1.298 | 0.959 | 1.155 | 0.890 | 1.007
 122 | Cal Lutheran         |   3 | 1.288 | 1.044 | 1.555 | 0.676 | 0.801
 123 | St. John Fisher      |   3 | 1.286 | 0.855 | 1.473 | 0.641 | 0.789
 124 | Fla. Southern        |   2 | 1.283 | 1.023 | 1.049 | 0.603 | 1.079
 124 | Nevada               |   1 | 1.283 | 1.147 | 1.157 | 0.901 | 1.036
 126 | Texas St.            |   1 | 1.281 | 1.066 | 1.085 | 0.847 | 1.100
 126 | New Mexico           |   1 | 1.281 | 1.345 | 1.082 | 0.844 | 1.051
 128 | Mercyhurst           |   2 | 1.271 | 0.702 | 1.260 | 0.733 | 0.898
 129 | Arkansas Tech        |   2 | 1.267 | 1.075 | 1.276 | 0.744 | 0.969
 130 | Kansas St.           |   1 | 1.266 | 0.991 | 1.220 | 0.964 | 1.120
 130 | Missouri St.         |   1 | 1.266 | 0.905 | 1.123 | 0.887 | 1.085
 132 | Tufts                |   3 | 1.263 | 0.884 | 1.235 | 0.548 | 0.817
 133 | Southern Ind.        |   2 | 1.261 | 0.918 | 1.182 | 0.693 | 0.906
 133 | Lipscomb             |   1 | 1.261 | 1.038 | 1.083 | 0.859 | 1.040
 135 | Southern Me.         |   3 | 1.259 | 0.968 | 1.529 | 0.680 | 0.896
 135 | Wichita St.          |   1 | 1.259 | 0.958 | 1.024 | 0.814 | 1.116
 137 | California           |   1 | 1.257 | 0.968 | 1.005 | 0.799 | 1.172
 138 | Ark.-Monticello      |   2 | 1.254 | 0.980 | 1.321 | 0.778 | 0.964
 138 | Duke                 |   1 | 1.254 | 0.945 | 1.050 | 0.838 | 1.060
 140 | VCU                  |   1 | 1.253 | 1.024 | 1.226 | 0.979 | 0.936
 141 | California Baptist   |   2 | 1.251 | 1.007 | 1.230 | 0.726 | 0.896
 141 | St. Edward's         |   2 | 1.251 | 1.017 | 1.144 | 0.675 | 0.854
 143 | Middle Tenn.         |   1 | 1.244 | 1.101 | 1.121 | 0.901 | 1.079
 144 | Southern Miss.       |   1 | 1.243 | 1.020 | 1.129 | 0.908 | 1.077
 145 | Stony Brook          |   1 | 1.241 | 1.044 | 1.075 | 0.866 | 0.965
 146 | West Tex. A&M        |   2 | 1.238 | 1.153 | 1.204 | 0.719 | 0.992
 146 | Franklin Pierce      |   2 | 1.238 | 1.061 | 1.270 | 0.757 | 0.913
 148 | Francis Marion       |   2 | 1.235 | 0.910 | 1.525 | 0.912 | 0.997
 149 | Columbia             |   1 | 1.233 | 0.999 | 1.003 | 0.813 | 1.000
 150 | Flagler              |   2 | 1.230 | 1.008 | 1.471 | 0.883 | 1.036
 150 | Concordia Chicago    |   3 | 1.230 | 1.062 | 1.299 | 0.592 | 0.832
 152 | Marietta             |   3 | 1.228 | 0.996 | 1.281 | 0.585 | 0.889
 153 | Florida Tech         |   2 | 1.225 | 0.942 | 1.340 | 0.808 | 1.048
 154 | UC Davis             |   1 | 1.221 | 0.861 | 1.036 | 0.848 | 1.098
 155 | Fresno St.           |   1 | 1.215 | 1.042 | 1.001 | 0.824 | 1.088
 156 | Auburn               |   1 | 1.211 | 1.037 | 0.937 | 0.774 | 1.146
 157 | Emporia St.          |   2 | 1.210 | 1.052 | 1.187 | 0.725 | 0.942
 157 | Loyola Marymount     |   1 | 1.210 | 1.101 | 0.973 | 0.804 | 1.081
 157 | Central Okla.        |   2 | 1.210 | 1.058 | 1.308 | 0.799 | 0.906
 160 | Barry                |   2 | 1.206 | 1.092 | 1.404 | 0.860 | 1.004
 161 | Seton Hill           |   2 | 1.204 | 0.881 | 1.223 | 0.750 | 0.910
 162 | Central Mo.          |   2 | 1.198 | 1.020 | 1.304 | 0.804 | 0.910
 163 | Wis.-La Crosse       |   3 | 1.197 | 1.008 | 1.622 | 0.759 | 0.989
 164 | Samford              |   1 | 1.193 | 1.024 | 1.438 | 1.205 | 1.025
 165 | Canisius             |   1 | 1.191 | 1.096 | 1.157 | 0.971 | 0.915
 166 | Shepherd             |   2 | 1.186 | 0.974 | 1.300 | 0.810 | 0.806
 167 | Chico St.            |   2 | 1.184 | 0.940 | 1.015 | 0.633 | 0.934
 168 | North Florida        |   1 | 1.181 | 1.128 | 1.102 | 0.934 | 1.044
 169 | George Mason         |   1 | 1.180 | 0.997 | 0.991 | 0.840 | 0.944
 170 | Concordia (TX)       |   3 | 1.179 | 0.998 | 1.229 | 0.584 | 0.835
 170 | Ohio St.             |   1 | 1.179 | 0.966 | 1.043 | 0.884 | 1.037
 172 | Central Mich.        |   1 | 1.178 | 1.033 | 1.182 | 1.003 | 0.974
 173 | Trinity (TX)         |   3 | 1.175 | 1.033 | 1.262 | 0.602 | 0.799
 174 | Tarleton St.         |   2 | 1.173 | 1.081 | 1.223 | 0.770 | 0.994
 175 | Augustana (SD)       |   2 | 1.170 | 0.968 | 1.373 | 0.867 | 0.894
 176 | Montevallo           |   2 | 1.168 | 1.088 | 1.574 | 0.995 | 1.070
 177 | Alabama St.          |   1 | 1.162 | 1.022 | 1.253 | 1.079 | 0.904
 178 | Michigan St.         |   1 | 1.160 | 1.012 | 0.942 | 0.812 | 1.044
 179 | William & Mary       |   1 | 1.156 | 1.101 | 1.235 | 1.068 | 0.980
 180 | UALR                 |   1 | 1.153 | 1.090 | 1.051 | 0.911 | 1.080
 181 | Millersville         |   2 | 1.152 | 0.847 | 1.068 | 0.685 | 0.927
 182 | Sacred Heart         |   1 | 1.150 | 0.942 | 1.033 | 0.898 | 0.922
 182 | San Francisco        |   1 | 1.150 | 1.022 | 1.099 | 0.956 | 1.099
 182 | Georgia              |   1 | 1.150 | 1.022 | 1.002 | 0.871 | 1.200
 185 | South Dakota St.     |   1 | 1.149 | 1.075 | 0.889 | 0.774 | 0.956
 186 | St. Cloud St.        |   2 | 1.146 | 0.889 | 1.132 | 0.729 | 0.827
 187 | Oklahoma             |   1 | 1.141 | 1.103 | 1.112 | 0.974 | 1.133
 188 | West Ala.            |   2 | 1.135 | 0.870 | 1.058 | 0.688 | 0.976
 189 | Saint Joseph's       |   1 | 1.134 | 1.025 | 1.097 | 0.967 | 0.899
 190 | Tusculum             |   2 | 1.132 | 1.046 | 1.447 | 0.944 | 0.942
 191 | Valdosta St.         |   2 | 1.131 | 0.914 | 1.529 | 0.999 | 0.975
 192 | UConn                |   1 | 1.128 | 0.934 | 1.012 | 0.897 | 1.047
 193 | Gardner-Webb         |   1 | 1.127 | 1.043 | 0.917 | 0.813 | 0.989
 193 | Ball St.             |   1 | 1.127 | 1.126 | 1.194 | 1.059 | 0.978
 195 | Arizona              |   1 | 1.124 | 1.213 | 0.932 | 0.829 | 1.120
 196 | St. Scholastica      |   3 | 1.123 | 1.011 | 1.323 | 0.660 | 0.750
 197 | Shippensburg         |   2 | 1.122 | 0.946 | 1.105 | 0.728 | 0.932
 198 | Rowan                |   3 | 1.121 | 0.888 | 1.523 | 0.761 | 0.865
 199 | East Stroudsburg     |   2 | 1.117 | 0.886 | 1.352 | 0.894 | 0.873
 199 | Keystone             |   3 | 1.117 | 0.985 | 1.602 | 0.804 | 0.828
 201 | John Carroll         |   3 | 1.115 | 0.959 | 1.582 | 0.795 | 0.867
 202 | Arkansas St.         |   1 | 1.114 | 0.931 | 1.119 | 1.005 | 1.096
 203 | Michigan             |   1 | 1.110 | 0.945 | 0.946 | 0.853 | 1.070
 204 | Dixie St.            |   2 | 1.107 | 1.122 | 1.265 | 0.844 | 0.899
 204 | Stephen F. Austin    |   1 | 1.107 | 0.919 | 1.226 | 1.108 | 1.092
