year,team_name,division_id,count
2014,Flagler,2,34
2013,Southern Ark.,2,34
2014,Barry,2,34
2014,Ark.-Monticello,2,34
2013,Fairleigh Dickinson,1,34
2014,VMI,1,34
2014,Boston College,1,34
2013,Saint Louis,1,34
2014,UNC Pembroke,2,33
2014,McKendree,2,33
2014,Cedarville,2,33
2014,Fort Hays St.,2,33
2013,Truman,2,33
2013,Saint Martin's,2,33
2013,Iona,1,33
2013,NJIT,1,33
2013,Delaware St.,1,33
2014,Southwestern Okla.,2,33
2013,UMBC,1,33
2014,St. Anselm,2,33
2014,Xavier,1,33
2013,Millersville,2,33
2013,Belmont,1,33
2014,Emporia St.,2,33
2014,Angelo St.,2,33
2014,Sam Houston St.,1,33
2014,Central Okla.,2,33
2014,Siena,1,32
2013,Wilmington (DE),2,32
2014,N.C. Central,1,32
2013,Harding,2,32
2014,Virginia,1,32
2013,Mount Olive,2,32
2014,California (PA),2,32
2013,Coppin St.,1,32
2014,Duke,1,32
2014,Holy Cross,1,32
2013,Tex. Permian Basin,2,32
2014,Hartford,1,32
2013,Butler,1,32
2013,Wingate,2,32
2014,Saint Martin's,2,32
2013,Metro St.,2,32
2013,Rhode Island,1,32
2014,Columbia,1,32
2013,UNLV,1,32
2014,Franklin Pierce,2,32
2013,Sacred Heart,1,32
2013,Oregon,1,32
2013,Cal St. East Bay,2,32
2014,Northwestern Okla.,2,32
2014,LIU Brooklyn,1,32
2014,North Dakota,1,31
2013,Missouri S&T,2,31
2014,Seattle,1,31
2013,Bradley,1,31
2014,Eastern Mich.,1,31
2013,Northwestern,1,31
2013,Iowa,1,31
2013,Southwest Baptist,2,31
2014,Iona,1,31
2014,San Diego St.,1,31
2014,UNC Asheville,1,31
2014,Western Mich.,1,31
2013,Young Harris,2,31
2013,Ark.-Monticello,2,31
2013,New Haven,2,31
2014,Bentley,2,31
2013,Gonzaga,1,31
2013,Seton Hill,2,31
2014,Davis & Elkins,2,31
2014,Villanova,1,31
2014,Millersville,2,31
2013,LIU Brooklyn,1,31
2013,Southern Ind.,2,30
2013,Illinois St.,1,30
2014,Concordia-St. Paul,2,30
2014,Marist,1,30
2013,Catawba,2,30
2014,Oakland,1,30
2014,Cal Poly Pomona,2,30
2014,Fresno St.,1,30
2013,Longwood,1,30
2014,Missouri S&T,2,30
2014,Central Wash.,2,30
2013,Milwaukee,1,30
2014,Young Harris,2,30
2014,Monmouth,1,30
2013,Limestone,2,30
2014,Dartmouth,1,30
2014,Northern St.,2,30
2013,Fresno Pacific,2,30
2014,Cincinnati,1,29
2013,Quincy,2,29
2014,Manhattan,1,29
2013,San Francisco,1,29
2014,North Greenville,2,29
2013,Canisius,1,29
2014,California Baptist,2,29
2013,UAB,1,29
2014,Trevecca Nazarene,2,29
2013,Liberty,1,29
2013,Washington,1,29
2013,Temple,1,29
2014,Alcorn,1,29
2014,Cal St. East Bay,2,29
2013,West Ala.,2,29
2013,Boston College,1,28
2013,Cal Poly Pomona,2,28
2013,Colo. Christian,2,28
2013,Norfolk St.,1,28
2014,Concord,2,28
2014,Ole Miss,1,28
2013,Fort Hays St.,2,28
2014,Southwest Baptist,2,28
2014,Minn.-Crookston,2,28
2014,Lubbock Christian,2,28
2014,Felician,2,28
2013,Southwest Minn. St.,2,28
2014,Mo. Western St.,2,27
2013,Ill.-Chicago,1,27
2013,North Georgia,2,27
2013,Augustana (SD),2,27
2013,Stephen F. Austin,1,27
2013,Dartmouth,1,27
2014,Southern Nazarene,2,27
2013,Siena,1,27
2014,Rogers St.,2,27
2014,Wagner,1,27
2014,St. Joseph's (IN),2,27
2013,Northwest Mo. St.,2,27
2013,Kent St.,1,27
2014,Kutztown,2,27
2014,Bloomsburg,2,27
2014,Valdosta St.,2,26
2013,West Ga.,2,26
2013,Coker,2,26
2013,Saint Rose,2,26
2013,Indianapolis,2,26
2014,Stephen F. Austin,1,26
2013,McMurry,2,26
2014,Yale,1,26
2014,Toledo,1,26
2013,Seton Hall,1,26
2014,Tex. A&M Int'l,2,26
2014,Holy Names,2,26
2014,Fairfield,1,26
2014,A&M-Corpus Chris,1,26
2013,Cal St. San B'dino,2,26
2014,Georgetown,1,26
2014,Ohio,1,26
2013,Kutztown,2,26
2013,Rice,1,25
2014,Illinois St.,1,25
2014,Nova Southeastern,2,25
2013,Saint Peter's,1,25
2014,Gardner-Webb,1,25
2014,Texas Southern,1,25
2013,Samford,1,25
2014,Cal St. Dom. Hills,2,25
2014,UConn,1,25
2013,Pfeiffer,2,25
2013,Fla. Southern,2,25
2014,Hawaii Pacific,2,25
2014,Gannon,2,25
2014,UMBC,1,25
2013,Arizona St.,1,25
2013,Niagara,1,25
2014,Rice,1,25
2014,Grand Canyon,1,25
2013,Emporia St.,2,25
2013,Abilene Christian,2,25
2013,Fairfield,1,25
2014,Chico St.,2,24
2013,Chico St.,2,24
2014,Oregon,1,24
2014,Columbus St.,2,24
2014,New Haven,2,24
2013,Okla. Panhandle,2,24
2013,Ole Miss,1,24
2013,Merrimack,2,24
2014,Dowling,2,24
2014,Massachusetts,1,24
2014,Metro St.,2,24
2013,Felician,2,24
2014,Arizona St.,1,24
2014,Norfolk St.,1,24
2014,St. Edward's,2,24
2013,Columbia,1,24
2013,Concordia-St. Paul,2,24
2014,Washburn,2,24
2014,UC Irvine,1,24
2014,UMass Lowell,1,23
2014,Tex. A&M-Kingsville,2,23
2013,Sam Houston St.,1,23
2013,Virginia,1,23
2013,Dayton,1,23
2013,Alcorn,1,23
2013,St. Bonaventure,1,23
2014,Erskine,2,23
2014,Akron,1,23
2014,Pepperdine,1,23
2014,Wayne St. (MI),2,23
2014,St. Thomas Aquinas,2,23
2013,Gannon,2,23
2014,Mo. Southern St.,2,23
2014,Mississippi Val.,1,23
2014,UAB,1,23
2013,Hofstra,1,22
2014,Cal St. San B'dino,2,22
2014,Omaha,1,22
2013,Maine,1,22
2014,North Dakota St.,1,22
2013,UNC Asheville,1,22
2014,Wis.-Parkside,2,22
2014,Ball St.,1,22
2013,King (TN),2,22
2013,Rollins,2,22
2014,Mercyhurst,2,22
2014,Bemidji St.,2,22
2014,Wingate,2,22
2013,San Fran. St.,2,22
2014,UVa-Wise,2,22
2013,Saint Leo,2,22
2014,LIU Post,2,21
2014,Harvard,1,21
2013,Chestnut Hill,2,21
2014,Mount Olive,2,21
2013,NYIT,1,21
2013,Florida A&M,1,21
2014,Seton Hall,1,21
2013,North Dakota,1,21
2013,Ala.-Huntsville,2,21
2013,Central Okla.,2,21
2013,St. Anselm,2,21
2013,Lock Haven,2,21
2014,Northeastern,1,21
2014,Delaware,1,21
2014,Quinnipiac,1,21
2014,Cameron,2,21
2013,N.M. Highlands,2,20
2013,Bellarmine,2,20
2014,Northern Colo.,1,20
2013,Mississippi Val.,1,20
2013,FIU,1,20
2013,Mercyhurst,2,20
2013,Georgia,1,20
2014,Palm Beach Atl.,2,20
2013,Ball St.,1,20
2014,Southern U.,1,20
2013,Quinnipiac,1,20
2014,Grambling,1,20
2013,Hawaii Hilo,2,20
2013,UMES,1,20
2013,Colorado St.-Pueblo,2,20
2013,Princeton,1,20
2013,Davidson,1,20
2013,Northeastern,1,20
2014,Southeastern Okla.,2,19
2014,Samford,1,19
2013,Northern Colo.,1,19
2014,New Mexico St.,1,19
2014,Lincoln (MO),2,19
2013,Northwest Nazarene,2,19
2014,Salem Int'l,2,19
2014,Minn. St. Mankato,2,19
2014,UALR,1,19
2014,Slippery Rock,2,19
2014,Arkansas Tech,2,19
2013,Barry,2,19
2014,Belmont Abbey,2,19
2014,Wilmington (DE),2,19
2013,Minn.-Crookston,2,19
2014,Winona St.,2,19
2014,Saint Joseph's,1,19
2014,Ohio Dominican,2,18
2014,Longwood,1,18
2014,Quincy,2,18
2014,Davidson,1,18
2014,Marshall,1,18
2014,Colorado St.-Pueblo,2,18
2014,George Mason,1,18
2013,Nova Southeastern,2,18
2013,Bloomsburg,2,18
2013,Ohio,1,18
2014,Bryant,1,18
2014,Lindenwood (MO),2,18
2014,Jackson St.,1,18
2014,Cal St. Fullerton,1,18
2013,Georgetown,1,18
2013,Minnesota,1,18
2013,Texas Southern,1,17
2014,South Dakota St.,1,17
2014,Prairie View,1,17
2014,St. John's (NY),1,17
2013,Mt. St. Mary's,1,17
2013,Le Moyne,2,17
2013,Bucknell,1,17
2013,Western Mich.,1,17
2014,Chestnut Hill,2,17
2014,Saint Leo,2,17
2014,California,1,17
2013,Indiana (PA),2,17
2013,Saint Michael's,2,17
2014,Tarleton St.,2,17
2014,Hawaii Hilo,2,17
2013,Santa Clara,1,17
2013,Lake Erie,2,17
2014,Clarion,2,17
2014,Alderson Broaddus,2,16
2014,Long Beach St.,1,16
2013,Albany (NY),1,16
2014,Santa Clara,1,16
2014,Molloy,2,16
2013,N.C. A&T,1,16
2013,UC San Diego,2,16
2014,VCU,1,16
2014,Minn. Duluth,2,16
2013,Findlay,2,16
2014,UC Santa Barbara,1,16
2013,Rider,1,16
2014,Georgia College,2,16
2013,Alderson Broaddus,2,16
2013,Richmond,1,16
2014,Binghamton,1,16
2013,Cornell,1,16
2014,Dayton,1,16
2014,Georgia,1,16
2014,Clemson,1,16
2013,Hawaii Pacific,2,16
2013,North Ala.,2,16
2014,Niagara,1,16
2013,Brown,1,16
2014,Ark.-Pine Bluff,1,16
2014,CSUN,1,15
2013,Saint Joseph's,1,15
2013,William & Mary,1,15
2013,Slippery Rock,2,15
2014,Adams St.,2,15
2013,Clemson,1,15
2013,Binghamton,1,15
2013,Saginaw Valley,2,15
2013,Mansfield,2,15
2013,Lafayette,1,15
2013,Cameron,2,15
2013,East Stroudsburg,2,15
2014,Indiana (PA),2,15
2013,Bowling Green,1,15
2014,Butler,1,15
2013,Central Conn. St.,1,15
2014,San Diego,1,15
2013,Montevallo,2,15
2014,Mary,2,15
2013,UMass Lowell,2,15
2014,Hillsdale,2,15
2013,St. John's (NY),1,15
2014,Sacred Heart,1,15
2014,Rider,1,14
2013,Tarleton St.,2,14
2013,Pace,2,14
2014,Montevallo,2,14
2013,Clarion,2,14
2013,West Chester,2,14
2013,Georgia St.,1,14
2013,Grand Canyon,2,14
2013,Ark.-Pine Bluff,1,14
2014,Georgia St.,1,14
2013,South Fla.,1,14
2013,Alabama A&M,1,14
2013,GRU Augusta,2,14
2013,Shorter,2,14
2013,Manhattan,1,14
2013,Savannah St.,1,14
2013,Jackson St.,1,14
2014,North Ala.,2,14
2013,Stillman,2,14
2013,Palm Beach Atl.,2,14
2014,Pitt.-Johnstown,2,14
2013,Delaware,1,14
2013,Neb.-Kearney,2,14
2014,Florida A&M,1,14
2014,La Salle,1,14
2013,St. Mary's (TX),2,14
2013,N.C. Central,1,14
2013,East Central,2,13
2014,Washington,1,13
2014,Lewis,2,13
2014,Southern N.H.,2,13
2014,Maine,1,13
2014,Drury,2,13
2013,Lindenwood (MO),2,13
2013,William Jewell,2,13
2013,Lincoln (MO),2,13
2013,North Greenville,2,13
2013,Assumption,2,13
2014,Stony Brook,1,13
2014,Assumption,2,13
2013,Pittsburg St.,2,13
2014,Brown,1,13
2014,UNC Greensboro,1,13
2013,Bemidji St.,2,13
2014,St. Bonaventure,1,12
2013,Fordham,1,12
2014,East Central,2,12
2014,Henderson St.,2,12
2014,McMurry,2,12
2014,Rockhurst,2,12
2013,Stonehill,2,12
2013,Adelphi,2,12
2014,NYIT,1,12
2014,Mont. St. Billings,2,12
2014,Army,1,12
2014,St. Cloud St.,2,12
2014,Saint Rose,2,12
2013,Paine,2,12
2013,Belmont Abbey,2,12
2013,Regis (CO),2,12
2014,Lafayette,1,12
2014,Delta St.,2,12
2014,West Florida,2,12
2014,NJIT,1,12
2014,Newman,2,12
2014,Princeton,1,12
2013,Wis.-Parkside,2,12
2014,Upper Iowa,2,11
2014,Minot St.,2,11
2013,Henderson St.,2,11
2013,St. Thomas Aquinas,2,11
2014,Saint Michael's,2,11
2014,Coppin St.,1,11
2013,Newman,2,11
2014,Ill.-Springfield,2,11
2013,Penn,1,11
2013,Cincinnati,1,11
2014,Wayne St. (NE),2,11
2013,Erskine,2,11
2014,Pfeiffer,2,11
2014,IPFW,1,11
2014,UMES,1,11
2014,Rollins,2,11
2014,Notre Dame (OH),2,11
2014,Stonehill,2,11
2013,Bloomfield,2,11
2013,Old Dominion,1,10
2013,Grambling,1,10
2014,Colo. Christian,2,10
2014,Penn,1,10
2014,Delaware St.,1,10
2013,Minn. Duluth,2,10
2014,Pittsburg St.,2,10
2014,Findlay,2,10
2014,Le Moyne,2,10
2013,Grand Valley St.,2,10
2014,Saint Peter's,1,10
2013,Armstrong,2,10
2014,Temple,1,10
2013,Ill.-Springfield,2,10
2014,West Ala.,2,10
2013,Colorado Mines,2,10
2013,Buffalo,1,10
2014,Albany (NY),1,10
2013,Fairmont St.,2,10
2013,Yale,1,10
2014,Neb.-Kearney,2,10
2014,Tiffin,2,10
2014,Alabama A&M,1,10
2014,St. Mary's (TX),2,9
2013,Harvard,1,9
2013,Cal St. Stanislaus,2,9
2013,Lincoln Memorial,2,9
2013,Adams St.,2,9
2014,Dominican (NY),2,9
2013,Western Ill.,1,9
2014,Albany St. (GA),2,9
2013,Lincoln (PA),2,9
2014,Ark.-Fort Smith,2,9
2013,Lander,2,9
2014,Armstrong,2,9
2013,Chowan,2,9
2014,Northwest Mo. St.,2,9
2014,Rhode Island,1,9
2014,Lock Haven,2,9
2014,Adelphi,2,9
2013,Toledo,1,9
2013,Maryville (MO),2,9
2013,Lenoir-Rhyne,2,9
2014,Mt. St. Mary's,1,9
2014,William Jewell,2,9
2014,Ouachita Baptist,2,9
2013,Ohio Dominican,2,9
2013,St. Cloud St.,2,9
2014,West Virginia St.,2,9
2014,Cornell,1,9
2014,Richmond,1,9
2014,Queens (NY),2,9
2013,Ga. Southwestern,2,9
2013,Philadelphia U.,2,9
2014,Ashland,2,9
2013,Notre Dame (OH),2,8
2013,Union (TN),2,8
2014,S.C. Aiken,2,8
2014,Bucknell,1,8
2013,Southern U.,1,8
2014,Concordia (NY),2,8
2014,Wheeling Jesuit,2,8
2013,Drury,2,8
2014,East Stroudsburg,2,8
2014,UC Riverside,1,8
2014,Walsh,2,8
2014,Bridgeport,2,8
2014,Okla. Christian,2,8
2014,West Chester,2,8
2014,Central Conn. St.,1,8
2014,American Int'l,2,8
2014,Mansfield,2,8
2014,Regis (CO),2,8
2014,West Liberty,2,8
2013,Ark.-Fort Smith,2,8
2014,Northwest Nazarene,2,8
2013,Brevard,2,8
2013,Tex. A&M Int'l,2,8
2013,American Int'l,2,8
2013,Army West Point,1,8
2014,West Ga.,2,8
2013,Ky. Wesleyan,2,8
2013,USciences,2,8
2013,Cal St. Dom. Hills,2,8
2014,Lander,2,7
2014,North Georgia,2,7
2014,Tex. Permian Basin,2,7
2013,Prairie View,1,7
2013,Eckerd,2,7
2013,Post,2,7
2013,Salem Int'l,2,7
2014,Brevard,2,7
2013,Lehigh,1,7
2014,Ohio Valley,2,7
2013,Albany St. (GA),2,7
2014,Catawba,2,7
2014,Maryville (MO),2,7
2013,Northern St.,2,7
2013,Tusculum,2,7
2013,Southern Conn. St.,2,7
2013,South Dakota St.,1,7
2013,Ashland,2,7
2014,USciences,2,7
2013,St. Joseph's (IN),2,7
2013,Carson-Newman,2,7
2013,Southeastern Okla.,2,7
2014,Lake Erie,2,7
2014,Fairmont St.,2,7
2014,Lincoln Memorial,2,7
2013,Oakland,1,7
2014,Lenoir-Rhyne,2,6
2014,Southern Conn. St.,2,6
2014,Paine,2,6
2014,Post,2,6
2014,Lehigh,1,6
2013,Tuskegee,2,6
2014,Ky. Wesleyan,2,6
2014,GRU Augusta,2,6
2014,Philadelphia U.,2,6
2014,Sioux Falls,2,6
2014,LeMoyne-Owen,2,6
