year,team_name,division_id,count
2013,Benedict,2,6
2013,S.C. Aiken,2,6
2013,Minn. St. Mankato,2,6
2014,Urbana,2,6
2013,Mo.-St. Louis,2,6
2013,Winona St.,2,6
2013,LeMoyne-Owen,2,6
2014,Saint Augustine's,2,6
2013,Sioux Falls,2,6
2014,Merrimack,2,6
2013,Southern Nazarene,2,6
2014,Oakland City,2,6
2014,Ga. Southwestern,2,6
2013,Newberry,2,6
2014,Malone,2,6
2014,Pace,2,6
2014,Glenville St.,2,6
2014,Mo.-St. Louis,2,6
2014,Coker,2,5
2013,Urbana,2,5
2013,Glenville St.,2,5
2013,Minot St.,2,5
2013,Omaha,1,5
2014,Mercy,2,5
2013,Wayne St. (NE),2,5
2013,Bridgeport,2,5
2013,Dominican (NY),2,5
2013,Lewis,2,5
2014,Tusculum,2,5
2014,Saginaw Valley,2,5
2014,Union (TN),2,5
2014,Bluefield St.,2,5
2013,Molloy,2,5
2013,West Va. Wesleyan,2,5
2013,West Virginia St.,2,5
2013,Anderson (SC),2,5
2014,UNCG,1,5
2013,Ohio Valley,2,5
2013,Concordia (NY),2,4
2014,Rhodes,3,4
2014,Shorter,2,4
2014,Mars Hill,2,4
2014,Tuskegee,2,4
2013,Wheeling Jesuit,2,4
2013,Southwestern Okla.,2,4
2013,Hillsdale,2,4
2014,Stillman,2,4
2014,Nyack,2,4
2013,Charleston (WV),2,4
2013,Ouachita Baptist,2,4
2013,Northwood (MI),2,4
2014,Shepherd,2,4
2013,IPFW,1,4
2014,Western Ill.,1,4
2013,Miles,2,4
2014,Colorado Mines,2,4
2014,Okla. Panhandle,2,4
2014,Chowan,2,4
2013,Winston-Salem,2,4
2014,West Va. Wesleyan,2,4
2013,North Dakota St.,1,3
2013,Saint Augustine's,2,3
2013,Malone,2,3
2013,Pacific Lutheran,3,3
2013,Mars Hill,2,3
2013,West Liberty,2,3
2013,Oakland City,2,3
2014,Caldwell,2,3
2014,Claflin,2,3
2014,Lane,2,3
2013,Nyack,2,3
2013,Caldwell,2,3
2013,Bluefield St.,2,3
2013,Wayne St. (MI),2,3
2013,Pitt.-Johnstown,2,2
2014,Edgewood,3,2
2013,Shaw,2,2
2014,Newberry,2,2
2013,Upper Iowa,2,2
2014,Bridgewater (VA),3,2
2014,Augsburg,3,2
2013,Claflin,2,2
2013,Saint John's (MN),3,2
2013,Eureka,3,2
2013,Shepherd,2,2
2014,Carson-Newman,2,2
2013,Tiffin,2,2
2013,Walsh,2,2
2013,Rockhurst,2,2
2013,MacMurray,3,2
2014,Northwood (MI),2,2
2014,Charleston (WV),2,2
2014,Lincoln (PA),2,2
2014,Anderson (SC),2,2
2014,Puget Sound,3,2
2013,Davis & Elkins,2,2
2013,Clark Atlanta,2,2
2013,Baldwin Wallace,3,1
2013,Wis. Lutheran,3,1
2013,Ill. Wesleyan,3,1
2014,Chapman,3,1
2013,DePauw,3,1
2014,Winston-Salem,2,1
2014,Illinois Col.,3,1
2013,Whitworth,3,1
2013,Anna Maria,3,1
2014,Albion,3,1
2014,Wheaton (IL),3,1
2013,Mercy,2,1
2013,Edgewood,3,1
2013,Illinois Col.,3,1
2013,Washington-St. Louis,3,1
2013,Otterbein,3,1
2013,Wilmington (OH),3,1
2013,Albright,3,1
2013,Kalamazoo,3,1
2014,Ill. Wesleyan,3,1
2014,Pacific Lutheran,3,1
2013,Calvin,3,1
2014,Concordia-M'head,3,1
2014,MSOE,3,1
2014,Ohio Northern,3,1
2014,Miles,2,1
2014,Clark Atlanta,2,1
2013,UNC Greensboro,1,1
2014,Benedict,2,1
2013,Rhodes,3,1
2013,Olivet,3,1
2013,Concordia Chicago,3,1
2013,Cedarville,2,1
2013,Rockford,3,1
2013,Chicago,3,1
2013,Amherst,3,1
2014,Farmingdale St.,3,1
2014,Bloomfield,2,1
2014,Louisiana Col.,3,1
2014,Albright,3,1
2013,Earlham,3,1
2013,Carroll (WI),3,1
2013,Maryville (TN),3,1
2013,Immaculata,3,1
2014,Wis. Lutheran,3,1
2013,LIU Post,2,1
