BEGIN
 year |       team_name       | division_id | count 
 2014 | Missouri              |           1 |    49
 2012 | Appalachian St.       |           1 |    49
 2013 | Baylor                |           1 |    49
 2012 | Fla. Atlantic         |           1 |    49
 2013 | Youngstown St.        |           1 |    49
 2012 | Northern Colo.        |           1 |    49
 2014 | Texas A&M             |           1 |    49
 2013 | Murray St.            |           1 |    49
 2014 | High Point            |           1 |    49
 2014 | Nevada                |           1 |    49
 2013 | San Jose St.          |           1 |    49
 2012 | Eastern Ky.           |           1 |    49
 2012 | Virginia Tech         |           1 |    49
 2012 | Tennessee             |           1 |    49
 2012 | Wofford               |           1 |    49
 2014 | Mercer                |           1 |    49
 2013 | Col. of Charleston    |           1 |    49
 2012 | Michigan              |           1 |    49
 2012 | Purdue                |           1 |    49
 2012 | UALR                  |           1 |    49
 2012 | UNCW                  |           1 |    49
 2014 | Evansville            |           1 |    49
 2014 | South Fla.            |           1 |    48
 2013 | Louisiana Tech        |           1 |    48
 2014 | Charlotte             |           1 |    48
 2014 | Illinois              |           1 |    48
 2012 | A&M-Corpus Chris      |           1 |    48
 2012 | Nicholls St.          |           1 |    48
 2013 | Arkansas St.          |           1 |    48
 2014 | Incarnate Word        |           1 |    48
 2013 | Texas Tech            |           1 |    48
 2014 | Maryland              |           1 |    48
 2012 | UCLA                  |           1 |    48
 2014 | South Ala.            |           1 |    48
 2014 | Miami (OH)            |           1 |    48
 2014 | Oral Roberts          |           1 |    48
 2014 | Southeast Mo. St.     |           1 |    48
 2014 | West Virginia         |           1 |    48
 2012 | William & Mary        |           1 |    48
 2013 | Loyola Marymount      |           1 |    48
 2014 | Indiana               |           1 |    48
 2013 | Tennessee             |           1 |    48
 2012 | Kent St.              |           1 |    48
 2012 | Missouri St.          |           1 |    48
 2013 | Northern Ky.          |           1 |    48
 2012 | Radford               |           1 |    48
 2012 | Texas                 |           1 |    48
 2014 | Oregon St.            |           1 |    48
 2014 | Arkansas St.          |           1 |    48
 2013 | Notre Dame            |           1 |    48
 2013 | Wright St.            |           1 |    48
 2014 | Fresno Pacific        |           2 |    48
 2012 | Creighton             |           1 |    48
 2013 | Wake Forest           |           1 |    48
 2012 | Pacific               |           1 |    48
 2013 | Indiana               |           1 |    48
 2012 | Stephen F. Austin     |           1 |    48
 2013 | West Virginia         |           1 |    48
 2012 | Gardner-Webb          |           1 |    48
 2013 | Illinois              |           1 |    47
 2014 | Tennessee             |           1 |    47
 2014 | Belmont               |           1 |    47
 2014 | Furman                |           1 |    47
 2013 | Missouri St.          |           1 |    47
 2013 | Tex. A&M-Kingsville   |           2 |    47
 2012 | Bakersfield           |           1 |    47
 2014 | La.-Monroe            |           1 |    47
 2013 | Delta St.             |           2 |    47
 2013 | Texas                 |           1 |    47
 2012 | Seattle               |           1 |    47
 2014 | Bethune-Cookman       |           1 |    47
 2012 | Auburn                |           1 |    47
 2013 | High Point            |           1 |    47
 2012 | Wake Forest           |           1 |    47
 2014 | Tampa                 |           2 |    47
 2014 | Old Dominion          |           1 |    47
 2012 | Stetson               |           1 |    47
 2012 | Monmouth              |           1 |    47
 2013 | VMI                   |           1 |    47
 2013 | La.-Monroe            |           1 |    47
 2012 | UT Martin             |           1 |    47
 2013 | Stanford              |           1 |    47
 2013 | Alabama St.           |           1 |    47
 2012 | Loyola Marymount      |           1 |    47
 2012 | Saint Louis           |           1 |    47
 2014 | Northwestern          |           1 |    47
 2014 | Air Force             |           1 |    47
 2012 | UC Santa Barbara      |           1 |    47
 2013 | A&M-Corpus Chris      |           1 |    47
 2012 | Miami (OH)            |           1 |    47
 2014 | UNLV                  |           1 |    47
 2012 | Houston               |           1 |    46
 2015 | Oklahoma              |           1 |    46
 2013 | Tex.-Pan American     |           1 |    46
 2013 | Arizona               |           1 |    46
 2014 | Pacific               |           1 |    46
 2014 | Elon                  |           1 |    46
 2012 | UNLV                  |           1 |    46
 2012 | Towson                |           1 |    46
 2012 | UNCG                  |           1 |    46
 2013 | UC Riverside          |           1 |    46
 2012 | Oregon St.            |           1 |    46
 2012 | La.-Lafayette         |           1 |    46
 2013 | Sonoma St.            |           2 |    46
 2013 | UNCW                  |           1 |    46
 2012 | Rhode Island          |           1 |    46
 2013 | UConn                 |           1 |    46
 2013 | Appalachian St.       |           1 |    46
 2014 | Wichita St.           |           1 |    46
 2013 | McNeese St.           |           1 |    46
 2013 | Western Ore.          |           2 |    46
 2014 | New Orleans           |           1 |    46
 2012 | Jacksonville St.      |           1 |    46
 2013 | Nevada                |           1 |    45
 2013 | Southern California   |           1 |    45
 2015 | Mississippi St.       |           1 |    45
 2013 | VCU                   |           1 |    45
 2012 | VCU                   |           1 |    45
 2013 | Duke                  |           1 |    45
 2013 | West Tex. A&M         |           2 |    45
 2014 | Tulane                |           1 |    45
 2014 | East Tenn. St.        |           1 |    45
 2014 | Tex.-Pan American     |           1 |    45
 2014 | Notre Dame            |           1 |    45
 2014 | Houston               |           1 |    45
 2014 | Central Mich.         |           1 |    45
 2013 | Winthrop              |           1 |    45
 2014 | Alabama St.           |           1 |    45
 2014 | Loyola Marymount      |           1 |    45
 2014 | Utah Valley           |           1 |    45
 2012 | Western Caro.         |           1 |    45
 2014 | UCF                   |           1 |    45
 2013 | Missouri              |           1 |    45
 2013 | Pepperdine            |           1 |    45
 2012 | Portland              |           1 |    45
 2012 | CSUN                  |           1 |    45
 2013 | New Orleans           |           1 |    45
 2013 | Hawaii                |           1 |    45
 2012 | Washington St.        |           1 |    45
 2014 | UCLA                  |           1 |    45
 2013 | Ohio St.              |           1 |    45
 2014 | Kent St.              |           1 |    45
 2013 | SIUE                  |           1 |    45
 2014 | Ill.-Chicago          |           1 |    44
 2013 | West Florida          |           2 |    44
 2015 | UC San Diego          |           2 |    44
 2012 | Fordham               |           1 |    44
 2014 | Austin Peay           |           1 |    44
 2012 | Winthrop              |           1 |    44
 2012 | Long Beach St.        |           1 |    44
 2014 | Virginia Tech         |           1 |    44
 2013 | Indiana St.           |           1 |    44
 2012 | VMI                   |           1 |    44
 2014 | Arizona               |           1 |    44
 2015 | Arkansas              |           1 |    44
 2013 | Monmouth              |           1 |    44
 2012 | Southeastern La.      |           1 |    44
 2012 | UC Davis              |           1 |    44
 2013 | UT Martin             |           1 |    44
 2012 | Illinois              |           1 |    44
 2015 | Southeastern La.      |           1 |    44
 2015 | UCF                   |           1 |    44
 2012 | North Carolina        |           1 |    44
 2013 | Western Caro.         |           1 |    44
 2012 | Louisiana Tech        |           1 |    44
 2012 | UC Irvine             |           1 |    44
 2014 | Valparaiso            |           1 |    44
 2014 | Youngstown St.        |           1 |    44
 2015 | South Carolina        |           1 |    44
 2012 | Utah Valley           |           1 |    44
 2014 | Central Ark.          |           1 |    44
 2012 | Tex.-Pan American     |           1 |    44
 2013 | Valdosta St.          |           2 |    44
 2012 | Eastern Mich.         |           1 |    44
 2014 | William & Mary        |           1 |    44
 2012 | Youngstown St.        |           1 |    44
 2013 | Portland              |           1 |    44
 2015 | Bethune-Cookman       |           1 |    44
 2014 | North Florida         |           1 |    43
 2015 | San Fran. St.         |           2 |    43
 2013 | Morehead St.          |           1 |    43
 2012 | George Washington     |           1 |    43
 2014 | Western Caro.         |           1 |    43
 2012 | Santa Clara           |           1 |    43
 2014 | Milwaukee             |           1 |    43
 2013 | New Mexico St.        |           1 |    43
 2015 | East Tenn. St.        |           1 |    43
 2015 | Emporia St.           |           2 |    43
 2014 | Cal St. L.A.          |           2 |    43
 2014 | Morehead St.          |           1 |    43
 2013 | Valparaiso            |           1 |    43
 2014 | King (TN)             |           2 |    43
 2015 | Wofford               |           1 |    43
 2014 | Cal Poly              |           1 |    43
 2014 | San Fran. St.         |           2 |    43
 2012 | Wright St.            |           1 |    43
 2015 | LSU                   |           1 |    43
 2014 | Troy                  |           1 |    43
 2015 | Shippensburg          |           2 |    43
 2013 | Villanova             |           1 |    43
 2014 | Louisiana Tech        |           1 |    43
 2013 | Lynn                  |           2 |    43
 2012 | East Tenn. St.        |           1 |    43
 2015 | East Carolina         |           1 |    43
 2015 | Stetson               |           1 |    43
 2015 | Texas A&M             |           1 |    43
 2012 | Villanova             |           1 |    43
 2015 | Houston               |           1 |    43
 2015 | High Point            |           1 |    43
 2015 | Texas St.             |           1 |    43
 2015 | Fla. Atlantic         |           1 |    43
 2014 | Creighton             |           1 |    43
 2012 | North Florida         |           1 |    43
 2012 | Ball St.              |           1 |    43
 2014 | Wright St.            |           1 |    43
 2013 | Northwestern St.      |           1 |    43
 2014 | Southern California   |           1 |    43
 2012 | Rutgers               |           1 |    43
 2012 | Texas St.             |           1 |    42
 2013 | Shippensburg          |           2 |    42
 2012 | Marshall              |           1 |    42
 2014 | Hawaii                |           1 |    42
 2014 | Harding               |           2 |    42
 2014 | Christian Bros.       |           2 |    42
 2015 | Ga. Southern          |           1 |    42
 2014 | FIU                   |           1 |    42
 2014 | St. Mary's (CA)       |           1 |    42
 2013 | Azusa Pacific         |           2 |    42
 2013 | Washington St.        |           1 |    42
 2014 | James Madison         |           1 |    42
 2012 | Penn St.              |           1 |    42
 2012 | Gonzaga               |           1 |    42
 2013 | Rutgers               |           1 |    42
 2012 | Wagner                |           1 |    42
 2013 | Maryland              |           1 |    42
 2014 | Canisius              |           1 |    42
 2014 | Northeastern St.      |           2 |    42
 2014 | West Tex. A&M         |           2 |    42
 2014 | Seton Hill            |           2 |    42
 2013 | Evansville            |           1 |    42
 2013 | Southeastern La.      |           1 |    42
 2013 | Dixie St.             |           2 |    42
 2012 | Houston Baptist       |           1 |    42
 2015 | Auburn                |           1 |    42
 2013 | George Washington     |           1 |    42
 2012 | Indiana               |           1 |    42
 2013 | Chicago St.           |           1 |    42
 2012 | Citadel               |           1 |    42
 2013 | Cal St. Monterey Bay  |           2 |    42
 2014 | UNCW                  |           1 |    42
 2014 | Lynn                  |           2 |    42
 2015 | Nebraska              |           1 |    42
 2015 | Virginia Tech         |           1 |    42
 2013 | Towson                |           1 |    42
 2012 | Mercer                |           1 |    42
 2014 | Academy of Art        |           2 |    42
 2013 | Angelo St.            |           2 |    42
 2013 | UNCG                  |           1 |    42
 2015 | Rutgers               |           1 |    42
 2015 | Texas Tech            |           1 |    41
 2013 | California            |           1 |    41
 2013 | Presbyterian          |           1 |    41
 2014 | Liberty               |           1 |    41
 2015 | Central Mo.           |           2 |    41
 2013 | Gardner-Webb          |           1 |    41
 2015 | La.-Monroe            |           1 |    41
 2012 | Canisius              |           1 |    41
 2013 | Houston Baptist       |           1 |    41
 2015 | Arizona               |           1 |    41
 2013 | North Florida         |           1 |    41
 2013 | Eastern Mich.         |           1 |    41
 2014 | Washington St.        |           1 |    41
 2015 | TCU                   |           1 |    41
 2015 | Illinois              |           1 |    41
 2014 | Charleston So.        |           1 |    41
 2014 | Eastern Ky.           |           1 |    41
 2015 | Kansas                |           1 |    41
 2015 | Sonoma St.            |           2 |    41
 2012 | San Jose St.          |           1 |    41
 2014 | UT Martin             |           1 |    41
 2014 | Houston Baptist       |           1 |    41
 2013 | Utah Valley           |           1 |    41
 2015 | Mercer                |           1 |    41
 2014 | Chicago St.           |           1 |    41
 2012 | North Dakota St.      |           1 |    41
 2013 | Georgia College       |           2 |    41
 2015 | Miami (FL)            |           1 |    41
 2015 | Georgia Tech          |           1 |    41
 2012 | Xavier                |           1 |    41
 2015 | FGCU                  |           1 |    41
 2015 | Coastal Caro.         |           1 |    41
 2015 | USC Upstate           |           1 |    41
 2015 | Col. of Charleston    |           1 |    41
 2015 | La.-Lafayette         |           1 |    41
 2012 | Georgia St.           |           1 |    41
 2015 | Jacksonville St.      |           1 |    41
 2015 | Oklahoma St.          |           1 |    41
 2015 | Tulane                |           1 |    41
 2015 | Cal Poly Pomona       |           2 |    41
 2013 | Northern Ill.         |           1 |    41
 2014 | Dixie St.             |           2 |    40
 2014 | Kennesaw St.          |           1 |    40
 2012 | Navy                  |           1 |    40
 2015 | FIU                   |           1 |    40
 2013 | San Diego             |           1 |    40
 2013 | Mont. St. Billings    |           2 |    40
 2015 | South Ala.            |           1 |    40
 2012 | Oakland               |           1 |    40
 2015 | Elon                  |           1 |    40
 2013 | Fla. Atlantic         |           1 |    40
 2013 | Michigan St.          |           1 |    40
 2013 | Bethune-Cookman       |           1 |    40
 2012 | Presbyterian          |           1 |    40
 2015 | Wake Forest           |           1 |    40
 2015 | Towson                |           1 |    40
 2013 | Eastern Ill.          |           1 |    40
 2013 | Xavier                |           1 |    40
 2013 | Stony Brook           |           1 |    40
 2014 | Gonzaga               |           1 |    40
 2012 | Minnesota             |           1 |    40
 2015 | Washington St.        |           1 |    40
 2014 | Presbyterian          |           1 |    40
 2012 | Western Mich.         |           1 |    40
 2013 | Radford               |           1 |    40
 2015 | Florida               |           1 |    40
 2015 | Louisville            |           1 |    40
 2012 | Lamar                 |           1 |    40
 2013 | Northeastern St.      |           2 |    40
 2013 | Pittsburgh            |           1 |    40
 2014 | N.C. A&T              |           1 |    40
 2012 | UAB                   |           1 |    40
 2014 | Southwest Minn. St.   |           2 |    40
 2014 | Azusa Pacific         |           2 |    40
 2014 | Cal St. Monterey Bay  |           2 |    40
 2015 | Citadel               |           1 |    40
 2015 | Campbell              |           1 |    40
 2013 | St. Edward's          |           2 |    40
 2015 | Angelo St.            |           2 |    40
 2015 | McNeese St.           |           1 |    40
 2015 | Navy                  |           1 |    40
 2013 | McKendree             |           2 |    40
 2014 | UC Davis              |           1 |    40
 2015 | Baylor                |           1 |    40
 2012 | Alabama St.           |           1 |    40
 2015 | A&M-Corpus Chris      |           1 |    39
 2013 | California (PA)       |           2 |    39
 2015 | Presbyterian          |           1 |    39
 2015 | Nicholls St.          |           1 |    39
 2015 | Austin Peay           |           1 |    39
 2013 | Colorado Mesa         |           2 |    39
 2015 | Seton Hill            |           2 |    39
 2015 | St. Mary's (CA)       |           1 |    39
 2013 | BYU                   |           1 |    39
 2015 | UNCW                  |           1 |    39
 2012 | Milwaukee             |           1 |    39
 2013 | Barton                |           2 |    39
 2015 | Kentucky              |           1 |    39
 2015 | Cal St. East Bay      |           2 |    39
 2014 | Utah                  |           1 |    39
 2015 | Mississippi Col.      |           2 |    39
 2014 | Fairleigh Dickinson   |           1 |    39
 2013 | Central Mo.           |           2 |    39
 2012 | McNeese St.           |           1 |    39
 2015 | Air Force             |           1 |    39
 2013 | Point Loma            |           2 |    39
 2014 | Middle Tenn.          |           1 |    39
 2015 | Tex.-Pan American     |           1 |    39
 2013 | Mo. Western St.       |           2 |    39
 2015 | North Carolina        |           1 |    39
 2013 | Mo. Southern St.      |           2 |    39
 2013 | Seattle               |           1 |    39
 2013 | Texas-Arlington       |           1 |    39
 2014 | N.M. Highlands        |           2 |    39
 2013 | Air Force             |           1 |    39
 2014 | Penn St.              |           1 |    39
 2014 | FGCU                  |           1 |    39
 2013 | Akron                 |           1 |    39
 2013 | Pacific               |           1 |    39
 2013 | Marshall              |           1 |    39
 2015 | Appalachian St.       |           1 |    39
 2014 | Bowling Green         |           1 |    39
 2014 | Sonoma St.            |           2 |    39
 2013 | Bentley               |           2 |    39
 2015 | Cal St. Dom. Hills    |           2 |    39
 2013 | Academy of Art        |           2 |    39
 2014 | Limestone             |           2 |    39
 2013 | TCU                   |           1 |    38
 2012 | James Madison         |           1 |    38
 2012 | Northern Ill.         |           1 |    38
 2015 | San Francisco         |           1 |    38
 2015 | Tennessee Tech        |           1 |    38
 2012 | Bethune-Cookman       |           1 |    38
 2015 | Tex. A&M-Kingsville   |           2 |    38
 2013 | Purdue                |           1 |    38
 2014 | Western Ore.          |           2 |    38
 2014 | Cal St. Stanislaus    |           2 |    38
 2015 | Wright St.            |           1 |    38
 2014 | Indiana St.           |           1 |    38
 2013 | Nicholls St.          |           1 |    38
 2014 | Lipscomb              |           1 |    38
 2015 | Washburn              |           2 |    38
 2014 | Indianapolis          |           2 |    38
 2015 | Michigan              |           1 |    38
 2014 | Texas-Arlington       |           1 |    38
 2015 | Western Ky.           |           1 |    38
 2014 | Fla. Southern         |           2 |    38
 2014 | Saint Louis           |           1 |    38
 2013 | Marist                |           1 |    38
 2015 | Furman                |           1 |    38
 2014 | Eckerd                |           2 |    38
 2015 | Charlotte             |           1 |    38
 2015 | Southern Ark.         |           2 |    38
 2014 | New Mexico            |           1 |    38
 2014 | Southern Ark.         |           2 |    38
 2015 | Cal St. L.A.          |           2 |    38
 2013 | James Madison         |           1 |    38
 2014 | SIUE                  |           1 |    38
 2014 | Lee                   |           2 |    38
 2015 | Southern Miss.        |           1 |    38
 2014 | Point Loma            |           2 |    38
 2015 | Vanderbilt            |           1 |    38
 2014 | Colorado Mesa         |           2 |    37
 2015 | Indiana St.           |           1 |    37
 2015 | Sacramento St.        |           1 |    37
 2014 | Shippensburg          |           2 |    37
 2015 | Arizona St.           |           1 |    37
 2013 | Eastern N.M.          |           2 |    37
 2015 | Old Dominion          |           1 |    37
 2014 | Iowa                  |           1 |    37
 2014 | Fla. Atlantic         |           1 |    37
 2015 | Oregon St.            |           1 |    37
 2015 | Southeast Mo. St.     |           1 |    37
 2014 | Truman                |           2 |    37
 2015 | New Orleans           |           1 |    37
 2015 | Abilene Christian     |           1 |    37
 2014 | Bellarmine            |           2 |    37
 2014 | Purdue                |           1 |    37
 2015 | North Florida         |           1 |    37
 2013 | Cal St. Fullerton     |           1 |    37
 2015 | Purdue                |           1 |    37
 2013 | Francis Marion        |           2 |    37
 2013 | UNC Pembroke          |           2 |    37
 2015 | Notre Dame            |           1 |    37
 2015 | North Georgia         |           2 |    37
 2013 | Central Wash.         |           2 |    37
 2012 | Boston College        |           1 |    37
 2015 | New Mexico            |           1 |    37
 2013 | Washburn              |           2 |    37
 2015 | West Tex. A&M         |           2 |    37
 2015 | Troy                  |           1 |    37
 2015 | North Carolina St.    |           1 |    37
 2015 | Cal St. Stanislaus    |           2 |    37
 2014 | San Francisco         |           1 |    37
 2015 | Loyola Marymount      |           1 |    37
 2014 | Eastern N.M.          |           2 |    37
 2014 | George Washington     |           1 |    37
 2013 | Jacksonville          |           1 |    37
 2015 | Cal St. Monterey Bay  |           2 |    37
 2013 | New Mexico            |           1 |    37
 2013 | Incarnate Word        |           2 |    37
 2013 | Navy                  |           1 |    37
 2015 | Valdosta St.          |           2 |    37
 2013 | Kean                  |           3 |    37
 2014 | Buffalo               |           1 |    37
 2013 | George Mason          |           1 |    36
 2015 | Dixie St.             |           2 |    36
 2012 | Fairleigh Dickinson   |           1 |    36
 2012 | St. Mary's (CA)       |           1 |    36
 2013 | Massachusetts         |           1 |    36
 2013 | Holy Cross            |           1 |    36
 2015 | Florida St.           |           1 |    36
 2015 | Stephen F. Austin     |           1 |    36
 2014 | Francis Marion        |           2 |    36
 2015 | Azusa Pacific         |           2 |    36
 2013 | Wagner                |           1 |    36
 2012 | La Salle              |           1 |    36
 2013 | Miami (OH)            |           1 |    36
 2014 | Florida Tech          |           2 |    36
 2013 | Central Ark.          |           1 |    36
 2015 | Lipscomb              |           1 |    36
 2014 | BYU                   |           1 |    36
 2015 | South Fla.            |           1 |    36
 2014 | Grand Valley St.      |           2 |    36
 2013 | Penn St.              |           1 |    36
 2015 | King (TN)             |           2 |    36
 2015 | Fresno Pacific        |           2 |    36
 2013 | San Diego St.         |           1 |    36
 2014 | Barton                |           2 |    36
 2014 | Augustana (SD)        |           2 |    36
 2014 | Savannah St.          |           1 |    36
 2015 | Sam Houston St.       |           1 |    36
 2012 | Stanford              |           1 |    36
