Allan Hancock
Canyons,29,Anthony Torres......,9.00,0,0,2,0,-,-,0,1.0,3,1,1,0,2,-,1,-,6,.500,-,-,-,-,-
Canyons,31,Gael Esparza........,12.27,0,2,8,2,-,-,0,14.2,29,21,20,12,12,7,2,-,70,.414,3,4,3,1,1
Cerro Coso
Cerro Coso,31,Andre Davis.........,0.00,0,0,3,0,-,-,0,1.0,1,2,0,1,1,-,-,-,5,.200,-,1,-,-,-
Cerro Coso,22,Derek Pauselius.....,1.80,2,0,13,0,-,-,0,15.0,13,4,3,8,11,-,-,1,55,.236,1,1,-,-,-
Cerro Coso,34,Jack Veronin........,1.93,0,0,5,0,-,-,0,4.2,5,2,1,1,3,-,-,-,19,.263,2,3,-,-,-
Cerro Coso,33,Matt Narahara.......,2.02,4,1,12,9,-,-,0,58.0,46,20,13,31,31,5,1,2,204,.225,2,3,-,-,3
Cerro Coso,21,Kevin Corey.........,2.77,3,6,14,11,-,-,1,61.2,57,30,19,18,43,7,1,1,231,.247,2,6,2,1,6
Cerro Coso,10,Juan Padilla........,3.10,2,1,9,2,-,-,0,20.1,25,15,7,9,9,5,-,1,88,.284,7,3,-,1,1
Cerro Coso,20,Logan Truex.........,3.70,4,3,11,9,1,-,0,56.0,42,30,23,22,32,7,1,1,206,.204,3,4,-,-,4
Cerro Coso,12,Brandon Yau.........,3.82,3,3,11,4,-,-,0,35.1,30,18,15,12,25,4,2,1,131,.229,1,13,1,2,2
Cerro Coso,29,Matt Tomblin........,4.02,1,0,9,1,-,-,0,15.2,19,7,7,3,15,2,-,-,60,.317,3,2,-,1,1
Cerro Coso,15,Brian Nelson........,4.26,1,0,4,0,-,-,0,6.1,2,3,3,5,5,1,-,-,19,.105,-,1,-,-,-
Cerro Coso,28,Chris Kenney........,5.19,2,0,14,0,-,-,3,17.1,15,10,10,6,9,3,-,-,64,.234,2,1,-,3,1
Cerro Coso,26,Will Lamarche.......,5.68,0,0,11,0,-,-,0,19.0,17,13,12,11,18,2,-,-,67,.254,3,7,-,-,4
Cerro Coso,11,Tyler Cobb..........,6.75,0,0,6,0,-,-,1,8.0,10,6,6,9,8,4,-,-,31,.323,1,-,2,-,-
Chaffey
Chaffey,7,Andrew Chico........,0.00,0,0,1,0,-,-,0,1.0,1,0,0,1,0,-,-,-,3,.333,-,-,-,-,-
Chaffey,13,William Ouellette...,0.00,0,0,0,0,-,-,0,1.0,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-
Chaffey,21,Mikey Ramirez.......,3.58,7,1,15,11,5,1,2,88.0,108,51,35,18,63,13,1,5,362,.298,6,7,1,6,4
Chaffey,17,Allende Esquivel....,4.25,3,5,13,6,2,-,2,48.2,56,33,23,10,24,7,1,1,188,.298,1,11,1,3,8
Chaffey,23,Daniel Clark........,4.45,1,3,13,9,-,-,1,58.2,73,41,29,27,50,11,-,3,236,.309,1,6,-,3,7
Chaffey,29,Richard Perry.......,4.45,3,5,11,8,3,-,0,64.2,76,43,32,6,37,17,4,1,260,.292,-,9,-,6,8
Chaffey,18,Ryan Gasio..........,4.76,0,0,4,1,-,-,0,5.2,12,4,3,3,3,6,-,-,27,.444,1,-,-,-,1
Chaffey,16,Luis Saballos.......,6.75,0,2,5,0,-,-,0,10.2,13,13,8,7,7,1,1,-,45,.289,2,1,-,-,1
Chaffey,37,Jacob Hellein.......,7.20,0,0,4,0,-,-,0,5.0,6,4,4,2,2,3,-,-,20,.300,1,-,-,-,-
Chaffey,5,Juan Cabral.........,7.71,1,4,11,0,-,-,0,14.0,19,17,12,10,13,2,-,-,57,.333,2,1,-,3,5
Chaffey,11,Carlos Rosales......,7.88,0,0,4,0,-,-,0,8.0,12,8,7,0,5,1,1,-,32,.375,-,3,-,2,-
Chaffey,35,Zachary Hannan......,9.26,0,1,8,0,-,-,0,11.2,18,20,12,6,5,3,-,-,54,.333,5,1,-,2,1
Compton
Compton,22,P. Bynum............,3.60,1,1,8,1,-,-,0,25.0,22,11,10,12,13,3,2,-,87,.253,2,6,-,3,1
Compton,5,M. Westfall.........,4.11,5,2,15,12,3,-,2,81.0,88,41,37,28,42,19,3,2,312,.282,6,4,3,4,6
Compton,11,D. Quilici..........,4.32,3,6,13,10,4,-,0,75.0,71,46,36,28,42,13,2,1,278,.255,5,12,1,4,11
Compton,51,R. Mendoza..........,4.50,2,2,7,6,-,-,0,36.0,50,21,18,6,12,13,-,-,147,.340,4,3,-,2,4
Compton,45,T. Prince...........,5.64,0,2,5,3,-,-,0,22.1,27,16,14,9,6,6,1,-,87,.310,-,5,1,2,1
Compton,15,D. Skinner..........,5.79,1,0,7,0,-,-,0,9.1,10,7,6,6,2,-,-,-,38,.263,-,1,1,-,1
Compton,4,A. Boyd.............,6.31,1,3,13,1,-,-,0,25.2,38,19,18,11,13,9,-,-,104,.365,-,4,-,2,2
Compton,21,F. Avilez...........,9.56,0,2,12,1,-,-,0,16.0,18,17,17,18,4,2,1,-,64,.281,3,1,1,1,-
Cosumnes River
Cosumnes River,20,Jake Freeman........,0.00,0,0,1,0,-,-,0,0.2,0,0,0,1,1,-,-,-,2,.000,-,-,-,-,-
Cosumnes River,14,Kevin Stockam.......,0.00,0,0,1,0,-,-,0,0.1,0,0,0,0,0,-,-,-,1,.000,-,-,-,-,-
Cosumnes River,10,Steven Nagy.........,2.08,0,0,10,0,-,-,0,13.0,10,4,3,6,8,1,-,-,43,.233,-,-,-,1,4
Cosumnes River,24,Andrew Nelson.......,2.63,1,1,13,0,-,-,1,27.1,29,12,8,12,21,4,-,-,107,.271,3,4,-,1,2
Cosumnes River,15,Carson Aprato.......,2.77,5,1,9,8,2,-,1,55.1,47,25,17,14,28,10,1,-,198,.237,2,2,2,3,8
Cosumnes River,40,Sean Mullen.........,2.89,2,0,5,0,-,-,0,9.1,9,3,3,7,5,2,1,-,34,.265,2,-,-,-,1
Cosumnes River,30,David Murillo.......,3.19,6,5,14,14,2,-,0,101.2,101,45,36,26,79,16,-,4,396,.255,6,8,-,-,6
Cosumnes River,28,Brett Haringa.......,4.22,4,2,15,1,-,-,2,32.0,44,21,15,11,18,6,1,-,132,.333,6,3,-,1,3
Cosumnes River,23,Darius Coldiron.....,4.37,1,2,9,1,-,-,1,22.2,26,17,11,7,12,4,-,1,89,.292,1,2,-,1,5
Cosumnes River,8,Jordan Goldsmith....,4.81,4,3,12,10,1,-,0,58.0,64,42,31,24,41,11,1,3,227,.282,6,11,1,3,2
Cosumnes River,33,Jeff Bench..........,10.12,0,1,5,4,-,-,0,13.1,19,16,15,10,14,4,3,1,58,.328,-,3,-,-,1
Cosumnes River,37,Garrett Turner......,14.40,0,0,5,0,-,-,0,5.0,3,9,8,2,1,1,-,-,17,.176,-,9,1,-,1
Cypress
Cypress,36,John Rand...........,3.19,6,6,12,12,3,1,0,87.1,92,38,31,23,56,10,2,2,336,.274,3,-,2,-,14
Cypress,34,A.j. Strom..........,3.48,0,2,16,1,-,-,0,20.2,27,10,8,6,8,1,-,1,83,.325,4,7,-,1,2
Cypress,22,Anthony Mendez......,3.86,0,0,5,0,-,-,0,4.2,6,2,2,7,3,-,-,-,19,.316,-,1,2,-,-
Cypress,3,Pedro Tostado.......,4.00,0,0,8,0,-,-,6,9.0,11,4,4,5,7,-,2,-,37,.297,1,2,1,-,-
Cypress,10,Charlie Chapman.....,4.12,4,6,12,10,2,1,0,63.1,70,32,29,18,27,15,3,-,246,.285,4,13,-,3,6
Cypress,12,Craig Taubman.......,5.37,1,5,13,9,-,-,0,55.1,59,45,33,33,22,7,2,1,209,.282,7,15,2,6,3
Cypress,20,Derek Carter........,5.60,1,2,13,1,-,-,0,17.2,23,15,11,9,7,5,-,-,76,.303,1,3,-,1,2
Cypress,26,Brad Delaplane......,5.82,0,0,14,0,-,-,0,17.0,23,12,11,10,8,5,-,1,71,.324,4,4,1,2,2
Cypress,19,Naomichi Furuta.....,6.75,0,0,7,0,-,-,0,8.0,8,6,6,5,0,1,-,1,28,.286,1,1,1,-,2
Cypress,23,Nick Fanning........,7.20,0,1,9,0,-,-,0,10.0,16,11,8,7,4,3,-,1,44,.364,3,3,-,-,-
Cypress,16,Gilbert Guerra......,7.36,0,0,3,0,-,-,0,3.2,6,4,3,3,1,1,-,-,15,.400,-,-,-,-,2
Cypress,14,Nick Gomez..........,9.26,0,1,8,2,-,-,0,11.2,17,16,12,5,4,6,-,-,51,.333,3,2,1,1,1
Desert
Desert,40,Blake Fassler.......,1.82,4,3,22,3,2,-,4,54.1,46,15,11,8,27,4,1,1,196,.235,7,-,1,3,5
Desert,22,Nick Pasquale.......,1.88,12,3,16,14,6,-,0,110.1,93,30,23,16,75,10,4,1,410,.227,3,13,-,2,7
Desert,8,Ben Brown...........,1.90,1,1,18,4,-,-,0,42.2,36,22,9,16,18,4,-,1,155,.232,1,12,-,-,8
Desert,42,Cooper Johnson......,2.13,1,1,11,0,-,-,0,12.2,9,6,3,8,7,3,-,-,46,.196,2,1,-,-,3
Desert,5,Corey Elliott.......,2.57,0,0,16,0,-,-,0,21.0,14,11,6,8,10,6,-,-,75,.187,2,7,-,-,3
Desert,17,Blake Bonde.........,3.33,1,1,11,5,-,-,0,24.1,26,13,9,16,7,4,1,-,89,.292,2,2,-,1,3
Desert,16,Alex Palsha.........,3.61,4,5,12,11,1,1,0,62.1,56,31,25,13,48,12,-,1,236,.237,12,5,1,1,4
Desert,19,Chris McConnell.....,4.34,0,1,11,1,-,-,0,18.2,12,10,9,8,8,3,2,-,66,.182,1,1,1,1,1
Desert,44,Tommy Hogan.........,9.53,1,1,2,2,-,-,0,5.2,10,8,6,3,3,3,-,-,25,.400,1,1,-,-,3
East Los Angeles
East Los Angeles,31,Sean Isaac..........,0.00,0,0,2,0,-,-,0,3.0,3,1,0,2,1,-,-,-,12,.250,-,-,-,-,-
East Los Angeles,30,Collin Nelson.......,0.00,4,0,11,0,-,-,3,15.0,9,1,0,8,14,1,-,-,49,.184,2,2,1,1,2
East Los Angeles,4,Cole Trezek.........,0.00,0,0,1,0,-,-,0,1.0,1,0,0,0,1,-,-,-,4,.250,-,-,-,-,-
East Los Angeles,20,Alex Mistuloff......,1.89,10,3,14,14,4,1,0,105.0,80,33,22,32,82,18,2,1,365,.219,9,14,-,2,15
East Los Angeles,33,Rafael Ramirez......,1.89,8,2,13,13,2,1,0,90.1,80,29,19,29,74,9,3,-,333,.240,5,3,-,4,6
East Los Angeles,21,Drew Freeman........,2.37,5,4,12,12,2,1,0,87.1,76,35,23,29,61,7,-,1,323,.235,13,8,-,1,12
East Los Angeles,8,Jess Simpon.........,2.87,0,0,11,0,-,-,2,15.2,12,6,5,7,14,-,-,1,57,.211,-,3,1,2,1
East Los Angeles,9,Daniel Timmerman....,3.38,2,0,8,0,-,-,1,13.1,11,6,5,4,8,1,-,-,47,.234,1,2,-,1,1
East Los Angeles,12,Michael Heredia.....,4.76,0,1,9,0,-,-,1,11.1,11,6,6,6,4,2,-,-,42,.262,2,3,-,2,-
East Los Angeles,1,Grant Wessel........,10.38,0,0,5,0,-,-,0,4.1,6,5,5,4,7,3,-,-,19,.316,-,1,-,-,-
East Los Angeles,22,Jeff Brach..........,19.29,0,0,3,0,-,-,0,2.1,5,5,5,2,1,4,-,-,12,.417,1,-,-,-,-
Feather River
Feather River,12,Drew Merlo..........,1.85,7,0,14,13,1,1,1,87.2,78,31,18,23,82,12,1,-,333,.234,6,2,1,2,7
Feather River,10,Michael Tittle......,2.04,3,1,8,0,-,-,0,17.2,19,8,4,10,14,5,-,-,66,.288,-,1,-,1,-
Feather River,18,Devon White.........,2.25,0,0,8,2,-,-,0,20.0,22,6,5,8,21,2,1,-,77,.286,3,3,1,-,3
Feather River,25,Andrew Wild.........,2.47,6,2,12,11,-,-,0,54.2,52,29,15,24,29,9,2,1,199,.261,6,11,2,2,8
Feather River,24,William Rosado......,2.63,0,2,5,3,-,-,0,13.2,11,6,4,7,15,2,-,-,50,.220,3,1,-,-,1
Feather River,3,James Brager........,2.66,4,3,19,0,-,-,9,40.2,29,14,12,18,41,4,-,1,148,.196,2,3,-,1,2
Feather River,32,Matt Jackson........,3.00,0,0,3,0,-,-,0,3.0,6,1,1,1,3,-,-,1,15,.400,-,-,-,-,-
Feather River,17,Sean Silva..........,3.02,6,3,15,8,-,-,0,65.2,56,31,22,26,56,11,1,1,245,.229,5,5,1,-,1
Feather River,21,Bryce Vidmar........,3.15,1,0,13,1,-,-,1,20.0,19,14,7,13,15,2,-,-,74,.257,1,4,-,-,1
Feather River,30,Michael Rodrigues...,3.60,0,0,5,0,-,-,0,5.0,5,3,2,3,5,-,-,1,21,.238,-,-,1,-,-
Feather River,23,John Korsgaden......,7.71,0,0,2,0,-,-,0,2.1,1,2,2,1,0,-,-,-,7,.143,1,3,-,1,-
Feather River,37,Travis Mcniff.......,7.94,0,0,5,0,-,-,0,5.2,9,6,5,4,1,2,-,-,24,.375,-,4,1,-,1
Feather River,22,Brandon Putnam......,20.25,0,0,2,0,-,-,0,1.1,3,3,3,1,2,1,-,-,7,.429,-,-,-,-,-
Fullerton
Fullerton,5,Brian Bradley.......,0.00,0,1,1,0,-,-,0,0.1,0,0,0,3,0,-,-,-,1,.000,-,-,-,-,-
Fullerton,24,Chris Bradley.......,2.23,7,3,17,12,2,-,2,93.0,54,28,23,40,101,11,1,2,312,.173,10,13,4,3,6
Fullerton,17,Steve Cabral........,2.31,1,1,9,0,-,-,4,11.2,8,5,3,9,7,-,-,-,42,.190,1,3,1,-,1
Fullerton,19,Chad Badger.........,2.73,1,3,15,0,-,-,0,33.0,19,11,10,12,16,2,-,1,110,.173,4,3,1,1,3
Fullerton,10,Shea Adams..........,3.83,7,3,13,13,1,1,0,94.0,93,47,40,28,63,19,5,3,355,.262,6,6,1,2,7
Fullerton,4,Cal Tashiro.........,3.98,0,2,7,2,-,-,0,20.1,10,9,9,17,14,4,-,-,61,.164,4,6,2,1,5
Fullerton,28,Nick Robles.........,4.32,0,0,5,0,-,-,0,8.1,7,4,4,7,6,-,-,-,25,.280,-,6,-,-,1
Fullerton,20,Steven Crowell......,8.08,1,5,9,7,-,-,0,42.1,64,45,38,22,18,14,1,1,179,.358,7,11,3,4,4
Fullerton,33,William Potter......,9.00,0,0,3,0,-,-,0,3.0,5,5,3,3,1,1,-,-,14,.357,-,1,1,-,-
Fullerton,31,Chris Fritter.......,12.00,0,0,5,0,-,-,1,6.0,10,9,8,3,2,-,1,1,26,.385,2,5,1,2,-
Fullerton,22,Colby Lee...........,15.19,0,0,3,2,-,-,0,5.1,2,9,9,13,10,-,-,-,19,.105,2,3,1,-,-
Fullerton,21,Jp Howard...........,19.29,0,1,4,0,-,-,0,2.1,6,7,5,2,2,1,-,-,13,.462,-,3,-,-,-
Fullerton,16,Tim Giles...........,27.00,0,0,1,0,-,-,0,0.2,1,2,2,3,0,-,-,-,3,.333,-,-,-,-,-
Fullerton,15,Eric Aguaristi......,36.00,0,0,2,0,-,-,0,1.0,2,4,4,3,1,-,-,-,5,.400,-,2,-,-,-
Glendale
Glendale,27,Jason Deitrich......,2.82,6,7,13,11,2,1,0,79.2,83,41,25,18,50,12,3,3,317,.262,-,13,1,1,7
Glendale,28,Cameron Ochaoa......,3.65,3,0,16,2,-,-,1,37.0,38,22,15,18,21,7,2,1,146,.260,4,2,-,2,3
Glendale,37,Dylan Mitchell......,4.30,0,1,16,3,-,-,4,29.1,33,17,14,25,26,7,1,-,108,.306,3,2,1,1,4
Glendale,26,Michael Gregory.....,4.50,0,0,7,0,-,-,1,10.0,9,7,5,5,5,1,2,1,38,.237,2,4,-,-,1
Glendale,24,Nicholas Hanson.....,4.70,5,5,14,13,4,2,0,82.1,82,50,43,13,55,9,3,1,325,.252,4,10,1,2,6
Glendale,29,William Shaw........,5.03,1,2,3,2,-,-,0,19.2,23,12,11,7,10,1,-,1,80,.288,1,5,-,1,1
Glendale,22,Lucas Kaplan........,5.59,0,0,5,0,-,-,0,9.2,9,6,6,3,2,-,1,1,34,.265,-,-,-,-,-
Glendale,38,David Wiggins.......,5.79,1,1,9,1,-,-,0,23.1,30,15,15,2,9,1,1,-,96,.312,2,1,-,2,-
Glendale,40,Spencer Giron.......,6.49,1,2,14,1,-,-,0,26.1,32,25,19,7,14,4,1,3,106,.302,1,8,-,4,4
Glendale,32,Zach Ziemer.........,10.80,0,0,2,0,-,-,0,3.1,8,4,4,1,4,2,1,-,18,.444,-,-,-,-,-
Glendale,14,Charles Cantrell....,12.27,0,1,7,2,-,-,0,7.1,18,13,10,3,1,4,1,-,36,.500,1,2,1,2,1
Glendale,10,Gabriel Romero......,12.27,0,0,6,0,-,-,0,7.1,9,10,10,8,2,1,-,1,25,.360,5,1,-,2,-
Grossmont
Grossmont,35,Joel Estes..........,1.88,0,0,12,0,-,-,0,14.1,13,6,3,4,13,1,-,-,53,.245,1,5,1,1,-
Grossmont,20,Dillon Given........,3.87,7,5,13,13,6,1,0,97.2,115,51,42,14,47,22,1,5,400,.288,8,11,-,1,6
Grossmont,29,Matt Naval..........,3.94,3,2,10,4,-,-,0,29.2,30,21,13,11,14,7,-,-,113,.265,2,6,-,2,3
Grossmont,14,Jonathan Farino.....,5.68,1,1,11,0,-,-,1,12.2,14,9,8,3,5,2,-,-,46,.304,1,6,-,-,3
Grossmont,11,Kevin Brown.........,5.91,0,1,9,2,-,-,0,10.2,13,10,7,6,3,3,-,1,42,.310,-,1,-,-,2
Grossmont,33,Andrew Astone.......,6.09,2,6,11,11,1,-,0,65.0,72,53,44,22,35,19,1,2,254,.283,9,11,2,6,1
Grossmont,19,Tyler Lazzarino.....,6.75,0,0,6,0,-,-,0,5.1,5,4,4,5,4,1,-,-,18,.278,3,4,-,1,1
Grossmont,21,Joey Moreno.........,7.58,2,5,12,5,-,-,0,29.2,36,28,25,11,11,4,-,1,117,.308,-,9,-,-,5
Grossmont,9,Shae Neal...........,7.94,0,0,14,1,-,-,0,22.2,33,26,20,8,7,13,1,2,101,.327,2,3,-,-,1
Grossmont,22,Sean Safko..........,8.44,0,0,9,0,-,-,0,10.2,19,10,10,3,3,7,1,-,52,.365,1,4,2,-,-
Grossmont,30,Dean Schopp.........,9.39,0,0,9,0,-,-,3,7.2,10,9,8,4,5,3,-,-,31,.323,1,4,-,-,-
Grossmont,13,Tyler Price.........,12.00,0,0,2,0,-,-,0,3.0,5,7,4,3,2,1,-,-,13,.385,1,3,-,-,2
Grossmont,2,Craig Shoji.........,13.50,0,1,3,0,-,-,0,2.0,3,3,3,2,2,1,-,1,10,.300,-,-,-,-,-
Imperial Valley
Imperial Valley,24,Jesus Meza..........,2.39,5,2,13,8,4,-,0,64.0,50,28,17,19,28,1,3,-,241,.207,3,6,1,1,4
Imperial Valley,23,Mi Dunleavy.........,3.42,1,3,4,4,-,-,0,26.1,24,15,10,9,28,3,1,1,103,.233,1,3,1,-,1
Imperial Valley,36,Jason Euler.........,3.52,2,1,15,4,-,-,2,38.1,31,19,15,16,19,5,2,2,142,.218,-,8,3,1,1
Imperial Valley,8,Enzio Perez.........,3.74,1,6,8,8,1,-,0,53.0,63,30,22,13,22,13,2,2,213,.296,-,5,-,2,7
Imperial Valley,12,Paul Lang...........,4.26,0,2,9,0,-,-,2,19.0,28,11,9,4,10,8,-,-,84,.333,3,1,-,-,2
Imperial Valley,13,Jord Geiger.........,4.78,2,7,10,8,2,-,0,58.1,75,39,31,22,23,9,1,1,238,.315,4,8,1,-,3
