Allan Hancock
Allan Hancock,32,Tommy Dickinson.....,0,1,0,1.000
Allan Hancock,13,Kyle Keith..........,0,2,0,1.000
Allan Hancock,18,David Landuk........,15,1,0,1.000
Allan Hancock,10,Tj Meleski..........,94,4,0,1.000
Allan Hancock,36,Brian Stauffer......,0,1,0,1.000
Allan Hancock,4,Wes Vancil..........,2,2,0,1.000
Allan Hancock,40,Ryan Winder-Fernande,0,1,0,1.000
Allan Hancock,33,Zander Zeisler......,2,3,0,1.000
Allan Hancock,24,Tyler Eppler........,147,20,2,.988
Allan Hancock,8,Cody Lommori........,269,11,8,.972
Allan Hancock,21,Jason O'Connor......,33,2,1,.972
Allan Hancock,12,Cameron Gordon......,70,101,6,.966
Allan Hancock,25,Jr. Casas...........,19,1,1,.952
Allan Hancock,16,Andrew Lojewski.....,37,1,2,.950
Allan Hancock,2,Jason Fletcher......,45,7,3,.945
Allan Hancock,17,Jake Riffice........,95,137,15,.939
Allan Hancock,28,Max Everingham......,1,9,1,.909
Allan Hancock,19,Sammy Vergara.......,2,7,1,.900
Allan Hancock,30,Tanner McMahon......,50,20,8,.897
Allan Hancock,22,David Cooley........,23,53,10,.884
Allan Hancock,23,Spencer Shank.......,1,6,2,.778
Allan Hancock,61,Nick Dermenjian.....,1,8,3,.750
Antelope Valley
Antelope Valley,17,Sean Deweese........,2,2,0,1.000
Antelope Valley,33,Austin Duran........,0,2,0,1.000
Antelope Valley,32,Jared Lewis.........,2,1,0,1.000
Antelope Valley,12,Benito Machado......,55,4,0,1.000
Antelope Valley,34,Darion Nunn.........,0,1,0,1.000
Antelope Valley,21,Luc Pomales.........,3,2,0,1.000
Antelope Valley,18,Ryan Stapp..........,1,7,0,1.000
Antelope Valley,7,Jake Verdugo........,49,1,0,1.000
Antelope Valley,13,Scout Villanueva....,1,3,0,1.000
Antelope Valley,26,Brock Allen.........,124,17,2,.986
Antelope Valley,15,Jordan Turner.......,62,2,1,.985
Antelope Valley,19,Blayne Ontiveros....,283,31,5,.984
