Lewis-Clark State College,1707,2011,"Abrey, Bryan","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=37875"">Abrey, Bryan</a>",37875,29,0.319,0.478,69,16,22,11,0,0,14,6,2,4,2,0
Lewis-Clark State College,1707,2011,"Bridges, Trent","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=37886"">Bridges, Trent</a>",37886,53,0.392,0.545,209,56,82,18,1,4,44,19,11,11,6,1
Lewis-Clark State College,1707,2011,"Bush, Michael","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=58671"">Bush, Michael</a>",58671,44,0.281,0.391,64,32,18,4,0,1,6,10,6,10,1,0
Lewis-Clark State College,1707,2011,"Casillas, Alfonso","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=65892"">Casillas, Alfonso</a>",65892,38,0.413,0.703,155,26,64,17,2,8,43,7,4,23,3,0
Lewis-Clark State College,1707,2011,"Casini, Gino","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=52626"">Casini, Gino</a>",52626,49,0.305,0.461,167,32,51,10,2,4,37,28,10,28,2,1
Lewis-Clark State College,1707,2011,"DeGuire, Aaron","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=65920"">DeGuire, Aaron</a>",65920,39,0.264,0.407,91,8,24,5,1,2,16,10,3,19,1,5
Lewis-Clark State College,1707,2011,"Eccles, Jake","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=52631"">Eccles, Jake</a>",52631,28,0.197,0.355,76,12,15,6,0,2,13,2,3,9,0,0
Lewis-Clark State College,1707,2011,"Garner, Cody","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=65904"">Garner, Cody</a>",65904,26,0.200,0.250,20,3,4,1,0,0,4,1,2,2,1,0
Lewis-Clark State College,1707,2011,"Gaylord, Brian","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=52632"">Gaylord, Brian</a>",52632,52,0.283,0.556,205,44,58,15,1,13,62,13,0,37,0,1
Lewis-Clark State College,1707,2011,"Hague, Jason","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=52636"">Hague, Jason</a>",52636,7,0.400,0.467,15,3,6,1,0,0,3,3,2,3,1,0
Lewis-Clark State College,1707,2011,"Knigge, Kyle","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=65925"">Knigge, Kyle</a>",65925,37,0.317,0.375,104,14,33,6,0,0,10,9,1,14,1,0
Lewis-Clark State College,1707,2011,"Lovelace, Kevin","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=52611"">Lovelace, Kevin</a>",52611,50,0.313,0.390,195,45,61,12,0,1,27,23,12,8,2,2
Lewis-Clark State College,1707,2011,"Miller, Braxton","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=52615"">Miller, Braxton</a>",52615,39,0.336,0.602,128,24,43,8,1,8,38,5,2,18,5,0
Lewis-Clark State College,1707,2011,"Moore, Connor","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=52629"">Moore, Connor</a>",52629,53,0.324,0.376,173,41,56,7,1,0,16,15,8,20,3,2
Lewis-Clark State College,1707,2011,"Patterson, Garrett","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=65916"">Patterson, Garrett</a>",65916,26,0.262,0.345,84,12,22,3,2,0,14,6,3,10,0,1
Lewis-Clark State College,1707,2011,"Prow, Vaughan","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=37890"">Prow, Vaughan</a>",37890,7,0.000,0.000,9,3,0,0,0,0,0,5,0,1,0,0
Lewis-Clark State College,1707,2011,"Shaw, Lucas","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=65902"">Shaw, Lucas</a>",65902,11,0.304,0.565,23,4,7,3,0,1,4,3,0,4,0,0
Lewis-Clark State College,1707,2011,"Silvestri, Billy","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=65917"">Silvestri, Billy</a>",65917,38,0.300,0.422,90,3,27,11,0,0,18,5,0,8,2,0
Lewis-Clark State College,1707,2011,"Weiss, Cody","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1707&amp;plr=100121"">Weiss, Cody</a>",100121,36,0.287,0.361,122,28,35,9,0,0,14,15,8,12,1,3
Cumberland University TN,1657,2011,"Appleton, Greg","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=52908"">Appleton, Greg</a>",52908,61,0.288,0.457,219,44,63,12,2,7,33,24,12,43,4,0
Cumberland University TN,1657,2011,"Bowman, Jesse","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=52906"">Bowman, Jesse</a>",52906,29,0.333,0.425,87,17,29,5,0,1,24,10,0,10,2,4
Cumberland University TN,1657,2011,"Butler, Antonio","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64210"">Butler, Antonio</a>",64210,60,0.236,0.279,165,34,39,4,0,1,17,19,2,47,1,9
Cumberland University TN,1657,2011,"Coe, Jesse","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64182"">Coe, Jesse</a>",64182,17,0.211,0.263,19,2,4,1,0,0,3,1,1,9,1,0
Cumberland University TN,1657,2011,"Crews, Tommy","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64203"">Crews, Tommy</a>",64203,58,0.358,0.588,204,46,73,12,1,11,45,11,3,41,3,2
Cumberland University TN,1657,2011,"Fann, Justin","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64183"">Fann, Justin</a>",64183,3,1.000,1.000,1,0,1,0,0,0,0,0,0,0,0,0
Cumberland University TN,1657,2011,"Fanshawe, David","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=52896"">Fanshawe, David</a>",52896,59,0.285,0.457,186,9,53,14,0,6,37,33,4,23,5,0
Cumberland University TN,1657,2011,"Farris, Cory","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64179"">Farris, Cory</a>",64179,62,0.279,0.502,219,50,61,9,2,12,53,22,11,42,3,0
Cumberland University TN,1657,2011,"Ferrell, Cody","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64207"">Ferrell, Cody</a>",64207,24,0.136,0.136,22,1,3,0,0,0,2,4,0,12,0,0
Cumberland University TN,1657,2011,"Foster, Ben","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=52895"">Foster, Ben</a>",52895,22,0.154,0.231,13,4,2,1,0,0,0,0,0,5,0,1
Cumberland University TN,1657,2011,"Gooch, Jordan","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64189"">Gooch, Jordan</a>",64189,5,0.000,0.000,1,1,0,0,0,0,0,0,0,0,0,0
Cumberland University TN,1657,2011,"Gray, Nolan","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64185"">Gray, Nolan</a>",64185,2,0.000,0.000,1,0,0,0,0,0,0,1,0,0,0,0
Cumberland University TN,1657,2011,"Green, Josh","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64191"">Green, Josh</a>",64191,4,0.000,0.000,1,0,0,0,0,0,0,0,1,0,0,0
Cumberland University TN,1657,2011,"Harrison, Daniel","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=52886"">Harrison, Daniel</a>",52886,42,0.333,0.667,9,27,3,0,0,1,4,3,0,1,1,0
Cumberland University TN,1657,2011,"King, Brandon","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64202"">King, Brandon</a>",64202,2,0.167,0.167,6,1,1,0,0,0,1,2,0,3,0,0
Cumberland University TN,1657,2011,"Mandarino, Mike","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64193"">Mandarino, Mike</a>",64193,61,0.370,0.708,216,50,80,19,0,18,66,24,5,40,5,0
Cumberland University TN,1657,2011,"Murphy, T.J.","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=55721"">Murphy, T.J.</a>",55721,62,0.373,0.472,193,48,72,9,2,2,35,34,6,17,1,7
Cumberland University TN,1657,2011,"Seaton, Richie","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64204"">Seaton, Richie</a>",64204,57,0.244,0.370,127,23,31,6,2,2,18,23,1,22,3,4
Cumberland University TN,1657,2011,"Stovall, Devin","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64194"">Stovall, Devin</a>",64194,10,0.000,0.000,1,0,0,0,0,0,0,0,0,1,0,0
Cumberland University TN,1657,2011,"Wilkerson, Aaron","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=52865"">Wilkerson, Aaron</a>",52865,15,0.000,0.000,1,0,0,0,0,0,0,0,0,0,0,0
Cumberland University TN,1657,2011,"Winegardner, Tommy","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1657&amp;plr=64181"">Winegardner, Tommy</a>",64181,62,0.341,0.504,232,58,79,12,1,8,42,31,1,56,5,1
York College,1827,2011,"Bernacil, Jeff","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1827&amp;plr=71957"">Bernacil, Jeff</a>",71957,52,0.343,0.621,169,54,58,14,3,9,46,26,13,25,4,7
York College,1827,2011,"Berru, Matt","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1827&amp;plr=54922"">Berru, Matt</a>",54922,39,0.304,0.467,92,13,28,6,0,3,18,12,2,20,0,1
York College,1827,2011,"Burford, Pat","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1827&amp;plr=71943"">Burford, Pat</a>",71943,53,0.350,0.593,177,37,62,12,2,9,48,18,8,22,4,1
York College,1827,2011,"Cirelli, Rocco","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1827&amp;plr=71960"">Cirelli, Rocco</a>",71960,39,0.315,0.389,54,17,17,1,0,1,6,2,4,16,1,0
York College,1827,2011,"Costanza, Daniel","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1827&amp;plr=54936"">Costanza, Daniel</a>",54936,50,0.296,0.394,142,30,42,8,0,2,18,8,17,14,2,3
York College,1827,2011,"Didier, James","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2011&amp;team=1827&amp;plr=71959"">Didier, James</a>",71959,10,0.333,0.333,3,3,1,0,0,0,1,0,1,1,0,0
