0,
NAIMBA1_AMEC,American Mideast Conference
NAIMBA1_AMWC,American Midwest Conference
NAIMBA1_AAC,Appalachian Athletic Conference
NAIMBA1_CALPAC,California Pacific Conference
NAIMBA1_CCC,Cascade Collegiate Conference
NAIMBA1_CCAC,Chicagoland DI Collegiate Athletic Conference
NAIMBA1_DAC,Dakota Athletic Conference
NAIMBA1_IND,Division 1 Independents
NAIMBA1_FC,Frontier Conference
NAIMBA1_GSAC,Golden State Athletic Conference
NAIMBA1_GPAC,Great Plains Athletic Conference
NAIMBA1_GCAC,Gulf Coast Athletic Conference
NAIMBA1_HAAC,Heart of America Athletic Conference
NAIMBA1_KCAC,Kansas Collegiate Athletic Conference
NAIMBA1_KIAC,Kentucky Intercollegiate Athletic Conference
NAIMBA1_MCCC,Mid-Central College Conference
NAIMBA1_MSC,Mid-South Conference
NAIMBA1_MCAC,Midlands Collegiate Athletic Conference
NAIMBA1_MCC,Midwest Collegiate Conference
NAIMBA1_RRAC,Red River Athletic Conference
NAIMBA1_SAC,Sooner Athletic Conference
NAIMBA1_SSAC,Southern States Athletic Conference
NAIMBA1_SC,Sunrise Conference
NAIMBA1_FSC,The Sun Conference
NAIMBA1_TSAC,TranSouth Athletic Conference
NAIMBA1_WHAC,Wolverine-Hoosier Athletic Conference
