Lewis-Clark State College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1707,10,MBA,NAIMBA_2010,1707
Cumberland University TN,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1657,10,MBA,NAIMBA_2010,1657
York College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1827,10,MBA,NAIMBA_2010,1827
Madonna University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1715,10,MBA,NAIMBA_2010,1715
Lee University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1706,10,MBA,NAIMBA_2010,1706
Southern Poly State Univ,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1775,10,MBA,NAIMBA_2010,1775
LSU-Shreveport,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1710,10,MBA,NAIMBA_2010,1710
Univ of Rio Grande,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1803,10,MBA,NAIMBA_2010,1803
Cal Baptist University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1638,10,MBA,NAIMBA_2010,1638
Univ British Columbia,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1799,10,MBA,NAIMBA_2010,1799
Oklahoma City Univ,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1748,10,MBA,NAIMBA_2010,1748
Jamestown College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1699,10,MBA,NAIMBA_2010,1699
Missouri Baptist Univ,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1728,10,MBA,NAIMBA_2010,1728
Lubbock Christian Univ,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1712,10,MBA,NAIMBA_2010,1712
Northwood University TX,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1745,10,MBA,NAIMBA_2010,1745
William Jewell College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1822,10,MBA,NAIMBA_2010,1822
South Carolina - Beaufort,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=9107,10,MBA,NAIMBA_2010,9107
Belhaven University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1622,10,MBA,NAIMBA_2010,1622
Avila University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1617,10,MBA,NAIMBA_2010,1617
Tenn Wesleyan College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1785,10,MBA,NAIMBA_2010,1785
Lindenwood University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1708,10,MBA,NAIMBA_2010,1708
Embry-Riddle Aeronautical Univ,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1666,10,MBA,NAIMBA_2010,1666
Union University TN,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1797,10,MBA,NAIMBA_2010,1797
College of Idaho,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1612,10,MBA,NAIMBA_2010,1612
Oklahoma Baptist Univ,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1747,10,MBA,NAIMBA_2010,1747
Bluefield College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1632,10,MBA,NAIMBA_2010,1632
Mount Marty College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1733,10,MBA,NAIMBA_2010,1733
Saint Xavier University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1768,10,MBA,NAIMBA_2010,1768
Taylor University,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1784,10,MBA,NAIMBA_2010,1784
Robert Morris College,../Team/TeamPage.aspx?association=10&sg=MBA&sea=NAIMBA_2010&team=1762,10,MBA,NAIMBA_2010,1762
