Lewis-Clark State College,1707,2015,"Allen, Willie","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2015&amp;team=1707&amp;plr=125962"">Allen, Willie</a>",125962,30,49,43,4,2,0.959,2
Lewis-Clark State College,1707,2015,"Bastidas, Esteban","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2015&amp;team=1707&amp;plr=125966"">Bastidas, Esteban</a>",125966,6,1,1,0,0,1.000,0
Lewis-Clark State College,1707,2015,"Becker, Matt","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2015&amp;team=1707&amp;plr=125992"">Becker, Matt</a>",125992,19,8,7,1,0,1.000,0
Lewis-Clark State College,1707,2015,"Blunt, DePaul","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2015&amp;team=1707&amp;plr=125989"">Blunt, DePaul</a>",125989,17,25,5,18,2,0.920,4
Lewis-Clark State College,1707,2015,"Brown, Seth","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2015&amp;team=1707&amp;plr=116202"">Brown, Seth</a>",116202,52,425,405,17,3,0.993,33
Lewis-Clark State College,1707,2015,"Brown, Micah","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2015&amp;team=1707&amp;plr=125994"">Brown, Micah</a>",125994,13,15,4,8,3,0.800,2
Lewis-Clark State College,1707,2015,"Chapan, Kasey","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2015&amp;team=1707&amp;plr=125975"">Chapan, Kasey</a>",125975,8,28,25,3,0,1.000,0
Lewis-Clark State College,1707,2015,"Cortese, Dakota","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2015&amp;team=1707&amp;plr=125971"">Cortese, Dakota</a>",125971,8,4,0,4,0,1.000,0
Lewis-Clark State College,1707,2015,"Grogan, Quin","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2015&amp;team=1707&amp;plr=116215"">Grogan, Quin</a>",116215,11,12,4,7,1,0.917,1
Lewis-Clark State College,1707,2015,"Hafer, Chase","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2015&amp;team=1707&amp;plr=125978"">Hafer, Chase</a>",125978,38,28,28,0,0,1.000,0
