Alice Lloyd College,1613,2007,"Adkins, Adam","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=41079"">Adkins, Adam</a>",41079,38,3,2,5,0.600
Alice Lloyd College,1613,2007,"Coleman, J.T.","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=41077"">Coleman, J.T.</a>",41077,19,1,0,1,1.000
Alice Lloyd College,1613,2007,"Cornett, Chase","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=8156"">Cornett, Chase</a>",8156,2,1,0,1,1.000
Alice Lloyd College,1613,2007,"Davidson, Kevin","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=15598"">Davidson, Kevin</a>",15598,25,0,2,2,0.000
Alice Lloyd College,1613,2007,"Jacobs, Justin","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=41040"">Jacobs, Justin</a>",41040,25,5,2,7,0.714
Alice Lloyd College,1613,2007,"Johnson, Ronnie","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=1509"">Johnson, Ronnie</a>",1509,33,9,1,10,0.900
Alice Lloyd College,1613,2007,"Lynn, C.J.","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=41045"">Lynn, C.J.</a>",41045,32,3,1,4,0.750
Alice Lloyd College,1613,2007,"Pollard, Derrick","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=15607"">Pollard, Derrick</a>",15607,10,1,0,1,1.000
Alice Lloyd College,1613,2007,"Potter, Kyle","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=55260"">Potter, Kyle</a>",55260,42,13,6,19,0.684
Alice Lloyd College,1613,2007,"Shepherd, Jeremy","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=15600"">Shepherd, Jeremy</a>",15600,12,3,0,3,1.000
Alice Lloyd College,1613,2007,"Slone, Kevin","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=1506"">Slone, Kevin</a>",1506,33,7,2,9,0.778
Alice Lloyd College,1613,2007,"Smith, Robert","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=15606"">Smith, Robert</a>",15606,41,5,1,6,0.833
Alice Lloyd College,1613,2007,"Toney, Matt","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=1536"">Toney, Matt</a>",1536,36,4,1,5,0.800
Alice Lloyd College,1613,2007,"Turner, Tyler","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=15597"">Turner, Tyler</a>",15597,39,2,0,2,1.000
Alice Lloyd College,1613,2007,"VanHoose, Trenton","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=1535"">VanHoose, Trenton</a>",1535,38,3,1,4,0.750
Alice Lloyd College,1613,2007,"Williams, Lamar","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1613&amp;plr=41039"">Williams, Lamar</a>",41039,44,24,5,29,0.828
Aquinas College,1615,2007,"Atkin, Chris","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1615&amp;plr=14613"">Atkin, Chris</a>",14613,42,12,3,15,0.800
Aquinas College,1615,2007,"Coles, Casey","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1615&amp;plr=14612"">Coles, Casey</a>",14612,45,15,5,20,0.750
Aquinas College,1615,2007,"DiNallo, Dave","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1615&amp;plr=8039"">DiNallo, Dave</a>",8039,31,0,1,1,0.000
Aquinas College,1615,2007,"Eberle, Will","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1615&amp;plr=39637"">Eberle, Will</a>",39637,23,1,1,2,0.500
Aquinas College,1615,2007,"Good, Jon","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1615&amp;plr=39626"">Good, Jon</a>",39626,10,0,1,1,0.000
Aquinas College,1615,2007,"Gowell, Aaron","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1615&amp;plr=14611"">Gowell, Aaron</a>",14611,22,5,1,6,0.833
Aquinas College,1615,2007,"Gross, Corey","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1615&amp;plr=39644"">Gross, Corey</a>",39644,19,1,0,1,1.000
Aquinas College,1615,2007,"Kaiser, Mike","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1615&amp;plr=39641"">Kaiser, Mike</a>",39641,37,2,0,2,1.000
Aquinas College,1615,2007,"Morse, Jon","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1615&amp;plr=39610"">Morse, Jon</a>",39610,36,8,3,11,0.727
Aquinas College,1615,2007,"Moser, Lee","<a href=""/WebSync/Pages/Team/IndividualStats.aspx?association=10&amp;sg=MBA&amp;sea=NAIMBA_2007&amp;team=1615&amp;plr=8049"">Moser, Lee</a>",8049,49,2,2,4,0.500
