3 "hit into double play p to ss to 1b"
3 "lined into double play 2b to ss"
3 "lined out to 2b up the middle"
3 "out at first 1b to 2b"
3 "out at first 3b to 2b"
3 "popped up to 1b down the rf line"
3 "popped up to 2b up the middle"
3 "reached first on a fielding error by 3b"
3 "reached first on a fielding error by ss"
3 "reached on a dropped fly by lf"
3 "reached on an error by rf"
2 1
2 "18 to p for"
2 3
2 "advanced to second on an error by 3b"
2 "advanced to second on a throwing error by 1b"
2 "advanced to third on an error by p"
2 "flied into double play cf to 1b"
2 "flied into double play rf to c"
2 "flied out to 2b to center field"
2 "flied out to c"
2 "flied out to cf to right field"
2 "flied out to p"
2 "flied out to rf to center field"
2 "flied out to ss to center field"
2 "flied out to ss to left center"
2 "fouled out to 2b down the rf line"
2 "grounded into double play 1b to ss"
2 "grounded into double play p to 2b to 1b"
2 "hit into double play 1b to ss"
2 "infield fly to p"
2 "lined out to ss through the left side"
2 "out at first 2b to ss"
2 "out at first cf to ss to 1b"
2 "out at first c to 1b"
2 "out at home c unassisted"
2 "out at second ss unassisted"
2 "popped into double play 2b to 1b"
2 "popped up to rf down the rf line"
2 "reached first on a fielding error by 2b"
2 "reached first on an error by 3b"
2 "reached on a dropped fly by 2b"
2 "reached on a dropped fly by cf"
2 "reached on a fielding error by lf"
2 "reached on a throwing error by c"
2 "singled down the 1b line"
1 14
1 "18 minute delay to clean up glass broken after a foul ball"
1 "23 minute rain delay after third inning"
1 24
1 25
1 "26 min"
1 "27 minute rain delay in the top of the 3rd inning"
1 28
1 "2 rain delays"
1 "30 minute rain delay ends at 5"
1 "55 min game delay in"
1 "55 min rain delay"
1 "advanced to second on a fielding error by rf"
1 "advanced to second on an error by 2b"
1 "advanced to second on an error by cf"
1 "advanced to second on an error by rf"
1 "advanced to second on an error by ss"
1 "advanced to third on a fielding error by 2b"
1 "advanced to third on a fielding error by p"
1 "advanced to third on an error by 3b"
1 "advanced to third on an error by rf"
1 "advanced to third on a throwing error by 1b"
1 "advanced to third on the error"
1 "advanced to third on the throw"
1 "assist by 1b ss"
1 "assist by p 1b"
1 "assist by ss"
1 "coach discusses balk call with third base umpire"
1 "coach visits mound"
1 "delay due to injury to"
1 "delay occurs due to stadium light malfunction"
1 "doubled to catcher"
1 "doubled to first base"
1 "doubled to shortstop"
1 "flied into double play 3b to ss"
1 "flied into double play cf to 2b to 1b"
1 "flied into double play cf to c"
1 "flied into double play lf to 2b"
1 "flied into double play lf to ss"
1 "flied into double play lf to ss to c"
1 "flied into double play rf to c to ss"
1 "flied into double play rf to ss"
1 "flied out to 2b to left field"
1 "flied out to 2b up the middle"
1 "flied out to lf down the rf line"
1 "flied out to lf to left field"
1 "flied out to lf to right center"
1 "flied out to rf to left center"
1 "flied out to rf to second base"
1 "for de"
1 "fouled into double play 1b to 2b"
1 "game suspended due to weather"
1 "got caught between hops"
1 "grounded into double play 3b to c to 1b"
1 "grounded into double play ss to 2b"
1 "grounded out to 1b to 2b to p"
1 "grounded out to 2b to right field"
1 "grounded out to 3b down the 3b line"
1 "grounded out to 3b down the lf line"
1 "grounded out to 3b through the right side"
1 "grounded out to c to 1b"
1 "grounded out to p to 1b"
1 "hit into double play 1b to ss to 2b"
1 "hit into double play rf to 2b to ss"
1 "infield fly to 2b down the rf line"
1 "infield fly to c"
1 "infield fly to lf"
1 "infield fly to ss to center field"
1 "infield fly to ss to left center"
1 "infield fly to ss to left field"
1 "inside the park home run"
1 interference
1 "lined into double play 1b to ss"
1 "lined into double play 2b to c"
1 "lined into double play 2b unassisted"
1 "lined into double play 3b unassisted"
1 "lined into double play cf to ss"
1 "lined into double play lf to 1b"
1 "lined into double play lf to 2b"
1 "lined into double play p to 1b"
1 "lined into double play p unassisted"
1 "lined into double play rf to 1b"
1 "lined into double play rf to ss"
1 "lined into double play ss unassisted"
1 "lined into triple play 2b to ss to 1b"
1 "lined out to 2b to right center"
1 "lined out to 3b to second base"
1 "lined out to cf to center field"
1 "lined out to rf to left center"
1 "lined out to ss to left center"
1 "lined out to ss up the middle"
1 "made first run earned"
1 "no advance"
1 "out at first 1b to p to 1b"
1 "out at first 1b to ss"
1 "out at first 2b to c"
1 "out at first 2b to p through the right side"
1 "out at first 2b to ss to 1b"
1 "out at first 3b to p to 1b"
1 "out at first c to 2b to 1b"
1 "out at first c to 2b to ss to 1b"
1 "out at first p to 1b to p"
1 "out at first p to c"
1 "out at first p unassisted"
1 "out at first rf to 1b"
1 "out at first rf to p"
1 "out at first ss to 2b up the middle"
1 "out at first ss to c"
1 "out at home 2b to c"
1 "out at home cf to ss to c"
1 "out at home p to 1b to ss to lf to c"
1 "out at second cf to c to ss"
1 "out at second c to ss to 3b to 2b"
1 "out at second rf to ss"
1 "out at third 2b to 3b"
1 "out at third cf to 2b to 3b"
1 "out at third c to p to 3b"
1 "out at third c to p to c"
1 "out at third lf to 3b"
1 "pitching coach visits the mound"
1 "popped into double play 2b to p"
1 "popped into double play 2b unassisted"
1 "popped into double play ss to 1b"
1 "popped up to 1b to pitcher"
1 "popped up to 1b to right field"
1 "popped up to 2b to first base"
1 "popped up to 2b to left field"
1 "popped up to 2b to pitcher"
1 "popped up to 3b down the lf line"
1 "popped up to cf up the middle"
1 "popped up to p down the rf line"
1 "popped up to ss to second base"
1 "popped up to ss up the middle"
1 "reached first on a fielding error by 1b"
1 "reached first on a fielding error by p"
1 "reached first on an error by 2b"
1 "reached first on an error by p"
1 "reached on a dropped fly by 1b"
1 "reached on a dropped fly by 3b"
1 "reached on a dropped fly by p"
1 "reached on a fielding error by cf"
1 "reached on an error by c"
1 "scored on a throwing error by c"
1 "singled down the 3b line"
1 "struck out looking to catcher"
1 "to of for"
1 "tripled up the middle"
