04/05/02,International League,Columbus vs. Indianapolis,COL,IND,1,4
04/05/02,International League,Rochester vs. Syracuse,ROC,SYR,2,6
04/05/02,International League,Durham vs. Richmond,DUR,RIC,3,5
04/05/02,International League,Scranton/W.-Barre vs. Ottawa,SWB,OTT,0,1
04/05/02,International League,Buffalo vs. Pawtucket,BUF,PAW,3,4
04/05/02,International League,Toledo vs. Louisville,TOL,LOU,0,2
04/05/02,International League,Charlotte vs. Norfolk,CHA,NOR,2,6
04/06/02,International League,Scranton/W.-Barre vs. Ottawa,SWB,OTT,4,5
04/06/02,International League,Rochester vs. Syracuse,ROC,SYR,0,0
04/06/02,International League,Buffalo vs. Pawtucket,BUF,PAW,3,8
04/06/02,International League,Columbus vs. Indianapolis,COL,IND,4,1
04/06/02,International League,Durham vs. Richmond,DUR,RIC,1,3
04/06/02,International League,Toledo vs. Louisville,TOL,LOU,2,5
04/06/02,International League,Charlotte vs. Norfolk,CHA,NOR,3,6
04/08/02,International League,Buffalo vs. Pawtucket,TAC,OMA,7,4
04/08/02,International League,Syracuse vs. Rochester,SAC,NAS,3,1
04/08/02,International League,Toledo vs. Indianapolis,TOL,IND,0,2
04/08/02,International League,Scranton/W.-Barre vs. Ottawa,SWB,OTT,2,4
04/08/02,International League,Columbus vs. Louisville,COL,LOU,3,4
04/08/02,International League,Charlotte vs. Richmond,CGY,LAS,6,9
04/08/02,International League,Durham vs. Norfolk,EDM,TUC,2,11
04/08/02,International League,Buffalo vs. Pawtucket,BUF,PAW,1,2
04/08/02,International League,Columbus vs. Louisville,COL,LOU,7,3
04/08/02,International League,Durham vs. Norfolk,DUR,NOR,7,4
04/08/02,International League,Syracuse vs. Rochester,SYR,ROC,2,3
04/08/02,International League,Toledo vs. Indianapolis,TOL,IND,4,3
04/08/02,International League,Charlotte vs. Richmond,CHA,RIC,9,7
04/08/02,International League,Scranton/W.-Barre vs. Ottawa,SWB,OTT,2,0
04/09/02,International League,Columbus vs. Louisville,COL,LOU,6,10
04/09/02,International League,Durham vs. Norfolk,DUR,NOR,3,2
04/09/02,International League,Toledo vs. Indianapolis,TOL,IND,8,11
04/09/02,International League,Syracuse vs. Ottawa,SYR,OTT,4,5
04/09/02,International League,Pawtucket vs. Rochester,PAW,ROC,3,6
04/09/02,International League,Charlotte vs. Richmond,CHA,RIC,1,9
04/09/02,International League,Buffalo vs. Scranton/W.-Barre,BUF,SWB,4,7
04/10/02,International League,Pawtucket vs. Rochester,PAW,ROC,5,6
04/10/02,International League,Norfolk vs. Toledo,NOR,TOL,5,7
04/10/02,International League,Syracuse vs. Ottawa,SYR,OTT,4,2
04/10/02,International League,Louisville vs. Durham,LOU,DUR,16,4
04/10/02,International League,Buffalo vs. Scranton/W.-Barre,BUF,SWB,5,3
04/10/02,International League,Richmond vs. Columbus,RIC,COL,3,2
04/10/02,International League,Indianapolis vs. Charlotte,IND,CHA,6,4
04/11/02,International League,Louisville vs. Durham,LOU,DUR,0,1
04/11/02,International League,Ottawa vs. Buffalo,OTT,BUF,3,2
04/11/02,International League,Pawtucket vs. Syracuse,PAW,SYR,5,6
04/11/02,International League,Norfolk vs. Toledo,NOR,TOL,1,2
04/11/02,International League,Rochester vs. Scranton/W.-Barre,ROC,SWB,2,7
04/11/02,International League,Richmond vs. Columbus,RIC,COL,6,0
04/11/02,International League,Indianapolis vs. Charlotte,IND,CHA,6,1
04/12/02,International League,Richmond vs. Columbus,RIC,COL,3,1
04/12/02,International League,Ottawa vs. Buffalo,OTT,BUF,2,4
04/12/02,International League,Pawtucket vs. Syracuse,PAW,SYR,5,10
04/12/02,International League,Norfolk vs. Toledo,NOR,TOL,2,7
04/12/02,International League,Louisville vs. Durham,LOU,DUR,1,3
04/12/02,International League,Rochester vs. Scranton/W.-Barre,ROC,SWB,8,14
04/12/02,International League,Indianapolis vs. Charlotte,IND,CHA,9,1
04/13/02,International League,Ottawa vs. Buffalo,OTT,BUF,4,9
04/13/02,International League,Pawtucket vs. Syracuse,PAW,SYR,4,3
04/13/02,International League,Louisville vs. Durham,LOU,DUR,4,5
04/13/02,International League,Rochester vs. Scranton/W.-Barre,ROC,SWB,2,6
04/13/02,International League,Norfolk vs. Toledo,NOR,TOL,1,0
04/13/02,International League,Richmond vs. Columbus,RIC,COL,12,11
04/13/02,International League,Indianapolis vs. Charlotte,IND,CHA,3,0
04/14/02,International League,Rochester vs. Pawtucket,ROC,PAW,9,8
04/14/02,International League,Ottawa vs. Syracuse,OTT,SYR,0,0
04/14/02,International League,Scranton/W.-Barre vs. Buffalo,SWB,BUF,0,0
04/14/02,International League,Norfolk vs. Columbus,NOR,COL,7,6
04/14/02,International League,Indianapolis vs. Durham,IND,DUR,5,4
04/14/02,International League,Richmond vs. Toledo,RIC,TOL,7,4
04/14/02,International League,Louisville vs. Charlotte,LOU,CHA,11,7
04/15/02,International League,Scranton/W.-Barre vs. Buffalo,SWB,BUF,1,5
04/15/02,International League,Rochester vs. Pawtucket,ROC,PAW,9,2
04/15/02,International League,Ottawa vs. Syracuse,OTT,SYR,14,7
04/15/02,International League,Richmond vs. Toledo,RIC,TOL,2,1
04/15/02,International League,Norfolk vs. Columbus,NOR,COL,0,0
04/15/02,International League,Louisville vs. Charlotte,LOU,CHA,9,5
04/15/02,International League,Indianapolis vs. Durham,IND,DUR,14,5
04/15/02,International League,Scranton/W.-Barre vs. Buffalo,SWB,BUF,0,0
04/16/02,International League,Scranton/W.-Barre vs. Buffalo,SWB,BUF,5,4
04/16/02,International League,Rochester vs. Pawtucket,ROC,PAW,3,4
04/16/02,International League,Louisville vs. Indianapolis,LOU,IND,10,7
04/16/02,International League,Columbus vs. Richmond,COL,RIC,1,6
