04/06/01,International League,Rochester vs. Syracuse,ROC,SYR,12,2
04/06/01,International League,Ottawa vs. Scranton/W.-Barre,OTT,SWB,4,3
04/06/01,International League,Richmond vs. Durham,RIC,DUR,0,1
04/06/01,International League,Pawtucket vs. Buffalo,PAW,BUF,2,5
04/06/01,International League,Norfolk vs. Charlotte,NOR,CHA,5,4
04/06/01,International League,Columbus vs. Louisville,COL,LOU,4,5
04/06/01,International League,Toledo vs. Indianapolis,TOL,IND,5,6
04/07/01,International League,Pawtucket vs. Buffalo,PAW,BUF,4,8
04/07/01,International League,Columbus vs. Louisville,COL,LOU,3,4
04/07/01,International League,Ottawa vs. Scranton/W.-Barre,OTT,SWB,4,12
04/07/01,International League,Rochester vs. Syracuse,ROC,SYR,0,0
04/07/01,International League,Richmond vs. Durham,RIC,DUR,2,6
04/07/01,International League,Norfolk vs. Charlotte,NOR,CHA,3,6
04/07/01,International League,Toledo vs. Indianapolis,TOL,IND,1,3
04/08/01,International League,Ottawa vs. Scranton/W.-Barre,OTT,SWB,1,2
04/08/01,International League,Syracuse vs. Rochester,SYR,ROC,7,3
04/08/01,International League,Columbus vs. Louisville,COL,LOU,4,5
04/08/01,International League,Richmond vs. Durham,RIC,DUR,7,2
04/08/01,International League,Pawtucket vs. Buffalo,PAW,BUF,0,0
04/08/01,International League,Norfolk vs. Charlotte,NOR,CHA,4,2
04/08/01,International League,Toledo vs. Indianapolis,TOL,IND,9,10
04/09/01,International League,Syracuse vs. Rochester,SYR,ROC,7,6
04/09/01,International League,Ottawa vs. Scranton/W.-Barre,OTT,SWB,2,6
04/09/01,International League,Pawtucket vs. Buffalo,PAW,BUF,3,11
04/09/01,International League,Norfolk vs. Charlotte,NOR,CHA,6,4
04/09/01,International League,Toledo vs. Indianapolis,TOL,IND,6,2
04/09/01,International League,Richmond vs. Durham,RIC,DUR,1,2
04/09/01,International League,Columbus vs. Louisville,COL,LOU,8,11
04/09/01,International League,Syracuse vs. Buffalo,SYR,BUF,4,10
04/09/01,International League,Rochester vs. Scranton/W.-Barre,ROC,SWB,3,0
04/09/01,International League,Ottawa vs. Pawtucket,OTT,PAW,3,1
04/09/01,International League,Norfolk vs. Durham,NOR,DUR,1,3
04/09/01,International League,Richmond vs. Charlotte,RIC,CHA,1,3
04/09/01,International League,Toledo vs. Louisville,TOL,LOU,8,1
04/09/01,International League,Columbus vs. Indianapolis,COL,IND,7,11
04/11/01,International League,Syracuse vs. Buffalo,SYR,BUF,4,5
04/11/01,International League,Rochester vs. Scranton/W.-Barre,ROC,SWB,3,0
04/11/01,International League,Ottawa vs. Pawtucket,OTT,PAW,1,6
04/11/01,International League,Norfolk vs. Durham,NOR,DUR,5,3
04/11/01,International League,Richmond vs. Charlotte,RIC,CHA,4,0
04/11/01,International League,Toledo vs. Louisville,TOL,LOU,1,4
04/11/01,International League,Columbus vs. Indianapolis,COL,IND,7,9
04/11/01,International League,Rochester vs. Scranton/W.-Barre,ROC,SWB,3,4
04/12/01,International League,Toledo vs. Louisville,TOL,LOU,7,8
04/12/01,International League,Rochester vs. Scranton/W.-Barre,ROC,SWB,5,11
04/12/01,International League,Richmond vs. Charlotte,RIC,CHA,4,3
04/12/01,International League,Columbus vs. Indianapolis,COL,IND,1,2
04/12/01,International League,Norfolk vs. Durham,NOR,DUR,3,7
04/12/01,International League,Ottawa vs. Pawtucket,OTT,PAW,6,2
04/13/01,International League,Louisville vs. Richmond,LOU,RIC,2,5
04/13/01,International League,Scranton/W.-Barre vs. Syracuse,SWB,SYR,8,6
04/13/01,International League,Buffalo vs. Ottawa,BUF,OTT,2,4
04/13/01,International League,Rochester vs. Pawtucket,ROC,PAW,0,0
04/13/01,International League,Durham vs. Toledo,DUR,TOL,1,2
04/13/01,International League,Charlotte vs. Columbus,CHA,COL,8,4
04/13/01,International League,Indianapolis vs. Norfolk,IND,NOR,12,8
04/14/01,International League,Scranton/W.-Barre vs. Syracuse,SWB,SYR,9,1
04/14/01,International League,Rochester vs. Pawtucket,ROC,PAW,2,3
04/14/01,International League,Rochester vs. Pawtucket,ROC,PAW,3,4
04/14/01,International League,Buffalo vs. Ottawa,BUF,OTT,2,1
04/14/01,International League,Louisville vs. Richmond,LOU,RIC,3,6
04/14/01,International League,Durham vs. Toledo,DUR,TOL,5,1
04/14/01,International League,Charlotte vs. Columbus,CHA,COL,1,6
04/14/01,International League,Indianapolis vs. Norfolk,IND,NOR,2,3
04/15/01,International League,Rochester vs. Pawtucket,ROC,PAW,11,4
04/15/01,International League,Scranton/W.-Barre vs. Syracuse,SWB,SYR,0,6
04/15/01,International League,Buffalo vs. Ottawa,BUF,OTT,5,7
04/15/01,International League,Indianapolis vs. Richmond,IND,RIC,1,3
04/15/01,International League,Durham vs. Toledo,DUR,TOL,7,3
04/15/01,International League,Charlotte vs. Columbus,CHA,COL,9,5
04/15/01,International League,Louisville vs. Norfolk,LOU,NOR,1,2
04/16/01,International League,Louisville vs. Norfolk,LOU,NOR,3,1
04/16/01,International League,Indianapolis vs. Richmond,IND,RIC,5,3
04/16/01,International League,Durham vs. Toledo,DUR,TOL,0,0
04/16/01,International League,Charlotte vs. Columbus,CHA,COL,2,3
04/16/01,International League,Buffalo vs. Ottawa,BUF,OTT,4,1
04/17/01,International League,Buffalo vs. Syracuse,BUF,SYR,5,1
04/17/01,International League,Charlotte vs. Toledo,CHA,TOL,12,11
04/17/01,International League,Indianapolis vs. Richmond,IND,RIC,3,4
04/17/01,International League,Durham vs. Columbus,DUR,COL,5,0
04/17/01,International League,Louisville vs. Norfolk,LOU,NOR,7,8
04/17/01,International League,Scranton/W.-Barre vs. Rochester,SWB,ROC,8,0
04/18/01,International League,Buffalo vs. Syracuse,BUF,SYR,9,2
04/18/01,International League,Pawtucket vs. Ottawa,PAW,OTT,5,3
04/18/01,International League,Charlotte vs. Toledo,CHA,TOL,0,0
04/18/01,International League,Durham vs. Columbus,DUR,COL,0,0
04/18/01,International League,Richmond vs. Norfolk,RIC,NOR,0,0
04/18/01,International League,Louisville vs. Indianapolis,LOU,IND,0,0
04/18/01,International League,Scranton/W.-Barre vs. Rochester,SWB,ROC,0,4
04/19/01,International League,Buffalo vs. Syracuse,BUF,SYR,0,0
04/19/01,International League,Pawtucket vs. Ottawa,PAW,OTT,0,7
04/19/01,International League,Louisville vs. Indianapolis,LOU,IND,3,0
