04/04/97,International League,Norfolk vs. Syracuse,NOR,SYR,13,6
04/04/97,International League,Rochester vs. Columbus,ROC,COL,6,7
04/04/97,International League,Richmond vs. Scranton/Wilkes,RIC,SWB,5,9
04/04/97,International League,Ottawa vs. Toledo,OTT,TOL,8,9
04/04/97,International League,Pawtucket vs. Charlotte,PAW,CHA,8,11
04/05/97,International League,Richmond vs. Scranton/Wilkes,RIC,SWB,4,1
04/05/97,International League,Norfolk vs. Syracuse,NOR,SYR,5,4
04/05/97,International League,Ottawa vs. Toledo,OTT,TOL,8,4
04/05/97,International League,Rochester vs. Columbus,ROC,COL,5,9
04/05/97,International League,Pawtucket vs. Charlotte,PAW,CHA,5,2
04/06/97,International League,Richmond vs. Scranton/Wilkes,RIC,SWB,6,7
04/06/97,International League,Norfolk vs. Syracuse,NOR,SYR,11,3
04/06/97,International League,Ottawa vs. Toledo,OTT,TOL,7,5
04/06/97,International League,Rochester vs. Columbus,ROC,COL,3,5
04/06/97,International League,Pawtucket vs. Charlotte,PAW,CHA,4,2
04/07/97,International League,Richmond vs. Scranton/Wilkes,RIC,SWB,3,8
04/07/97,International League,Norfolk vs. Syracuse,NOR,SYR,3,7
04/07/97,International League,Ottawa vs. Toledo,OTT,TOL,5,7
04/07/97,International League,Pawtucket vs. Charlotte,PAW,CHA,0,0
04/07/97,International League,Rochester vs. Columbus,ROC,COL,9,4
04/08/97,International League,Pawtucket vs. Richmond,PAW,RIC,9,7
04/08/97,International League,Norfolk vs. Scranton/Wilkes-,NOR,SWB,5,6
04/08/97,International League,Charlotte vs. Syracuse,CHA,SYR,1,0
04/08/97,International League,Rochester vs. Toledo,ROC,TOL,4,5
04/08/97,International League,Ottawa vs. Columbus,OTT,COL,6,15
04/09/97,International League,Pawtucket vs. Richmond,PAW,RIC,3,1
04/09/97,International League,Norfolk vs. Scranton/Wilkes-,NOR,SWB,2,0
04/09/97,International League,Charlotte vs. Syracuse,CHA,SYR,0,0
04/09/97,International League,Rochester vs. Toledo,ROC,TOL,0,0
04/09/97,International League,Ottawa vs. Columbus,OTT,COL,0,0
04/10/97,International League,Ottawa vs. Columbus,OTT,COL,0,0
04/10/97,International League,Charlotte vs. Syracuse,CHA,SYR,0,0
04/10/97,International League,Rochester vs. Toledo,ROC,TOL,8,0
04/10/97,International League,Rochester vs. Toledo,ROC,TOL,0,2
04/10/97,International League,Pawtucket vs. Richmond,PAW,RIC,2,3
04/10/97,International League,Norfolk vs. Scranton/Wilkes-,NOR,SWB,0,0
04/11/97,International League,Rochester vs. Toledo,ROC,TOL,5,3
04/11/97,International League,Charlotte vs. Syracuse,CHA,SYR,3,1
04/11/97,International League,Charlotte vs. Syracuse,CHA,SYR,11,8
04/11/97,International League,Norfolk vs. Scranton/Wilkes-,NOR,SWB,9,7
04/11/97,International League,Pawtucket vs. Richmond,PAW,RIC,8,3
04/12/97,International League,Charlotte vs. Ottawa,CHA,OTT,3,5
04/12/97,International League,Syracuse vs. Pawtucket,SYR,PAW,4,3
04/12/97,International League,Columbus vs. Richmond,COL,RIC,15,3
04/12/97,International League,Toledo vs. Norfolk,TOL,NOR,3,4
04/12/97,International League,Scranton/Wilkes-Ba vs. Roche,SWB,ROC,8,5
04/13/97,International League,Syracuse vs. Pawtucket,SYR,PAW,11,2
04/13/97,International League,Charlotte vs. Ottawa,CHA,OTT,6,1
04/13/97,International League,Scranton/Wilkes-Ba vs. Roche,SWB,ROC,0,0
04/13/97,International League,Columbus vs. Richmond,COL,RIC,6,3
04/13/97,International League,Toledo vs. Norfolk,TOL,NOR,0,0
04/14/97,International League,Syracuse vs. Pawtucket,SYR,PAW,2,4
04/14/97,International League,Toledo vs. Norfolk,TOL,NOR,8,6
04/14/97,International League,Toledo vs. Norfolk,TOL,NOR,5,2
04/14/97,International League,Columbus vs. Richmond,COL,RIC,11,7
04/14/97,International League,Charlotte vs. Ottawa,CHA,OTT,0,0
04/14/97,International League,Scranton/Wilkes-Ba vs. Roche,SWB,ROC,3,6
04/14/97,International League,Scranton/Wilkes-Ba vs. Roche,SWB,ROC,0,0
04/15/97,International League,Scranton/Wilkes-Ba vs. Pawtu,SWB,PAW,1,6
04/15/97,International League,Rochester vs. Syracuse,ROC,SYR,5,3
04/15/97,International League,Richmond vs. Ottawa,RIC,OTT,8,4
04/15/97,International League,Columbus vs. Norfolk,COL,NOR,11,3
04/15/97,International League,Toledo vs. Charlotte,TOL,CHA,1,5
04/16/97,International League,Rochester vs. Syracuse,ROC,SYR,3,2
04/16/97,International League,Scranton/Wilkes-Ba vs. Pawtu,SWB,PAW,4,5
04/16/97,International League,Richmond vs. Ottawa,RIC,OTT,8,5
04/16/97,International League,Columbus vs. Norfolk,COL,NOR,2,3
04/16/97,International League,Toledo vs. Charlotte,TOL,CHA,6,3
