04/04/03,International League,Louisville vs. Toledo,LOU,TOL,1,6
04/04/03,International League,Rochester vs. Syracuse,ROC,SYR,2,5
04/04/03,International League,Pawtucket vs. Buffalo,PAW,BUF,8,10
04/04/03,International League,Richmond vs. Charlotte,RIC,CHA,6,7
04/04/03,International League,Norfolk vs. Durham,NOR,DUR,8,2
04/04/03,International League,Ottawa vs. Scranton-W.B.,OTT,SWB,5,4
04/04/03,International League,Indianapolis vs. Columbus,IND,COL,8,2
04/05/03,International League,Rochester vs. Syracuse,ROC,SYR,0,0
04/05/03,International League,Pawtucket vs. Buffalo,PAW,BUF,0,0
04/05/03,International League,Norfolk vs. Durham,NOR,DUR,2,3
04/05/03,International League,Ottawa vs. Scranton-W.B.,OTT,SWB,1,2
04/05/03,International League,Indianapolis vs. Columbus,IND,COL,1,7
04/05/03,International League,Richmond vs. Charlotte,RIC,CHA,4,7
04/06/03,International League,Louisville vs. Toledo,LOU,TOL,15,0
04/06/03,International League,Ottawa vs. Scranton-W.B.,OTT,SWB,6,3
04/06/03,International League,Indianapolis vs. Columbus,IND,COL,4,3
04/06/03,International League,Norfolk vs. Durham,NOR,DUR,3,8
04/06/03,International League,Richmond vs. Charlotte,RIC,CHA,2,3
04/08/03,International League,Louisville vs. Toledo,LOU,TOL,4,8
04/08/03,International League,Louisville vs. Toledo,LOU,TOL,4,0
04/08/03,International League,Ottawa vs. Scranton-W.B.,OTT,SWB,0,6
04/08/03,International League,Indianapolis vs. Columbus,IND,COL,1,6
04/08/03,International League,Richmond vs. Charlotte,RIC,CHA,9,10
04/08/03,International League,Norfolk vs. Durham,NOR,DUR,9,0
04/08/03,International League,Columbus vs. Louisville,COL,LOU,4,5
04/08/03,International League,Richmond vs. Durham,RIC,DUR,2,5
04/08/03,International League,Norfolk vs. Charlotte,NOR,CHA,0,2
04/09/03,International League,Richmond vs. Durham,RIC,DUR,4,8
04/09/03,International League,Indianapolis vs. Toledo,IND,TOL,1,9
04/09/03,International League,Columbus vs. Louisville,COL,LOU,6,7
04/10/03,International League,Durham vs. Indianapolis,DUR,IND,2,4
04/10/03,International League,Rochester vs. Scranton-W.B.,ROC,SWB,1,3
04/10/03,International League,Rochester vs. Scranton-W.B.,ROC,SWB,2,1
04/10/03,International League,Columbus vs. Norfolk,COL,NOR,5,7
04/11/03,International League,Scranton-W.B. vs. Syracuse,SWB,SYR,9,3
04/11/03,International League,Buffalo vs. Ottawa,BUF,OTT,7,5
04/11/03,International League,Rochester vs. Pawtucket,ROC,PAW,6,1
04/11/03,International League,Charlotte vs. Louisville,CHA,LOU,3,8
04/11/03,International League,Durham vs. Indianapolis,DUR,IND,4,6
04/12/03,International League,Scranton-W.B. vs. Syracuse,SWB,SYR,3,4
04/12/03,International League,Buffalo vs. Ottawa,BUF,OTT,6,4
04/12/03,International League,Columbus vs. Richmond,COL,RIC,2,6
04/12/03,International League,Durham vs. Louisville,DUR,LOU,4,2
04/12/03,International League,Charlotte vs. Indianapolis,CHA,IND,0,2
04/13/03,International League,Buffalo vs. Ottawa,BUF,OTT,2,5
04/13/03,International League,Rochester vs. Pawtucket,ROC,PAW,5,10
04/13/03,International League,Columbus vs. Richmond,COL,RIC,8,2
04/13/03,International League,Scranton-W.B. vs. Syracuse,SWB,SYR,3,7
04/13/03,International League,Durham vs. Louisville,DUR,LOU,2,8
04/13/03,International League,Charlotte vs. Indianapolis,CHA,IND,3,4
04/13/03,International League,Toledo vs. Norfolk,TOL,NOR,3,5
04/13/03,International League,Toledo vs. Norfolk,TOL,NOR,5,9
04/14/03,International League,Rochester vs. Pawtucket,ROC,PAW,4,1
04/14/03,International League,Rochester vs. Pawtucket,ROC,PAW,5,4
04/14/03,International League,Buffalo vs. Ottawa,BUF,OTT,6,7
04/14/03,International League,Durham vs. Louisville,DUR,LOU,2,8
04/14/03,International League,Toledo vs. Norfolk,TOL,NOR,4,5
04/14/03,International League,Columbus vs. Richmond,COL,RIC,0,1
04/14/03,International League,Scranton-W.B. vs. Syracuse,SWB,SYR,2,4
04/14/03,International League,Charlotte vs. Indianapolis,CHA,IND,6,5
04/15/03,International League,Toledo vs. Norfolk,TOL,NOR,3,4
04/15/03,International League,Buffalo vs. Syracuse,BUF,SYR,1,5
04/15/03,International League,Pawtucket vs. Ottawa,PAW,OTT,6,5
04/15/03,International League,Scranton-W.B. vs. Rochester,SWB,ROC,3,4
04/15/03,International League,Columbus vs. Richmond,COL,RIC,6,2
04/16/03,International League,Pawtucket vs. Ottawa,PAW,OTT,4,2
04/16/03,International League,Pawtucket vs. Ottawa,PAW,OTT,3,5
04/16/03,International League,Buffalo vs. Syracuse,BUF,SYR,4,3
04/16/03,International League,Scranton-W.B. vs. Rochester,SWB,ROC,7,2
04/16/03,International League,Indianapolis vs. Durham,IND,DUR,3,14
04/16/03,International League,Norfolk vs. Richmond,NOR,RIC,4,2
04/16/03,International League,Toledo vs. Columbus,TOL,COL,5,4
04/16/03,International League,Louisville vs. Charlotte,LOU,CHA,13,7
04/17/03,International League,Toledo vs. Columbus,TOL,COL,16,1
04/17/03,International League,Scranton-W.B. vs. Rochester,SWB,ROC,2,7
04/17/03,International League,Indianapolis vs. Durham,IND,DUR,1,2
04/17/03,International League,Pawtucket vs. Ottawa,PAW,OTT,6,4
04/17/03,International League,Norfolk vs. Richmond,NOR,RIC,4,5
04/17/03,International League,Buffalo vs. Syracuse,BUF,SYR,7,4
04/17/03,International League,Louisville vs. Charlotte,LOU,CHA,0,3
04/18/03,International League,Pawtucket vs. Ottawa,PAW,OTT,6,4
04/18/03,International League,Richmond vs. Toledo,RIC,TOL,2,3
04/18/03,International League,Richmond vs. Toledo,RIC,TOL,1,2
04/18/03,International League,Buffalo vs. Rochester,BUF,ROC,5,3
04/18/03,International League,Louisville vs. Durham,LOU,DUR,3,12
04/18/03,International League,Indianapolis vs. Charlotte,IND,CHA,1,7
04/19/03,International League,Pawtucket vs. Rochester,PAW,ROC,6,2
04/19/03,International League,Ottawa vs. Buffalo,OTT,BUF,4,6
04/19/03,International League,Louisville vs. Durham,LOU,DUR,4,9
04/19/03,International League,Syracuse vs. Scranton-W.B.,SYR,SWB,0,1
04/19/03,International League,Richmond vs. Toledo,RIC,TOL,4,3
04/19/03,International League,Norfolk vs. Columbus,NOR,COL,4,0
04/20/03,International League,Pawtucket vs. Rochester,PAW,ROC,2,3
04/20/03,International League,Syracuse vs. Scranton-W.B.,SYR,SWB,1,6
04/20/03,International League,Ottawa vs. Buffalo,OTT,BUF,4,6
04/20/03,International League,Richmond vs. Columbus,RIC,COL,3,0
04/20/03,International League,Richmond vs. Columbus,RIC,COL,3,4
04/20/03,International League,Indianapolis vs. Charlotte,IND,CHA,3,9
04/20/03,International League,Indianapolis vs. Charlotte,IND,CHA,0,5
04/20/03,International League,Louisville vs. Durham,LOU,DUR,3,2
04/20/03,International League,Norfolk vs. Toledo,NOR,TOL,1,4
04/21/03,International League,Pawtucket vs. Rochester,PAW,ROC,13,7
04/21/03,International League,Syracuse vs. Scranton-W.B.,SYR,SWB,8,9
04/21/03,International League,Norfolk vs. Toledo,NOR,TOL,0,5
04/21/03,International League,Ottawa vs. Buffalo,OTT,BUF,2,5
04/21/03,International League,Indianapolis vs. Charlotte,IND,CHA,3,6
04/21/03,International League,Louisville vs. Durham,LOU,DUR,1,9
04/22/03,International League,Rochester vs. Ottawa,ROC,OTT,3,5
04/22/03,International League,Norfolk vs. Toledo,NOR,TOL,7,2
04/22/03,International League,Buffalo vs. Scranton-W.B.,BUF,SWB,6,4
04/22/03,International League,Richmond vs. Columbus,RIC,COL,6,3
04/22/03,International League,Indianapolis vs. Louisville,IND,LOU,9,1
04/23/03,International League,Indianapolis vs. Louisville,IND,LOU,4,13
04/23/03,International League,Richmond vs. Columbus,RIC,COL,6,3
04/23/03,International League,Rochester vs. Ottawa,ROC,OTT,7,9
04/23/03,International League,Durham vs. Charlotte,DUR,CHA,4,5
04/23/03,International League,Durham vs. Charlotte,DUR,CHA,0,0
04/23/03,International League,Syracuse vs. Pawtucket,SYR,PAW,2,10
04/23/03,International League,Norfolk vs. Toledo,NOR,TOL,5,2
04/23/03,International League,Buffalo vs. Scranton-W.B.,BUF,SWB,0,4
04/24/03,International League,Buffalo vs. Scranton-W.B.,BUF,SWB,5,1
04/24/03,International League,Syracuse vs. Pawtucket,SYR,PAW,9,10
04/24/03,International League,Charlotte vs. Richmond,CHA,RIC,1,2
04/24/03,International League,Indianapolis vs. Louisville,IND,LOU,2,3
04/24/03,International League,Durham vs. Norfolk,DUR,NOR,6,4
04/25/03,International League,Durham vs. Norfolk,DUR,NOR,6,9
04/25/03,International League,Rochester vs. Syracuse,ROC,SYR,7,3
04/25/03,International League,Rochester vs. Syracuse,ROC,SYR,13,4
04/25/03,International League,Buffalo vs. Pawtucket,BUF,PAW,2,3
04/25/03,International League,Buffalo vs. Pawtucket,BUF,PAW,7,0
04/25/03,International League,Scranton-W.B. vs. Ottawa,SWB,OTT,1,4
04/25/03,International League,Charlotte vs. Richmond,CHA,RIC,7,5
04/25/03,International League,Columbus vs. Louisville,COL,LOU,7,8
04/25/03,International League,Toledo vs. Indianapolis,TOL,IND,5,1
04/26/03,International League,Scranton-W.B. vs. Ottawa,SWB,OTT,9,7
04/26/03,International League,Syracuse vs. Rochester,SYR,ROC,1,5
04/26/03,International League,Syracuse vs. Rochester,SYR,ROC,2,1
04/26/03,International League,Buffalo vs. Pawtucket,BUF,PAW,7,1
04/27/03,International League,Ottawa vs. Rochester,OTT,ROC,8,11
04/27/03,International League,Durham vs. Richmond,DUR,RIC,0,1
04/27/03,International League,Pawtucket vs. Syracuse,PAW,SYR,7,3
04/27/03,International League,Scranton-W.B. vs. Buffalo,SWB,BUF,1,2
04/27/03,International League,Toledo vs. Louisville,TOL,LOU,4,0
04/27/03,International League,Columbus vs. Indianapolis,COL,IND,5,6
04/29/03,International League,Charlotte vs. Norfolk,CHA,NOR,3,5
04/29/03,International League,Charlotte vs. Norfolk,CHA,NOR,2,3
04/29/03,International League,Toledo vs. Louisville,TOL,LOU,5,10
04/29/03,International League,Ottawa vs. Rochester,OTT,ROC,10,4
04/29/03,International League,Durham vs. Richmond,DUR,RIC,1,4
04/29/03,International League,Pawtucket vs. Syracuse,PAW,SYR,5,6
04/29/03,International League,Scranton-W.B. vs. Buffalo,SWB,BUF,5,4
04/29/03,International League,Columbus vs. Indianapolis,COL,IND,4,1
04/29/03,International League,Ottawa vs. Syracuse,OTT,SYR,0,2
04/29/03,International League,Columbus vs. Toledo,COL,TOL,1,11
04/29/03,International League,Pawtucket vs. Scranton-W.B.,PAW,SWB,9,5
04/29/03,International League,Durham vs. Charlotte,DUR,CHA,4,5
04/29/03,International League,Richmond vs. Norfolk,RIC,NOR,3,1
04/30/03,International League,Columbus vs. Toledo,COL,TOL,7,1
04/30/03,International League,Ottawa vs. Syracuse,OTT,SYR,3,2
04/30/03,International League,Buffalo vs. Rochester,BUF,ROC,3,1
04/30/03,International League,Pawtucket vs. Scranton-W.B.,PAW,SWB,8,7
04/30/03,International League,Durham vs. Charlotte,DUR,CHA,2,3
04/30/03,International League,Richmond vs. Norfolk,RIC,NOR,9,1
04/30/03,International League,Louisville vs. Indianapolis,LOU,IND,7,2
05/01/03,International League,Buffalo vs. Rochester,BUF,ROC,6,11
05/01/03,International League,Louisville vs. Indianapolis,LOU,IND,6,0
05/01/03,International League,Ottawa vs. Syracuse,OTT,SYR,15,5
05/02/03,International League,Toledo vs. Ottawa,TOL,OTT,5,6
05/02/03,International League,Norfolk vs. Pawtucket,NOR,PAW,7,2
05/02/03,International League,Syracuse vs. Durham,SYR,DUR,2,3
05/02/03,International League,Indianapolis vs. Richmond,IND,RIC,1,4
05/02/03,International League,Louisville vs. Buffalo,LOU,BUF,5,6
05/02/03,International League,Scranton-W.B. vs. Columbus,SWB,COL,2,10
05/02/03,International League,Rochester vs. Charlotte,ROC,CHA,4,7
05/03/03,International League,Toledo vs. Ottawa,TOL,OTT,3,6
05/03/03,International League,Norfolk vs. Pawtucket,NOR,PAW,3,9
05/03/03,International League,Syracuse vs. Durham,SYR,DUR,10,7
05/03/03,International League,Indianapolis vs. Richmond,IND,RIC,9,2
05/03/03,International League,Louisville vs. Buffalo,LOU,BUF,3,5
05/03/03,International League,Scranton-W.B. vs. Columbus,SWB,COL,7,0
05/03/03,International League,Rochester vs. Charlotte,ROC,CHA,16,6
05/04/03,International League,Toledo vs. Ottawa,TOL,OTT,2,6
05/04/03,International League,Norfolk vs. Pawtucket,NOR,PAW,0,1
05/04/03,International League,Louisville vs. Buffalo,LOU,BUF,4,1
05/04/03,International League,Indianapolis vs. Richmond,IND,RIC,2,5
05/04/03,International League,Syracuse vs. Durham,SYR,DUR,4,0
05/04/03,International League,Scranton-W.B. vs. Columbus,SWB,COL,2,3
05/04/03,International League,Rochester vs. Charlotte,ROC,CHA,3,2
05/05/03,International League,Toledo vs. Ottawa,TOL,OTT,2,9
05/05/03,International League,Norfolk vs. Pawtucket,NOR,PAW,8,0
05/05/03,International League,Indianapolis vs. Richmond,IND,RIC,4,2
05/05/03,International League,Louisville vs. Buffalo,LOU,BUF,2,7
05/05/03,International League,Scranton-W.B. vs. Columbus,SWB,COL,3,7
05/05/03,International League,Rochester vs. Charlotte,ROC,CHA,3,2
05/05/03,International League,Syracuse vs. Durham,SYR,DUR,5,3
05/06/03,International League,Columbus vs. Ottawa,COL,OTT,5,0
05/06/03,International League,Richmond vs. Pawtucket,RIC,PAW,2,9
05/06/03,International League,Rochester vs. Durham,ROC,DUR,2,3
05/06/03,International League,Toledo vs. Buffalo,TOL,BUF,3,0
05/06/03,International League,Syracuse vs. Charlotte,SYR,CHA,5,6
05/06/03,International League,Scranton-W.B. vs. Louisville,SWB,LOU,6,3
05/06/03,International League,Indianapolis vs. Norfolk,IND,NOR,1,4
05/07/03,International League,Scranton-W.B. vs. Louisville,SWB,LOU,4,8
