04/09/04,International League,Durham vs. Toledo,DUR,TOL,8,3
04/09/04,International League,Louisville vs. Richmond,LOU,RIC,0,2
04/09/04,International League,Rochester vs. Syracuse,ROC,SYR,7,2
04/09/04,International League,Scranton-W.B. vs. Ottawa,SWB,OTT,0,2
04/09/04,International League,Buffalo vs. Pawtucket,BUF,PAW,3,4
04/09/04,International League,Charlotte vs. Columbus,CHA,COL,3,2
04/09/04,International League,Indianapolis vs. Norfolk,IND,NOR,2,1
04/10/04,International League,Scranton-W.B. vs. Ottawa,SWB,OTT,2,6
04/10/04,International League,Rochester vs. Syracuse,ROC,SYR,4,2
04/10/04,International League,Buffalo vs. Pawtucket,BUF,PAW,6,5
04/10/04,International League,Louisville vs. Richmond,LOU,RIC,3,1
04/10/04,International League,Durham vs. Toledo,DUR,TOL,6,9
04/10/04,International League,Charlotte vs. Columbus,CHA,COL,5,1
04/10/04,International League,Indianapolis vs. Norfolk,IND,NOR,4,3
04/11/04,International League,Buffalo vs. Pawtucket,BUF,PAW,0,1
04/11/04,International League,Buffalo vs. Pawtucket,BUF,PAW,0,1
04/11/04,International League,Durham vs. Columbus,DUR,COL,5,6
04/11/04,International League,Durham vs. Columbus,DUR,COL,9,6
04/11/04,International League,Scranton-W.B. vs. Ottawa,SWB,OTT,5,4
04/11/04,International League,Syracuse vs. Rochester,SYR,ROC,4,7
04/11/04,International League,Indianapolis vs. Richmond,IND,RIC,3,2
04/11/04,International League,Charlotte vs. Toledo,CHA,TOL,2,3
04/11/04,International League,Louisville vs. Norfolk,LOU,NOR,2,5
04/12/04,International League,Scranton-W.B. vs. Ottawa,SWB,OTT,9,6
04/12/04,International League,Louisville vs. Norfolk,LOU,NOR,12,3
04/12/04,International League,Syracuse vs. Rochester,SYR,ROC,0,1
04/12/04,International League,Indianapolis vs. Richmond,IND,RIC,3,4
04/12/04,International League,Charlotte vs. Toledo,CHA,TOL,7,1
04/13/04,International League,Syracuse vs. Ottawa,SYR,OTT,7,5
04/13/04,International League,Charlotte vs. Toledo,CHA,TOL,0,1
04/13/04,International League,Pawtucket vs. Rochester,PAW,ROC,3,12
04/14/04,International League,Louisville vs. Norfolk,LOU,NOR,0,2
04/14/04,International League,Charlotte vs. Toledo,CHA,TOL,6,3
04/15/04,International League,Pawtucket vs. Rochester,PAW,ROC,5,6
04/15/04,International League,Pawtucket vs. Rochester,PAW,ROC,0,1
04/15/04,International League,Syracuse vs. Ottawa,SYR,OTT,7,2
04/15/04,International League,Syracuse vs. Ottawa,SYR,OTT,3,4
04/15/04,International League,Buffalo vs. Scranton-W.B.,BUF,SWB,7,4
04/15/04,International League,Buffalo vs. Scranton-W.B.,BUF,SWB,4,2
04/15/04,International League,Toledo vs. Durham,TOL,DUR,4,9
04/15/04,International League,Columbus vs. Charlotte,COL,CHA,0,3
04/15/04,International League,Richmond vs. Louisville,RIC,LOU,4,1
04/16/04,International League,Richmond vs. Louisville,RIC,LOU,6,7
04/16/04,International League,Pawtucket vs. Syracuse,PAW,SYR,2,3
04/16/04,International League,Norfolk vs. Indianapolis,NOR,IND,7,6
04/16/04,International League,Toledo vs. Durham,TOL,DUR,2,7
04/16/04,International League,Rochester vs. Scranton-W.B.,ROC,SWB,4,3
04/16/04,International League,Columbus vs. Charlotte,COL,CHA,8,2
04/17/04,International League,Pawtucket vs. Syracuse,PAW,SYR,7,8
04/17/04,International League,Ottawa vs. Buffalo,OTT,BUF,10,5
04/17/04,International League,Columbus vs. Durham,COL,DUR,8,4
04/17/04,International League,Rochester vs. Scranton-W.B.,ROC,SWB,0,3
04/17/04,International League,Toledo vs. Charlotte,TOL,CHA,7,6
04/17/04,International League,Norfolk vs. Louisville,NOR,LOU,10,9
04/17/04,International League,Richmond vs. Indianapolis,RIC,IND,1,8
04/20/04,International League,Rochester vs. Scranton-W.B.,ROC,SWB,7,8
04/20/04,International League,Pawtucket vs. Syracuse,PAW,SYR,3,4
04/20/04,International League,Ottawa vs. Buffalo,OTT,BUF,1,4
04/20/04,International League,Norfolk vs. Louisville,NOR,LOU,9,7
04/20/04,International League,Richmond vs. Indianapolis,RIC,IND,7,8
04/20/04,International League,Columbus vs. Durham,COL,DUR,2,5
04/20/04,International League,Toledo vs. Charlotte,TOL,CHA,4,5
04/20/04,International League,Norfolk vs. Louisville,NOR,LOU,3,7
04/20/04,International League,Rochester vs. Scranton-W.B.,ROC,SWB,1,6
04/20/04,International League,Ottawa vs. Buffalo,OTT,BUF,7,5
04/20/04,International League,Toledo vs. Charlotte,TOL,CHA,7,3
04/20/04,International League,Richmond vs. Indianapolis,RIC,IND,8,6
04/20/04,International League,Columbus vs. Durham,COL,DUR,8,6
04/20/04,International League,Pawtucket vs. Syracuse,PAW,SYR,9,1
04/20/04,International League,Columbus vs. Durham,COL,DUR,10,14
04/20/04,International League,Norfolk vs. Louisville,NOR,LOU,0,6
04/20/04,International League,Toledo vs. Charlotte,TOL,CHA,6,8
04/20/04,International League,Richmond vs. Indianapolis,RIC,IND,6,7
04/20/04,International League,Ottawa vs. Syracuse,OTT,SYR,0,6
04/20/04,International League,Rochester vs. Pawtucket,ROC,PAW,2,3
04/21/04,International League,Scranton-W.B. vs. Buffalo,SWB,BUF,4,3
04/21/04,International League,Scranton-W.B. vs. Buffalo,SWB,BUF,2,4
04/21/04,International League,Ottawa vs. Syracuse,OTT,SYR,2,4
04/21/04,International League,Rochester vs. Pawtucket,ROC,PAW,8,6
04/22/04,International League,Rochester vs. Pawtucket,ROC,PAW,4,14
04/22/04,International League,Ottawa vs. Syracuse,OTT,SYR,7,10
04/22/04,International League,Scranton-W.B. vs. Buffalo,SWB,BUF,6,1
04/22/04,International League,Indianapolis vs. Toledo,IND,TOL,2,1
04/22/04,International League,Charlotte vs. Richmond,CHA,RIC,3,6
04/22/04,International League,Louisville vs. Columbus,LOU,COL,4,7
04/22/04,International League,Durham vs. Norfolk,DUR,NOR,4,0
04/23/04,International League,Scranton-W.B. vs. Buffalo,SWB,BUF,2,4
04/23/04,International League,Ottawa vs. Syracuse,OTT,SYR,5,4
04/23/04,International League,Indianapolis vs. Toledo,IND,TOL,5,2
04/23/04,International League,Charlotte vs. Richmond,CHA,RIC,3,5
04/23/04,International League,Durham vs. Norfolk,DUR,NOR,10,2
04/24/04,International League,Louisville vs. Columbus,LOU,COL,3,5
04/24/04,International League,Louisville vs. Columbus,LOU,COL,5,1
04/24/04,International League,Buffalo vs. Ottawa,BUF,OTT,11,5
04/24/04,International League,Syracuse vs. Pawtucket,SYR,PAW,7,8
04/24/04,International League,Charlotte vs. Richmond,CHA,RIC,4,5
04/24/04,International League,Indianapolis vs. Toledo,IND,TOL,6,2
04/24/04,International League,Scranton-W.B. vs. Rochester,SWB,ROC,5,0
04/24/04,International League,Durham vs. Norfolk,DUR,NOR,6,1
04/25/04,International League,Buffalo vs. Ottawa,BUF,OTT,11,18
04/25/04,International League,Syracuse vs. Pawtucket,SYR,PAW,2,4
04/25/04,International League,Scranton-W.B. vs. Rochester,SWB,ROC,2,3
04/25/04,International League,Durham vs. Richmond,DUR,RIC,3,6
04/25/04,International League,Toledo vs. Louisville,TOL,LOU,6,3
04/25/04,International League,Indianapolis vs. Columbus,IND,COL,2,8
04/25/04,International League,Charlotte vs. Norfolk,CHA,NOR,1,4
04/26/04,International League,Indianapolis vs. Columbus,IND,COL,6,4
04/26/04,International League,Buffalo vs. Ottawa,BUF,OTT,6,9
04/26/04,International League,Syracuse vs. Pawtucket,SYR,PAW,4,10
04/26/04,International League,Toledo vs. Louisville,TOL,LOU,9,5
04/26/04,International League,Charlotte vs. Norfolk,CHA,NOR,2,3
04/26/04,International League,Durham vs. Richmond,DUR,RIC,1,5
04/27/04,International League,Pawtucket vs. Ottawa,PAW,OTT,7,9
04/27/04,International League,Toledo vs. Columbus,TOL,COL,8,2
04/27/04,International League,Buffalo vs. Rochester,BUF,ROC,11,3
04/27/04,International League,Norfolk vs. Charlotte,NOR,CHA,1,2
04/27/04,International League,Indianapolis vs. Louisville,IND,LOU,2,6
04/28/04,International League,Toledo vs. Columbus,TOL,COL,7,12
04/28/04,International League,Durham vs. Richmond,DUR,RIC,4,1
04/28/04,International League,Durham vs. Richmond,DUR,RIC,2,1
04/28/04,International League,Syracuse vs. Scranton-W.B.,SYR,SWB,0,3
04/28/04,International League,Pawtucket vs. Ottawa,PAW,OTT,16,1
04/28/04,International League,Buffalo vs. Rochester,BUF,ROC,3,2
04/28/04,International League,Norfolk vs. Charlotte,NOR,CHA,4,3
04/28/04,International League,Indianapolis vs. Louisville,IND,LOU,3,2
04/29/04,International League,Louisville vs. Indianapolis,LOU,IND,4,8
04/29/04,International League,Pawtucket vs. Ottawa,PAW,OTT,9,0
04/29/04,International League,Columbus vs. Toledo,COL,TOL,6,7
04/29/04,International League,Norfolk vs. Durham,NOR,DUR,2,5
04/29/04,International League,Syracuse vs. Scranton-W.B.,SYR,SWB,0,3
04/29/04,International League,Buffalo vs. Rochester,BUF,ROC,6,5
04/29/04,International League,Richmond vs. Charlotte,RIC,CHA,1,5
04/30/04,International League,Columbus vs. Toledo,COL,TOL,4,7
04/30/04,International League,Buffalo vs. Rochester,BUF,ROC,25,13
04/30/04,International League,Pawtucket vs. Ottawa,PAW,OTT,16,7
04/30/04,International League,Norfolk vs. Durham,NOR,DUR,5,1
04/30/04,International League,Syracuse vs. Scranton-W.B.,SYR,SWB,3,2
04/30/04,International League,Richmond vs. Charlotte,RIC,CHA,2,7
04/30/04,International League,Louisville vs. Indianapolis,LOU,IND,9,0
05/01/04,International League,Rochester vs. Syracuse,ROC,SYR,5,6
05/01/04,International League,Richmond vs. Durham,RIC,DUR,2,6
05/01/04,International League,Ottawa vs. Scranton-W.B.,OTT,SWB,5,6
05/01/04,International League,Pawtucket vs. Buffalo,PAW,BUF,4,7
05/01/04,International League,Louisville vs. Charlotte,LOU,CHA,2,4
05/01/04,International League,Columbus vs. Norfolk,COL,NOR,9,3
