year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	ba	obp	slg	ab	r	h	d	t	tb	hr	rbi	bb	hbp	sf	sh	k	dp	sb	cs	picked
2013	11320	2	vs_lhp	10168	2	Abilene Christian	25	1077034	Schuetze, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1077034	Sr	P	53	53	37	12	0.324	0.386	 	0.405	8	3	 	 	7	5	 	2	1	3	3	2	1	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	13	1311155	Duarte, Chuck	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311155	Sr	INF	53	53	30	9	0.300	0.447	 	0.300	7	 	 	 	5	8	 	 	1	2	 	1	1	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	8	1311152	Eager, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311152	So	1B	53	53	50	17	0.340	0.400	 	0.400	3	3	 	 	9	5	 	 	2	3	1	3	2	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	6	1420612	Spivey, Seth	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420612	Jr	INF	52	52	42	15	0.357	0.482	 	0.452	12	4	 	 	7	9	3	2	1	8	1	2	 	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	15	1311156	Macy, Rodge	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311156	Sr	C	52	51	35	11	0.314	0.455	 	0.343	1	1	 	 	4	8	1	 	1	7	1	3	 	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	33	1311164	Conwell, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311164	Sr	OF	52	51	37	11	0.297	0.366	 	0.378	4	1	1	 	2	3	1	 	1	4	4	 	1	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	10	1420613	Giusti, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420613	Jr	3B	49	49	33	14	0.424	0.475	 	0.515	7	3	 	 	11	5	 	2	2	1	 	4	1	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	3	1420611	Taylor, Ty	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420611	Jr	P	45	41	19	5	0.263	0.391	 	0.263	5	 	 	 	2	4	 	 	2	1	 	1	 	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	14	1420636	Luckie, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420636	Sr	OF	26	15	12	5	0.417	0.533	 	0.417	5	 	 	 	0	3	 	 	2	3	 	1	 	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	23	1420637	Roland, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420637	Sr	DH	20	10	5	2	0.400	0.400	 	0.400	0	 	 	 	0	 	 	 	 	3	 	 	 	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	5	1311150	Niland, Emmett	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311150	Sr	C	19	16	4	0	0.000	0.200	 	0.000	0	 	 	 	0	1	 	 	1	 	1	 	 	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	11	1311193	Smith, Mason	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311193	So	INF	17	0	1	0	0.000	0.000	 	0.000	0	 	 	 	0	 	 	 	 	1	 	 	 	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	20	1420629	Yorkman, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420629	Jr	OF	17	10	0	0		1.000	 		1	 	 	 	0	 	1	 	 	 	 	1	 	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	7	1215881	Watson, Reed	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1215881	Sr	INF	16	9	8	0	0.000	0.200	 	0.000	1	 	 	 	0	2	 	 	 	3	3	1	 	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	29	1420632	Beasley, Heath	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420632	Fr	OF	14	9	5	2	0.400	0.571	 	0.400	2	 	 	 	1	2	 	 	1	2	 	 	 	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	4	1311149	Mejia, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1311149	Sr	INF	12	7	6	0	0.000	0.000	 	0.000	1	 	 	 	1	 	 	 	3	1	 	 	1	 
2013	11320	2	vs_lhp	10168	2	Abilene Christian	1	1420610	Bonifant, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11320&stats_player_seq=1420610	Fr	INF	10	1	4	2	0.500	0.500	 	0.500	2	 	 	 	0	 	 	 	 	 	 	 	 	 
