year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12560	3	vs_rhb	10605	4	Adrian	44	1780076	Shepherd, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1780076	Sr	P	14	4				0.00	14.7		14	0	0	6	13		67	61	2			3			1						17	13				4
2017	12560	3	vs_rhb	10605	4	Adrian	36	1664109	Parsons, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1664109	Jr	P	13	12				0.00	56.7		59	0	0	4	57		239	232	8	1	1		2	2	0						55	55				13
2017	12560	3	vs_rhb	10605	4	Adrian	22	1663964	Dunn, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1663964	Sr	P	12	0				0.00	5.5		14	0	0	4	3		39	33	6				1	1							6	9				3
2017	12560	3	vs_rhb	10605	4	Adrian	43	1891441	Schroeder, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891441	So	P	11	11				0.00	25.9		19	0	0	13	22		133	106	4		2		2	14	0						37	20				8
2017	12560	3	vs_rhb	10605	4	Adrian	13	1891431	Banks, Pierce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891431	Fr	1B	11	11				0.00	47.7		42	0	0	8	31		197	181	5			1	2	2							55	49				10
2017	12560	3	vs_rhb	10605	4	Adrian	33	1891434	Ford, Spencer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891434	Fr	P	11	0				0.00	23.9		39	0	0	7	16		121	109	7			2	5	2	0						37	16				5
2017	12560	3	vs_rhb	10605	4	Adrian	35	1668514	Gnodtke, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1668514	Jr	P	8	1				0.00	4.6		11	0	0	5	3		34	28	6				3	1							4	8				1
2017	12560	3	vs_rhb	10605	4	Adrian	30	1558661	Healy, Shane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1558661	Sr	P	8	0				0.00	3.5		10	0	0	1	3		25	23	3												6	4				2
2017	12560	3	vs_rhb	10605	4	Adrian	38	1891428	Marks, Jesse	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891428	So	P	8	0				0.00	2.5		1	0	0	6	4		17	11	1				4								1	3				1
2017	12560	3	vs_rhb	10605	4	Adrian	41	1891433	Cecil, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891433	Jr	P	7	1				0.00	4.3		3	0	0	4	4		28	18	2		2		1	5							5	4				2
2017	12560	3	vs_rhb	10605	4	Adrian	37	1891435	Gubbini, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1891435	Fr	P	7	6				0.00	16.9		17	0	0	15	15		93	73	1	2			1	4							25	12				2
2017	12560	3	vs_rhb	10605	4	Adrian	27	1668519	Stevens, Trevor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1668519	Sr	P	6	1				0.00	4.5		9	0	0	1	6		28	24	1			1	2	2	0						6	4				3
2017	12560	3	vs_rhb	10605	4	Adrian	26	1896506	McMichael, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1896506	Fr	P	3	0				0.00	3.2		2	0	0	4	4		17	12						1							2	4				1
