year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	16	1770936	Jozwiak, Cullen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1770936	Sr	INF	51	51				0.00	0.4		3	0	0	2	1		10	8													2	1				
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	12	1884313	Owens, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884313	Jr	OF	41	35					0.0		1	0	0	2	0		4	1	1					1												
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	8	1770935	Deaver, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1770935	Sr	OF	38	26				0.00	0.2		0	0	0	1	1		4	2						1							1					1
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	28	1770943	Worrell, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1770943	So	P	27	3				0.00	12.7		16	0	0	12	17		85	70	5				1	2	0						24	12				7
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	29	1546815	Cooper, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1546815	Jr	P	25	6				0.00	13.9		29	0	0	13	26		108	92	4			4	3	1							15	18				3
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	34	1884320	Romere, Chad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884320	Jr	P	23	2				0.00	7.5		19	0	0	13	13		70	57	2	2			3		1						14	11				4
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	3	1884314	Rasure, Korey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884314	Jr	P	19	3				0.00	5.7		12	0	0	7	8		53	39	1	1	1		2	4							10	10				3
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	42	1884361	Lacaze, Dustin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884361	Fr	P	19	8				0.00	14.2		23	0	0	7	2		80	67	5	2		1		1	1						26	18				1
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	1	1884312	Carter, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884312	Jr	P	17	10				0.00	14.1		32	0	0	9	13		100	84	4			2	4	4							19	23				3
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	32	1438825	Holland, Nolan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1438825	Sr	P	16	2				0.00	7.0		15	0	0	13	4		56	40	3			2	2	3							12	9				3
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	20	1546833	Skapura, Devin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1546833	Sr	P	15	12				0.00	22.4		22	0	0	8	14		107	94	3			1		2							33	26				5
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	33	1884355	Glover, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884355	Jr	P	13	4				0.00	6.1		9	0	0	7	5		44	37	3				2								7	14				1
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	34	1770945	Hanks, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1770945	So	P	10	0				0.00	1.8		2	0	0	2	2		17	10	1					2							7	2				
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	22	1884321	Rhodes, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884321	Jr	P	6	2				0.00	2.3		3	0	0	4	2		17	13					1		0						3	3				
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	27	1652736	Allec, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652736	Sr	P	5	2				0.00	2.4		6	0	0	1	1		17	15	2				1								1	8				
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	30	1652724	Lilly, Carter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1652724	So	P	2	0				0.00	0.1		0	0	0	2	0		3	1													1					
2017	12560	1	vs_lhb	10598	26172	A&M-Corpus Chris	31	1770937	Philp, Jesse	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1770937	So	P	1	0					0.0		0	0	0	0	0		1	0						1												
2017	12560	1	vs_lhb	10598	2	Abilene Christian	7	1767864	Scott, Derek	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1767864	So	OF	55	55				0.00	8.5		13	0	0	3	11		45	42	4		1										11	6				2
2017	12560	1	vs_lhb	10598	2	Abilene Christian	25	1547054	Lambright, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1547054	Sr	P	22	2				0.00	10.0		16	0	0	18	22		82	60	2		1	3	2	2							8	15				5
2017	12560	1	vs_lhb	10598	2	Abilene Christian	22	1884442	Brewer, Keaton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884442	Sr	P	22	5				0.00	10.2		25	0	0	18	7		90	67	4	2		3	1	3	0						17	19				2
2017	12560	1	vs_lhb	10598	2	Abilene Christian	28	1884455	Smith, Jonah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884455	Fr	P	20	1				0.00	7.2		12	0	0	11	5		60	43	3			1	2	4	0						12	16				1
2017	12560	1	vs_lhb	10598	2	Abilene Christian	32	1767887	Ruot, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1767887	So	INF	20	2				0.00	5.9		19	0	0	4	1		46	41	5	1			2	1	0						13	7				1
2017	12560	1	vs_lhb	10598	2	Abilene Christian	35	1767888	Dougherty, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1767888	Sr	P	20	1				0.00	4.5		16	0	0	3	4		44	38	4		1				0						10	9				1
2017	12560	1	vs_lhb	10598	2	Abilene Christian	16	1659965	Hanson, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1659965	Jr	P	17	11				0.00	18.7		24	0	0	14	16		106	89	2	1		2	1	1	0						19	29				5
2017	12560	1	vs_lhb	10598	2	Abilene Christian	34	1884458	Kotulek, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884458	Fr	P	16	0				0.00	4.6		9	0	0	9	6		34	23			1		2	1	0						7	4				1
2017	12560	1	vs_lhb	10598	2	Abilene Christian	17	1767870	Dudley, Collin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1767870	Jr	P	16	0				0.00	2.6		13	0	0	4	5		36	31		1		2	1	1							5	8				1
2017	12560	1	vs_lhb	10598	2	Abilene Christian	43	1884460	Watkins, Cyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884460	Fr	P	16	0				0.00	3.9		9	0	0	8	2		38	30					1								11	5				
2017	12560	1	vs_lhb	10598	2	Abilene Christian	44	1767891	Kornely, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1767891	Sr	P	15	2				0.00	5.2		12	0	0	3	9		41	37	3	1		1	1								1	14				5
2017	12560	1	vs_lhb	10598	2	Abilene Christian	31	1547057	Lambright, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1547057	Sr	P	15	13				0.00	12.5		9	0	0	23	19		81	51	2				2	3							15	12				4
2017	12560	1	vs_lhb	10598	2	Abilene Christian	19	1884440	Bouffard, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884440	Jr	P	12	0				0.00	4.5		9	0	0	6	2		33	23	2				1	3	0						6	6				
2017	12560	1	vs_lhb	10598	2	Abilene Christian	15	1884438	Skeffington, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884438	Fr	P	12	7				0.00	7.4		16	0	0	6	4		53	43	4		1										8	19				2
2017	12560	1	vs_lhb	10598	2	Abilene Christian	21	1884441	Rolen, Case	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884441	Jr	P	6	6				0.00	9.5		11	0	0	6	7		55	42	3				2	4	0						14	10				1
2017	12560	1	vs_lhb	10598	2	Abilene Christian	14	1896883	Dyer, Doug	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1896883	Fr	P	3	0				0.00	0.6		2	0	0	1	1		9	7				2									1	4				
2017	12560	1	vs_lhb	10598	2	Abilene Christian	18	1884439	Hill, Bryce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1884439	Fr	P	1	1				0.00	1.0		0	0	0	1	0		3	2			1											2				
2017	12560	1	vs_lhb	10598	721	Air Force	5	1769403	Ready, Nic	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769403	So	INF	53	53				0.00	0.1		0	0	0	0	0		1	1													1					
2017	12560	1	vs_lhb	10598	721	Air Force	23	1879033	Easley, Ashton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1879033	Fr	OF	42	23				0.00	0.5		1	0	0	2	1		8	6													2	2				
2017	12560	1	vs_lhb	10598	721	Air Force	29	1653236	Holloway, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1653236	Jr	P	24	0				0.00	9.2		28	0	0	11	18		88	73	7			2	2	4							16	12				4
2017	12560	1	vs_lhb	10598	721	Air Force	45	1769416	Gilbert, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769416	So	P	24	0				0.00	6.4		15	0	0	11	5		55	42	3	1		3	1	2	0						12	8				1
2017	12560	1	vs_lhb	10598	721	Air Force	42	1879039	Kelley, Shawn	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1879039	Fr	C	19	0				0.00	2.3		5	0	0	3	2		26	22	3					1							6	8				
2017	12560	1	vs_lhb	10598	721	Air Force	11	1769406	Nichols, Ethan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769406	So	P	18	11				0.00	15.5		39	0	0	7	10		106	94	5	1		4	1	3							23	22				1
2017	12560	1	vs_lhb	10598	721	Air Force	31	1653237	Biancalana, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1653237	Jr	P	18	9				0.00	10.0		35	0	0	11	11		89	75	5	2	1	6	4	1							17	11				1
2017	12560	1	vs_lhb	10598	721	Air Force	24	1769410	Hargreaves, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769410	So	P	16	13				0.00	30.1		42	0	0	17	30		152	127	9			3	3	5	0						41	15				5
2017	12560	1	vs_lhb	10598	721	Air Force	40	1769415	Mortenson, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769415	So	P	16	1				0.00	9.5		16	0	0	10	15		65	50	6	1		1	1	1	2						11	11				4
2017	12560	1	vs_lhb	10598	721	Air Force	32	1879036	Floyd, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1879036	Fr	P	16	8				0.00	10.2		24	0	0	11	8		71	59	5	2		1	4		0						16	11				
2017	12560	1	vs_lhb	10598	721	Air Force	16	1527633	DeVries, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1527633	Sr	P	14	11				0.00	18.2		30	0	0	8	15		99	89	7	1		5	6	1	0						22	22				5
2017	12560	1	vs_lhb	10598	721	Air Force	10	1769405	Martinez, Gabe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769405	So	C	12	0				0.00	0.2		0	0	0	1	0		3	1														2				
2017	12560	1	vs_lhb	10598	721	Air Force	22	1879032	Kincart, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1879032	Jr	P	11	0				0.00	3.2		7	0	0	3	6		29	23				3	2								9	3				2
2017	12560	1	vs_lhb	10598	721	Air Force	38	1653243	Rieker, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1653243	Jr	P	8	0				0.00	1.7		5	0	0	2	1		16	14	2						0						5	3				
2017	12560	1	vs_lhb	10598	721	Air Force	30	1879035	Jones, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1879035	Fr	P	7	1				0.00	0.4		2	0	0	6	1		12	6													1	2				
2017	12560	1	vs_lhb	10598	721	Air Force	35	1879037	Gerlica, Jeff	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1879037	Fr	P	7	0				0.00	2.0		6	0	0	4	5		22	15	1						0						3	4				1
2017	12560	1	vs_lhb	10598	721	Air Force	37	1879038	Leaser, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1879038	Fr	P	6	0				0.00	2.6		3	0	0	2	3		15	13							0						4	3				1
2017	12560	1	vs_lhb	10598	721	Air Force	7	1653230	Jacobs, Tucker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1653230	Jr	P	6	0				0.00	0.1		3	0	0	0	0		4	3	1													1				
2017	12560	1	vs_lhb	10598	721	Air Force	27	1527638	Stanford, Nathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1527638	Sr	P	5	0				0.00	1.5		4	0	0	2	2		16	13	1					1							6					
2017	12560	1	vs_lhb	10598	721	Air Force	28	1879040	Harrison, Morgan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1879040	Fr	P	2	0				0.00	0.1		0	0	0	0	0		1	1														1				
2017	12560	1	vs_lhb	10598	721	Air Force	33	1769413	Plaskett, Steven	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1769413	So	P	2	0				0.00	0.2		0	0	0	1	0		3	2													1	1				
2017	12560	1	vs_lhb	10598	8	Alabama	10	1774386	Finnerty, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1774386	So	OF	41	20				0.00	9.2		18	0	0	10	12		69	57	8			1	4	1	2						15	13				1
2017	12560	1	vs_lhb	10598	8	Alabama	55	1871436	Oczypok, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871436	Sr	P	25	0				0.00	3.2		15	0	0	5	5		38	33	4	1		1	2								3	9				
2017	12560	1	vs_lhb	10598	8	Alabama	24	1871447	Suchey, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871447	Jr	P	24	1				0.00	21.7		27	0	0	14	18		123	105	2			4	6	2	1						34	27				5
2017	12560	1	vs_lhb	10598	8	Alabama	44	1772376	Vainer, Davis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772376	Fr	P	23	0				0.00	4.6		8	0	0	11	13		45	33			1		3		4						7	5				5
2017	12560	1	vs_lhb	10598	8	Alabama	27	1655481	Rogers, Zac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1655481	Jr	P	20	1				0.00	5.6		14	0	0	9	7		51	40					2								10	11				3
2017	12560	1	vs_lhb	10598	8	Alabama	32	1871435	Medders, Deacon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871435	Fr	P	15	6				0.00	10.8		12	0	0	11	12		61	49	1				5	1	2						15	8				2
2017	12560	1	vs_lhb	10598	8	Alabama	16	1655483	Walters, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1655483	Jr	P	14	13				0.00	22.4		33	0	0	13	22		130	106	4	2		1	10	5	0						27	24				3
2017	12560	1	vs_lhb	10598	8	Alabama	25	1772294	Duarte, Dylan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1772294	So	P	13	13				0.00	12.3		16	0	0	2	13		68	62		1			1	4							18	15				1
2017	12560	1	vs_lhb	10598	8	Alabama	12	1871437	Potter, Sonny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871437	Fr	P	12	0				0.00	1.2		8	0	0	2	1		15	13	1												4					
2017	12560	1	vs_lhb	10598	8	Alabama	29	1527438	Eicholtz, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1527438	Sr	P	12	12				0.00	16.9		30	0	0	17	7		111	89	5		1		9	2	1						36	18				2
2017	12560	1	vs_lhb	10598	8	Alabama	21	1871445	Rukes, Garret	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12560&stats_player_seq=1871445	Fr	P	7	4				0.00	6.4		3	0	0	2	9		28	24						2	0						2	10				4
