year	year_id	division_id	split_name	split_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	gp	gs	g	app	gs	era	ip	h	r	er	bb	so	sho	bf	p-oab	d-a	t-a	hr-a	wp	bk	hb	ibb	inh_run	inh_run_score	sha	sfa	pitches	go	fo	w	l	sv	kl
2015	12080	1	vs_lhb	10298	2	Abilene Christian	32	1547058	Zotyka, Ladgie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547058	Sr	P	25	0	 	 	 	0.00	7.2	7	0	0	7	13	 	46	35	 	 	 	1	 	1	 	 	 	 	 	 	10	6	 	 	 	5
2015	12080	1	vs_lhb	10298	2	Abilene Christian	23	1547042	Sheets, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547042	Sr	P	23	1	 	 	 	0.00	6.0	10	0	0	6	10	 	49	42	2	 	 	1	 	 	2	 	 	 	 	 	12	7	 	 	 	2
2015	12080	1	vs_lhb	10298	2	Abilene Christian	34	1547060	Cole, Nate	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547060	Jr	P	22	5	 	 	 	0.00	11.6	17	0	0	12	22	 	77	62	2	2	 	 	 	2	0	 	 	 	 	 	12	10	 	 	 	5
2015	12080	1	vs_lhb	10298	2	Abilene Christian	40	1547064	Gawrieh, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547064	Sr	P	17	3	 	 	 	0.00	2.9	10	0	0	9	2	 	33	22	2	1	 	 	 	2	 	 	 	 	 	 	8	2	 	 	 	1
2015	12080	1	vs_lhb	10298	2	Abilene Christian	24	1659966	Mason, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659966	Jr	P	16	9	 	 	 	0.00	7.3	32	0	0	4	5	 	74	69	5	1	2	2	 	1	0	 	 	 	 	 	17	12	 	 	 	2
2015	12080	1	vs_lhb	10298	2	Abilene Christian	33	1547059	Demeyere, Garrett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547059	Jr	P	15	14	 	 	 	0.00	18.4	36	0	0	11	9	 	115	99	11	2	1	 	 	2	 	 	 	 	 	 	23	31	 	 	 	1
2015	12080	1	vs_lhb	10298	2	Abilene Christian	36	1659976	Altimont, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659976	Sr	P	15	14	 	 	 	0.00	27.2	36	0	0	9	38	 	145	132	4	 	3	2	 	1	 	 	 	 	 	 	36	24	 	 	 	6
2015	12080	1	vs_lhb	10298	2	Abilene Christian	16	1659965	Hanson, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659965	Fr	P	14	6	 	 	 	0.00	17.2	17	0	0	4	13	 	77	71	1	2	3	 	 	1	0	 	 	 	 	 	22	20	 	 	 	5
2015	12080	1	vs_lhb	10298	2	Abilene Christian	25	1547054	Lambright, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547054	So	P	14	0	 	 	 	0.00	2.1	3	0	0	8	4	 	24	15	 	1	 	1	2	 	0	 	 	 	 	 	6	3	 	 	 	2
2015	12080	1	vs_lhb	10298	2	Abilene Christian	31	1547057	Lambright, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547057	So	P	10	3	 	 	 	0.00	1.4	5	0	0	7	2	 	21	12	 	 	1	1	1	2	 	 	 	 	 	 	1	4	 	 	 	1
2015	12080	1	vs_lhb	10298	2	Abilene Christian	44	1659978	Holifield, Landon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659978	Jr	P	10	0	 	 	 	0.00	2.1	4	0	0	5	7	 	23	18	1	 	 	 	1	 	 	 	 	 	 	 	2	5	 	 	 	1
2015	12080	1	vs_lhb	10298	2	Abilene Christian	30	1659975	Welborn, Bryce	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1659975	So	P	4	0	 	 	 	0.00	0.2	3	0	0	1	0	 	7	5	 	 	1	 	 	1	 	 	 	 	 	 	2	 	 	 	 	 
2015	12080	1	vs_lhb	10298	2	Abilene Christian	38	1547062	Morgan, Mack	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547062	So	P	2	0	 	 	 	0.00	2.0	2	0	0	0	0	 	8	7	 	 	1	1	 	 	 	 	 	 	 	 	1	5	 	 	 	 
2015	12080	1	vs_lhb	10298	2	Abilene Christian	27	1547055	Walker, Ty	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1547055	Jr	P	1	0	 	 	 	0.00	0.2	0	0	0	1	1	 	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 
2015	12080	1	vs_lhb	10298	721	Air Force	21	1308137	Yokley, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1308137	Sr	P	27	0	 	 	 	0.00	7.9	11	0	0	15	17	 	64	47	2	 	 	3	 	 	0	 	 	 	 	 	9	12	 	 	 	2
2015	12080	1	vs_lhb	10298	721	Air Force	30	1422370	Trojan, Steven	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1422370	Jr	P	21	8	 	 	 	0.00	23.1	16	0	0	22	20	 	120	93	2	 	2	4	 	5	0	 	 	 	 	 	33	22	 	 	 	5
2015	12080	1	vs_lhb	10298	721	Air Force	23	1422366	Monaghan, Trent	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1422366	Jr	P	20	11	 	 	 	0.00	27.6	34	0	0	11	29	 	133	118	6	1	 	 	 	2	0	 	 	 	 	 	36	20	 	 	 	10
2015	12080	1	vs_lhb	10298	721	Air Force	16	1527633	DeVries, Jacob	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527633	So	P	17	13	 	 	 	0.00	23.3	24	0	0	15	23	 	121	95	4	1	1	4	2	8	0	 	 	 	 	 	33	15	 	 	 	7
2015	12080	1	vs_lhb	10298	721	Air Force	22	1527636	Jax, Griffin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527636	So	P	16	15	 	 	 	0.00	42.8	55	0	0	23	29	 	220	189	18	1	5	1	 	2	0	 	 	 	 	 	68	33	 	 	 	3
2015	12080	1	vs_lhb	10298	721	Air Force	38	1653243	Rieker, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653243	Fr	P	14	0	 	 	 	0.00	9.1	13	0	0	3	6	 	49	46	2	1	 	 	1	 	0	 	 	 	 	 	14	12	 	 	 	1
2015	12080	1	vs_lhb	10298	721	Air Force	31	1653237	Biancalana, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653237	Fr	P	12	2	 	 	 	0.00	5.3	8	0	0	4	5	 	36	31	2	 	 	1	2	1	0	 	 	 	 	 	14	3	 	 	 	 
2015	12080	1	vs_lhb	10298	721	Air Force	29	1653236	Holloway, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653236	Fr	P	10	2	 	 	 	0.00	2.9	5	0	0	7	4	 	32	17	 	 	 	2	1	5	 	 	 	 	 	 	6	5	 	 	 	1
2015	12080	1	vs_lhb	10298	721	Air Force	7	1653230	Jacobs, Tucker	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653230	Fr	C	9	1	 	 	 	0.00	0.6	2	0	0	6	2	 	14	8	 	 	 	 	 	 	 	 	 	 	 	 	3	1	 	 	 	1
2015	12080	1	vs_lhb	10298	721	Air Force	27	1527638	Stanford, Nathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527638	So	P	9	0	 	 	 	0.00	0.9	4	0	0	3	1	 	17	13	2	1	 	 	1	1	 	 	 	 	 	 	6	2	 	 	 	 
2015	12080	1	vs_lhb	10298	721	Air Force	34	1653239	Kincart, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653239	Fr	P	7	0	 	 	 	0.00	1.6	4	0	0	0	4	 	14	12	 	 	 	 	1	 	 	 	 	 	 	 	2	3	 	 	 	1
2015	12080	1	vs_lhb	10298	721	Air Force	32	1653238	Lohnes, Sam	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1653238	Fr	P	1	0	 	 	 	0.00	0.2	1	0	0	1	0	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 
2015	12080	1	vs_lhb	10298	5	Akron	4	1436915	Mosbarger, Daulton	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436915	Jr	P	52	50	 	 	 	0.00	1.2	3	0	0	2	4	 	16	13	 	 	1	1	 	 	 	 	 	 	 	 	3	4	 	 	 	3
2015	12080	1	vs_lhb	10298	5	Akron	18	1436926	LaRocca, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436926	Sr	INF	42	35	 	 	 	0.00	3.5	1	0	0	5	10	 	27	21	 	 	 	 	 	 	 	 	 	 	 	 	5	5	 	 	 	3
2015	12080	1	vs_lhb	10298	5	Akron	28	1436922	Beaver, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436922	Jr	P	21	1	 	 	 	0.00	5.8	11	0	0	2	4	 	44	41	1	 	 	1	 	 	 	 	 	 	 	 	16	9	 	 	 	 
2015	12080	1	vs_lhb	10298	5	Akron	30	1543278	Davis, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1543278	So	P	18	4	 	 	 	0.00	11.9	24	0	0	9	15	 	83	67	2	 	1	2	 	4	1	 	 	 	 	 	19	12	 	 	 	3
2015	12080	1	vs_lhb	10298	5	Akron	20	1436920	Brubaker, JT	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436920	Jr	P	15	15	 	 	 	0.00	29.6	28	0	0	12	25	 	138	124	9	 	 	2	 	1	1	 	 	 	 	 	33	36	 	 	 	3
2015	12080	1	vs_lhb	10298	5	Akron	27	1436923	Valek III, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436923	Jr	P	15	15	 	 	 	0.00	23.4	24	0	0	6	19	 	114	103	3	 	2	1	 	1	 	 	 	 	 	 	32	29	 	 	 	8
2015	12080	1	vs_lhb	10298	5	Akron	25	1639632	Pusateri, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1639632	Sr	P	15	11	 	 	 	0.00	20.8	24	0	0	10	18	 	111	98	4	1	 	1	 	2	0	 	 	 	 	 	28	27	 	 	 	4
2015	12080	1	vs_lhb	10298	5	Akron	10	1436918	Jensen, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1436918	So	P	13	0	 	 	 	0.00	2.0	9	0	0	2	3	 	25	22	2	 	 	 	 	 	 	 	 	 	 	 	5	5	 	 	 	 
2015	12080	1	vs_lhb	10298	5	Akron	11	1321050	Dyer, Pat	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1321050	Sr	P	13	5	 	 	 	0.00	10.3	16	0	0	4	7	 	62	54	3	 	 	 	 	3	 	 	 	 	 	 	19	13	 	 	 	2
2015	12080	1	vs_lhb	10298	5	Akron	33	1639630	Lapiana, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1639630	Fr	P	12	7	 	 	 	0.00	13.5	18	0	0	3	6	 	71	65	3	1	3	 	 	1	 	 	 	 	 	 	19	24	 	 	 	2
2015	12080	1	vs_lhb	10298	5	Akron	21	1218824	Fanning, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1218824	Sr	P	4	0	 	 	 	0.00	1.2	3	0	0	1	1	 	9	8	1	 	2	 	2	 	 	 	 	 	 	 	2	2	 	 	 	 
2015	12080	1	vs_lhb	10298	5	Akron	41	1639629	Knettel, Zak	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1639629	Sr	P	3	0	 	 	 	0.00	1.0	2	0	0	0	0	 	6	5	 	 	 	 	 	1	 	 	 	 	 	 	3	 	 	 	 	 
2015	12080	1	vs_lhb	10298	8	Alabama	38	1527440	Wilhite, J.C.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527440	Sr	INF	56	51	 	 	 	0.00	1.7	3	0	0	1	2	 	14	10	1	 	 	 	 	 	 	 	 	 	 	 	4	4	 	 	 	 
2015	12080	1	vs_lhb	10298	8	Alabama	40	1527447	Burrows, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527447	So	P	27	0	 	 	 	0.00	5.0	17	0	0	5	8	 	51	44	1	 	 	1	 	 	 	 	 	 	 	 	8	13	 	 	 	1
2015	12080	1	vs_lhb	10298	8	Alabama	23	1416289	Castillo, Ray	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1416289	Jr	P	24	0	 	 	 	0.00	14.2	13	0	0	8	22	 	80	66	3	 	1	1	 	3	1	 	 	 	 	 	11	23	 	 	 	10
2015	12080	1	vs_lhb	10298	8	Alabama	17	1195658	Shaw, Jay	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1195658	Sr	P	19	0	 	 	 	0.00	7.8	5	0	0	7	11	 	48	41	1	 	 	2	 	 	0	 	 	 	 	 	14	11	 	 	 	2
2015	12080	1	vs_lhb	10298	8	Alabama	33	1416300	Greer, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1416300	Jr	P	18	0	 	 	 	0.00	5.7	4	0	0	4	7	 	31	25	 	 	 	1	 	1	0	 	 	 	 	 	2	12	 	 	 	1
2015	12080	1	vs_lhb	10298	8	Alabama	34	1655484	Watkins, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655484	Fr	P	16	2	 	 	 	0.00	4.3	11	0	0	3	6	 	36	32	4	 	 	 	 	1	 	 	 	 	 	 	8	7	 	 	 	3
2015	12080	1	vs_lhb	10298	8	Alabama	15	1527435	Bramblett, Geoffrey	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527435	So	P	15	15	 	 	 	0.00	30.5	41	0	0	13	31	 	152	136	6	1	5	 	 	 	0	 	 	 	 	 	29	34	 	 	 	7
2015	12080	1	vs_lhb	10298	8	Alabama	16	1655483	Walters, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655483	Fr	P	15	10	 	 	 	0.00	18.8	19	0	0	14	20	 	97	80	8	1	 	3	 	 	 	 	 	 	 	 	22	18	 	 	 	7
2015	12080	1	vs_lhb	10298	8	Alabama	20	1314567	Guilbeau, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1314567	Sr	P	15	15	 	 	 	0.00	21.2	25	0	0	16	23	 	114	93	6	 	 	3	 	2	0	 	 	 	 	 	25	21	 	 	 	5
2015	12080	1	vs_lhb	10298	8	Alabama	18	1655475	Carter, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655475	Jr	P	13	11	 	 	 	0.00	19.2	39	0	0	7	11	 	112	101	8	1	 	2	 	 	 	 	 	 	 	 	35	17	 	 	 	3
2015	12080	1	vs_lhb	10298	8	Alabama	28	1314568	Hubbard, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1314568	Sr	P	10	2	 	 	 	0.00	2.3	5	0	0	4	1	 	18	13	3	 	 	1	 	1	1	 	 	 	 	 	4	3	 	 	 	 
2015	12080	1	vs_lhb	10298	8	Alabama	29	1527438	Eicholtz, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527438	So	P	7	5	 	 	 	0.00	4.6	3	0	0	2	7	 	22	20	1	 	 	 	 	 	 	 	 	 	 	 	5	5	 	 	 	4
2015	12080	1	vs_lhb	10298	8	Alabama	27	1655481	Rogers, Zac	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655481	Fr	P	6	0	 	 	 	0.00	1.7	9	0	0	2	2	 	21	17	2	 	1	1	 	 	 	 	 	 	 	 	5	3	 	 	 	 
2015	12080	1	vs_lhb	10298	8	Alabama	36	1655480	McMurray, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1655480	Fr	P	2	0	 	 	 	0.00	0.3	0	0	0	1	0	 	4	3	 	 	 	1	 	 	 	 	 	 	 	 	3	 	 	 	 	 
2015	12080	1	vs_lhb	10298	8	Alabama	42	1527448	Adams, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1527448	So	P	1	0	 	 	 	0.00	0.2	0	0	0	0	2	 	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	vs_lhb	10298	6	Alabama A&M	21	1548788	Utterback, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548788	Sr	OF	56	55	 	 	 	0.00	1.2	8	0	0	3	2	 	22	17	3	 	 	 	 	 	 	 	 	 	 	 	5	4	 	 	 	 
2015	12080	1	vs_lhb	10298	6	Alabama A&M	5	1548781	Nelson, Ramon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548781	Sr	OF	49	48	 	 	 	0.00	0.1	2	0	0	0	0	 	2	2	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	vs_lhb	10298	6	Alabama A&M	39	1548786	Smith, Devin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548786	Sr	P	26	3	 	 	 	0.00	10.3	27	0	0	11	11	 	84	69	4	1	3	1	 	2	0	 	 	 	 	 	16	15	 	 	 	2
2015	12080	1	vs_lhb	10298	6	Alabama A&M	33	1548783	Ryder, Benjamin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548783	Sr	P	22	0	 	 	 	0.00	5.1	12	0	0	3	7	 	47	43	3	 	2	 	 	 	1	 	 	 	 	 	13	9	 	 	 	4
2015	12080	1	vs_lhb	10298	6	Alabama A&M	23	1661669	RobertsC,	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661669	N/A	P	20	5	 	 	 	0.00	7.5	14	0	0	6	7	 	55	47	2	2	 	1	 	2	 	 	 	 	 	 	16	10	 	 	 	3
2015	12080	1	vs_lhb	10298	6	Alabama A&M	30	1548792	Winter, Derrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548792	Sr	P	17	3	 	 	 	0.00	7.0	21	0	0	3	2	 	51	46	4	 	2	1	 	1	 	 	 	 	 	 	11	12	 	 	 	1
2015	12080	1	vs_lhb	10298	6	Alabama A&M	14	1440361	Benford, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440361	Jr	C	16	1	 	 	 	0.00	3.1	9	0	0	7	2	 	31	23	2	 	2	 	 	 	 	 	 	 	 	 	6	7	 	 	 	1
2015	12080	1	vs_lhb	10298	6	Alabama A&M	37	1661670	Burchell, J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661670	N/A	P	15	12	 	 	 	0.00	12.8	15	0	0	5	9	 	63	56	1	2	 	 	 	1	 	 	 	 	 	 	17	15	 	 	 	1
2015	12080	1	vs_lhb	10298	6	Alabama A&M	16	1661679	Chatman, T.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1661679	N/A	P	12	1	 	 	 	0.00	2.5	3	0	0	3	4	 	17	13	 	 	 	 	 	1	 	 	 	 	 	 	2	4	 	 	 	1
2015	12080	1	vs_lhb	10298	6	Alabama A&M	2	1440362	Bowen, Caleb	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1440362	Sr	P	12	8	 	 	 	0.00	8.0	6	0	0	9	2	 	46	35	3	 	 	 	 	1	0	 	 	 	 	 	13	14	 	 	 	 
2015	12080	1	vs_lhb	10298	6	Alabama A&M	34	1548771	Ahrens, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548771	Sr	P	12	11	 	 	 	0.00	8.1	16	0	0	11	10	 	61	50	3	 	1	 	 	 	 	 	 	 	 	 	10	11	 	 	 	3
2015	12080	1	vs_lhb	10298	6	Alabama A&M	13	1548776	Knight, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548776	So	P	10	4	 	 	 	0.00	4.2	13	0	0	4	1	 	38	34	5	 	 	3	 	 	0	 	 	 	 	 	8	10	 	 	 	 
2015	12080	1	vs_lhb	10298	6	Alabama A&M	11	1322600	Freeman, Joshua	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322600	Sr	P	10	8	 	 	 	0.00	7.6	15	0	0	9	3	 	53	41	 	1	2	 	1	2	 	 	 	 	 	 	9	13	 	 	 	2
2015	12080	1	vs_lhb	10298	6	Alabama A&M	31	1665030	Fritz, B.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1665030	N/A	P	4	1	 	 	 	0.00	1.4	2	0	0	1	1	 	9	8	 	 	 	 	 	 	 	 	 	 	 	 	1	4	 	 	 	 
2015	12080	1	vs_lhb	10298	6	Alabama A&M	4	1548775	Khun, Payden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1548775	Sr	P	2	0	 	 	 	0.00	0.2	0	0	0	1	0	 	3	1	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 
2015	12080	1	vs_lhb	10298	6	Alabama A&M	18	1322592	Belue, Allen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1322592	Sr	P	1	1	 	 	 		0.0	0	0	0	0	0	 	1	0	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 
2015	12080	1	vs_lhb	10298	7	Alabama St.	22	1316343	Ruiz, Armando	http://stats.ncaa.org/player?game_sport_year_ctl_id=12080&stats_player_seq=1316343	Sr	P	24	0	 	 	 	0.00	3.5	4	0	0	0	14	 	25	25	 	1	 	 	 	 	 	 	 	 	 	 	5	1	 	 	 	2
